Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extant_mrca	extinction_rate	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
44	0	-29.52575	0	-29.52575	6.584178	1605.236	0.209833	0.154495	0.11033	0.411608	0.250256	0.0997078	0.0986693	0.631923	0.119906	0.0444551	0.643721	0.0848994	0.195383	0.118278	0.416019	0.123248	0.0530097	0.48902	0.2339857	-0.03153513	0.394299	0.0542837	0.284052	0.00514374	0.250372	0.0118492	13.10387	0.07158707	0.968455	0.99172	1.00792	1.0319	0.277614	0.112977	0.504935	0.104474	0.04005194	1.787356
45	1	-3.230981	0	-3.230981	4.830747	30.92735	0.114354	0.0204719	0.00409634	0.0217076	0.066458	0.0159016	0.0299293	0.0158545	0.0269491	0.0697396	0.0187366	0.00272412	0.090306	0.0530313	0.00725166	0.101441	0.0321812	0.0727781	0.06329939	-0.05217969	0.323656	0.121609	0.221425	0.199191	0.0926909	0.0414289	47.32456	0.2805246	0.781587	0.932756	1.0488	1.23686	0.233503	0.48564	0.14795	0.132907	0.2283449	1.228513
46	0	-30.8502	0	-30.8502	8.217737	2116.444	0.0789305	0.273007	0.158247	0.349904	0.110414	0.0177185	0.328463	0.82604	0.130546	0.102723	0.345885	0.0998559	0.0989113	0.0188003	0.137502	0.301004	0.0519667	0.0778837	0.1590477	0.06844697	0.302321	0.0514096	0.525167	0.00390411	0.101522	0.0156762	41.19436	0.02291648	0.972507	0.992808	1.00692	1.02776	0.526196	0.118568	0.296622	0.0586136	0.09136344	0.2508276
47	1	8.964425	0	8.964425	6.591421	36.24771	0.0310129	0.0343087	0.0376604	0.00718499	0.00675018	0.00181455	0.0398355	0.0437239	0.0193839	0.0123661	0.00332014	0.017786	0.00393163	0.0161275	0.0782084	0.0221536	0.006217	0.08359	0.0263648	-0.05871514	0.150756	0.131817	0.170192	0.413199	0.0949813	0.0390555	44.40015	0.1622761	0.797478	0.938485	1.04577	1.21826	0.669889	0.269146	0.0109	0.0500657	0.103561	1.566962
48	0	-6.122489	0	-6.122489	21.32545	3078.14	0.0695478	0.0531682	0.043058	0.0104823	0.0770958	0.00239978	0.0295081	0.0138736	0.119239	0.00894977	0.00978373	0.0428822	0.0220258	0.0174073	0.0248946	0.0850828	0.121292	0.0164508	0.04862473	0.04386957	0.413109	0.139657	0.269239	0.0147573	0.120151	0.0430872	37.26883	0.03399327	0.977183	0.994056	1.00576	1.023	0.438625	0.381177	0.169482	0.0107153	0.07786284	0.4365789
49	1	25.71104	0	25.71104	35.69705	52.21789	0.00941976	0.0109956	0.0129962	0.0167313	0.00885716	0.00864047	0.0161362	0.0105597	0.0113716	0.00171218	0.00142439	0.011201	0.00140609	0.0115509	0.00187317	0.00989499	0.0156306	0.00494808	0.007233852	-0.01854672	0.204631	0.113317	0.112922	0.249518	0.291308	0.0283037	37.98156	0.1674328	0.829988	0.949768	1.0393	1.18094	0.361536	0.451963	0.0195382	0.166962	0.1488861	1.12457
50	0	-8.174864	0	-8.174864	10.82326	9348.516	0.0516702	0.0779752	0.099361	0.0239203	0.081628	0.0231733	0.018745	0.0201085	0.156771	0.00793108	0.00589189	0.0372838	0.0018521	0.00461565	0.0514708	0.0244692	0.0563226	0.0439453	0.05374433	-0.09224971	0.318389	0.131185	0.253536	0.00853302	0.101632	0.186726	42.64005	0.2074918	0.986884	0.996612	1.00333	1.01318	0.692097	0.16205	0.130683	0.0151694	0.1152421	1.800486
51	1	35.53901	0	35.53901	10.036	85.76199	0.00833666	0.0314614	0.0080042	0.00555389	0.0098305	0.00661088	0.00921396	0.00331514	0.00253182	0.000184637	0.00249157	0.0121289	0.000811255	0.00837528	0.00105368	0.000663541	0.00015545	0.00834554	0.008163082	0.03253926	0.441794	0.0892207	0.0779754	0.235813	0.129112	0.0260848	11.86888	0.05469592	0.866275	0.961689	1.03165	1.14038	0.2429	0.462344	0.0110112	0.283744	0.08723518	0.6269939
52	0	6.099064	0	6.099064	4.796048	5804.545	0.0516782	0.00862676	0.0115571	0.0127114	0.0227168	0.0161404	0.0107288	0.0499427	0.0701459	0.0297925	0.0650223	0.0170804	0.00546831	0.0250931	0.017473	0.0666136	0.0116296	0.00220407	0.03425109	0.132524	0.228464	0.138172	0.150195	0.00580411	0.0113087	0.466056	41.69586	0.03145268	0.983366	0.99569	1.00421	1.01673	0.338655	0.253707	0.0897161	0.317922	0.1639767	0.1918119
53	1	1.029203	0	1.029203	5.066759	69.56538	0.0266822	0.0483822	0.0214296	0.0330224	0.00936854	0.00757881	0.0760273	0.0520819	0.0438529	0.00403486	0.0265591	0.0224924	0.0186515	0.106307	0.0035531	0.0637295	0.097127	0.0359346	0.03895488	0.05204796	0.470449	0.137064	0.10524	0.100885	0.132494	0.0538679	18.18546	0.0675829	0.851981	0.957076	1.03472	1.15623	0.62372	0.221848	0.00334017	0.151092	0.1196309	0.5649287
54	0	-18.90924	0	-18.90924	11.32794	18737.66	0.088336	0.0326568	0.0109065	0.0275668	0.0193305	0.024623	0.300219	0.548994	0.0218194	0.0033844	0.123448	0.0617931	0.0741689	0.0406569	0.0275835	0.0253128	0.0111748	0.000472358	0.06828571	-0.0337102	0.101329	0.2259	0.256302	0.00198389	0.0193422	0.395143	47.46698	0.1695797	0.990729	0.997613	1.00236	1.0093	0.272109	0.158969	0.0622895	0.506632	0.1358695	1.248107
55	1	-7.637512	0	-7.637512	4.007976	208.9688	0.151414	0.0355165	0.0339904	0.0563937	0.0578768	0.00432632	0.0361765	0.0303075	0.0531497	0.00438599	0.00874666	0.00902592	0.298817	0.154749	0.000420707	0.0621368	0.0306374	0.0441389	0.07656875	-0.1678968	0.508632	0.055054	0.184596	0.0508378	0.0458114	0.155069	42.23299	0.2381886	0.913489	0.976194	1.02107	1.08924	0.236047	0.512582	0.0362264	0.215144	0.07029179	3.388569
56	0	-9.29461	0	-9.29461	7.655519	57499.8	0.0879544	0.101864	0.029018	0.00774469	0.207167	0.10769	0.182799	0.01325	0.0487344	0.0127896	0.0606819	0.052048	0.139406	0.00620501	0.132488	0.00890439	0.0333435	0.0330233	0.05109917	-0.1556111	0.125072	0.203465	0.0601384	0.0012897	0.0786383	0.531397	43.8871	0.243117	0.994704	0.998641	1.00135	1.00531	0.32315	0.144082	0.0913502	0.441418	0.08750588	2.778293
57	1	-1.035274	0	-1.035274	22.53774	721.7384	0.0578819	0.0366385	0.0234177	0.0532544	0.0338755	0.00683871	0.00258985	0.0128967	0.0462608	0.00551852	0.00699487	0.0655855	0.0430895	0.0589824	0.00157474	0.0332323	0.117272	0.0907848	0.04265403	-0.08300052	0.313145	0.0765358	0.436184	0.0558736	0.0503493	0.0679122	34.39957	0.09538096	0.95309	0.987522	1.01169	1.0477	0.403718	0.489791	0.0610665	0.0454247	0.01238043	7.70417
58	0	-10.14141	0	-10.14141	2.02949	84333.44	0.0229695	0.0183924	0.130907	0.00542869	0.216696	0.180506	0.0692471	0.00990172	0.0578885	0.0422991	0.0411705	0.163006	0.0827805	0.143259	0.0250318	0.0814501	0.0551102	0.0299053	0.1189484	-0.1782132	0.10204	0.182977	0.051829	0.00220928	0.21921	0.441736	17.81782	0.2662415	0.995626	0.998879	1.00111	1.00438	0.490575	0.0600482	0.0378952	0.411481	0.08802827	3.0245
59	1	3.084282	0	3.084282	29.0399	1845.619	0.0945058	0.0109084	0.0303357	0.027069	0.000995897	0.0124747	0.00572766	0.0311714	0.0352403	0.0672708	0.0537149	0.0173875	0.00826451	0.0130709	0.000554208	0.0318237	0.00642466	0.0145184	0.02530073	-0.05736376	0.0811483	0.0404009	0.720564	0.0449531	0.0385434	0.0743908	42.06107	0.06299006	0.970569	0.992289	1.0074	1.02974	0.0199114	0.963352	0.00262092	0.0141161	0.005626306	11.19563
60	0	-13.91556	0	-13.91556	8.114885	92610.74	0.112779	0.00279361	0.0406011	0.00359306	0.155552	0.113292	0.175303	0.0524284	0.0521261	0.199751	0.26157	0.205861	0.06752	0.35108	0.00604321	0.0243866	0.0434939	0.00652569	0.1386195	0.1636413	0.208557	0.223958	0.14837	0.00334787	0.0505168	0.365251	9.327551	0.008357849	0.995826	0.99893	1.00106	1.00418	0.570915	0.124348	0.190233	0.114504	0.1719992	0.04859238
61	1	-7.312225	0	-7.312225	14.96496	790.7881	0.0164932	0.0596245	0.0340875	0.00887421	0.000153464	0.0254706	0.0174551	0.0118863	0.0814859	0.0776675	0.0297444	0.000561829	0.0435912	0.125848	0.160115	0.0243686	0.0381424	0.116226	0.03148815	-0.02060852	0.083198	0.0643818	0.771095	0.0252338	0.039517	0.0165748	28.48142	0.02216036	0.955167	0.988096	1.01118	1.04556	0.0429315	0.686255	0.00398989	0.266824	0.001551834	14.2801
62	0	-28.85398	0	-28.85398	9.939511	207637.8	0.407158	0.0251387	0.0305336	0.00595093	0.6087	0.551396	0.121597	0.128038	0.0278721	0.279315	0.319925	0.674108	0.166818	0.0675842	0.0202318	0.36559	0.0255532	0.00542226	0.2603964	0.1540033	0.35361	0.1169	0.137135	0.00351183	0.0457274	0.343116	29.69462	0.002292957	0.997212	0.999286	1.00071	1.00279	0.921138	0.0141286	0.0520137	0.0127201	0.1562963	0.01467058
63	1	-5.884372	0	-5.884372	15.11809	1498.325	0.0239963	0.0528714	0.0132614	0.00507792	0.000199934	0.0199597	0.069256	0.0129017	0.171919	0.119346	0.0376798	0.000989123	0.0281126	0.0363918	0.00945895	0.142614	0.00462918	0.00817742	0.04039115	-0.05796302	0.0178739	0.0712549	0.829562	0.0356061	0.0285405	0.0171627	47.36104	0.05815661	0.967355	0.991423	1.0082	1.03303	0.363469	0.303052	0.0612447	0.272235	0.0001935883	300.4139
64	0	-20.61274	0	-20.61274	5.186944	247708.5	0.133901	0.00812039	0.22783	0.00022651	0.392218	0.176024	0.0948681	0.135354	0.0109974	0.0261976	0.0470717	0.597185	0.101377	0.122618	0.143995	0.0509525	0.268691	0.0190708	0.102114	0.229197	0.208564	0.24226	0.215807	0.00982453	0.110278	0.213267	46.8823	0.002741499	0.997447	0.999347	1.00065	1.00256	0.404896	0.0695787	0.103877	0.421648	0.2319385	0.01181994
65	1	3.709114	0	3.709114	13.55634	190.1185	0.0205294	0.0331919	0.0132571	0.00660665	0.000501976	0.0360627	0.0235681	0.020983	0.0277653	0.177679	0.00481421	0.0773927	0.0825696	0.0481081	0.0102149	0.0093983	0.00862938	0.037969	0.02618393	-0.06476707	0.0106126	0.216894	0.667	0.0640112	0.00906283	0.0324187	16.52043	0.0652883	0.909377	0.974974	1.02202	1.09363	0.0913848	0.762116	0.0640134	0.0824858	0.0005212277	125.2587
66	0	-10.38667	0	-10.38667	5.448534	374455.6	0.247255	0.0231408	0.0719249	0.00829076	0.227843	0.19516	0.0654292	0.0317288	0.0263615	0.0148816	0.122598	0.147869	0.100477	0.134802	0.0332999	0.0672556	0.0381785	0.0148508	0.1009789	0.1422715	0.146414	0.405879	0.347303	0.00593402	0.0329035	0.0615659	12.88135	0.01721023	0.997924	0.999469	1.00053	1.00208	0.540999	0.148202	0.093101	0.217698	0.1594817	0.1079135
67	1	11.10872	0	11.10872	9.959578	983.0122	0.0180543	0.0230729	0.0351563	0.0138893	0.00182208	0.00826324	0.0100847	0.012497	0.00713004	0.0828382	0.0543847	0.013507	0.00830901	0.000449375	0.0133374	0.00543046	0.00433927	0.0160633	0.02369387	-0.09351862	0.0573127	0.167498	0.468791	0.194009	0.0353446	0.0770459	40.83452	0.09417021	0.959754	0.989356	1.01006	1.04083	0.101087	0.561799	0.248302	0.0888118	0.0006515901	144.5237
68	0	-11.23321	0	-11.23321	3.511414	585237.3	0.109566	0.0236629	0.0598023	0.0158693	0.144754	0.14427	0.0344327	0.152572	0.00984378	0.334671	0.0500606	0.11059	0.269787	0.0192514	0.0449761	0.186801	0.0283491	0.0999081	0.08543747	0.1362488	0.090519	0.238712	0.547782	0.0130747	0.0389068	0.0710057	8.447616	0.01209749	0.998339	0.999575	1.00042	1.00166	0.172296	0.368503	0.264043	0.195158	0.1483463	0.08154902
69	1	11.98019	0	11.98019	11.96667	4157.734	0.0286003	0.0427418	0.00658378	0.00603734	0.000844496	0.013661	0.000971844	0.0077512	0.00741231	0.0294584	0.034446	0.00637008	0.0904815	0.00011626	0.0056222	0.00633818	0.00384285	0.0088974	0.01953514	-0.0606533	0.0494385	0.130951	0.291772	0.327245	0.113832	0.0867608	38.38425	0.06082056	0.980356	0.994896	1.00497	1.01978	0.0771279	0.288725	0.569732	0.0644143	0.0001672659	363.616
70	0	-8.481317	0	-8.481317	4.596849	302624.4	0.0587225	0.0589316	0.0276193	0.0149024	0.124048	0.048979	0.0996608	0.218705	0.00192442	0.247068	0.0720129	0.0554135	0.101008	0.0720456	0.0243414	0.158296	0.0495503	0.0639858	0.1047941	0.08085351	0.093174	0.436298	0.337953	0.0259694	0.0193556	0.0872504	6.245267	0.06679041	0.99769	0.999409	1.00059	1.00231	0.451789	0.284844	0.0891034	0.174263	0.1476439	0.4523749
71	1	-8.219867	0	-8.219867	12.14294	14792.97	0.0395214	0.0760618	0.0700342	0.0687842	0.00119789	0.0468494	0.00226567	0.00973329	0.076546	0.176316	0.00428568	0.0585456	0.0786308	0.0178166	0.0924069	0.0874433	0.00637752	0.06134	0.04768332	-0.03834825	0.0233699	0.154674	0.192058	0.347665	0.212553	0.0696797	36.29602	0.03896351	0.989568	0.997311	1.00265	1.01047	0.124518	0.212713	0.589375	0.0733944	0.0006152537	63.32918
72	0	9.907097	0	9.907097	1.580857	731267.3	0.01847	0.0351569	0.0195506	0.0118842	0.0460998	0.00734024	0.0075918	0.00565531	0.0037576	0.0459488	0.125778	0.0115428	0.0327366	0.021286	0.0249891	0.0349256	0.0754913	0.0353268	0.02869386	0.09682363	0.0601462	0.333761	0.38206	0.0428497	0.0159576	0.165225	13.19857	0.2343784	0.998514	0.99962	1.00038	1.00149	0.521581	0.214624	0.0135661	0.250229	0.3312021	0.7076599
73	1	-6.769042	0	-6.769042	15.6011	59750.14	0.00848344	0.117872	0.104196	0.035398	0.0115924	0.0412874	0.00269879	0.0411851	0.0903753	0.0152379	0.00559933	0.0261885	0.120546	0.00581347	0.0375702	0.0377937	0.0594533	0.0525573	0.05030288	-0.09007918	0.0678799	0.158302	0.0917878	0.294122	0.286116	0.101793	46.90874	0.09151336	0.994805	0.998667	1.00132	1.0052	0.0207313	0.0059931	0.97085	0.00242583	0.001434184	63.80868
74	0	23.10712	0	23.10712	1.104953	317408.2	0.00647813	0.0146006	0.00892937	0.00185591	0.0161918	0.00443009	0.0291774	0.0386758	0.0104326	0.0424947	0.0102755	0.0071873	0.0863634	0.0158038	0.109252	0.0221256	0.00718417	0.0520589	0.03620626	0.08261738	0.0783391	0.338883	0.335512	0.0389059	0.0635571	0.144803	1.908594	0.09125093	0.997745	0.999423	1.00058	1.00226	0.295251	0.250519	0.139174	0.315056	0.1738683	0.5248278
75	1	-20.19717	0	-20.19717	12.72822	97724.95	0.0709942	0.0388821	0.190295	0.06202	0.171525	0.38952	0.00945366	0.0288808	0.0655285	0.100096	0.050982	0.0598008	0.139705	0.0531892	0.513398	0.0511105	0.015532	0.0401353	0.1290575	0.03028801	0.0473543	0.0638615	0.207411	0.396179	0.191553	0.0936414	18.54187	0.02386428	0.995937	0.998959	1.00104	1.00407	0.304349	0.334774	0.253216	0.107662	0.05415229	0.4406883
76	0	33.67512	0	33.67512	1.742579	310338.9	0.00194056	0.0140878	0.0586134	0.0055056	0.000735368	0.00175635	0.00327571	0.0456565	0.00903459	0.0175209	0.0013593	0.000356433	0.00384422	0.0336263	0.0254736	0.00450572	0.0271769	0.00482445	0.0197816	0.08940329	0.20162	0.427435	0.0678712	0.0357994	0.105708	0.161566	2.503883	0.03921475	0.997719	0.999416	1.00058	1.00228	0.33675	0.486197	0.0612183	0.115835	0.128618	0.3048931
77	1	-28.01438	0	-28.01438	7.343628	125242.3	0.171433	0.0881091	0.354931	0.0931826	0.209591	0.140805	0.000753014	0.0982088	0.266553	0.226346	0.0335803	0.0361435	0.236043	0.156477	0.0244393	0.150034	0.0598451	0.632635	0.1286444	-0.0136947	0.0264805	0.10834	0.0752842	0.463115	0.257032	0.0697481	16.80747	0.1930827	0.996411	0.99908	1.00092	1.00359	0.429203	0.350859	0.183684	0.0362532	0.179388	1.076341
78	0	26.59092	0	26.59092	1.38722	398609.8	0.0643362	0.01105	0.00585137	0.0606869	0.0135512	0.00201179	0.000835807	0.0362732	0.00481554	0.00366415	0.00453752	0.0467084	0.0139282	0.0259321	0.037744	0.032734	0.0108876	0.00237503	0.0194379	0.1466409	0.062806	0.437016	0.154877	0.0214883	0.222854	0.100959	2.143424	0.101346	0.997987	0.999485	1.00051	1.00201	0.166206	0.481858	0.0559662	0.295971	0.2479869	0.4086747
79	1	-51.85981	0	-51.85981	8.131765	466397.8	0.692281	0.0901868	1.00886	0.0752939	0.0398651	0.18148	0.00172459	0.779123	0.826537	1.17558	1.21084	0.0451521	1.2729	0.410237	0.0333831	0.0488953	0.177672	0.597748	0.5455884	0.07792021	0.0342768	0.103459	0.220793	0.421527	0.169048	0.0508955	37.67564	0.05133042	0.998139	0.999524	1.00047	1.00186	0.257323	0.378517	0.247646	0.116514	0.1292506	0.3971386
80	0	35.52719	0	35.52719	1.306115	855920.8	0.0194861	0.0125325	0.00547403	0.00680212	0.00544683	0.000464002	0.00118549	0.00674116	0.0163888	0.00777153	0.000875865	0.00035877	0.00743639	0.0224137	0.0044422	0.00670947	0.00918424	0.00576538	0.007498311	0.2794078	0.041542	0.487978	0.190751	0.0143606	0.127792	0.137577	47.86043	0.3351861	0.998626	0.999649	1.00035	1.00137	0.0886071	0.198308	0.150755	0.56233	0.6145939	0.5453781
81	1	-40.2837	0	-40.2837	22.91979	747118.2	0.228631	0.01122	0.357606	0.00330701	0.606828	0.0961327	0.00126901	0.42259	0.42603	0.346219	0.0410934	0.0622964	0.338242	0.107648	0.101753	1.21211	0.295472	0.0380163	0.2029554	-0.08222248	0.0333574	0.100471	0.230339	0.322982	0.20053	0.112321	27.52981	0.1407789	0.99853	0.999624	1.00038	1.00147	0.038266	0.261028	0.105085	0.59562	0.05855638	2.404159
82	0	22.29572	0	22.29572	6.36827	488605.5	0.041688	0.0113801	0.0372122	0.00688455	0.00725068	0.00138141	0.00732561	0.0264226	0.0221605	0.000502672	0.0272875	0.0127466	0.000679411	0.00390057	0.0307795	0.00956565	0.0199061	0.0228299	0.01816514	-0.1263856	0.026922	0.218082	0.261238	0.0224833	0.211187	0.260087	7.686731	0.1437076	0.998182	0.999535	1.00046	1.00182	0.283595	0.16529	0.0732506	0.477865	0.01732203	8.296233
83	1	-34.41059	0	-34.41059	23.96991	237190.5	0.113224	0.023228	0.563713	0.0218173	0.100671	0.0592853	0.00610489	0.127295	0.394144	0.235311	1.09472	0.185771	0.148776	0.201768	0.134238	0.13357	0.00370138	0.165296	0.1994579	0.08187689	0.0541361	0.124578	0.331615	0.187363	0.16084	0.141468	36.81493	0.01158711	0.997391	0.999332	1.00067	1.00261	0.0250654	0.488349	0.0546642	0.431921	0.09346399	0.123974
84	0	15.5262	0	15.5262	3.31526	591452.8	0.0114134	0.00686648	0.0406906	0.043545	0.0164228	0.00441274	0.0314419	0.0147723	0.0100244	0.0124291	0.0596469	0.00564208	0.0410923	0.0226688	0.0472447	0.00529495	0.0330707	0.00616449	0.03246078	-0.05040346	0.0127733	0.436397	0.115463	0.0131584	0.278369	0.143839	9.109508	0.05994501	0.998348	0.999577	1.00042	1.00165	0.490077	0.0609625	0.400081	0.0488794	0.009541551	6.282522
85	1	-24.20246	0	-24.20246	21.17193	637040.3	0.100849	0.0281509	0.137877	0.0714452	0.208904	0.0087822	0.00648706	0.14653	0.111288	0.138443	0.0954581	0.0114902	0.0671171	0.0906325	0.0190199	0.0157065	0.589885	0.0429533	0.09801289	0.004927993	0.137332	0.0466773	0.159761	0.30288	0.141981	0.211368	40.20254	0.01828325	0.998408	0.999593	1.00041	1.00159	0.0589123	0.168619	0.230722	0.541747	0.02321124	0.7876893
86	0	-0.000299122	0	-0.000299122	3.963274	953863.4	0.0237284	0.0241235	0.0947284	0.0352388	0.0658485	0.0379421	0.0300976	0.113757	0.0362369	0.0468567	0.0238231	0.0178742	0.295822	0.0282589	0.0683169	0.00500957	0.00335567	0.0154304	0.04279129	0.04849714	0.00784031	0.11538	0.0737204	0.0512346	0.331642	0.420182	10.31575	0.02139199	0.998699	0.999667	1.00033	1.0013	0.647337	0.0217143	0.310957	0.0199924	0.06988913	0.3060847
87	1	-25.12623	0	-25.12623	24.01806	497887.2	0.0546304	0.278125	0.0401262	0.281142	0.051579	0.0342675	0.00657709	0.63879	0.219028	0.323033	0.0556416	0.0212899	0.0803964	0.0542715	0.090142	0.00571329	0.0329307	0.0244313	0.1176933	0.032517	0.279953	0.0809973	0.149564	0.186425	0.0426592	0.260401	30.53464	0.02687276	0.998199	0.999539	1.00046	1.0018	0.06886	0.738672	0.163241	0.0292273	0.05938976	0.4524814
88	0	18.06163	0	18.06163	4.704478	685087.4	0.0155033	0.0499047	0.0146415	0.0246433	0.0177527	0.0262911	0.0374229	0.0694095	0.0362714	0.00495525	0.0324941	0.0258305	0.0176275	0.011765	0.00453004	0.0316655	0.000104397	0.0116453	0.02228723	0.001596432	0.032548	0.247109	0.0625249	0.147202	0.345423	0.165193	6.133663	0.04687165	0.998465	0.999607	1.00039	1.00154	0.39272	0.236583	0.303297	0.0674001	0.04846808	0.9670622
89	1	-7.126027	0	-7.126027	28.24792	109206.9	0.0340598	0.0595134	0.00891755	0.0539136	0.102903	0.0131214	0.00503629	0.0577228	0.0186403	0.0419778	0.0251805	0.0668867	0.101016	0.000679221	0.0103981	0.0251613	0.0966054	0.00679449	0.04192873	0.0382247	0.272276	0.195254	0.125885	0.220606	0.0599493	0.12603	44.93052	0.001334638	0.996156	0.999015	1.00098	1.00385	0.0884622	0.593603	0.161584	0.156351	0.03955933	0.03373763
90	0	5.544858	0	5.544858	27.1921	936111.6	0.0381911	0.00357132	0.0533723	0.00133375	0.00581474	0.066964	0.0114181	0.0232486	0.0154142	0.0296541	0.0433117	0.00125315	0.0621423	0.00141819	0.0370111	0.0363204	0.0093688	0.0159795	0.04008624	0.01336763	0.0474256	0.0936739	0.08836	0.25045	0.319296	0.200795	35.7631	0.1349397	0.998687	0.999664	1.00034	1.00131	0.0800098	0.446773	0.175366	0.297851	0.1483073	0.9098654
91	1	-1.362611	0	-1.362611	19.67317	119604.1	0.101156	0.0805869	0.00754322	0.0600083	0.00462085	0.0594211	0.00669332	0.00907517	0.0126153	0.0119265	0.0313689	0.0147975	0.00982491	0.0161719	0.0129489	0.0374826	0.0188981	0.0129102	0.03466618	0.06774593	0.18237	0.27386	0.148038	0.260635	0.0582901	0.0768077	34.07212	0.02402192	0.996327	0.999059	1.00094	1.00368	0.0255282	0.0846952	0.225013	0.664764	0.09176785	0.2617684
92	0	-12.07235	0	-12.07235	7.006646	646314.4	0.0206179	0.075272	0.0864513	0.00194775	0.146825	0.0168772	0.0580387	0.152305	0.236302	0.132924	0.281193	0.0468319	0.228654	0.03186	0.107963	0.0218981	0.149052	0.0562054	0.0809243	0.000732542	0.0136066	0.110705	0.160528	0.203971	0.302252	0.208937	8.396183	0.06610472	0.998419	0.999596	1.0004	1.00158	0.133277	0.126814	0.24779	0.492119	0.06683726	0.9890399
93	1	-3.184702	0	-3.184702	18.72302	662663.8	0.0239313	0.0883042	0.0114563	0.19421	0.0147099	0.052786	0.0191523	0.0694499	0.0481286	0.0175982	0.0250379	0.125474	0.0573134	0.0228653	0.00978662	0.0250557	0.00386861	0.0369621	0.05062818	0.00278606	0.2569	0.197817	0.227795	0.217837	0.0695459	0.0301053	19.41958	0.04454664	0.998439	0.999601	1.0004	1.00156	0.00728177	0.0311866	0.0805589	0.880973	0.0473327	0.9411388
94	0	-8.494195	0	-8.494195	5.151077	289401.6	0.00241854	0.243679	0.212499	0.0317088	0.038261	0.00478754	0.091572	0.185098	0.243876	0.0520264	0.0281339	0.02511	0.192952	0.0655394	0.0274089	0.113684	0.00456145	0.0566899	0.07357619	-0.2022938	0.00803288	0.161413	0.398543	0.082668	0.24824	0.101103	6.065832	0.2111712	0.997638	0.999396	1.0006	1.00236	0.184556	0.272645	0.0688494	0.473949	0.008877343	23.78765
95	1	7.544603	0	7.544603	10.55565	293447.1	0.00890522	0.0572105	0.00371618	0.0212185	0.0875168	0.0193537	0.00261363	0.0542936	0.0182012	0.0165933	0.00150596	0.0344808	0.0344159	0.0105446	0.00980619	0.0187635	0.00160102	0.0116575	0.0212303	-0.0330207	0.182671	0.202104	0.215315	0.0526917	0.180722	0.166497	48.78616	0.1173812	0.997654	0.9994	1.0006	1.00235	0.00374067	0.094417	0.231046	0.670796	0.08436048	1.391424
96	0	4.418574	0	4.418574	5.780278	638030.4	0.223069	0.0209402	0.0410819	0.0105015	0.00496252	0.0120862	0.0378618	0.0626689	0.000985805	0.013267	0.0652576	0.0481149	0.006892	0.0130635	0.00443409	0.00662705	0.0563065	0.0553341	0.03703167	-0.05228406	0.00761024	0.0923629	0.439441	0.07456	0.284215	0.101811	14.01753	0.09575177	0.998409	0.999593	1.00041	1.00159	0.152902	0.400245	0.138217	0.308636	0.0434677	2.202825
97	1	-7.50495	0	-7.50495	11.10596	254581.9	0.0201446	0.0298695	0.0325848	0.0716922	0.191649	0.0616401	0.00489927	0.0413939	0.0819064	0.00897147	0.0137918	0.0365299	0.0879915	0.0142668	0.0687105	0.0154604	0.00116638	0.133676	0.04007997	-0.3055669	0.153635	0.455521	0.0429408	0.0482262	0.129918	0.169759	43.60963	0.3729798	0.997482	0.999355	1.00064	1.00252	0.0129832	0.156335	0.218727	0.611955	0.06741289	5.532766
98	0	-6.781051	0	-6.781051	13.76407	733159.7	0.156625	0.0873855	0.0900092	0.0951309	0.0305554	0.0886876	0.0180615	0.0519153	0.00764319	0.0820534	0.0311466	0.00575992	0.0597399	0.0497656	0.00353421	0.0142971	0.0149935	0.0399634	0.05598011	-0.07608481	0.0183917	0.183351	0.242004	0.334714	0.129421	0.0921184	30.25196	0.2276669	0.998516	0.99962	1.00038	1.00148	0.308283	0.138961	0.260772	0.291984	0.1515821	1.501938
99	1	2.636794	0	2.636794	6.759858	815075.2	0.0107273	0.100239	0.0813585	0.0224863	0.00934948	0.0660835	0.0138811	0.0338851	0.135345	0.00148763	0.00420719	0.0945735	0.0485845	0.0520529	0.00114933	0.00241497	0.00644684	0.00676596	0.04041542	0.1258388	0.260209	0.315717	0.0680655	0.112148	0.0304118	0.213449	29.21014	0.02651576	0.998592	0.99964	1.00036	1.00141	0.0517689	0.473367	0.320378	0.154486	0.1523545	0.1740398
100	0	-34.91857	0	-34.91857	15.56624	140407.3	0.0164701	0.0758662	0.103199	0.202377	0.0867239	0.349306	0.345741	0.0732355	0.041853	0.00548515	0.168437	0.0641748	0.136879	0.194855	0.0454655	0.252474	0.317855	0.479549	0.2111599	0.006417196	0.00674402	0.385733	0.102157	0.426333	0.0583713	0.0206618	48.16794	0.04106047	0.99661	0.999132	1.00086	1.00339	0.26567	0.229884	0.483659	0.020787	0.04747767	0.8648376
