Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extant_mrca	extinction_rate	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
1434	0	-18.13629	0	-18.13629	1.820361	776634.1	0.0348665	0.0998536	0.0386015	0.0164701	0.191918	0.0159154	0.549706	0.219546	0.0138751	0.129036	0.0126926	0.0509796	0.145716	0.425555	0.0676374	0.00871781	0.0827772	0.0033733	0.133914	-0.5317568	0.00457484	0.0203892	0.0768571	0.411142	0.340472	0.146565	46.61112	0.5728651	0.998558	0.999631	1.00037	1.00144	0.295601	0.34171	0.134515	0.228174	0.04110825	13.93553
1435	1	-32.80857	0	-32.80857	3.54009	128210.1	0.331133	0.0950066	0.550655	0.420239	0.0337457	0.306292	0.00332026	0.0527514	0.0984919	0.0189279	0.343319	1.00117	0.0846529	0.277521	0.324271	0.105192	0.754722	0.125159	0.2561216	0.2039692	0.0467911	0.0116475	0.16349	0.400368	0.0658135	0.311891	26.66462	0.0572596	0.996452	0.999091	1.0009	1.00355	0.0570139	0.22944	0.631673	0.0818735	0.2612288	0.2191933
1436	0	-24.89902	0	-24.89902	3.478396	817349.2	0.279879	0.017007	0.0243305	0.227568	0.263892	1.12511	0.109851	0.143066	0.0370359	0.533405	0.152869	0.405771	0.0213836	0.0376762	0.139632	0.341865	0.0594307	0.0924071	0.2405349	0.0588533	0.390412	0.196892	0.0111311	0.153037	0.0712512	0.177277	5.352122	0.1157686	0.998594	0.999641	1.00036	1.00141	0.000355554	0.315852	0.559662	0.124131	0.1746219	0.6629672
1437	1	-19.01156	0	-19.01156	11.37637	577034.1	0.0526737	0.116049	0.210947	0.376248	0.175006	0.0746273	0.000840873	0.0111825	0.167298	0.0734394	0.00945881	0.0166992	0.134729	0.244388	0.0622711	0.097041	0.191996	0.21461	0.1370911	-0.1818178	0.167934	0.0816224	0.0306106	0.39953	0.236206	0.084097	24.80757	0.2337604	0.998327	0.999572	1.00043	1.00167	0.439173	0.254525	0.250472	0.0558299	0.0519426	4.50036
1438	0	2.476297	0	2.476297	2.687313	492404.2	0.0501039	0.0458577	0.0640411	0.00158431	0.0455421	0.0117369	0.0801391	0.0310607	0.137019	0.148994	0.0127229	0.0796193	0.190147	0.0355261	0.082722	0.0384126	0.0258689	0.0883737	0.09898901	-0.05477385	0.277606	0.13771	0.113318	0.117324	0.230051	0.123991	3.52943	0.07964685	0.998189	0.999537	1.00046	1.00181	0.00632962	0.633286	0.0480117	0.312373	0.02487301	3.20214
1439	1	-14.04482	0	-14.04482	7.544336	310682.6	0.109573	0.115316	0.0918222	0.00940683	0.115018	0.176239	0.0572919	0.00600384	0.0563743	0.0410909	0.0647268	0.0601621	0.121264	0.122294	0.0547729	0.0480933	0.0380536	0.0726669	0.09425762	-0.01938218	0.323487	0.408134	0.0524135	0.033245	0.0648756	0.117845	48.77758	0.1131738	0.99772	0.999417	1.00058	1.00228	0.322136	0.0464707	0.297219	0.334175	0.09379159	1.206652
1440	0	-30.08847	0	-30.08847	2.842757	332537.7	0.0677217	1.00266	0.719726	0.381611	0.683677	0.42853	0.0379625	0.0522232	0.44875	0.121479	0.20555	0.37932	0.658697	0.276991	0.283961	0.0438004	0.732492	0.486857	0.317974	-0.05236158	0.223493	0.446887	0.0943008	0.00565632	0.192512	0.0371512	3.031325	0.09897895	0.997797	0.999436	1.00056	1.00221	0.151444	0.0875635	0.337426	0.423566	0.04661737	2.12322
1441	1	-13.23097	0	-13.23097	6.75289	355798.9	0.145231	0.0219903	0.0460272	0.0254411	0.106942	0.0242578	0.00991734	0.238616	0.422108	0.272562	0.129619	0.00217325	0.0375756	0.310889	0.0519528	0.0238268	0.0218555	0.0662021	0.1022311	-0.03156025	0.426642	0.277574	0.0615239	0.0226101	0.131503	0.0801468	8.908886	0.0843424	0.99787	0.999455	1.00054	1.00213	0.109449	0.323335	0.0226945	0.544522	0.05278215	1.597934
1442	0	-30.64255	0	-30.64255	3.749913	614542.6	0.362609	0.0474929	0.0610272	0.0291791	1.48423	0.168687	0.634076	0.153137	0.730958	0.19157	0.54688	0.429584	0.513512	0.0433949	0.0160704	0.212537	0.264902	0.050577	0.2889857	0.1003679	0.25745	0.117002	0.131252	0.00787273	0.037471	0.448952	4.49545	0.0169851	0.998379	0.999585	1.00041	1.00162	0.045602	0.628023	0.0427194	0.283656	0.117353	0.1447351
1443	1	-27.96784	0	-27.96784	13.37166	326090.9	0.125424	0.135574	0.113327	0.199677	0.410323	0.0266855	0.866278	0.0652642	0.549677	0.0465962	0.00749363	0.0870868	0.0574436	0.0502893	0.0919155	0.151034	0.283072	0.0407648	0.1804977	-0.0135041	0.0874442	0.0883238	0.0195768	0.240921	0.148326	0.415409	17.17838	0.09319244	0.997775	0.999431	1.00057	1.00223	0.651024	0.0401075	0.13536	0.173508	0.07968834	1.169461
1444	0	-38.24088	0	-38.24088	3.934232	309086.7	0.761134	0.0255588	0.0181433	0.236502	0.145867	0.329262	0.0721664	0.646056	0.24197	0.147677	0.479173	1.29174	0.463144	0.105068	0.0675807	0.0411639	0.178859	1.11344	0.2207274	0.07236452	0.653033	0.0240757	0.0476091	0.211536	0.0106219	0.0531241	11.52087	0.000968232	0.997715	0.999415	1.00058	1.00229	0.0742327	0.025852	0.458272	0.441643	0.07333275	0.01320327
1445	1	-18.99763	0	-18.99763	12.31396	889287.4	0.0714705	0.0291317	0.172021	0.112972	0.14418	0.1846	0.0131053	0.0793778	0.128285	0.0808885	0.0752747	0.230577	0.029274	0.0619746	0.420702	0.0297184	0.0481695	0.0264799	0.1307576	-0.06099389	0.0563449	0.0569116	0.0126144	0.101529	0.496035	0.276565	24.51182	0.07457156	0.998652	0.999655	1.00034	1.00135	0.254951	0.33915	0.0736652	0.332233	0.01357767	5.492221
1446	0	-29.54703	0	-29.54703	2.830657	141730.8	0.552108	0.176228	0.255444	0.138193	0.166725	0.00710282	0.0537824	0.33847	0.0937321	0.0495191	0.307496	0.675479	0.860046	0.245403	0.0353407	0.0797085	0.191059	0.360063	0.2159783	-0.280269	0.501587	0.0139598	0.154992	0.0562338	0.086376	0.186851	31.49685	0.3343351	0.996626	0.999136	1.00086	1.00338	0.306935	0.171073	0.0283339	0.493658	0.05406604	6.183828
1447	1	-16.41187	0	-16.41187	4.760839	725747.7	0.0822846	0.0969892	0.0451944	0.065606	0.0850957	0.0525204	0.044648	0.0359929	0.0191169	0.166163	0.0403622	0.279803	0.188019	0.0682915	0.257653	0.0756337	0.00540423	0.0909664	0.08293933	0.3334763	0.316118	0.0287142	0.237838	0.00339795	0.0710915	0.34284	44.42708	0.04252372	0.998508	0.999619	1.00038	1.00149	0.247257	0.37653	0.231636	0.144577	0.376	0.113095
1448	0	-23.46566	0	-23.46566	6.526121	726584.9	0.135227	0.973183	0.454821	0.071399	0.222215	0.0785787	0.0639432	0.00294826	0.158098	0.0211257	0.0982535	0.0397567	0.0526574	0.305415	0.0194221	0.0180327	0.0606155	0.308915	0.1811483	3.18937e-05	0.380829	0.0447205	0.117678	0.10636	0.208546	0.141867	10.53132	0.1323985	0.998509	0.999619	1.00038	1.00149	0.400724	0.117345	0.313446	0.168486	0.1324304	0.9997592
1449	1	-16.31371	0	-16.31371	4.947311	422970.6	0.00695247	0.0357297	0.0351789	0.218413	0.190519	0.124943	0.0142405	0.12847	0.160996	0.186728	0.00834515	0.273904	9.83346e-05	0.0679825	0.0189936	0.265705	0.0537143	0.153282	0.09627712	-0.1068608	0.45581	0.00546199	0.152189	0.0575487	0.170949	0.158041	37.96315	0.1936639	0.998046	0.9995	1.0005	1.00196	0.472035	0.193128	0.131171	0.203666	0.08680313	2.231071
1450	0	-6.63524	0	-6.63524	5.780634	712132.2	0.0714528	0.0116589	0.0184153	0.0865813	0.00484058	0.125664	0.0386531	0.0990085	0.0427527	0.0604545	0.0799681	0.0380723	0.0462219	0.313575	0.0154483	0.0412765	0.0491725	0.0165106	0.06855732	-0.03487166	0.407329	0.0803086	0.125866	0.06758	0.207612	0.111305	17.63456	0.1214651	0.998494	0.999615	1.00038	1.00151	0.0944828	0.0887247	0.726659	0.0901339	0.08659343	1.402706
1451	1	-24.6843	0	-24.6843	4.298474	434622.6	0.194877	0.152022	0.170634	0.112422	0.272228	0.22678	0.278057	0.187925	0.102904	0.925125	0.414685	0.0166249	0.0239451	0.266044	0.45685	0.0298647	0.10876	0.184071	0.2485766	0.01581327	0.211568	0.458061	0.153899	0.00346079	0.0775839	0.0954274	5.4378	0.09910184	0.998073	0.999507	1.00049	1.00193	0.179469	0.0582804	0.243251	0.519	0.1149151	0.8623917
1452	0	3.32815	0	3.32815	4.765054	416191.9	0.0901984	0.0232164	0.0314582	0.0917203	0.000874705	0.0248527	0.0679655	0.0209733	0.068938	0.00440432	0.0218343	0.00483708	0.0404414	0.0690342	0.0051071	0.00286748	0.0281546	0.0393871	0.04259033	-0.06080154	0.171941	0.0338997	0.334123	0.336169	0.0768837	0.0469839	26.66228	0.1354092	0.99803	0.999496	1.0005	1.00197	0.155777	0.114396	0.0960005	0.633826	0.07460763	1.814951
1453	1	-48.53396	0	-48.53396	23.97825	217112.8	0.0244474	1.61707	0.762017	0.436453	0.253264	0.0756327	0.422161	0.2529	0.524319	0.106448	0.417246	0.112222	0.349689	0.699255	0.596663	0.0377117	0.0460243	0.134713	0.4952582	-0.06893265	0.319614	0.327961	0.0271485	0.00435543	0.136279	0.184642	29.24315	0.1182241	0.997273	0.999302	1.0007	1.00273	0.177279	0.396276	0.332165	0.0942803	0.04929144	2.398471
1454	0	-5.697704	0	-5.697704	12.70746	833685.4	0.127084	0.0108379	0.0487998	0.0192513	0.275206	0.00553086	0.00426782	0.0450635	0.219475	0.0702463	0.0130665	0.0282788	0.074668	0.015646	0.00304633	0.0420076	0.00398479	0.0473526	0.05343562	0.01879421	0.170182	0.229363	0.268755	0.270401	0.0235065	0.037792	18.45188	0.01001975	0.998608	0.999644	1.00036	1.00139	0.148209	0.291451	0.261596	0.298743	0.02881396	0.3477393
1455	1	-59.01286	0	-59.01286	36.09412	202765.8	0.12283	2.78959	0.452342	0.203799	0.645506	0.307871	0.199677	0.321112	0.0241035	0.134361	1.689	0.139947	0.606139	0.379245	0.653753	0.810943	0.0267694	0.0257198	0.3701321	0.02996773	0.0191871	0.465223	0.0165347	0.0671499	0.183409	0.248497	46.01655	0.0700232	0.997179	0.999278	1.00072	1.00282	0.144633	0.0444881	0.0105339	0.800345	0.09999093	0.7002955
1456	0	-14.21578	0	-14.21578	10.20039	165111.5	0.00713398	0.137098	0.0688239	0.216065	0.0466075	0.10828	0.0757637	0.0329448	0.0418883	0.0812561	0.169124	0.126452	0.0119659	0.00587854	0.133056	0.137933	0.0166931	0.14287	0.1029582	-0.08195533	0.0686131	0.0635095	0.356932	0.269562	0.0512132	0.19017	17.98975	0.1461485	0.996874	0.999199	1.0008	1.00313	0.248074	0.262171	0.353224	0.136532	0.06419314	2.276699
1457	1	-34.83645	0	-34.83645	23.56449	897575.7	0.159836	0.54802	0.040396	0.100383	0.148644	0.00416984	0.471913	0.124907	0.0283842	0.013385	0.206102	0.326084	0.000944822	0.3454	0.086911	0.14548	0.0328202	0.872863	0.2608836	-0.09285437	0.0311241	0.544246	0.0135276	0.140312	0.186219	0.0845712	30.45181	0.2255322	0.998659	0.999657	1.00034	1.00134	0.0236612	0.540728	0.0408045	0.394806	0.1326778	1.699848
1458	0	1.141097	0	1.141097	15.39078	474329.6	0.00993178	0.126948	0.0188488	0.0718843	0.0174332	0.000938688	0.0161936	0.059724	0.00201764	0.0123313	0.121062	0.00325139	0.0157795	0.0290054	0.00650796	0.0337801	0.00751447	0.0285199	0.02897407	-0.06943601	0.247826	0.111476	0.275027	0.303811	0.0040746	0.0577855	44.83855	0.07391464	0.998155	0.999528	1.00047	1.00185	0.389885	0.405556	0.0866423	0.117917	0.004478629	16.50385
1459	1	-32.33344	0	-32.33344	14.504	947593.2	0.0523533	0.114043	0.12486	0.544135	0.540687	0.0538036	0.0398656	0.14386	0.199381	0.884887	0.0167499	0.0732164	0.34741	0.0653635	0.508603	0.0186786	0.211809	0.185108	0.1699478	-0.1318919	0.0750811	0.370159	0.0102347	0.094685	0.2909	0.15894	24.0244	0.232067	0.998695	0.999666	1.00033	1.00131	0.423103	0.012089	0.417927	0.146881	0.100175	2.316615
1460	0	14.09387	0	14.09387	15.82302	502438.5	0.00703826	0.0131066	0.0323749	0.0134246	0.0160811	0.0166464	0.0113766	0.0491193	0.00631075	0.00335362	0.000562933	0.00455002	0.00675039	0.00861532	0.00785555	0.00898192	0.0139534	0.0294947	0.01906613	0.00472303	0.46629	0.077788	0.089165	0.220635	0.0506215	0.0954997	38.94788	0.01696135	0.998207	0.999541	1.00046	1.00179	0.155273	0.0204844	0.526862	0.297381	0.02168438	0.782192
1461	1	7.95949	0	7.95949	5.153834	42505.63	0.0194227	0.0362073	0.00864266	0.00316521	0.0265416	0.0118845	0.0759486	0.0370188	0.157014	0.00823397	0.0302215	0.0383809	0.00243737	0.0252394	0.0293799	0.000519861	0.0285882	0.0253809	0.04320039	0.0238101	0.164361	0.112557	0.0465983	0.318911	0.0432523	0.314321	13.56806	0.04152074	0.993841	0.998419	1.00157	1.00617	0.0237126	0.129996	0.695742	0.150549	0.06533083	0.6355458
1462	0	14.80787	0	14.80787	17.35099	52657.24	0.0342945	0.0130848	0.00246683	0.0150519	0.0299818	0.00477278	0.00944201	0.0133457	0.0360931	0.00241657	0.0111438	0.0280015	0.00693187	0.00497725	0.0327547	0.010271	0.00585684	0.00809694	0.01859641	-0.0626439	0.119307	0.00255267	0.202708	0.490238	0.119628	0.0655661	42.15307	0.08564957	0.994466	0.99858	1.00141	1.00554	0.284371	0.53404	0.159805	0.0217847	0.02300567	3.722977
1463	1	23.68177	0	23.68177	7.557119	166822.2	0.0174962	0.0679764	0.000268325	0.00137942	0.00103447	0.0106311	0.00309973	0.00732864	0.00306917	0.00169039	0.0332336	0.0127798	0.010993	0.00979648	0.0198179	0.00671481	0.0336421	0.0296584	0.0156337	0.07528551	0.29753	0.298899	0.0127958	0.207653	0.0214073	0.161715	10.27029	0.03831479	0.99689	0.999203	1.00079	1.00311	0.197728	0.018064	0.754562	0.0296461	0.1136003	0.3372772
1464	0	-11.22998	0	-11.22998	21.25891	244271.6	0.220584	0.0455916	0.0211544	0.0186932	0.00347854	0.211954	0.0850551	0.106176	0.0206136	0.00470898	0.00152556	0.0199595	0.186927	0.0335766	0.00350991	0.0167479	0.0939409	0.0403189	0.08366834	0.02586404	0.154408	0.0226458	0.262345	0.216822	0.154822	0.188957	25.11559	0.01529698	0.997429	0.999342	1.00066	1.00257	0.822418	0.114439	0.0531098	0.0100338	0.04116102	0.3716376
1465	1	29.27858	0	29.27858	4.212254	939365.7	0.0107468	0.00277848	0.00425932	0.00710587	0.00158102	0.00560239	0.008068	0.0071592	0.00494391	0.00267306	0.0431092	0.00518219	0.00159056	0.00214793	0.0217217	0.00683548	0.0204642	0.0169247	0.0135766	-0.09526043	0.17582	0.263638	0.0996048	0.114623	0.157115	0.189199	31.20051	0.2265221	0.998689	0.999665	1.00033	1.00131	0.652786	0.15019	0.0384579	0.158566	0.1312616	1.725729
1466	0	0.7984814	0	0.7984814	17.29417	588497	0.0955737	0.00307573	0.0323404	0.0512328	0.0466908	0.0673258	0.0916294	0.012937	0.0444513	0.0177181	0.0212084	0.0344856	0.00208513	0.0181885	0.0404679	0.00902142	0.00712864	0.0152279	0.03661393	-0.01524641	0.203947	0.0242663	0.111947	0.172258	0.329743	0.157839	35.30491	0.05754346	0.998344	0.999576	1.00042	1.00166	0.106937	0.0606543	0.619265	0.213143	0.04229706	1.36046
1467	1	9.82987	0	9.82987	8.103909	696304	0.012688	0.0188886	0.0498917	0.0241424	0.0409598	0.01828	0.00229293	0.0872095	0.0415662	0.0292791	0.010927	0.00182446	0.0216299	0.0266047	0.00462844	0.00729769	0.00975452	0.00139767	0.0168981	0.1410073	0.100487	0.393842	0.309357	0.0640192	0.107009	0.0252853	24.2301	0.07907407	0.998477	0.999611	1.00039	1.00152	0.488225	0.0121275	0.47338	0.0262668	0.2200813	0.3592947
1468	0	-2.894238	0	-2.894238	13.61118	324925	0.12765	0.0121156	0.00511482	0.00559259	0.0352661	0.0221861	0.0744241	0.00852411	0.035771	0.0213561	0.00333328	0.0227486	0.130328	0.0200099	0.0660496	0.0675002	0.0626693	0.0327356	0.0363886	-0.02893009	0.194674	0.0231631	0.0597303	0.164427	0.195468	0.362538	27.07551	0.02911893	0.997771	0.99943	1.00057	1.00223	0.113518	0.00922579	0.859719	0.0175372	0.0001888458	154.1942
1469	1	36.31228	0	36.31228	19.36364	113107.1	0.00154752	0.00554824	0.00118133	0.00241052	0.00360428	0.0171231	0.000954107	0.00412371	0.00118692	0.00563188	0.00107429	0.0108543	0.00356983	5.6383e-05	0.003803	0.00885084	0.0044386	0.000716912	0.004419993	-0.03561239	0.154366	0.186205	0.0874647	0.20913	0.323991	0.0388427	28.02126	0.07672754	0.996223	0.999032	1.00096	1.00378	0.685364	0.0326601	0.059048	0.222928	0.04111515	1.866162
1470	0	-4.6026	0	-4.6026	11.76719	135783.7	0.194862	0.0440075	0.00684089	0.063166	0.083674	0.00967034	0.000829109	0.0298759	0.0134991	0.0214868	0.0671043	0.0574266	0.019683	0.0105183	0.0510474	0.0256961	0.128998	0.0372974	0.03674029	0.03919394	0.290228	0.0545763	0.0547005	0.377055	0.0817736	0.141667	28.5724	0.01138861	0.996553	0.999117	1.00088	1.00345	0.0106281	0.40925	0.388464	0.191658	0.05058255	0.225149
1471	1	36.64447	0	36.64447	5.406165	879812.5	0.00510189	0.00561063	0.00509132	0.0119245	0.00147171	0.00299792	0.000455229	0.00459125	0.00256574	0.0130301	0.00938049	0.00661168	0.00185557	0.018124	0.00470262	0.00160186	0.00631794	0.0238976	0.005928794	0.076494	0.198981	0.0247417	0.635427	0.0544862	0.0182491	0.0681153	10.41836	0.03923768	0.998645	0.999654	1.00035	1.00136	0.798041	0.0373597	0.0675447	0.0970551	0.1157317	0.3390401
1472	0	14.28674	0	14.28674	3.086812	61789.64	0.0147393	0.00264633	0.0133351	0.0114048	0.0247231	0.0112966	0.00862684	0.0570783	0.023855	0.0547462	0.0114391	0.0218427	0.018705	0.0179418	0.0388298	0.0240506	0.0298215	0.0338767	0.01678951	-0.03207027	0.293954	0.361082	0.0939636	0.104819	0.0534987	0.0926826	8.104021	0.1232998	0.994891	0.998689	1.0013	1.00512	0.0977319	0.233147	0.160749	0.508372	0.09122949	1.351534
1473	1	19.2757	0	19.2757	3.858889	667501.9	0.0452598	0.0206683	0.0024248	0.014268	0.0301093	0.0252193	0.00536645	0.00558026	0.07781	0.0450622	0.0103206	0.00857882	0.0396126	0.00778076	0.0212926	0.0131778	0.0181305	0.00409944	0.01956659	0.142632	0.303724	0.0216181	0.555205	0.0476073	0.0159452	0.0559002	6.579701	0.001701711	0.998445	0.999602	1.0004	1.00156	0.0220591	0.329068	0.38423	0.264643	0.1443338	0.01179011
1474	0	31.53457	0	31.53457	5.543076	441567.1	0.0031435	0.0253089	0.0106529	0.00291956	0.000451297	0.00145162	0.0155191	0.0213025	0.00582712	0.00411804	0.010408	0.00247179	0.00129112	0.00165948	0.00981677	0.00280743	0.00594881	0.0336639	0.008932968	0.3132335	0.124632	0.22981	0.0680171	0.252316	0.224506	0.100718	41.33498	0.005236596	0.998088	0.999511	1.00049	1.00191	0.3251	0.634385	0.0239297	0.0165856	0.3184701	0.01644297
1475	1	-26.64737	0	-26.64737	14.32505	981586.5	0.278287	0.0696474	0.0660443	0.103412	0.349539	0.188115	0.205991	0.445252	0.0710924	0.123845	0.0510039	0.248037	0.00622853	0.33257	0.291245	0.11782	0.0179528	0.022651	0.1286743	0.1089867	0.23197	0.131784	0.446641	0.110556	0.0142648	0.0647851	17.44701	0.009965066	0.998717	0.999672	1.00033	1.00128	0.0699844	0.572443	0.219655	0.137917	0.1189517	0.08377402
1476	0	35.16403	0	35.16403	6.355706	429040.5	0.0143932	0.00359373	0.016092	0.00462932	0.00527178	0.000235909	0.014116	0.000134707	0.00806125	0.0111775	0.00289741	0.000653463	0.00616319	0.00280278	0.00233491	0.00572995	0.00308181	0.0085416	0.007726561	0.006645315	0.108527	0.12751	0.236715	0.219712	0.195496	0.112041	22.79074	0.08729039	0.99806	0.999504	1.00049	1.00194	0.0204878	0.10271	0.453793	0.42301	0.09393571	0.9292568
1477	1	-20.02249	0	-20.02249	11.79318	69298.77	0.00397329	0.0228483	0.0820532	0.306997	0.427697	0.0679752	0.19851	0.216882	0.00175763	0.0237418	0.20111	0.209934	0.0138545	0.0870756	0.19562	0.0288417	0.0160878	0.145495	0.1638298	-0.03275014	0.175716	0.14415	0.0960924	0.0406694	0.465245	0.0781274	14.28457	0.03553234	0.995176	0.998763	1.00123	1.00483	0.173531	0.250592	0.113401	0.462476	0.002782208	12.77128
1478	0	42.40488	0	42.40488	7.041946	271727.8	0.00488407	0.00496615	0.0102922	5.60718e-05	0.00169802	0.00765785	0.00935127	0.00315099	0.000205014	0.0067681	0.00221324	0.000676489	0.000630714	0.00489775	0.00685189	0.00271186	0.00342384	0.00086587	0.004618319	-0.03779048	0.0973219	0.145038	0.10545	0.0790003	0.445746	0.127443	41.24816	0.08197654	0.997563	0.999376	1.00062	1.00244	0.0159294	0.262463	0.255062	0.466546	0.04418607	1.855258
1479	1	-6.573663	0	-6.573663	7.881164	851183.8	0.0799948	0.0348141	0.183438	0.00564354	0.0800381	0.0994142	0.0152463	0.00646357	0.0452487	0.0186399	0.0205663	0.123337	0.0568487	0.0323322	0.0126808	0.00860578	0.00976126	0.182379	0.0570207	0.02217923	0.093905	0.104123	0.101433	0.0269282	0.577202	0.0964083	21.29178	0.1314634	0.998623	0.999648	1.00035	1.00138	0.0291786	0.287208	0.304046	0.379568	0.1536427	0.855644
1480	0	24.73223	0	24.73223	14.79695	149302.2	0.00244578	0.000351751	0.0124384	0.00656484	0.0108466	0.00016833	0.00395769	0.00943243	0.00446124	0.0176981	0.00967936	0.018369	0.0227458	0.00652353	0.000383711	0.0054073	0.00854386	0.0125268	0.01190914	-0.02169564	0.130234	0.274293	0.0339283	0.116208	0.369748	0.075589	33.70898	0.03112185	0.996712	0.999158	1.00084	1.00329	0.713335	0.0643411	0.161796	0.0605281	0.009426216	3.301628
1481	1	-0.1236184	0	-0.1236184	10.3173	856853.3	0.00103766	0.0174591	0.0700437	0.00140066	0.0255319	0.0136086	0.0238727	0.013552	0.0412046	0.0810221	0.0420553	0.0358668	0.0997713	0.00108892	0.182619	0.0240994	0.00702017	0.128344	0.05386833	-0.1529922	0.0841489	0.000172205	0.151463	0.555221	0.174566	0.0344286	26.03921	0.1675125	0.998627	0.999649	1.00035	1.00137	0.314975	0.0274745	0.536586	0.120965	0.01452025	11.53647
1482	0	-19.65845	0	-19.65845	12.10441	486060.9	0.0543618	0.0305842	0.0658257	0.0308492	0.141027	0.103311	0.132024	0.331645	0.0267262	0.0589491	0.188154	0.0331258	0.0908783	0.130919	0.0105362	0.0180664	0.00615347	0.430431	0.09226192	-0.09898666	0.129518	0.317654	0.0436135	0.115569	0.281737	0.111909	34.71339	0.1336644	0.998177	0.999534	1.00047	1.00182	0.51806	0.0698278	0.346423	0.0656897	0.03467778	3.85447
1483	1	0.1961448	0	0.1961448	3.514569	306485.5	0.00755358	0.0163868	0.00650467	0.0211255	0.0369074	0.0515698	0.0284374	0.0567349	0.0236345	0.0403503	0.00286713	0.0412379	0.0911927	0.0610403	0.113775	0.0434263	0.0407195	0.0530305	0.0470241	-0.6271519	0.0556981	0.000209447	0.151158	0.534974	0.215465	0.0424949	30.82713	0.6644736	0.997705	0.999413	1.00059	1.0023	0.337756	0.0385547	0.62334	0.000349294	0.0373217	17.80395
1484	0	-9.101261	0	-9.101261	13.1983	374268.9	0.026948	0.13588	0.00442909	0.0158544	0.00225417	0.174536	0.0713646	0.00766408	0.0104424	0.0282646	0.0454304	0.0264254	0.036395	0.0599905	0.038465	0.209795	0.00941181	0.0375108	0.0607134	0.04851112	0.0620835	0.215827	0.0727578	0.390492	0.008395	0.250445	38.23259	0.03923137	0.997923	0.999469	1.00053	1.00208	0.0447684	0.804831	0.00420941	0.146191	0.08774249	0.4471194
1485	1	-15.33566	0	-15.33566	13.35964	90699.81	0.00351845	0.0675207	0.210543	0.186726	0.0389867	0.235089	0.129705	0.0774029	0.0750497	0.0297013	0.0853629	0.0873207	0.0421416	0.0279578	0.0214764	0.090992	0.0159812	0.0562841	0.08094506	0.117995	0.107452	0.000533512	0.53915	0.245539	0.0878207	0.019504	38.46984	0.001020651	0.995783	0.998919	1.00107	1.00422	0.359452	0.160514	0.47971	0.000324016	0.1190157	0.008575771
1486	0	-6.944968	0	-6.944968	33.3659	52955.99	0.000973472	0.0281868	0.00803145	0.0331204	0.0233157	0.002934	0.0207701	0.0947041	0.0468858	0.0514377	0.109543	0.0637212	0.00291446	0.000878932	0.0746625	0.017951	0.199375	0.0421124	0.03583862	0.02433286	0.0729511	0.253607	0.0233925	0.458847	0.0457618	0.145441	37.87461	0.003979615	0.994482	0.998584	1.00141	1.00553	0.215306	0.568453	0.0217136	0.194527	0.02831248	0.1405605
1487	1	-6.187705	0	-6.187705	8.092544	982648.6	0.0878533	0.122115	0.0892531	0.0573483	0.0868269	0.0866819	0.0541791	0.0590678	0.00819343	0.041195	0.107314	0.0472539	0.0839671	0.0220102	0.0694148	0.00217492	0.0162584	0.0182929	0.03883101	-0.0170282	0.303222	0.0432649	0.130476	0.100212	0.316108	0.106718	11.62669	0.1360484	0.998718	0.999672	1.00033	1.00128	0.536254	0.314796	0.0141482	0.134802	0.1190202	1.14307
1488	0	-19.11919	0	-19.11919	8.948052	43462.86	0.0886674	0.119299	0.0350525	0.0605012	0.372993	0.0353508	0.0399523	0.199585	0.0278532	0.0419385	0.493205	0.0222391	0.12492	0.0511	0.0586807	0.0869763	0.0283428	0.0476537	0.1108983	0.006949098	0.234407	0.178666	0.0135072	0.104966	0.147042	0.321411	21.98076	0.007982233	0.99391	0.998436	1.00155	1.0061	0.292604	0.515005	0.125861	0.0665291	0.01493133	0.5345962
1489	1	-10.09897	0	-10.09897	4.519035	840331	0.0790275	0.00365055	0.150408	0.043434	0.0154031	0.0548463	0.124035	0.0925208	0.0827012	0.0257687	0.0609541	0.101578	0.0879104	0.0128206	0.0995495	0.0803623	0.165234	0.0387713	0.1159364	-0.1905107	0.0903434	0.0866954	0.261451	0.30693	0.0407355	0.213845	29.3629	0.3198904	0.998614	0.999645	1.00035	1.00139	0.197785	0.220644	0.103508	0.478063	0.1293797	2.472493
1490	0	-16.48758	0	-16.48758	25.34403	702010.2	0.0451309	0.172644	0.00113647	0.12684	0.107834	0.0576241	0.0044263	0.0179447	0.0548091	0.011796	0.247309	0.0372759	0.122379	0.046622	0.301298	0.0355793	0.00701656	0.094625	0.09514837	0.1571517	0.284667	0.0769028	0.0303097	0.0869727	0.121836	0.399311	27.49984	0.02836329	0.998483	0.999612	1.00039	1.00152	0.0425446	0.165172	0.368589	0.423694	0.185515	0.1528895
