Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	ln_branch_rates_mean	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
836	0	-3717.198	-3709.149	-8.049032	0.3747749	0.2072754	0.213265	0.192681	0.329896	0.164732	0.198298	0.269487	0.0766837	0.259479	0.179944	0.154248	0.27621	0.136844	0.213522	0.0904647	0.316923	0.524947	0.380747	0.562845	0.2178537	0.6193495	0.0136978	0.538333	0.0055624	0.00739787	0.427426	0.00758325	0.1008535	-1.523931	0.000676863	0.0380753	0.402378	3.55887	0.290095	0.318671	0.120055	0.271179	0.720203	0.1400348
837	1	-3707.804	-3706.442	-1.361834	0.8306889	0.2286916	0.166114	0.053591	0.306296	0.167172	0.188171	0.0916008	0.175926	0.59835	0.231022	0.0473719	0.456867	0.0864342	0.0770958	0.0895538	0.077482	0.0482986	0.122792	0.294369	0.1391655	-0.08796179	0.018797	0.517449	0.0074376	0.00665973	0.445348	0.00430938	0.1979271	-1.972091	0.0012628	0.0517934	0.454346	3.4926	0.293024	0.304398	0.124517	0.278061	0.1099653	1.799905
838	0	-3708.087	-3709.581	1.493723	0.3812927	0.1811604	0.178741	0.145544	0.30841	0.187092	0.289605	0.245138	0.0839176	0.396615	0.271101	0.138269	0.4326	0.151991	0.247612	0.0832345	0.193179	0.231519	0.131343	0.305347	0.2061087	0.0626938	0.0175391	0.558559	0.00541702	0.000767257	0.416255	0.00146296	0.04127247	-1.579351	0.000259018	0.0236626	0.332736	3.64334	0.286172	0.293335	0.134374	0.286118	0.1039663	0.3969794
839	1	-3711.6	-3709.349	-2.251042	0.627078	0.1708237	0.366548	0.0611079	0.270466	0.158633	0.189353	0.097848	0.0682577	0.524335	0.491979	0.0446395	0.209129	0.273954	0.177933	0.13093	0.0668713	0.0929456	0.158878	0.323102	0.1458263	0.1242851	0.0176425	0.536768	0.00620031	0.00625067	0.429094	0.00404468	0.02148489	-1.925339	0.000163257	0.0188175	0.30339	3.67763	0.309442	0.300776	0.127899	0.261882	0.14577	0.1473889
840	0	-3721.043	-3707.053	-13.99065	0.2833423	0.1882976	0.201773	0.186349	1.00349	0.361044	0.389723	0.678508	0.0618749	0.654816	0.193776	0.316231	0.299624	0.114515	0.0515044	0.116596	0.26106	0.445247	0.0774978	0.179802	0.164314	-0.001907077	0.0113144	0.568324	0.00462207	0.00290567	0.406375	0.00645844	0.03438807	-1.805976	0.000345831	0.0273089	0.352432	3.61991	0.302851	0.312212	0.126586	0.25835	0.03248099	1.058714
841	1	-3711.28	-3713.976	2.696619	0.5012223	0.2467232	0.173995	0.0965654	0.372125	0.120154	0.234767	0.119302	0.255881	0.251008	0.141089	0.0632816	0.257214	0.275501	0.196903	0.093115	0.10054	0.0856894	0.0573996	0.381129	0.1719135	-0.04527662	0.0168209	0.558628	0.00527592	0.00671199	0.409113	0.00345007	0.1248691	-1.760764	0.00196254	0.064334	0.494524	3.43918	0.265366	0.329964	0.125827	0.278844	0.0795925	1.568855
842	0	-3713.632	-3708.407	-5.224836	0.2864886	0.2314964	0.237074	0.182027	0.465078	0.276202	0.24236	0.646361	0.0741865	0.436228	0.298368	0.284616	0.141967	0.225873	0.295858	0.145076	0.313495	0.420154	0.182734	0.0767189	0.2677096	0.07857156	0.0140953	0.533676	0.00639665	0.0047917	0.433114	0.00792701	0.04571238	-1.317853	0.00135857	0.0536917	0.460807	3.48414	0.295593	0.299156	0.131148	0.274103	0.1242839	0.367806
843	1	-3707.411	-3714.633	7.222218	0.5721098	0.2640971	0.120033	0.0907298	0.194491	0.153323	0.153768	0.128617	0.124811	0.280764	0.238584	0.0921678	0.156628	0.322225	0.237193	0.188574	0.228954	0.054063	0.207646	0.106272	0.1387884	-0.06272008	0.0168898	0.528989	0.00337672	0.00635588	0.441399	0.0029902	0.07961046	-1.974805	0.00283488	0.077043	0.530287	3.38984	0.285747	0.299843	0.12769	0.28672	0.01689038	4.71336
844	0	-3713.674	-3712.859	-0.8153348	0.2699372	0.2216937	0.160319	0.0909194	0.356116	0.211073	0.224227	0.280915	0.195822	0.166386	0.303246	0.351233	0.14703	0.102038	0.451491	0.15554	0.243401	0.408322	0.115864	0.637306	0.2121555	-0.01081231	0.0159974	0.489281	0.00976163	0.00253481	0.465357	0.0170687	0.01569624	-1.550436	0.00104377	0.0471527	0.437879	3.51392	0.313958	0.28545	0.141456	0.259136	0.004883932	3.213853
845	1	-3706.584	-3710.382	3.797802	0.5683294	0.2230786	0.192145	0.114915	0.185225	0.201146	0.173147	0.0920697	0.288642	0.337795	0.410369	0.0790573	0.175214	0.327695	0.243553	0.128226	0.202998	0.0667495	0.0641788	0.168761	0.17417	0.0215909	0.016219	0.528311	0.00563156	0.00634773	0.440833	0.00265854	0.02469104	-1.747723	0.00108491	0.0480598	0.441177	3.50968	0.291002	0.302547	0.142542	0.26391	0.04628194	0.5334919
846	0	-3711.726	-3707.844	-3.881237	0.3124359	0.2316726	0.124017	0.0958319	0.516707	0.229244	0.265001	0.27674	0.107831	0.193243	0.159354	0.138947	0.225065	0.520677	0.556545	0.129991	0.360216	0.370816	0.198929	0.413809	0.2553598	0.0250274	0.0160855	0.491978	0.00546675	0.00138481	0.467922	0.0171627	0.04873426	-1.365082	0.00136474	0.0538117	0.46121	3.48361	0.322304	0.286098	0.128228	0.26337	0.07376166	0.660699
847	1	-3713.69	-3721.284	7.594083	0.567515	0.2430615	0.105662	0.086919	0.23207	0.119754	0.116615	0.135624	0.0807865	0.278682	0.129335	0.0756661	0.36283	0.238455	0.0928335	0.217892	0.154442	0.072721	0.194274	0.134833	0.169274	-0.05567906	0.0166868	0.487919	0.0191521	0.0115815	0.453549	0.0111109	0.08425563	-1.776237	0.00180401	0.0617269	0.486623	3.44985	0.316203	0.289371	0.140496	0.25393	0.02857657	2.948417
848	0	-3713.668	-3707.626	-6.041604	0.3680503	0.2116593	0.105441	0.128118	0.593587	0.257979	0.307046	0.441526	0.12699	0.212559	0.138878	0.225882	0.353235	0.476696	0.118059	0.0775799	0.295947	0.533596	0.260026	0.374017	0.2650983	0.1237647	0.0150851	0.493113	0.00893509	0.00428745	0.469001	0.00957844	0.01952694	-1.327655	0.000776987	0.0407609	0.413397	3.54507	0.307907	0.301072	0.131998	0.259024	0.1432916	0.1362741
849	1	-3709.578	-3711.409	1.831142	0.4557564	0.2120581	0.128854	0.131208	0.416236	0.214882	0.272197	0.163252	0.18069	0.311652	0.134106	0.0596278	0.293318	0.181394	0.103811	0.394061	0.13126	0.0914353	0.267121	0.230389	0.1516847	0.09334346	0.0150265	0.531953	0.0180744	0.0104292	0.408422	0.0160947	0.02246961	-1.885951	0.000786576	0.0410086	0.41439	3.54382	0.280598	0.293623	0.135011	0.290767	0.1158131	0.1940162
850	0	-3713.632	-3709.637	-3.995658	0.2655455	0.1679014	0.454426	0.326131	0.35979	0.240895	0.271264	0.430562	0.0936468	0.467941	0.213633	0.178541	0.206623	0.12089	0.394047	0.0897104	0.115381	0.204061	0.39078	0.490124	0.2518477	-0.02791064	0.0152231	0.513717	0.00688921	0.00952537	0.4468	0.00784557	0.04391015	-1.378931	0.000141811	0.0175461	0.294931	3.68738	0.293469	0.302814	0.13046	0.273257	0.0159995	2.744469
851	1	-3715.601	-3719.512	3.911398	0.4116821	0.1902594	0.125391	0.0989569	0.297074	0.110236	0.241617	0.173935	0.130689	0.42967	0.156393	0.0971328	0.480568	0.12696	0.182014	0.0764451	0.130419	0.11986	0.189657	0.0722206	0.1512382	0.03837845	0.00920821	0.593852	0.0110759	0.00313499	0.377505	0.00522309	0.1285768	-1.888899	0.000373006	0.0283519	0.357761	3.61351	0.291554	0.292236	0.142008	0.274202	0.1669553	0.7701274
852	0	-3717.661	-3709.082	-8.578884	0.2813746	0.1916399	0.331758	0.22191	0.446055	0.272941	0.225875	0.447524	0.132033	0.334434	0.264538	0.178537	0.170067	0.358035	0.427615	0.0938367	0.131125	0.495476	0.53615	0.627244	0.251833	-0.3102264	0.018166	0.512235	0.00676822	0.00949789	0.44551	0.00782293	0.3401196	-1.378989	0.000393033	0.029096	0.361489	3.60902	0.270115	0.317282	0.136606	0.275997	0.02989315	11.37784
853	1	-3703.702	-3707.624	3.921893	0.4250394	0.1865368	0.181293	0.150386	0.349712	0.190749	0.265633	0.255701	0.160446	0.502926	0.136818	0.0977746	0.15769	0.290525	0.25053	0.237717	0.136059	0.082185	0.221606	0.123826	0.1716686	0.04507362	0.0100163	0.521067	0.00620541	0.0034101	0.453425	0.00587618	0.001005834	-1.762189	0.000322693	0.0263875	0.347618	3.62567	0.28134	0.315827	0.145431	0.257401	0.04607946	0.02182826
854	0	-3719.279	-3712.086	-7.193209	0.3350067	0.1899102	0.109541	0.0824535	0.578318	0.166411	0.235009	0.453987	0.137393	0.367933	0.198659	0.213391	0.37205	0.519547	0.181761	0.114253	0.24223	0.160656	0.449692	0.0951909	0.2458236	-0.3581757	0.00975041	0.573259	0.00813521	0.0100692	0.386698	0.0120874	0.4276773	-1.403141	0.000368059	0.028165	0.356815	3.61465	0.321982	0.276004	0.122958	0.279056	0.06950159	6.15349
855	1	-3707.101	-3708.228	1.127344	0.3513717	0.2006268	0.225846	0.0513564	0.325585	0.252848	0.303534	0.219103	0.105521	0.46651	0.105939	0.0689632	0.183035	0.294008	0.157081	0.212807	0.354015	0.19432	0.162326	0.106759	0.1510465	-0.01612644	0.0099305	0.516604	0.00892146	0.00334471	0.449542	0.0116569	0.02391003	-1.890168	0.000542783	0.0341379	0.385292	3.58003	0.311376	0.306026	0.13787	0.244728	0.007783585	3.071853
856	0	-3708.641	-3711.893	3.252052	0.3036703	0.1721755	0.202814	0.125679	0.370748	0.177831	0.246468	0.268236	0.124957	0.455578	0.16142	0.12052	0.129408	0.386316	0.166391	0.162702	0.193278	0.274942	0.13301	0.129358	0.2185145	0.03222922	0.00972462	0.571743	0.00467344	0.0082224	0.397434	0.00820275	0.03277701	-1.520903	0.000173963	0.0194206	0.30728	3.67313	0.299527	0.297539	0.136964	0.265969	0.06500623	0.5042134
857	1	-3717.458	-3715.302	-2.155705	0.5212927	0.1734449	0.348985	0.243011	0.340729	0.210374	0.19082	0.1458	0.155728	0.594847	0.215172	0.0827506	0.106591	0.261161	0.313144	0.14202	0.0374002	0.118202	0.0790598	0.128389	0.1716119	0.3245559	0.0112925	0.540651	0.00382151	0.00391152	0.426691	0.0136324	0.01410883	-1.76252	0.000184489	0.0199954	0.310919	3.6689	0.286471	0.317663	0.117403	0.278463	0.3386647	0.04166017
858	0	-3712.596	-3714.123	1.526845	0.4715172	0.202078	0.217503	0.0961907	0.225419	0.118442	0.142566	0.238574	0.0619743	0.43032	0.111142	0.0911541	0.121727	0.444771	0.106472	0.109154	0.404064	0.2683	0.151453	0.179713	0.1689264	0.1574765	0.0116105	0.584476	0.00753231	0.0060992	0.380408	0.0098745	0.05163442	-1.778292	0.000570286	0.0349829	0.38906	3.57539	0.318077	0.277085	0.138188	0.26665	0.2091109	0.2469236
859	1	-3716.535	-3715.255	-1.279779	0.4871756	0.1906538	0.0875157	0.152065	0.469622	0.333174	0.200686	0.122661	0.414202	0.441095	0.104885	0.0669811	0.171188	0.352348	0.187976	0.124006	0.219186	0.104686	0.0490482	0.0737704	0.1847179	0.05292483	0.0165054	0.50323	0.00700909	0.0035388	0.451269	0.0184477	0.05247376	-1.688926	0.00037865	0.0285636	0.358828	3.61223	0.311615	0.286134	0.137128	0.265123	0.1053986	0.4978602
860	0	-3706.914	-3710.907	3.992392	0.5448711	0.1979084	0.18178	0.0903866	0.163736	0.143169	0.145444	0.172985	0.0761381	0.408486	0.18816	0.153068	0.270818	0.202373	0.216746	0.0703203	0.117235	0.61472	0.245861	0.118214	0.1549332	-0.02176118	0.00996947	0.489059	0.0101761	0.0125461	0.474488	0.00376126	0.0295034	-1.864761	0.000493816	0.0325776	0.378177	3.58875	0.279602	0.308134	0.123626	0.288638	0.007742219	3.810716
861	1	-3704.131	-3704.414	0.2823109	0.5172184	0.1974231	0.134612	0.139244	0.352216	0.195708	0.300966	0.151211	0.179706	0.482316	0.234289	0.0915317	0.401607	0.319501	0.271087	0.118414	0.135158	0.0734292	0.304371	0.294098	0.1978829	0.06073149	0.0166273	0.542857	0.00658386	0.002293	0.423892	0.00774677	0.01785645	-1.62008	0.000485418	0.0323022	0.376899	3.59031	0.281877	0.303723	0.136872	0.277528	0.07858794	0.2272162
862	0	-3705.721	-3708.941	3.220478	0.5263238	0.1857567	0.159442	0.124091	0.261616	0.168012	0.196284	0.170897	0.0802899	0.408827	0.212342	0.249128	0.31538	0.267613	0.0792005	0.0521255	0.0757082	0.210522	0.165334	0.193173	0.1491995	-0.01477995	0.00993601	0.487417	0.00594417	0.0106257	0.472896	0.0131809	0.09088405	-1.902471	0.000312811	0.0259838	0.345475	3.62823	0.293812	0.301008	0.139412	0.265768	0.0761041	1.194207
863	1	-3715.387	-3717.343	1.955537	0.4789323	0.2505049	0.291085	0.144334	0.474305	0.180979	0.269783	0.143199	0.127714	0.316442	0.314382	0.10579	0.175652	0.157363	0.385985	0.0944116	0.126083	0.0910613	0.0821021	0.136392	0.1430525	0.1152828	0.0134085	0.482306	0.00511185	0.00145919	0.484405	0.0133096	0.03258324	-1.944543	0.00213537	0.0670548	0.502549	3.42826	0.3047	0.305401	0.131293	0.258606	0.147866	0.2203565
864	0	-3716.318	-3715.519	-0.7995706	0.5377382	0.1837526	0.0626672	0.111088	0.551882	0.144201	0.239836	0.337895	0.153495	0.501083	0.149899	0.131354	0.346939	0.251128	0.109348	0.0499462	0.279468	0.221402	0.15952	0.12243	0.1770747	-0.05980649	0.0100804	0.4945	0.00415197	0.00787133	0.479767	0.00362929	0.09042774	-1.731184	0.000288439	0.0249595	0.339945	3.63481	0.289418	0.311148	0.13562	0.263814	0.03062126	2.953104
865	1	-3719.012	-3713.438	-5.574378	0.3615335	0.2137089	0.156943	0.136124	0.470839	0.322469	0.40055	0.180823	0.209221	0.397235	0.590266	0.0623999	0.274243	0.244469	0.169532	0.126493	0.270553	0.119443	0.570186	0.235335	0.255067	-0.1802164	0.0133777	0.4812	0.00446912	0.00147321	0.483295	0.0161858	0.1929949	-1.366229	0.00082714	0.0420395	0.418481	3.53865	0.304921	0.28797	0.132573	0.274536	0.01277849	15.10311
866	0	-3712.002	-3711.746	-0.2559826	0.4896461	0.2127426	0.224423	0.0971912	0.446113	0.107847	0.215969	0.33694	0.101758	0.472837	0.167268	0.162625	0.301802	0.15572	0.130883	0.0410105	0.240316	0.0637876	0.115983	0.125729	0.1644914	-0.08438201	0.0134035	0.489045	0.00410617	0.00598831	0.474474	0.0129829	0.1914223	-1.804897	0.000803223	0.0414349	0.416089	3.54167	0.306825	0.303746	0.115309	0.27412	0.1070403	1.78832
867	1	-3713.009	-3708.079	-4.929142	0.3737303	0.1770333	0.16104	0.145364	0.276317	0.204546	0.181431	0.200527	0.394181	0.406747	0.226362	0.0964701	0.221355	0.205365	0.148933	0.3283	0.337145	0.088255	0.121188	0.122376	0.3240096	-0.09671543	0.0123983	0.479092	0.00591838	0.0052978	0.477938	0.019356	0.09826606	-1.126982	0.000216824	0.0216644	0.321131	3.65699	0.296952	0.319649	0.130556	0.252844	0.001550623	63.37197
868	0	-3713.282	-3713.907	0.6254613	0.4342022	0.2082297	0.144641	0.0611085	0.252716	0.145566	0.158235	0.279646	0.0654361	0.361049	0.104838	0.112772	0.321051	0.0607734	0.0670869	0.0926366	0.228289	0.166711	0.329083	0.27737	0.1314869	-0.02723527	0.0193316	0.518275	0.00895021	0.00220493	0.44755	0.00368902	0.2004425	-2.028848	0.000697843	0.038654	0.404793	3.55585	0.292387	0.279561	0.146407	0.281645	0.1732072	1.157241
869	1	-3715.756	-3714.965	-0.7909342	0.331174	0.2358354	0.255338	0.239904	0.591559	0.268639	0.290076	0.179574	0.124282	0.222798	0.272	0.123819	0.199187	0.204826	0.358916	0.172101	0.138009	0.0976055	0.124682	0.736168	0.2281707	0.03942909	0.0168055	0.501349	0.00909966	0.00187141	0.447195	0.0236803	0.0003391556	-1.477661	0.00151603	0.0566687	0.470648	3.47117	0.304195	0.303431	0.125282	0.267092	0.03976824	0.008528303
870	0	-3716.372	-3713.022	-3.35017	0.4089491	0.2023815	0.238241	0.40431	0.712497	0.189872	0.251871	0.281882	0.106459	0.481614	0.245195	0.21259	0.342728	0.129768	0.308343	0.0953444	0.28268	0.110405	0.200942	0.318727	0.1937351	0.01976931	0.0116591	0.51166	0.0013663	0.00782752	0.463845	0.00364193	0.02512192	-1.641264	0.000576158	0.0351606	0.389845	3.57442	0.301937	0.313953	0.13208	0.25203	0.04489123	0.5596175
871	1	-3716.137	-3707.873	-8.264033	0.3585955	0.2094764	0.0980761	0.116644	0.750992	0.262965	0.573421	0.247166	0.126824	0.222608	0.27627	0.137935	0.188254	0.294241	0.202907	0.19927	0.0856488	0.140241	0.287915	0.997386	0.2560588	-0.1558453	0.0128139	0.496292	0.0058179	0.00247378	0.467384	0.0152178	0.2216922	-1.362348	0.00072593	0.0394151	0.407935	3.55192	0.299221	0.311135	0.134772	0.254873	0.06584685	3.366785
872	0	-3719.569	-3714.884	-4.685057	0.4408987	0.1951992	0.101637	0.109873	0.318658	0.236387	0.235328	0.241179	0.12197	0.845485	0.238348	0.404459	0.124965	0.312829	0.341697	0.114087	0.541225	0.131356	0.183223	0.438579	0.2464826	-0.054007	0.0141117	0.508679	0.00416979	0.00778192	0.461144	0.00411353	0.06931532	-1.400464	0.000448232	0.0310526	0.371013	3.59749	0.291777	0.299497	0.134914	0.273812	0.01530833	4.527949
873	1	-3716.477	-3709.076	-7.401536	0.3361015	0.1936064	0.171672	0.0913617	0.443775	0.194101	0.457186	0.21107	0.245512	0.761561	0.344258	0.0842913	0.254037	0.256185	0.204965	0.072466	0.235445	0.158927	0.24504	0.174417	0.2329074	0.2203681	0.012869	0.489464	0.00467199	0.00492132	0.482428	0.00564508	0.1858634	-1.457114	0.000422884	0.0301703	0.366766	3.60264	0.301046	0.302162	0.12336	0.273432	0.4062314	0.4575307
874	0	-3713.585	-3710.236	-3.348503	0.4116509	0.2147955	0.172483	0.0930939	0.410535	0.218635	0.272492	0.23661	0.098024	0.423705	0.429435	0.135192	0.219495	0.362407	0.080961	0.129517	0.174953	0.294541	0.0594294	0.051777	0.1751515	-0.2286977	0.0140791	0.507504	0.00801398	0.00448856	0.460078	0.00583543	0.2980791	-1.742104	0.000854614	0.0427232	0.421159	3.53526	0.296228	0.294369	0.13864	0.270763	0.06938142	4.296239
875	1	-3719.545	-3717.727	-1.81775	0.4093855	0.1992969	0.0667947	0.241748	0.301391	0.201944	0.423098	0.146855	0.305808	0.547876	0.194835	0.0767545	0.403854	0.176293	0.077465	0.249856	0.100967	0.0623707	0.183094	0.19803	0.166103	0.05670748	0.0052091	0.584746	0.00712926	0.00358575	0.392947	0.00638292	0.05772727	-1.795147	0.000518416	0.0333709	0.381821	3.58429	0.30069	0.298125	0.120422	0.280763	0.1144347	0.5044558
876	0	-3719.031	-3711.403	-7.628225	0.4391042	0.2157192	0.0598223	0.0999598	0.365017	0.232962	0.211139	0.262497	0.110522	0.419084	0.158188	0.0889225	0.411972	0.0864815	0.107884	0.0841442	0.525341	0.198613	0.167661	0.662148	0.1736739	0.1079946	0.0170539	0.489745	0.0080974	0.00540999	0.471641	0.00805282	0.2106382	-1.750576	0.000878457	0.0433074	0.423426	3.53239	0.282537	0.283169	0.150722	0.283572	0.3186329	0.6610687
877	1	-3712.645	-3714.195	1.549958	0.4798807	0.2326	0.136619	0.104299	0.366933	0.250709	0.239698	0.160013	0.1184	0.457945	0.228733	0.0859226	0.161945	0.282138	0.147255	0.341943	0.15298	0.104441	0.107954	0.145028	0.2098715	-0.1217574	0.00723311	0.600085	0.0128133	0.0139587	0.356686	0.009224	0.1947212	-1.56126	0.00139754	0.0544444	0.463328	3.48083	0.284319	0.327865	0.114823	0.272993	0.07296383	2.668736
878	0	-3717.319	-3709.13	-8.189091	0.3805216	0.1770929	0.347999	0.110027	0.553878	0.204891	0.273692	0.41685	0.0844329	0.862061	0.0956921	0.108717	0.352529	0.1404	0.0970068	0.136975	0.166398	0.173879	0.217835	0.377673	0.2842346	-0.166212	0.0171703	0.493089	0.00850169	0.00269774	0.474862	0.00367947	0.1691301	-1.257955	0.000217394	0.0216926	0.321299	3.65679	0.310517	0.288495	0.143467	0.257521	0.00291815	57.95801
879	1	-3714.425	-3707.393	-7.032421	0.4467688	0.2167572	0.265602	0.156364	0.198159	0.170037	0.211109	0.132598	0.341808	0.485154	0.205196	0.0558556	0.196341	0.305207	0.34146	0.542539	0.370082	0.0630186	0.376766	0.379759	0.2871885	0.0299511	0.00957645	0.559482	0.00934358	0.00834945	0.410212	0.00303639	0.05290851	-1.247616	0.000905792	0.0439674	0.425963	3.52916	0.277554	0.322583	0.131478	0.268384	0.08285961	0.638532
880	0	-3710.725	-3705.96	-4.764601	0.3595754	0.1721728	0.370636	0.202763	0.602171	0.208043	0.217971	0.304409	0.0827376	0.818178	0.103963	0.0631145	0.298744	0.11663	0.100017	0.0827281	0.131549	0.177687	0.142489	0.431595	0.2162896	0.03149155	0.0127084	0.493938	0.00852174	0.00707505	0.47568	0.00207697	0.02725993	-1.531137	0.000173941	0.0194193	0.307272	3.67313	0.299421	0.297221	0.139735	0.263623	0.05875149	0.4639871
881	1	-3705.715	-3709.245	3.529934	0.4997286	0.2015377	0.178064	0.208048	0.268019	0.201071	0.125635	0.12648	0.172132	0.369108	0.214277	0.0633606	0.117302	0.403884	0.130471	0.275018	0.220517	0.0721539	0.108464	0.316916	0.1642608	-0.02893008	0.0111114	0.486234	0.0108191	0.00817745	0.475963	0.00769527	0.06214908	-1.8063	0.000559932	0.0346673	0.387659	3.57711	0.321486	0.292965	0.125882	0.259667	0.033219	1.870889
882	0	-3709.457	-3709.377	-0.08062379	0.5012811	0.1751151	0.105913	0.141936	0.291404	0.159281	0.210591	0.306941	0.0798708	0.635089	0.161351	0.0705792	0.606959	0.141117	0.135856	0.0763455	0.143679	0.139434	0.0657132	0.177902	0.1545381	-0.1873882	0.0123429	0.47973	0.00771782	0.00354497	0.494962	0.00170215	0.2156581	-1.867315	0.000199055	0.0207642	0.315686	3.66335	0.275276	0.313665	0.137327	0.273732	0.02826989	7.628543
883	1	-3702.099	-3710.1	8.001841	0.5690169	0.2294831	0.176494	0.128937	0.255451	0.157583	0.173173	0.133377	0.0965538	0.328047	0.107691	0.0488126	0.183228	0.308503	0.0719541	0.108745	0.0795709	0.0614817	0.104458	0.139953	0.1304233	-0.09734496	0.0195596	0.467547	0.011224	0.00223331	0.49378	0.00565598	0.1591	-2.03697	0.00128935	0.052327	0.456177	3.49021	0.288284	0.296921	0.147805	0.266991	0.06175509	2.576307
884	0	-3708.612	-3712.584	3.972284	0.4420295	0.2068403	0.160906	0.100296	0.495162	0.13141	0.128111	0.241689	0.124453	0.420602	0.197601	0.0676265	0.330635	0.122825	0.148834	0.0797774	0.157553	0.184152	0.0916427	0.175662	0.1380541	0.1408067	0.00812605	0.572495	0.00936301	0.0093553	0.396707	0.00395357	0.003159984	-1.98011	0.000667444	0.0378125	0.401273	3.56025	0.295875	0.287525	0.132392	0.284208	0.1439667	0.02194941
885	1	-3715.788	-3717.162	1.374102	0.5623131	0.196861	0.232692	0.358978	0.145188	0.130126	0.206108	0.152768	0.260996	0.403548	0.15262	0.0468208	0.495911	0.223038	0.18901	0.233749	0.0826292	0.0609135	0.128771	0.171069	0.1455361	-0.01732804	0.012097	0.519925	0.0142213	0.00140869	0.446285	0.00606348	0.02292485	-1.927331	0.000475819	0.0319845	0.375416	3.59212	0.287669	0.307501	0.139773	0.265057	0.005596813	4.096055
886	0	-3711.605	-3711.426	-0.1785328	0.5081964	0.1677299	0.214805	0.0705471	0.500019	0.143845	0.198794	0.24084	0.0601712	0.350012	0.0796276	0.0944008	0.423336	0.247133	0.187224	0.0468558	0.0747286	0.152017	0.113786	0.177921	0.1443793	0.08296123	0.00991782	0.573901	0.0078868	0.00649387	0.397681	0.00411938	0.1036142	-1.935312	0.000140623	0.0174729	0.294433	3.68795	0.306553	0.304934	0.123613	0.2649	0.1865754	0.5553474
887	1	-3706.849	-3711.677	4.827977	0.6484783	0.1747385	0.17708	0.106277	0.207876	0.111868	0.166564	0.102922	0.113183	0.541341	0.222011	0.0858107	0.173025	0.167972	0.335216	0.161244	0.153385	0.0584064	0.238116	0.27641	0.1547876	0.004832032	0.0166259	0.51854	0.0124821	0.00105237	0.449473	0.00182684	0.03802468	-1.865702	0.000195698	0.0205896	0.314613	3.6646	0.304091	0.320674	0.13936	0.235875	0.04285671	0.8872515
