Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	ln_branch_rates_mean	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
1993	1	-3713.976	-3707.86	-6.11557	0.2605967	0.1715887	0.101362	0.125579	0.724232	0.303327	0.458934	0.241504	0.117438	0.680779	0.287305	0.112719	0.202179	0.249755	0.386497	0.385908	0.336421	0.0800022	0.16739	0.238181	0.2156294	0.09965012	0.0062169	0.51848	0.00464473	0.0150916	0.454183	0.00138444	0.005477013	-1.534194	0.000169253	0.0191576	0.305594	3.67508	0.306492	0.309989	0.126035	0.257484	0.1051271	0.05209895
1994	0	-3711.189	-3707.446	-3.743426	0.4033721	0.1950282	0.23792	0.141846	0.414995	0.169314	0.23425	0.236516	0.0693347	0.360855	0.260094	0.182983	0.239597	0.105715	0.115533	0.135631	0.248392	0.633751	0.154496	0.0855239	0.1691513	0.4068153	0.0135341	0.521209	0.0114114	0.00496149	0.445436	0.00344821	0.07115677	-1.776962	0.000445459	0.0309574	0.370558	3.59804	0.291493	0.313285	0.131216	0.264006	0.477972	0.1488723
1995	1	-3711.348	-3707.562	-3.78541	0.3324574	0.1869402	0.280882	0.0737091	0.566399	0.242888	0.256121	0.173876	0.161914	0.666892	0.368529	0.0627594	0.100438	0.146013	0.166455	0.404328	0.277662	0.121792	0.227577	0.324466	0.190028	-0.01772304	0.0077683	0.512828	0.00923521	0.0195666	0.449232	0.00136935	0.04977036	-1.660584	0.000327891	0.0265973	0.348723	3.62435	0.302878	0.312196	0.125326	0.2596	0.03204732	1.553027
1996	0	-3715.978	-3711.978	-4.000435	0.4336776	0.2165944	0.159322	0.0630767	0.458643	0.182781	0.243904	0.277126	0.0887945	0.397448	0.260349	0.153219	0.101866	0.199761	0.330563	0.0852909	0.216835	0.370873	0.080017	0.43437	0.1436502	-0.1036944	0.00765307	0.567463	0.0104165	0.00447218	0.406601	0.00339431	0.1539275	-1.940374	0.000901467	0.0438636	0.425566	3.52967	0.297656	0.306378	0.11941	0.276556	0.05023306	3.064267
1997	1	-3713.4	-3715.511	2.110483	0.3413539	0.1617278	0.174306	0.110495	0.391389	0.19498	0.267593	0.224188	0.135193	0.337563	0.22304	0.0671858	0.151519	0.271061	0.0760031	0.0641039	0.157036	0.084238	0.110243	0.0441363	0.1755544	-0.01558877	0.0108799	0.514132	0.00950354	0.0131357	0.450375	0.00197373	0.1253014	-1.739806	0.000103567	0.0150087	0.276848	3.70804	0.308079	0.296112	0.134189	0.261621	0.1097126	1.142087
1998	0	-3719.581	-3715.055	-4.52615	0.3730325	0.1715617	0.379057	0.0613759	0.268901	0.151077	0.146522	0.154309	0.094094	0.665243	0.109644	0.142005	0.185659	0.503979	0.296448	0.120861	0.134801	0.790708	0.199799	0.272058	0.1992538	-0.0583586	0.0139423	0.562619	0.00383572	0.00614243	0.40313	0.0103311	0.08779318	-1.613176	0.000169038	0.0191455	0.305516	3.67517	0.311399	0.297554	0.123516	0.267531	0.02943458	2.982654
1999	1	-3709.54	-3708.159	-1.380961	0.5467818	0.1786416	0.164585	0.0819913	0.295829	0.124065	0.23125	0.194919	0.0984988	0.459437	0.183788	0.0858719	0.359147	0.247272	0.0975822	0.0874071	0.231706	0.0568842	0.179735	0.319969	0.1486844	-0.3195755	0.0110876	0.478821	0.00946747	0.00856294	0.488345	0.00371606	0.4037679	-1.905929	0.000232609	0.0224332	0.325671	3.65166	0.30691	0.301929	0.135885	0.255276	0.08419243	4.795775
2000	0	-3708.539	-3714.515	5.976213	0.4889074	0.2091385	0.35161	0.180776	0.318291	0.180904	0.134377	0.207719	0.104919	0.410223	0.168908	0.154237	0.18772	0.270249	0.161227	0.105871	0.239149	0.15682	0.179725	0.132896	0.1845107	0.02684131	0.00981269	0.537089	0.00478878	0.000726356	0.434289	0.0132938	6.886893e-05	-1.690048	0.000718242	0.0392083	0.407085	3.55299	0.293605	0.317553	0.124726	0.264115	0.02691018	0.002559215
2001	1	-3707.984	-3710.007	2.02323	0.4691456	0.2019094	0.103618	0.054433	0.284315	0.16242	0.153154	0.204409	0.0758411	0.357995	0.134259	0.0878142	0.513313	0.391751	0.141514	0.0974589	0.197869	0.123647	0.120712	0.0488862	0.1468866	0.03713317	0.0107582	0.49114	0.0121719	0.00672548	0.473837	0.00536806	0.09327326	-1.918094	0.00056704	0.0348842	0.388623	3.57593	0.292107	0.299123	0.140916	0.267854	0.1304064	0.7152505
2002	0	-3713.631	-3710.951	-2.680023	0.3589015	0.1946865	0.363781	0.214952	0.404905	0.177528	0.12166	0.242031	0.0940851	0.400472	0.169072	0.175023	0.450849	0.0965425	0.307169	0.108894	0.19616	0.508921	0.165306	0.220999	0.2423174	0.246188	0.012358	0.495662	0.00560083	0.000233188	0.473701	0.0124445	0.001398169	-1.417507	0.000439956	0.0307674	0.369648	3.59914	0.314274	0.287494	0.12936	0.268871	0.2475861	0.005647204
2003	1	-3714.247	-3715.33	1.082799	0.5325282	0.18425	0.175429	0.137255	0.290781	0.196162	0.142955	0.0965421	0.135837	0.259276	0.195752	0.0900846	0.206518	0.273356	0.281229	0.566103	0.0871841	0.0414198	0.100381	0.170578	0.1978506	-0.1505749	0.0111072	0.619521	0.0125667	0.0120896	0.340848	0.00386722	0.1565847	-1.620243	0.000294354	0.025212	0.341321	3.63317	0.315519	0.284517	0.12068	0.279285	0.006009861	26.05464
2004	0	-3717.093	-3713.134	-3.95902	0.3586886	0.191557	0.263747	0.0844474	0.37854	0.167179	0.241912	0.260516	0.0976079	0.411914	0.168513	0.19998	0.190728	0.374536	0.335502	0.172995	0.142878	0.834723	0.230191	0.207572	0.1656312	0.03172484	0.00749725	0.494999	0.0116058	0.000402721	0.473067	0.0124279	0.0188811	-1.797992	0.000391809	0.0290511	0.361265	3.60929	0.274018	0.313292	0.138382	0.274308	0.05060594	0.3731004
2005	1	-3713.499	-3712.049	-1.449506	0.5992634	0.1993096	0.122848	0.101429	0.225616	0.198318	0.230302	0.135163	0.078472	0.359581	0.101505	0.0374003	0.297565	0.114848	0.189066	0.0300827	0.0722283	0.05718	0.155371	0.513041	0.1085188	-0.2184784	0.0130578	0.552591	0.0146708	0.00990412	0.400705	0.00907135	0.2931354	-2.220832	0.000518644	0.0333781	0.381854	3.58425	0.297139	0.315066	0.119224	0.26857	0.074657	3.926428
2006	0	-3719.629	-3718.429	-1.200269	0.2695901	0.1717124	0.176478	0.188869	0.401716	0.204215	0.255473	0.252554	0.0582243	0.38869	0.229409	0.539883	0.25359	0.211477	0.15691	0.252339	0.116145	0.363503	0.138865	0.0680651	0.2165849	-0.0009053793	0.0104345	0.538586	0.00541454	0.00294207	0.430626	0.0119966	0.04887506	-1.529773	0.000170237	0.0192129	0.305949	3.67467	0.308515	0.317429	0.119538	0.254517	0.04796969	1.018874
2007	1	-3713.896	-3714.347	0.4512428	0.6018805	0.2012674	0.12908	0.0824463	0.332339	0.218585	0.184366	0.0924163	0.0768105	0.48093	0.422267	0.0784275	0.186783	0.242425	0.340745	0.286101	0.0711207	0.06751	0.184058	0.286759	0.1851224	0.001923946	0.0194078	0.556888	0.00392445	0.00414784	0.403821	0.011811	0.005424076	-1.686738	0.000554804	0.0345098	0.386958	3.57798	0.286038	0.309859	0.124528	0.279575	0.007348022	0.7381681
2008	0	-3707.26	-3707.909	0.6487332	0.4198692	0.1776405	0.226268	0.144358	0.329363	0.138907	0.17175	0.274903	0.0836238	0.436126	0.354496	0.27646	0.194293	0.308229	0.215219	0.104517	0.0910094	0.334813	0.200725	0.0613804	0.1977708	0.05173885	0.0188058	0.548846	0.00785348	0.00350129	0.409583	0.0114103	0.03039974	-1.620646	0.000222687	0.0219532	0.322848	3.65498	0.303155	0.300419	0.125036	0.27139	0.08213859	0.370103
2009	1	-3715.137	-3709.484	-5.653101	0.6380435	0.1983603	0.145327	0.204085	0.704932	0.179196	0.365015	0.100054	0.240612	0.390213	0.356935	0.0590759	0.257593	0.319465	0.0665084	0.0725447	0.137708	0.0353044	0.0440971	0.11066	0.1591221	-0.0529489	0.0195371	0.560597	0.00395059	0.00417546	0.406511	0.00522959	0.1272531	-1.838083	0.000501729	0.0328349	0.379365	3.5873	0.310635	0.298162	0.132352	0.258851	0.07430421	1.712596
2010	0	-3715.426	-3712.767	-2.658657	0.363998	0.2059515	0.328945	0.254732	0.31938	0.216301	0.179294	0.298998	0.101779	0.388146	0.272179	0.305984	0.378832	0.0571188	0.420987	0.0864963	0.111421	0.290208	0.195732	0.132752	0.213405	0.1458989	0.014719	0.558309	0.00514978	0.00769993	0.406925	0.00719752	0.03492311	-1.544564	0.000648491	0.0372779	0.399011	3.56306	0.295946	0.306703	0.125075	0.272275	0.180822	0.1931353
2011	1	-3703.262	-3706.243	2.980853	0.7463854	0.192548	0.0949847	0.178188	0.185633	0.111738	0.11812	0.100373	0.152683	0.590379	0.162089	0.0453	0.25028	0.536354	0.0921451	0.104692	0.169154	0.0443742	0.144794	0.0699163	0.1101429	-0.007019321	0.0127006	0.540778	0.00381811	0.00202233	0.435756	0.00492485	0.02610791	-2.205977	0.000406622	0.02959	0.36393	3.60607	0.307222	0.290619	0.141906	0.260253	0.01908859	1.367724
2012	0	-3709.217	-3708.056	-1.161588	0.4209562	0.1677676	0.129553	0.0441356	0.354624	0.21339	0.180994	0.212411	0.10189	0.699634	0.396025	0.144297	0.250702	0.193496	0.210579	0.143429	0.0536979	0.182327	0.134345	0.0419378	0.159067	0.03734292	0.0108204	0.517629	0.00679369	0.00615098	0.457789	0.000816548	0.02874431	-1.83843	0.000140884	0.0174889	0.294543	3.68783	0.292816	0.309574	0.120381	0.277228	0.06608723	0.434945
2013	1	-3705.601	-3710.532	4.930594	0.8035873	0.1739464	0.0917342	0.114402	0.198256	0.0854659	0.0893195	0.0925434	0.0754994	0.601334	0.163922	0.0619529	0.228057	0.357625	0.0825958	0.14321	0.0715081	0.0513233	0.0571248	0.254834	0.09966112	0.008288776	0.0176585	0.538244	0.00319939	0.00367655	0.433714	0.00350725	0.05182466	-2.30598	0.000188776	0.0202247	0.312353	3.66723	0.300339	0.302508	0.13533	0.261823	0.06011344	0.8621144
2014	0	-3713.136	-3710.509	-2.627494	0.4403838	0.1671259	0.126227	0.122037	0.358552	0.163403	0.157255	0.197452	0.0667329	0.594541	0.612141	0.328286	0.243222	0.0992507	0.228448	0.0921549	0.239875	0.12304	0.178514	0.208413	0.1688999	0.03677093	0.0116376	0.594203	0.0095687	0.00219054	0.379051	0.00334894	0.1380303	-1.778449	0.000136496	0.0172162	0.292675	3.68997	0.288072	0.32709	0.114106	0.270731	0.1748012	0.7896414
2015	1	-3710.062	-3714.265	4.202613	0.7366868	0.2092987	0.186868	0.171537	0.218118	0.133849	0.158722	0.0938893	0.198747	0.611123	0.122634	0.0760516	0.324536	0.209774	0.158276	0.165076	0.0614458	0.0472595	0.0966061	0.0607488	0.1338054	0.07538426	0.0144186	0.597068	0.0073133	0.00625286	0.370725	0.00422205	0.03353683	-2.011369	0.00072188	0.0393063	0.407488	3.55248	0.287735	0.31664	0.126954	0.268671	0.1089211	0.3079002
2016	0	-3717.266	-3714.952	-2.314136	0.5769364	0.1670482	0.0934246	0.0849247	0.188887	0.192408	0.164196	0.158859	0.0569869	0.830044	0.308762	0.191648	0.125525	0.189459	0.0650908	0.0650687	0.444539	0.0861528	0.551379	0.173946	0.1535602	-0.05791182	0.0061448	0.595602	0.00690633	0.00922075	0.379943	0.00218261	0.0705497	-1.873662	0.000135973	0.0171833	0.292449	3.69023	0.307854	0.283413	0.118856	0.289877	0.01263788	5.582401
2017	1	-3706.983	-3707.575	0.5913971	0.6501633	0.2088487	0.170174	0.0764028	0.325474	0.16864	0.251365	0.164044	0.152551	0.531272	0.164608	0.0609186	0.305921	0.373752	0.095545	0.125366	0.119656	0.0320535	0.195931	0.236441	0.1731816	-0.01732706	0.0107155	0.52764	0.00870827	0.00371632	0.445511	0.003709	0.030473	-1.753415	0.000711693	0.0390312	0.406355	3.5539	0.307069	0.311286	0.115839	0.265805	0.01314593	2.318055
2018	0	-3702.307	-3709.88	7.573414	0.5994546	0.184658	0.0907261	0.055537	0.166423	0.118527	0.1152	0.1491	0.0501643	0.413416	0.179476	0.162162	0.178404	0.27777	0.158147	0.0707511	0.237796	0.22751	0.0970205	0.0502426	0.1313954	-0.03153017	0.0163636	0.51418	0.00512989	0.0199938	0.441795	0.00253792	0.03242638	-2.029544	0.000299271	0.0254199	0.342448	3.63183	0.285633	0.308012	0.134874	0.271481	0.0008962153	36.18146
2019	1	-3716.471	-3717.866	1.395159	0.452916	0.2335457	0.283651	0.0778029	0.28793	0.137741	0.21189	0.236977	0.0857961	0.248022	0.181267	0.0411816	0.12508	0.300177	0.0774353	0.121629	0.551523	0.14029	0.167558	0.0915799	0.1315888	-0.03389793	0.0183405	0.541703	0.0108645	0.00452753	0.423424	0.00114086	0.1094039	-2.028073	0.00143152	0.0550918	0.465478	3.478	0.302275	0.29659	0.129424	0.271711	0.07550595	1.448944
2020	0	-3703.185	-3710.065	6.879441	0.6704185	0.2372104	0.152867	0.0575132	0.255063	0.0807078	0.163084	0.147788	0.0511557	0.324635	0.12416	0.126515	0.240194	0.216989	0.0953585	0.0449499	0.256635	0.154626	0.132282	0.149757	0.1340761	0.01858786	0.0175902	0.545684	0.0100405	0.0133556	0.409558	0.0037717	0.06833815	-2.009348	0.00156832	0.0576218	0.473727	3.46708	0.288062	0.303951	0.127387	0.2806	0.08692601	0.7861645
2021	1	-3711.387	-3711.419	0.03206165	0.4552067	0.1601337	0.172377	0.174931	0.276512	0.154865	0.138192	0.166074	0.214913	0.519908	0.227893	0.0653616	0.43271	0.178855	0.171655	0.164575	0.218664	0.0558051	0.0268628	0.161147	0.1541987	0.01588813	0.0182231	0.522586	0.00653244	0.00656388	0.444799	0.00129529	0.04452394	-1.869513	9.51186e-05	0.0143869	0.272136	3.71338	0.301112	0.292478	0.127244	0.279166	0.06041207	0.737004
2022	0	-3706.206	-3711.079	4.872533	0.5820768	0.1900918	0.113028	0.0390959	0.322043	0.10286	0.153933	0.186308	0.102835	0.387012	0.189496	0.170413	0.283701	0.0915915	0.108154	0.0982137	0.132035	0.12568	0.093254	0.236751	0.1708749	-0.09683198	0.0114214	0.596341	0.0109726	0.00885664	0.368224	0.00418506	0.14171	-1.766823	0.000370626	0.0282621	0.357307	3.61406	0.292198	0.307338	0.116168	0.284295	0.04487806	3.157669
2023	1	-3713.351	-3716.364	3.012596	0.4932789	0.1998601	0.149296	0.279258	0.245155	0.143293	0.113337	0.154526	0.180124	0.472434	0.187373	0.083885	0.197042	0.0902271	0.195461	0.544777	0.151178	0.078364	0.0894925	0.146302	0.1800523	-0.02280944	0.0221704	0.540537	0.00491051	0.00662745	0.424518	0.00123623	0.09713181	-1.714508	0.000528638	0.0336948	0.383293	3.58248	0.269716	0.322314	0.135577	0.272393	0.07432237	1.306899
2024	0	-3711.837	-3713.744	1.907695	0.4986633	0.1900829	0.247872	0.237502	0.322846	0.180962	0.137953	0.177158	0.0576765	0.325138	0.316025	0.269498	0.260873	0.138248	0.184171	0.080111	0.209951	0.128783	0.19481	0.0627966	0.1301453	-0.04355975	0.0112828	0.650501	0.00615322	0.0121426	0.31535	0.00457116	0.05067745	-2.039104	0.0003705	0.0282574	0.357283	3.61409	0.296587	0.322769	0.111045	0.269598	0.007117698	7.11992
2025	1	-3713.032	-3713.999	0.9670252	0.5487034	0.2165044	0.134529	0.128479	0.328338	0.177106	0.163208	0.13285	0.237016	0.47598	0.312845	0.0324218	0.371802	0.354701	0.141536	0.0853598	0.152066	0.104536	0.091444	0.212516	0.1845763	0.001795775	0.0158159	0.495447	0.00395884	0.0077829	0.467392	0.00960321	0.00562136	-1.689692	0.000899081	0.0438063	0.425346	3.52995	0.320544	0.278867	0.116354	0.284235	0.007417135	0.7578883
2026	0	-3715.671	-3715.149	-0.5218785	0.5428789	0.2226332	0.207237	0.115256	0.291359	0.168065	0.126541	0.122539	0.0813879	0.405478	0.207867	0.173931	0.349146	0.147497	0.283973	0.0634593	0.234654	0.107373	0.314317	0.13774	0.193807	-0.1660882	0.0102111	0.49909	0.00965807	0.0179308	0.459259	0.0038506	0.3227943	-1.640892	0.00107156	0.0477674	0.440119	3.51104	0.341295	0.279256	0.125358	0.254092	0.1567061	2.059871
2027	1	-3712.099	-3717.195	5.095856	0.5268578	0.2129075	0.152266	0.155995	0.268469	0.15977	0.127163	0.161613	0.0574213	0.420455	0.172703	0.0511776	0.210668	0.0708346	0.145723	0.156033	0.334563	0.0621571	0.0634594	0.207109	0.130718	-0.002553201	0.0148792	0.474047	0.00563839	0.00400184	0.498493	0.00294014	0.06601373	-2.034713	0.000807272	0.0415379	0.416498	3.54116	0.312196	0.305437	0.134569	0.247798	0.06346053	1.040233
2028	0	-3704.116	-3709.126	5.009327	0.5685062	0.1829448	0.105695	0.118498	0.206886	0.120819	0.133024	0.144595	0.0554541	0.388082	0.139887	0.0718252	0.263334	0.274572	0.136249	0.0733412	0.135502	0.191977	0.319298	0.25455	0.1630826	-0.08106327	0.00958495	0.601972	0.0100382	0.00881624	0.36568	0.00390797	0.1185399	-1.813498	0.00027902	0.0245519	0.337705	3.63746	0.29273	0.309175	0.138408	0.259687	0.03747665	3.163034
2029	1	-3714.91	-3709.881	-5.028411	0.8050092	0.2077565	0.192273	0.0729657	0.32694	0.136703	0.202649	0.0831595	0.120397	0.620117	0.288352	0.0259673	0.222255	0.131131	0.111154	0.158419	0.0990658	0.0554326	0.22166	0.466814	0.1572119	0.03679891	0.0147874	0.489232	0.00456832	0.00418627	0.483697	0.00352891	0.1960206	-1.850161	0.000687384	0.0383667	0.403597	3.55735	0.2907	0.297828	0.139097	0.272375	0.2328195	0.8419423
2030	0	-3709.337	-3706.47	-2.867514	0.5715879	0.2058706	0.0435927	0.0492479	0.376922	0.109926	0.254977	0.253952	0.0750193	0.294493	0.177579	0.196058	0.262477	0.218595	0.136603	0.0990668	0.225467	0.0714767	0.270652	0.241747	0.1816303	-0.0360597	0.0118453	0.575967	0.00786892	0.00306915	0.395988	0.00526177	0.2685482	-1.705782	0.000646784	0.0372294	0.398805	3.56332	0.298752	0.31173	0.126061	0.263456	0.2324885	1.155103
2031	1	-3713.877	-3713.374	-0.5028343	0.7743655	0.1748588	0.271171	0.0920044	0.181897	0.150629	0.110849	0.0914104	0.0985112	0.80842	0.20305	0.0572771	0.198864	0.334635	0.0736922	0.213816	0.207552	0.0493647	0.167547	0.224989	0.1445963	0.1141841	0.0135301	0.534228	0.00367402	0.00383032	0.442569	0.00216892	0.07771541	-1.933809	0.000196766	0.0206453	0.314956	3.6642	0.30712	0.311325	0.129486	0.25207	0.1918995	0.4049796
2032	0	-3709.785	-3707.303	-2.482313	0.4607517	0.1752069	0.189675	0.152914	0.281019	0.135403	0.230276	0.295392	0.0786366	0.556528	0.485019	0.369206	0.319796	0.124217	0.184675	0.0707741	0.296967	0.208841	0.0611575	0.146568	0.2052017	-0.02524405	0.0100637	0.479838	0.00738487	0.00187764	0.490527	0.0103091	0.09944358	-1.583762	0.00019988	0.0208068	0.315947	3.66305	0.308937	0.305146	0.124986	0.260931	0.07419953	1.340218
2033	1	-3717.046	-3719.623	2.576226	0.8306231	0.1348491	0.262873	0.109708	0.176111	0.10571	0.161666	0.0586369	0.0724294	0.553172	0.318026	0.0504828	0.118836	0.316843	0.0705486	0.119824	0.0916079	0.0580025	0.0855016	0.27093	0.1081782	-0.1610609	0.010906	0.534669	0.00395984	0.00425201	0.442935	0.0032781	0.1665971	-2.223976	1.88346e-05	0.00642392	0.195809	3.79775	0.305488	0.28925	0.142336	0.262927	0.005536192	30.09236
2034	0	-3711.584	-3710.927	-0.6566819	0.4196736	0.206655	0.164325	0.108783	0.365657	0.112995	0.261007	0.345787	0.0804135	0.475483	0.36808	0.356557	0.229669	0.137803	0.123236	0.117757	0.228098	0.241133	0.164447	0.17196	0.1893865	0.2460345	0.0113538	0.556103	0.00507159	0.0030993	0.413956	0.0104162	0.03103271	-1.663965	0.000663461	0.0377008	0.400802	3.56083	0.304162	0.300573	0.124616	0.270648	0.2770672	0.1120043
2035	1	-3709.529	-3705.632	-3.896096	0.5600274	0.1991394	0.2059	0.122225	0.263494	0.147469	0.209398	0.13941	0.1274	0.576104	0.300645	0.0631596	0.353275	0.227672	0.139553	0.17986	0.307447	0.0773222	0.117998	0.237395	0.1556131	-0.6145942	0.0100251	0.529379	0.00468974	0.0104058	0.435829	0.00967078	0.6352678	-1.860383	0.000515582	0.0332805	0.381408	3.5848	0.29457	0.298102	0.125259	0.282069	0.02067354	30.72854
2036	0	-3713.361	-3711.507	-1.854383	0.4020014	0.2247617	0.0782876	0.107812	0.367586	0.199063	0.205521	0.25103	0.0907908	0.423023	0.179061	0.127052	0.249053	0.293328	0.500529	0.131921	0.116778	0.213842	0.195814	0.481911	0.1958087	-0.1294662	0.0106614	0.52219	0.00896057	0.0134922	0.434915	0.00978094	0.1936533	-1.630617	0.00113635	0.0491699	0.445159	3.50453	0.299614	0.289906	0.140289	0.270191	0.06418711	3.017012
2037	1	-3707.417	-3713.625	6.208607	0.7232002	0.1584651	0.119302	0.161892	0.31911	0.0903888	0.128941	0.0887188	0.129148	0.529448	0.111627	0.0596663	0.194839	0.270432	0.0877846	0.0671438	0.121104	0.0587136	0.185228	0.100445	0.1139366	0.1127885	0.0130346	0.525879	0.00458781	0.014208	0.432947	0.00934357	0.039609	-2.172113	8.68525e-05	0.013751	0.267185	3.71898	0.322805	0.290642	0.128732	0.257821	0.1523975	0.2599058
2038	0	-3708.985	-3708.168	-0.8174195	0.3490205	0.1983127	0.114988	0.109983	0.465767	0.159199	0.250329	0.377509	0.100671	0.564059	0.130691	0.172593	0.177222	0.273182	0.454637	0.114489	0.233608	0.22259	0.141558	0.119577	0.180489	-0.1873944	0.01153	0.528254	0.00906463	0.00434305	0.439965	0.00684271	0.1994963	-1.712085	0.00050089	0.0328078	0.37924	3.58745	0.293708	0.294355	0.144823	0.267113	0.01210196	16.48463
2039	1	-3704.987	-3709.684	4.696597	0.5804159	0.1766647	0.123955	0.0550728	0.253804	0.139992	0.160704	0.098327	0.0558942	0.478555	0.191766	0.0645486	0.201061	0.18942	0.0497921	0.101996	0.21456	0.0895326	0.117492	0.0603262	0.1192598	-0.1963764	0.0105613	0.488091	0.00417025	0.0154741	0.471527	0.0101762	0.2975904	-2.126451	0.000213322	0.02149	0.320087	3.65821	0.31664	0.290179	0.130845	0.262335	0.101214	2.940211
2040	0	-3716.594	-3711.796	-4.797839	0.311043	0.1902164	0.107531	0.0891388	0.663628	0.205763	0.231898	0.379268	0.0782294	0.671396	0.458595	0.171942	0.200627	0.350111	0.148848	0.195375	0.117698	0.180272	0.196493	0.226824	0.2426124	-0.1753774	0.00807786	0.450645	0.00879335	0.0152573	0.510849	0.006378	0.1899829	-1.41629	0.000372394	0.0283288	0.357645	3.61365	0.31814	0.301646	0.133421	0.246793	0.01460546	13.00767
2041	1	-3713.44	-3713.705	0.2651892	0.5724451	0.1742512	0.222024	0.105186	0.277458	0.198681	0.164817	0.170487	0.19307	0.57714	0.224288	0.0765982	0.381045	0.255513	0.0955108	0.106234	0.40953	0.0602325	0.158595	0.172981	0.1446673	0.01005195	0.00872161	0.491726	0.00744774	0.0068143	0.475039	0.010252	0.02925392	-1.933319	0.000191418	0.0203648	0.313223	3.66622	0.325268	0.287679	0.127943	0.25911	0.03930587	0.7442634
2042	0	-3711.238	-3707.522	-3.716267	0.3715129	0.2035823	0.357727	0.165918	0.415455	0.211591	0.200243	0.291975	0.0911981	0.422856	0.277132	0.161291	0.549204	0.156071	0.447084	0.0848742	0.102874	0.210094	0.279135	0.161411	0.2446925	0.2316039	0.00833052	0.492988	0.0163963	0.0139377	0.466665	0.00168251	0.008579552	-1.407753	0.000599818	0.0358673	0.392943	3.57059	0.301204	0.292032	0.140648	0.266116	0.2401835	0.03572083
2043	1	-3712.595	-3710.677	-1.917362	0.507641	0.1612359	0.278977	0.071892	0.346247	0.130951	0.232961	0.128416	0.0864708	0.476256	0.365912	0.109221	0.244995	0.319191	0.101307	0.195758	0.114436	0.0410008	0.124705	0.032345	0.1850468	0.02826618	0.00948134	0.534559	0.00534807	0.00736468	0.431588	0.0116585	0.03268446	-1.687146	0.000100901	0.0148154	0.275396	3.70969	0.305191	0.291292	0.137648	0.265869	0.06095063	0.5362447
2044	0	-3713.161	-3711.321	-1.839713	0.3132599	0.2190655	0.392571	0.201604	0.501789	0.20774	0.278323	0.402901	0.0740983	0.298889	0.218593	0.155455	0.287934	0.416724	0.109978	0.0836262	0.235836	0.374033	0.149096	0.179811	0.2472201	-0.003356942	0.00963721	0.492969	0.0163957	0.0139371	0.466648	0.000413039	0.01334884	-1.397476	0.000968656	0.0454473	0.431566	3.52202	0.279008	0.307452	0.143113	0.270426	0.009991899	1.335966
2045	1	-3710.518	-3712.044	1.52635	0.5650847	0.1978382	0.125216	0.0501925	0.264505	0.186457	0.224516	0.0735954	0.135065	0.526996	0.150584	0.084051	0.103688	0.343314	0.0839426	0.492171	0.125486	0.0668142	0.0722022	0.0938301	0.1206058	-0.0827299	0.00898035	0.536598	0.00528541	0.0024307	0.433235	0.0134706	0.1506598	-2.115228	0.000492595	0.0325377	0.377992	3.58898	0.303377	0.290037	0.137121	0.269465	0.0679299	2.217872
2046	0	-3712.706	-3708.055	-4.650662	0.3203403	0.1904842	0.175583	0.122169	0.460028	0.187485	0.284924	0.260511	0.102333	0.295156	0.341521	0.126882	0.375398	0.253535	0.450004	0.0900606	0.371921	0.289126	0.321912	0.301795	0.2952255	0.04958152	0.0133311	0.529636	0.0150951	0.00274366	0.437626	0.00156813	0.07255946	-1.220016	0.000376216	0.0284725	0.35837	3.61278	0.2838	0.303533	0.142807	0.269859	0.122141	0.5940632
2047	1	-3718.911	-3722.645	3.734212	0.4657918	0.2537127	0.156445	0.0820115	0.370477	0.201142	0.30189	0.0865916	0.12951	0.39887	0.164898	0.0706541	0.0816998	0.223614	0.0939292	0.263267	0.123505	0.128781	0.127238	0.169493	0.1269404	0.1749195	0.0194287	0.435561	0.002569	0.00209638	0.522379	0.0179668	0.04049222	-2.064038	0.00228932	0.069384	0.50925	3.41908	0.305795	0.286021	0.141593	0.266591	0.2154117	0.187976
2048	0	-3711.032	-3714.266	3.234078	0.4346842	0.1854758	0.124822	0.0775005	0.339371	0.222089	0.213823	0.212574	0.0651789	0.266839	0.177771	0.149414	0.308264	0.169557	0.0757618	0.113749	0.160768	0.555945	0.220008	0.0722459	0.1540058	0.03244792	0.0134229	0.533283	0.00536087	0.00394683	0.440639	0.00334684	0.008198467	-1.870765	0.000309308	0.0258391	0.344703	3.62915	0.294407	0.315034	0.113551	0.277008	0.04064639	0.2017022
2049	1	-3714.49	-3709.05	-5.440747	0.4589436	0.2099873	0.159101	0.148484	0.329735	0.166349	0.23344	0.158468	0.360915	0.514863	0.318624	0.107954	0.205414	0.317306	0.571347	0.203065	0.283048	0.0610363	0.393322	0.0965517	0.2761396	0.08537508	0.0139596	0.453952	0.00279721	0.00319079	0.508607	0.0174931	0.03879961	-1.286849	0.000737665	0.0397286	0.409217	3.55032	0.311596	0.296849	0.129398	0.262157	0.1241747	0.3124599
