Iteration	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	ln_branch_rates_mean	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
12560	-3707.141	-3709.183	2.042363	0.4895326	0.1871075	0.0918813	0.0325931	0.473533	0.143045	0.133601	0.268928	0.0564927	0.434187	0.172594	0.119009	0.230061	0.225158	0.190523	0.125146	0.162852	0.111019	0.100345	0.167943	0.1302556	0.1167171	0.0101009	0.526714	0.0140865	0.0143814	0.434545	0.000172462	0.0300696	-2.038257	0.000330065	0.0266846	0.349182	3.6238	0.299088	0.303993	0.124385	0.272535	0.1467867	0.2048523
12570	-3714.616	-3708.535	-6.080924	0.4423092	0.1727133	0.10422	0.0698887	0.472351	0.134897	0.244993	0.382298	0.0452683	0.649806	0.263977	0.146478	0.54913	0.222829	0.190181	0.133751	0.106107	0.445112	0.151415	0.255297	0.2286424	-0.03677203	0.00608051	0.535091	0.00444694	0.0092254	0.444826	0.000329871	0.06119356	-1.475596	0.000178366	0.0196631	0.308823	3.67134	0.30438	0.315406	0.127956	0.252258	0.02442153	2.505722
12580	-3719.718	-3718.125	-1.592329	0.4198353	0.1670622	0.0941088	0.0404612	0.26567	0.17042	0.197201	0.265219	0.0885362	0.709592	0.149751	0.134368	0.173578	0.123415	0.099776	0.110707	0.216527	0.277445	0.412142	0.179373	0.1715661	-0.06546927	0.0184566	0.53298	0.00406984	0.00119135	0.443071	0.000230824	0.2073038	-1.762787	0.000136067	0.0171892	0.29249	3.69018	0.304302	0.289336	0.143058	0.263305	0.1418346	1.461589
12590	-3706.25	-3712.626	6.37592	0.5870623	0.224145	0.121089	0.0932447	0.252865	0.121702	0.137285	0.307526	0.0622193	0.467019	0.193829	0.110256	0.284003	0.18947	0.0995001	0.0505603	0.1131	0.160674	0.101065	0.150623	0.1480238	-0.01429795	0.0204285	0.501312	0.0132841	0.00747317	0.457274	0.000227759	0.0545065	-1.910382	0.00111731	0.0487621	0.443703	3.50642	0.267805	0.294768	0.141438	0.295988	0.04020855	1.355595
12600	-3717.011	-3714.986	-2.02463	0.5390434	0.1835624	0.556086	0.173055	0.286071	0.136055	0.141182	0.139596	0.109265	0.375582	0.283585	0.137133	0.476099	0.382933	0.0758694	0.071597	0.276492	0.279629	0.156344	0.140822	0.2116801	-0.07953683	0.00875629	0.495197	0.0100545	0.0124515	0.47306	0.000481336	0.1258083	-1.552679	0.000286201	0.0248633	0.339418	3.63543	0.276473	0.297797	0.14215	0.28358	0.04627143	2.718919
12610	-3713.781	-3712.212	-1.568054	0.5541984	0.177259	0.101442	0.161335	0.191523	0.1182	0.136934	0.153006	0.0594194	0.541982	0.128079	0.114238	0.567066	0.261103	0.421616	0.0767433	0.102485	0.269134	0.120697	0.0664612	0.1493544	-0.3066144	0.00887975	0.507228	0.0082912	0.0121925	0.46322	0.000188814	0.3359457	-1.901433	0.00021899	0.0217715	0.321769	3.65624	0.294418	0.309485	0.146889	0.249207	0.02933135	11.45347
12620	-3710.462	-3706.335	-4.12703	0.5774762	0.2041635	0.291142	0.121087	0.299539	0.179569	0.188365	0.175109	0.0727096	0.619918	0.291322	0.0816223	0.222184	0.346503	0.103517	0.048224	0.237625	0.227712	0.370255	0.327614	0.1798726	-0.1437708	0.0110947	0.558076	0.00757753	0.00500865	0.418139	0.000104112	0.2075995	-1.715507	0.000611513	0.0362114	0.394437	3.56874	0.300963	0.294538	0.12964	0.27486	0.06382872	3.252446
12630	-3714.536	-3710.2	-4.336254	0.5069368	0.1830797	0.140854	0.106012	0.635508	0.164326	0.249857	0.433866	0.0750268	0.728598	0.135354	0.252698	0.219155	0.4387	0.14043	0.108481	0.236739	0.229299	0.220066	0.258441	0.1875602	0.09684454	0.0110376	0.562863	0.00590092	0.00415845	0.415988	5.19362e-05	0.02190675	-1.673656	0.000280578	0.0246198	0.338079	3.63702	0.31904	0.302464	0.127144	0.251352	0.1187513	0.1844759
12640	-3717.287	-3714.707	-2.579483	0.4346748	0.2038714	0.324647	0.227285	0.584074	0.158815	0.187873	0.174643	0.0718276	0.363358	0.160209	0.134788	0.297598	0.19517	0.299543	0.063819	0.235246	0.156418	0.116647	0.131308	0.1796806	0.476236	0.0137538	0.555342	0.01593	0.00447752	0.41043	6.68044e-05	0.02538635	-1.716574	0.000605614	0.0360383	0.393686	3.56967	0.317323	0.304617	0.120984	0.257076	0.5016224	0.05060849
12650	-3710.868	-3708.31	-2.557433	0.358828	0.1956598	0.247534	0.11881	0.493849	0.169335	0.263477	0.298387	0.0821395	0.496731	0.220545	0.107524	0.293071	0.368912	0.237629	0.0913045	0.401322	0.442523	0.08292	0.182099	0.2142918	0.004755266	0.00882973	0.488307	0.0102099	0.013692	0.478879	8.30072e-05	0.01520901	-1.540417	0.00045576	0.0313097	0.372236	3.596	0.296137	0.297782	0.139054	0.267027	0.01996427	0.7618112
12660	-3717.525	-3711.593	-5.932145	0.4261781	0.1486814	0.316269	0.126197	0.722716	0.109024	0.33029	0.465294	0.0819242	0.323294	0.27419	0.150023	0.302507	0.287372	0.213489	0.105139	0.17779	0.0815878	0.287323	0.322874	0.2660827	-0.1562804	0.0127904	0.595645	0.0097516	0.0167018	0.364754	0.000357402	0.1941397	-1.323948	4.89112e-05	0.0103335	0.237845	3.75177	0.297186	0.304591	0.127655	0.270568	0.03785926	5.127931
12670	-3717.277	-3713.337	-3.940279	0.4744092	0.1671262	0.0873262	0.0511403	0.365166	0.0769558	0.303413	0.379566	0.0669688	0.397386	0.167326	0.154374	0.339591	0.255998	0.336353	0.101653	0.070689	0.0591794	0.108312	0.156438	0.1059852	0.0125465	0.0128394	0.597926	0.0118527	0.010364	0.366151	0.000867499	0.09123703	-2.244456	0.000136499	0.0172163	0.292676	3.68997	0.278742	0.304859	0.132816	0.283583	0.1037835	0.8791089
12680	-3710.664	-3710.098	-0.5666485	0.5790429	0.1745183	0.069284	0.0574111	0.24601	0.199938	0.198364	0.18051	0.0638564	0.532	0.168565	0.122385	0.592511	0.210414	0.141402	0.0780947	0.234034	0.167195	0.0908988	0.123467	0.1501986	-0.2657484	0.00720095	0.604504	0.00770971	0.00764547	0.370179	0.00276109	0.3078922	-1.895797	0.000193755	0.0204879	0.313985	3.66533	0.284576	0.294254	0.126941	0.294229	0.04214384	7.305746
12690	-3703.868	-3706.846	2.977952	0.5302243	0.1772463	0.121212	0.117413	0.311975	0.163059	0.208486	0.233165	0.0574752	0.646794	0.190684	0.154469	0.266544	0.193705	0.138057	0.0675975	0.105486	0.124976	0.112061	0.123258	0.1472178	-0.0296238	0.0105186	0.506511	0.00928937	0.0102026	0.454898	0.00857983	0.1532143	-1.915842	0.000218867	0.0217655	0.321733	3.65628	0.290429	0.319577	0.131403	0.258591	0.1235905	1.239693
12700	-3714.343	-3706.773	-7.570421	0.5352009	0.1804569	0.0912365	0.0352505	0.400827	0.162306	0.214367	0.32128	0.046354	0.609579	0.217795	0.141347	0.372732	0.117251	0.199632	0.103973	0.150271	0.112415	0.26191	0.301653	0.1828695	0.4887488	0.0103406	0.497941	0.00913219	0.013877	0.466157	0.00255209	0.04512174	-1.698983	0.00025143	0.0233162	0.330768	3.64566	0.291643	0.323587	0.114446	0.270323	0.5338705	0.08451813
12710	-3720.619	-3719.025	-1.593967	0.3655575	0.1796394	0.231682	0.116228	0.321431	0.164371	0.208681	0.304334	0.0544625	0.513974	0.109385	0.200696	0.385577	0.251765	0.114057	0.12476	0.224042	0.240074	0.0263533	0.129649	0.1833479	0.03420459	0.0108248	0.485786	0.00343785	0.0100506	0.487984	0.00191687	0.0210428	-1.69637	0.00024282	0.0229165	0.328477	3.64836	0.287723	0.300905	0.139085	0.272287	0.05524739	0.3808832
12720	-3713.66	-3708.913	-4.747232	0.2792189	0.1787975	0.291809	0.133972	0.545968	0.239804	0.164774	0.29822	0.121259	0.558563	0.119788	0.139411	0.333826	0.152846	0.391154	0.189204	0.3185	0.413966	0.128523	0.235838	0.3076475	-0.005380855	0.0136131	0.517826	0.0042573	0.0100362	0.452433	0.00183413	0.0541378	-1.1788	0.000234183	0.0225084	0.32611	3.65115	0.296907	0.298052	0.137067	0.267974	0.04875694	1.110361
12730	-3708.467	-3703.121	-5.346545	0.3552526	0.1977169	0.104637	0.0853357	0.476657	0.235592	0.217993	0.337058	0.0916664	0.441729	0.695246	0.344876	0.183942	0.382509	0.253064	0.132499	0.248291	0.342218	0.1971	0.152342	0.1768744	0.06577859	0.0103722	0.55833	0.00789161	0.00177718	0.417207	0.00442191	0.01309645	-1.732315	0.000490489	0.0324688	0.377673	3.58937	0.292162	0.304432	0.129148	0.274258	0.07887504	0.1660404
12740	-3724.012	-3715.264	-8.747474	0.3411318	0.1519126	0.0448937	0.178258	0.622094	0.186941	0.212032	0.263004	0.121476	1.02991	0.230617	0.182471	0.203572	0.101094	0.224391	0.170706	0.468814	0.064951	0.183964	0.274326	0.2108813	-0.3226019	0.0130136	0.571451	0.00929525	0.00177657	0.402729	0.00173523	0.3688957	-1.55646	5.96113e-05	0.0114028	0.247588	3.74095	0.276635	0.305675	0.134113	0.283576	0.04629383	7.968572
12750	-3710.362	-3708.884	-1.47775	0.4037533	0.1809316	0.196791	0.134488	0.378321	0.198175	0.197084	0.212769	0.073155	0.502336	0.204473	0.259242	0.567226	0.171359	0.166592	0.0908341	0.233717	0.404784	0.130516	0.125522	0.1693398	-0.1715706	0.0171733	0.58287	0.0104991	0.00294543	0.382336	0.00417614	0.1757271	-1.775848	0.000256531	0.0235496	0.332096	3.6441	0.272189	0.305627	0.134048	0.288137	0.004156513	42.27752
12760	-3716.983	-3711.877	-5.106852	0.4874959	0.161297	0.321433	0.212695	0.379314	0.179976	0.160393	0.237687	0.0545991	0.368745	0.515663	0.391845	0.250031	0.395209	0.127995	0.0618551	0.113446	0.150054	0.0655082	0.0961008	0.1627	0.1084155	0.015889	0.49953	0.00899791	0.00957657	0.461532	0.00447484	0.1108884	-1.815847	0.00010123	0.0148393	0.275577	3.70948	0.28849	0.311865	0.124059	0.275585	0.2193038	0.5056381
12770	-3710.72	-3710.273	-0.4474815	0.4672209	0.1903398	0.131957	0.0649285	0.458946	0.177748	0.198764	0.360111	0.0885188	0.496234	0.152509	0.185682	0.382411	0.140551	0.220487	0.0932346	0.104253	0.113251	0.20353	0.203612	0.1682371	0.03634558	0.00860064	0.499516	0.00795138	0.0158589	0.461519	0.00655437	0.1399887	-1.782381	0.000374152	0.028395	0.357979	3.61325	0.287985	0.319493	0.121889	0.270633	0.1763343	0.7938825
12780	-3708.244	-3710.246	2.002072	0.5965676	0.2349798	0.137295	0.0899053	0.278425	0.141302	0.176135	0.165488	0.0677511	0.377138	0.135222	0.0703571	0.458043	0.392349	0.217341	0.0552777	0.113111	0.104012	0.2469	0.168339	0.1747732	-0.0274855	0.00814218	0.520402	0.0161167	0.00913123	0.436918	0.00928958	0.08444002	-1.744266	0.00148408	0.0560779	0.468722	3.47372	0.313143	0.281459	0.138314	0.267085	0.05695451	1.482587
12790	-3713.844	-3711.546	-2.297872	0.4858604	0.2121637	0.162313	0.0804456	0.23385	0.146881	0.138145	0.215767	0.0340307	0.564113	0.355149	0.189307	0.121587	0.0621973	0.102309	0.0634124	0.272299	0.352834	0.276176	0.295461	0.1884876	0.0373625	0.0100955	0.505307	0.00961106	0.0054336	0.453803	0.0157498	0.0407976	-1.668723	0.000789129	0.0410742	0.414652	3.54348	0.300027	0.298358	0.117333	0.284282	0.0781601	0.5219748
12800	-3718.476	-3715.315	-3.160576	0.4679044	0.2071608	0.212463	0.164755	0.380712	0.247335	0.147857	0.126105	0.116156	0.57573	0.100986	0.211174	0.228553	0.241445	0.0745932	0.0517371	0.466588	0.37235	0.207644	0.2547	0.2119884	0.1405398	0.00788041	0.472705	0.0105761	0.00508303	0.499194	0.00456203	0.04841485	-1.551224	0.000674373	0.038006	0.402087	3.55923	0.310363	0.302657	0.119858	0.267122	0.1889546	0.2562248
12810	-3710.842	-3712.125	1.283218	0.4046123	0.2002816	0.184293	0.362327	0.352511	0.162787	0.181114	0.186684	0.0854992	0.583036	0.184008	0.181736	0.13708	0.25829	0.207026	0.0787556	0.19011	0.198261	0.224508	0.254412	0.2312154	-0.04480396	0.00913041	0.47214	0.00587069	0.00970462	0.498597	0.00455658	0.07618888	-1.464405	0.000536382	0.0339381	0.384393	3.58113	0.280776	0.305186	0.142308	0.27173	0.03138492	2.427563
12820	-3707.38	-3712.923	5.542637	0.3954688	0.1743759	0.166203	0.109609	0.284576	0.114875	0.153087	0.30378	0.0942569	0.353972	0.228392	0.341643	0.174432	0.0561507	0.231905	0.0678574	0.153987	0.0961362	0.105374	0.163674	0.1302168	0.01445631	0.0103578	0.579932	0.00809733	0.00707252	0.391689	0.00285159	0.004578061	-2.038554	0.000192507	0.0204222	0.313579	3.66581	0.306774	0.296565	0.141442	0.255219	0.01903437	0.2405154
12830	-3706.036	-3711.02	4.984223	0.4872951	0.1824265	0.111992	0.138971	0.335871	0.158828	0.121482	0.236684	0.0597547	0.453342	0.212493	0.18061	0.173392	0.272019	0.138863	0.0773004	0.174182	0.186594	0.130735	0.302408	0.1512404	0.009392868	0.0103292	0.577622	0.0149309	0.00344405	0.390608	0.00306613	0.008950983	-1.888884	0.000273097	0.024292	0.336264	3.63917	0.319604	0.304746	0.132954	0.242696	0.01834385	0.4879555
12840	-3704.135	-3704.933	0.7980685	0.4655826	0.2022457	0.140569	0.094995	0.286632	0.139406	0.157557	0.236033	0.0652737	0.485937	0.305824	0.153831	0.176523	0.416492	0.254214	0.0881145	0.351797	0.159432	0.322797	0.174169	0.2064591	-0.01944259	0.0104111	0.573365	0.0117522	0.00343669	0.393705	0.00733049	0.04365981	-1.577653	0.000573525	0.035081	0.389494	3.57485	0.299067	0.305365	0.134684	0.260884	0.02421722	1.802841
12850	-3711.536	-3708.517	-3.018901	0.4578253	0.1962312	0.159298	0.171388	0.295837	0.19995	0.161728	0.266904	0.0432659	0.403899	0.310381	0.253237	0.255413	0.127566	0.373385	0.0843859	0.0772161	0.463574	0.134649	0.265357	0.1736864	0.04090263	0.00888096	0.5993	0.00830538	0.0061588	0.371752	0.00560293	0.1201061	-1.750504	0.000465224	0.0316299	0.37375	3.59415	0.284854	0.315259	0.126492	0.273395	0.1610087	0.7459602
12860	-3712.765	-3714.833	2.068586	0.4307703	0.2315623	0.162385	0.122266	0.412984	0.282587	0.244998	0.267521	0.0577588	0.209924	0.315329	0.201463	0.199866	0.228366	0.0822371	0.0710381	0.213431	0.269384	0.141358	0.181664	0.1867945	-0.114738	0.0113396	0.570641	0.0167861	0.00839465	0.379014	0.0138253	0.1426733	-1.677746	0.00136088	0.0537366	0.460958	3.48394	0.300481	0.307707	0.115025	0.276787	0.02793535	5.107268
12870	-3719.684	-3711.828	-7.856146	0.252393	0.2042197	0.55923	0.326024	0.535093	0.256287	0.272092	0.333955	0.180666	0.323163	0.436633	0.502365	0.276234	0.405102	0.139646	0.28847	0.161473	0.780779	0.145648	0.205536	0.2543925	0.09506828	0.00988623	0.514666	0.00850416	0.00757121	0.446903	0.0124692	0.05174992	-1.368877	0.000612652	0.0362448	0.394581	3.56856	0.310196	0.300385	0.127369	0.262051	0.1468182	0.3524762
12880	-3720.362	-3713.69	-6.672712	0.2166052	0.1860522	0.154616	0.241313	0.492486	0.249226	0.28797	0.44078	0.18897	0.185189	0.273118	0.222234	0.529885	0.471514	0.640396	0.224885	0.155184	0.442673	0.38833	0.474002	0.3010751	-0.06581078	0.00987736	0.514204	0.00849653	0.0084621	0.446502	0.012458	0.1287719	-1.200396	0.000316528	0.0261364	0.346288	3.62726	0.298078	0.300149	0.12291	0.278863	0.0629611	2.045261
12890	-3723.508	-3712	-11.50737	0.1980703	0.2058386	0.268848	0.204966	1.14083	0.415968	0.407246	0.647555	0.152313	0.264487	0.530873	0.251851	0.407664	0.573368	0.153047	0.148935	0.392506	0.371216	0.143852	0.297329	0.3160678	-0.152226	0.00556671	0.518239	0.00855008	0.0116565	0.447837	0.00815032	0.2305477	-1.151798	0.000646111	0.0372102	0.398723	3.56342	0.288148	0.322132	0.131841	0.257878	0.07832169	2.9436
12900	-3729.865	-3710.223	-19.64233	0.1933663	0.1635779	1.08893	0.470183	0.99355	0.359929	0.461608	0.428173	0.0571671	0.338043	1.08915	0.308819	0.500541	0.338063	0.697078	0.252215	0.224379	0.463355	0.253776	0.438094	0.482478	-0.006894572	0.00957512	0.520214	0.00610644	0.00368853	0.443876	0.0165404	0.03268994	-0.72882	0.00011408	0.0157477	0.282296	3.70184	0.301705	0.304116	0.142443	0.251736	0.02579536	1.26728
12910	-3721.65	-3715.859	-5.790834	0.2841832	0.1818129	0.149178	0.126825	0.644545	0.362593	0.337514	0.370355	0.1057	0.35407	0.686967	0.330434	0.341036	0.223203	0.286226	0.109902	0.193353	0.528248	0.227701	0.1557	0.2550402	-0.009619691	0.00863	0.486115	0.00503674	0.00411691	0.472075	0.0240256	0.04698273	-1.366334	0.000266205	0.023986	0.334556	3.64119	0.268842	0.330122	0.127295	0.273741	0.03736304	1.257465
12920	-3711.306	-3709.161	-2.144346	0.4035612	0.212117	0.168486	0.141204	0.769486	0.219253	0.258997	0.292872	0.0977422	0.279723	0.241116	0.162831	0.360924	0.0752465	0.115361	0.0898176	0.228504	0.281361	0.250347	0.285134	0.2136496	-0.1668849	0.0214871	0.539069	0.00652821	0.00400063	0.425273	0.00364192	0.2102886	-1.543418	0.000787999	0.0410452	0.414536	3.54363	0.306935	0.29405	0.1228	0.276215	0.04340372	4.844944
12930	-3716.536	-3714.644	-1.892085	0.3603275	0.1778707	0.147462	0.160383	0.389848	0.176658	0.190169	0.249331	0.19819	0.261788	0.336536	0.183402	0.390924	0.400993	0.353269	0.0981039	0.336499	0.237858	0.189803	0.56379	0.2817256	-0.06370901	0.0233611	0.510674	0.00648175	0.00866948	0.446931	0.00388313	0.06665589	-1.266822	0.000224939	0.0220631	0.323498	3.65421	0.293913	0.292528	0.14229	0.271269	0.002946882	22.61912
12940	-3713.988	-3711.838	-2.150133	0.3217899	0.2045951	0.256964	0.122783	0.677037	0.274131	0.327214	0.450728	0.0958047	0.419552	0.255762	0.17822	0.283542	0.280927	0.283673	0.190253	0.223537	0.282178	0.103419	0.236873	0.2383027	-0.01720472	0.0215882	0.471918	0.00461012	0.000672866	0.49588	0.00533043	0.04603386	-1.434214	0.0006203	0.0364678	0.395544	3.56737	0.270337	0.320621	0.122828	0.286214	0.02882914	1.596782
12950	-3718.507	-3712.853	-5.654032	0.323543	0.1795486	0.0947347	0.20039	0.902334	0.240535	0.397001	0.374999	0.0856794	0.625895	0.38844	0.170011	0.253829	0.103251	0.369596	0.225627	0.162425	0.191386	0.123242	0.161658	0.2374666	0.09370536	0.010374	0.547989	0.0118179	0.00133103	0.425733	0.00275502	0.01872906	-1.437728	0.000241877	0.0228723	0.328222	3.64866	0.282866	0.332936	0.120158	0.26404	0.1124344	0.1665776
12960	-3715.582	-3707.466	-8.115998	0.2951611	0.1922345	0.306663	0.132098	0.540213	0.234105	0.227169	0.388789	0.0739342	0.344165	0.19429	0.0668136	0.24329	0.181738	0.0951305	0.150223	0.181057	0.858648	0.0644356	0.549543	0.2212585	-0.02688609	0.0100696	0.552729	0.0107455	0.0030024	0.413239	0.0102149	0.1293066	-1.508423	0.000401893	0.0294191	0.363088	3.60709	0.307118	0.300956	0.120935	0.270991	0.1024205	1.262507
12970	-3721.656	-3719.038	-2.618401	0.3285206	0.2302199	0.200707	0.066615	0.417378	0.211672	0.302405	0.366671	0.0483608	0.417145	0.40932	0.135238	0.244637	0.420809	0.206509	0.128977	0.118223	0.254959	0.163301	0.172594	0.211174	0.0120486	0.00956833	0.45305	0.0141418	0.00367574	0.505914	0.0136499	0.05711763	-1.555073	0.00131441	0.0528252	0.457876	3.48798	0.302632	0.277897	0.136644	0.282828	0.06916622	0.8258023
12980	-3719.544	-3709.554	-9.989453	0.344927	0.1816815	0.163587	0.0684034	0.440928	0.329577	0.337467	0.351964	0.0855837	0.547449	0.435165	0.346252	0.372482	0.121749	0.313959	0.118599	0.560185	0.153097	0.345809	0.212149	0.1842705	0.2254213	0.00967122	0.461364	0.0142938	0.00190167	0.498972	0.0137967	0.01922359	-1.69135	0.000264746	0.0239207	0.33419	3.64162	0.29913	0.303234	0.133914	0.263722	0.2446449	0.07857752
12990	-3734.834	-3719.009	-15.82523	0.2734816	0.1989325	0.472646	0.195702	0.728196	0.318724	0.381844	0.349347	0.0584133	0.577623	0.121605	0.133064	0.471341	0.24861	0.330207	0.251838	0.400459	0.404233	0.278597	0.0410883	0.2339363	0.5352018	0.0075622	0.47345	0.0147441	0.00195149	0.494756	0.00753563	0.01405769	-1.452706	0.000511878	0.0331619	0.380866	3.58546	0.307502	0.284252	0.152825	0.255421	0.5492595	0.0255939
13000	-3717.012	-3705.413	-11.5994	0.2107129	0.2187629	0.242565	0.16873	0.702728	0.352607	0.448363	0.561858	0.114468	0.561426	0.0947699	0.101737	0.281213	0.327998	0.173036	0.169523	0.233562	0.880034	0.133173	0.15329	0.3001982	0.3075851	0.0196071	0.474195	0.00608243	0.00110863	0.495535	0.00347193	0.002817902	-1.203312	0.000960249	0.0452523	0.430835	3.52295	0.298106	0.305102	0.136781	0.260011	0.310403	0.009078205
13010	-3721.171	-3711.282	-9.888532	0.2421295	0.2114583	0.489404	0.375538	0.653778	0.252546	0.478046	0.513107	0.166942	0.532006	0.0832842	0.0890679	0.324225	0.328207	0.241685	0.107367	0.301265	0.1244	0.225181	0.585985	0.3086463	0.05206689	0.00975727	0.470197	0.0137727	0.00353699	0.498674	0.00406192	0.01000988	-1.175559	0.000772184	0.0406363	0.412896	3.5457	0.305961	0.299365	0.130071	0.264603	0.06207677	0.1612501
13020	-3720.147	-3706.662	-13.48457	0.3115835	0.1634712	0.599655	0.288328	0.522611	0.304784	0.273797	0.282134	0.124026	1.01573	0.137444	0.0680529	0.83147	0.22122	0.212459	0.0882574	0.24195	0.335071	0.597789	0.283235	0.3392886	-0.03844764	0.00997182	0.480536	0.0140755	0.00462916	0.487485	0.00330248	0.04702461	-1.080904	0.000113452	0.0157045	0.281983	3.7022	0.286002	0.302391	0.143065	0.268542	0.008576971	5.48266
13030	-3722.218	-3709.442	-12.77612	0.2944244	0.1848793	0.44895	0.269381	0.945391	0.268244	0.357909	0.599282	0.114077	0.656338	0.136693	0.150446	0.30731	0.418923	1.08882	0.137312	0.297441	0.222287	0.156876	0.163188	0.2828668	-0.184681	0.00985606	0.481364	0.0140998	0.00497402	0.488324	0.00138245	0.1973787	-1.262779	0.000301962	0.025533	0.343059	3.63111	0.294207	0.315529	0.120688	0.269575	0.01269771	15.54444
13040	-3713.665	-3714.26	0.5940764	0.2876259	0.2503933	0.184021	0.161603	0.455648	0.306232	0.217397	0.212363	0.0890759	0.365204	0.268081	0.221353	0.315188	0.218349	0.188076	0.193778	0.378631	0.297065	0.10309	0.150055	0.2324844	-0.09420412	0.0142177	0.539814	0.0158118	0.0108292	0.4172	0.00212763	0.1179853	-1.458932	0.00213014	0.0669742	0.502314	3.42858	0.288539	0.296135	0.139084	0.276242	0.0237812	4.961285
13050	-3711.984	-3711.434	-0.55008	0.436351	0.2426747	0.167728	0.119044	0.450189	0.154399	0.208635	0.287474	0.0664889	0.461502	0.276648	0.291496	0.164933	0.163504	0.112785	0.141056	0.13127	0.103326	0.208119	0.11898	0.2032692	-0.03010975	0.0179461	0.558749	0.00807611	0.0118734	0.401154	0.00220227	0.2494678	-1.593224	0.00178776	0.0614531	0.485781	3.45098	0.30423	0.298756	0.128887	0.268126	0.219358	1.137263
13060	-3730.823	-3714.154	-16.66858	0.3160315	0.1942995	0.282282	0.453037	0.552119	0.143629	0.308124	0.310147	0.0583178	0.685113	0.393605	0.208382	0.312549	0.111394	0.4545	0.112787	0.0766571	0.307223	0.670871	0.676475	0.31085	-0.3079195	0.0105113	0.567462	0.00649154	0.00740607	0.407409	0.000719859	0.3871961	-1.168445	0.000433783	0.0305529	0.368617	3.6004	0.304831	0.283167	0.137911	0.274091	0.07927656	4.884118
13070	-3713.806	-3711.338	-2.46833	0.3663038	0.1918034	0.248404	0.172218	0.529168	0.1806	0.315488	0.45981	0.0978183	0.612787	0.175448	0.304338	0.201987	0.0621951	0.121816	0.0658137	0.221424	0.0858152	0.222096	0.152504	0.1656091	-0.009713124	0.00755481	0.564596	0.0163974	0.00285388	0.405352	0.00324649	0.04656637	-1.798125	0.000395454	0.0291847	0.361929	3.60849	0.287235	0.315177	0.123001	0.274586	0.03685325	1.263562
13080	-3717.957	-3715.402	-2.555222	0.3729016	0.1902291	0.226045	0.212324	0.430836	0.254693	0.21658	0.294492	0.114329	0.462547	0.16011	0.266573	0.249223	0.356896	0.345174	0.086969	0.106368	0.0905	0.110079	0.183073	0.2019878	-0.1566731	0.0072754	0.58825	0.0170844	0.00297345	0.381396	0.00302073	0.2883235	-1.599548	0.000372574	0.0283356	0.357679	3.61361	0.299715	0.324991	0.116232	0.259062	0.1316504	2.190069
13090	-3707.886	-3704.913	-2.972616	0.342884	0.1805177	0.38878	0.133287	0.421564	0.187019	0.225902	0.291979	0.0719473	0.525259	0.356909	0.224751	0.32205	0.136227	0.333291	0.115648	0.260046	0.132897	0.371481	0.148687	0.2108	0.1272504	0.00920116	0.514557	0.0102639	0.00592915	0.457406	0.00264231	0.03762063	-1.556845	0.000252079	0.023346	0.330938	3.64546	0.273106	0.324801	0.133304	0.268789	0.1648711	0.2281821
13100	-3719.473	-3708.161	-11.31231	0.2882445	0.1532778	0.152683	0.0900819	0.706073	0.257059	0.219573	0.551122	0.0558815	0.705396	0.142732	0.153068	0.340028	0.346282	0.304588	0.129722	0.366877	0.142778	0.055113	0.550783	0.2083935	-0.1062955	0.00661855	0.514484	0.0102624	0.00592831	0.457341	0.00536619	0.1737153	-1.568327	6.46457e-05	0.0118723	0.25169	3.73637	0.276827	0.318835	0.135557	0.268782	0.06741981	2.576621
13110	-3717.339	-3714.092	-3.246579	0.2961744	0.1880705	0.274113	0.245481	0.39748	0.260727	0.317709	0.483818	0.213211	0.659574	0.206659	0.165954	0.129487	0.247386	0.339975	0.136294	0.219658	0.250494	0.11195	0.300196	0.3089356	-0.04652574	0.00715178	0.516459	0.0164399	0.00946545	0.445097	0.0053868	0.05493352	-1.174623	0.000342781	0.0271893	0.351813	3.62065	0.286853	0.303707	0.124849	0.28459	0.008407784	6.53365
13120	-3717.26	-3710.31	-6.950883	0.3068426	0.1872186	0.289252	0.165134	0.410879	0.190186	0.32984	0.336675	0.103717	0.643452	0.156908	0.23849	0.149942	0.280346	0.356368	0.131036	0.840157	0.173641	0.335094	0.212465	0.2967124	0.209384	0.0136136	0.587638	0.00463083	0.00483192	0.384448	0.00483706	0.0236684	-1.214992	0.000331514	0.0267426	0.349486	3.62344	0.300876	0.290342	0.126024	0.282758	0.2330524	0.1015583
