Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
1410	0	-3726.319	-3713.851	-12.46795	0.4256013	0.1921383	0.260494	0.227373	0.113191	0.338911	0.284014	0.34984	0.2568	0.356987	0.185365	0.0239171	0.331773	0.201808	0.0251467	0.332335	0.312505	0.454091	0.104722	1.60019	0.3027109	0.03563692	0.00815272	0.549241	0.0129918	0.0157346	0.412851	0.00102921	0.01099425	0.00040045	0.0293668	0.36283	3.6074	0.291514	0.305025	0.123323	0.280137	0.04663117	0.2357704
1411	1	-3711.957	-3706.192	-5.764804	0.4502727	0.1877239	0.180405	0.125865	0.139824	0.281744	0.24306	0.158637	0.140741	0.0731124	0.0579659	0.391101	0.151435	0.22228	0.702501	0.0893043	0.262212	0.0565253	0.427122	0.359261	0.1726654	-0.05382029	0.0106817	0.520541	0.0126008	0.00274778	0.452953	0.000475453	0.0642223	0.000338164	0.0270071	0.350867	3.62179	0.312156	0.287268	0.126555	0.274021	0.010402	6.174031
1412	0	-3722.027	-3713.154	-8.873191	0.5619387	0.2057706	0.222692	0.160799	0.0403943	0.166851	0.2869	0.5032	0.18525	0.505524	0.318588	0.0525619	0.133972	0.520804	0.0299883	0.0397246	0.0927149	0.190214	0.138662	0.550935	0.1938331	-0.2236732	0.0127297	0.57121	0.00430415	0.00974652	0.400776	0.00123367	0.3049755	0.00064468	0.0371695	0.39855	3.56364	0.300191	0.304482	0.127578	0.267749	0.08130221	3.751134
1413	1	-3720.258	-3711.336	-8.92175	0.4778647	0.243916	0.312771	0.171002	0.0766604	0.0567625	0.396072	0.249705	0.305276	0.264559	0.107222	0.415585	0.0612505	0.0748651	0.288985	0.120603	0.679894	0.430667	0.0383363	0.375331	0.2523249	0.005531747	0.00915435	0.590177	0.00887909	0.00669565	0.383521	0.00157289	0.1176415	0.00184023	0.0623327	0.488479	3.44735	0.293709	0.316225	0.121552	0.268514	0.1231733	0.9550897
1414	0	-3726.325	-3712.365	-13.95968	0.3922891	0.1769251	0.676959	0.253054	0.229113	0.114016	0.410143	0.724783	0.25371	0.570593	0.253666	0.127616	0.146446	0.627632	0.168919	0.0618691	0.171769	0.191339	0.323478	0.123049	0.1946838	-0.2519692	0.00787028	0.559713	0.0115692	0.00877127	0.411408	0.000667448	0.2547599	0.000215791	0.0216131	0.320825	3.65735	0.308877	0.293729	0.121625	0.275768	0.002790732	91.28783
1415	1	-3719.323	-3717.241	-2.081923	0.6037532	0.2105153	0.128835	0.156316	0.0244983	0.0257188	0.296311	0.220934	0.367903	0.0739602	0.0346344	0.557662	0.148678	0.0532803	0.270166	0.200571	0.0405578	0.0453021	0.128527	0.573656	0.1750383	-0.02481783	0.0123883	0.554392	0.0138902	0.00176253	0.416	0.00156656	0.06770171	0.000749928	0.0400535	0.41054	3.54866	0.278839	0.316901	0.135671	0.268589	0.04288388	1.578722
1416	0	-3722.635	-3715.899	-6.736191	0.4042382	0.1590441	0.348279	0.0816531	0.0718614	0.18914	0.366671	0.255954	0.489933	0.53923	0.250723	0.0358905	0.289664	0.203856	0.0433748	0.105449	0.439836	0.0242458	0.041772	0.294434	0.2588509	-0.1046144	0.00786403	0.559268	0.0124188	0.0138346	0.406175	0.000438657	0.1236033	8.96555e-05	0.0139699	0.268905	3.71704	0.324265	0.300546	0.104864	0.270325	0.01898897	6.509217
1417	1	-3719.189	-3710.196	-8.99292	0.5386392	0.1965272	0.430472	0.126918	0.149581	0.177555	0.3167	0.158235	0.270504	0.342264	0.0271048	0.423171	0.781492	0.314778	0.0882387	0.081311	0.136899	0.311309	0.143507	0.260738	0.2402588	0.01731515	0.0114415	0.55112	0.0181068	0.00296164	0.413545	0.0028258	0.09311261	0.000470182	0.0317963	0.374534	3.5932	0.284676	0.299484	0.121559	0.294281	0.1104278	0.8431993
1418	0	-3718.678	-3711.079	-7.599184	0.2530663	0.1758188	0.25355	0.129166	0.0539694	0.182525	0.261911	0.477478	0.368163	0.332012	0.139813	0.102966	0.424499	0.0192549	0.325122	0.242654	0.207355	0.254065	0.224098	0.205069	0.1758597	0.1885819	0.00756349	0.563501	0.0120892	0.0099389	0.406595	0.000312891	0.01316165	0.000205443	0.0210923	0.317687	3.66102	0.29199	0.299614	0.134099	0.274297	0.2017436	0.06523953
1419	1	-3717.323	-3713.803	-3.520138	0.6707322	0.202845	0.202331	0.125161	0.0219763	0.0534609	0.256325	0.137244	0.198664	0.158628	0.0344834	0.417598	0.0220251	0.348712	0.080214	0.066163	0.417359	0.187107	0.491097	0.337885	0.2447388	0.03397949	0.011233	0.558396	0.0177769	0.0049672	0.406009	0.00161848	0.006021224	0.000585213	0.0354328	0.391042	3.57294	0.287517	0.311093	0.129281	0.272108	0.04000071	0.1505279
1420	0	-3718.47	-3706.81	-11.65999	0.2363854	0.1866044	0.628235	0.204057	0.100206	0.313315	0.437322	0.791782	0.475799	0.461021	0.243195	0.120311	0.18689	0.086041	0.242598	0.155291	0.318682	0.0500578	0.38568	0.327486	0.3194069	-0.02117634	0.00635271	0.521449	0.0127361	0.00997671	0.448853	0.000632015	0.02990926	0.000323559	0.0264226	0.347803	3.62545	0.28746	0.316129	0.136532	0.259879	0.008732915	3.424888
1421	1	-3716.218	-3710.521	-5.697088	0.8231752	0.2106605	0.160432	0.116695	0.0192086	0.0568869	0.258332	0.231925	0.132806	0.108169	0.0349641	0.542632	0.449807	0.0716592	0.113565	0.0458286	0.435578	0.0193694	0.528231	0.584276	0.285551	-0.01603298	0.0112992	0.561689	0.00954345	0.00617759	0.408403	0.00288716	0.02306981	0.000753327	0.040143	0.410904	3.5482	0.304105	0.293898	0.11892	0.283076	0.00703683	3.278438
1422	0	-3727.928	-3715.471	-12.45746	0.3322384	0.2283475	0.704717	0.135228	0.109014	0.264749	0.661753	0.556215	0.512985	0.327886	0.541394	0.0654295	0.146466	0.00638095	0.451538	0.0863734	0.162409	0.0952372	0.0255029	0.81221	0.2480745	0.03954385	0.0092997	0.512278	0.0130344	0.0100693	0.453019	0.00229954	0.02862554	0.00125137	0.0515619	0.453548	3.49364	0.28841	0.327405	0.132242	0.251942	0.06816939	0.4199178
1423	1	-3710.724	-3710.322	-0.4023789	0.7039108	0.2121794	0.298719	0.120624	0.0423045	0.046993	0.183647	0.167257	0.165756	0.115994	0.0729811	0.627999	0.0640458	0.082599	0.365856	0.0711593	0.0166454	0.0586636	0.120844	0.395802	0.2002656	-0.02135925	0.0148373	0.505888	0.00968121	0.00721975	0.457716	0.00465798	0.05353464	0.000789507	0.0410839	0.414691	3.54344	0.300067	0.303947	0.132417	0.263569	0.0321754	1.663838
1424	0	-3721.66	-3710.143	-11.51669	0.3218665	0.1867811	0.24443	0.250515	0.165925	0.172237	0.337166	0.413074	0.419341	0.700912	0.30615	0.0962127	0.127697	0.0830072	0.310521	0.0938192	0.258711	0.225469	0.0713363	0.286543	0.2497337	0.2413662	0.010172	0.515564	0.00602769	0.00671589	0.455925	0.00559449	0.1192543	0.000325834	0.0265145	0.348288	3.62487	0.306296	0.291901	0.130031	0.271772	0.3606205	0.3306919
1425	1	-3715.621	-3712.437	-3.183762	0.5957541	0.1987785	0.335693	0.122976	0.0831386	0.173433	0.208668	0.160106	0.190284	0.401988	0.0405112	0.365139	0.00614946	0.0810081	0.0635564	0.0945362	0.08879	0.0763078	0.210892	0.336754	0.149603	0.1571653	0.0115148	0.504569	0.00965595	0.00566502	0.456522	0.012074	0.1337378	0.000509132	0.0330738	0.380462	3.58595	0.301973	0.298863	0.133258	0.265906	0.290903	0.4597332
1426	0	-3715.164	-3710.414	-4.750488	0.4175085	0.208075	0.188637	0.231467	0.0531782	0.19121	0.32	0.405575	0.313712	0.426373	0.121186	0.0582103	0.0766985	0.20228	0.284306	0.0902545	0.183997	0.110305	0.0392685	0.418287	0.2134835	-0.002496224	0.0101658	0.51525	0.00964124	0.00450687	0.455648	0.0047881	0.08642635	0.000694412	0.03856	0.404402	3.55634	0.31755	0.284483	0.133125	0.264842	0.08393013	1.029742
1427	1	-3715.271	-3709.1	-6.170445	0.5270691	0.1864169	0.230731	0.178054	0.131061	0.213136	0.605513	0.127685	0.308302	0.265493	0.0235066	0.592572	0.0752372	0.0153901	0.393842	0.104597	0.0420379	0.156535	0.244631	0.486112	0.2351479	0.04995641	0.0121157	0.486893	0.00663372	0.012188	0.470487	0.0116831	0.008421807	0.00032116	0.0263252	0.347289	3.62606	0.312602	0.307063	0.130132	0.250204	0.05837822	0.1442628
1428	0	-3722.94	-3716.292	-6.648629	0.5573114	0.2453701	0.272896	0.0699282	0.0355879	0.152537	0.278586	0.337549	0.424675	0.502274	0.196844	0.0551732	0.00615703	0.372573	0.108897	0.0547702	0.0675079	0.119135	0.0340365	0.715205	0.2298555	0.1602465	0.00436462	0.577391	0.0139373	0.00658026	0.392979	0.004748	0.06890932	0.00190295	0.0633673	0.49162	3.44311	0.286484	0.305143	0.119539	0.288834	0.2291558	0.3007094
1429	1	-3712.16	-3711.957	-0.2024254	0.6433082	0.1887694	0.116881	0.0875611	0.0248308	0.050967	0.292238	0.101767	0.187114	0.0844817	0.0618102	0.43131	0.0236373	0.214731	0.0672289	0.0881632	0.106669	0.0562185	0.492065	0.528318	0.1985624	0.03701565	0.0118314	0.475467	0.0115161	0.011902	0.478252	0.0110321	0.01536412	0.000352231	0.0275582	0.353717	3.61837	0.270659	0.317115	0.135487	0.27674	0.05237977	0.2933216
1430	0	-3726.671	-3714.456	-12.21463	0.4027224	0.1826108	0.085634	0.221426	0.0403223	0.252431	0.412325	0.573637	0.325103	0.671117	0.0273848	0.0628891	0.360167	0.278752	0.112131	0.132575	0.139671	0.0833948	0.233323	1.13333	0.3089439	-0.1496289	0.00768453	0.572705	0.0208903	0.00620449	0.38979	0.00272619	0.1969136	0.000275193	0.0243843	0.336777	3.63856	0.290439	0.3096	0.134305	0.265656	0.04728468	4.164426
1431	1	-3715.17	-3712.882	-2.288146	0.6894694	0.2295905	0.109399	0.1133	0.092919	0.129619	0.288236	0.166113	0.114945	0.138347	0.0637022	0.368949	0.0261378	0.0255236	0.0333204	0.0534513	0.436063	0.131341	0.383212	0.512634	0.1866089	0.02750495	0.0157928	0.438063	0.0117558	0.00617822	0.524178	0.00403208	0.08767773	0.00129298	0.0523995	0.456425	3.48988	0.318491	0.27691	0.14534	0.25926	0.1151827	0.7612059
1432	0	-3722.473	-3711.102	-11.37179	0.4163208	0.1967448	0.148067	0.234093	0.104856	0.209947	0.19988	0.474075	0.522081	0.571905	0.0170776	0.0734157	0.839574	0.298739	0.171322	0.0450583	0.268243	0.0337012	0.523616	0.613126	0.290297	0.0259704	0.00939913	0.571956	0.0068404	0.00338344	0.405124	0.00329727	0.03519961	0.000473851	0.0319189	0.375109	3.5925	0.314403	0.295451	0.11908	0.271066	0.06117001	0.575439
1433	1	-3710.541	-3709.496	-1.044548	0.7117967	0.1931594	0.272255	0.0954793	0.0275526	0.0890361	0.160475	0.124373	0.138815	0.258041	0.0667321	0.414739	0.269548	0.0668209	0.271269	0.0634576	0.0416195	0.0495515	0.19541	0.545181	0.21062	-0.05020116	0.0138316	0.469576	0.00997517	0.0134398	0.490816	0.00236219	0.05474098	0.00041596	0.0299247	0.36557	3.60409	0.320233	0.28566	0.133171	0.260936	0.004539818	12.05797
1434	0	-3717.481	-3708.251	-9.230063	0.3602779	0.2107197	0.0837223	0.109233	0.0635902	0.225787	0.153376	0.375302	0.203357	0.698877	0.02955	0.113533	0.556664	0.206876	0.201598	0.0982043	0.338851	0.457807	0.0121614	0.72042	0.2157509	0.1786248	0.0145907	0.531331	0.0108339	0.00834823	0.426756	0.00814071	0.004484686	0.000754714	0.0401795	0.411052	3.54801	0.2895	0.299672	0.137254	0.273574	0.1831095	0.02449183
1435	1	-3718.35	-3712.869	-5.481607	0.4985019	0.1715564	0.556814	0.12822	0.050356	0.0386126	0.342299	0.109042	0.227087	0.658974	0.0530318	0.542842	0.259828	0.511969	0.0644349	0.0660357	0.0477588	0.0263569	0.205537	0.0732207	0.1732877	-0.03333165	0.0151335	0.518004	0.00703704	0.01231	0.445156	0.00235951	0.07170894	0.000168996	0.0191432	0.305501	3.67519	0.304507	0.301067	0.131412	0.263014	0.03837729	1.868525
1436	0	-3725.582	-3712.441	-13.14051	0.4615063	0.2247031	0.12099	0.175913	0.125147	0.109699	0.197592	0.967382	0.596863	0.803438	0.0325781	0.106101	0.299912	0.312124	0.119469	0.0842105	0.404509	0.0238791	0.342056	0.817083	0.3088521	-0.1511423	0.00626103	0.533334	0.00608841	0.00134027	0.441205	0.0117705	0.1566376	0.00113453	0.0491311	0.445021	3.50471	0.296679	0.300121	0.129216	0.273984	0.005495259	28.50413
1437	1	-3719.296	-3711.13	-8.165795	0.5850563	0.1637412	0.139868	0.202511	0.00911499	0.0790345	0.33128	0.197798	0.157035	0.130499	0.0398325	0.558425	0.119443	0.043744	0.0844689	0.11846	0.63239	0.279258	0.36192	0.802716	0.2613646	0.0791922	0.0108357	0.626963	0.00857557	0.00246772	0.345102	0.00605594	0.05593697	0.000115045	0.0158138	0.282776	3.7013	0.300586	0.317243	0.123402	0.258769	0.1351292	0.4139519
1438	0	-3721.749	-3707.531	-14.21795	0.3929874	0.1779181	0.375269	0.0509609	0.0298824	0.218099	0.220937	0.385299	0.272361	1.03439	0.263672	0.0423003	0.0696029	0.238203	0.101552	0.39172	0.290392	0.23487	0.492168	0.521764	0.2516259	-0.0740259	0.0077735	0.532881	0.00457842	0.00217592	0.440831	0.0117605	0.2733555	0.000225406	0.0220858	0.323632	3.65406	0.297442	0.310186	0.129157	0.263215	0.1993295	1.371374
1439	1	-3726.237	-3710.516	-15.72103	0.3428832	0.1700683	0.382071	0.267581	0.102407	0.304618	0.30582	0.215798	0.299907	0.26055	0.106423	0.660779	0.231902	0.490348	0.598562	0.192397	0.149357	0.0348809	0.449164	0.703154	0.3783552	-0.04718644	0.0142851	0.520872	0.00269905	0.00217604	0.454961	0.00500727	0.1806776	0.000157493	0.0184845	0.30121	3.68015	0.309966	0.295702	0.135324	0.259008	0.1334911	1.35348
1440	0	-3730.89	-3716.732	-14.15807	0.3692088	0.1830178	0.938074	0.358022	0.107351	0.233504	0.270279	0.747404	0.266757	0.596879	0.176209	0.00667273	0.194189	0.186559	0.0467543	0.0891573	0.0721871	0.345286	0.31309	0.697089	0.3929234	-0.06774372	0.00987139	0.54733	0.00499912	0.00969326	0.420507	0.00759873	0.1076143	0.000279862	0.0245886	0.337908	3.63722	0.305485	0.27843	0.138786	0.277299	0.03987059	2.69909
1441	1	-3723.201	-3710.825	-12.37623	0.5616168	0.1781013	0.249434	0.134796	0.332434	0.386764	0.35278	0.176596	0.091434	0.189867	0.0504026	0.599172	0.466694	0.258533	0.0724667	0.0594541	1.14534	0.665721	0.119425	0.411688	0.2462594	0.0316801	0.0142681	0.520253	0.000683085	0.00569494	0.454421	0.00467984	0.001618237	0.000227214	0.0221735	0.324149	3.65345	0.286548	0.324159	0.128025	0.261268	0.03329834	0.04859813
1442	0	-3727.353	-3713.611	-13.7413	0.6016968	0.1937764	0.24768	0.46714	0.281344	0.106392	0.109843	0.329862	0.218553	0.493373	0.265943	0.00604286	0.0947888	1.23111	0.0773993	0.0616073	0.439774	0.158843	0.369984	0.394968	0.2844662	0.1383129	0.0121346	0.558049	0.00486006	0.00934766	0.40881	0.00679909	0.09275781	0.000425539	0.030264	0.36722	3.60209	0.319378	0.292025	0.128622	0.259975	0.2310707	0.4014261
1443	1	-3716.476	-3711.246	-5.229893	0.5406367	0.1516531	0.196085	0.149718	0.0209012	0.0626143	0.687544	0.176471	0.45459	0.235348	0.0656367	0.62742	0.154536	0.153146	0.189084	0.144626	0.0249002	0.114914	0.180346	0.367618	0.2265556	0.05364684	0.0130713	0.515281	0.000368666	0.0101481	0.456461	0.00466996	0.004875584	5.869e-05	0.0113148	0.246807	3.74182	0.283422	0.328028	0.114577	0.273973	0.05852242	0.08331138
1444	0	-3722.07	-3711.524	-10.54619	0.34421	0.1908902	0.145667	0.212914	0.0786534	0.227939	0.340147	0.294544	0.310259	0.473623	0.148068	0.0423354	0.0873562	0.141983	0.333455	0.0740264	0.289555	0.860069	0.158782	0.421999	0.2635031	-0.2067689	0.01275	0.529849	0.0075687	0.00288195	0.429541	0.0174102	0.2651296	0.000382063	0.0286909	0.359467	3.61146	0.304378	0.30663	0.11544	0.273552	0.05836066	4.54295
1445	1	-3718.745	-3715.19	-3.555807	0.7039327	0.1829866	0.283574	0.110961	0.0305774	0.049106	0.283227	0.287037	0.158077	0.290105	0.0710349	0.536738	0.308147	0.127653	0.042332	0.0988546	0.109586	0.0120859	0.395131	0.241098	0.2305585	-0.07862962	0.0117279	0.554554	0.0020746	0.0105887	0.420085	0.000969345	0.104939	0.000279502	0.0245729	0.337821	3.63733	0.300475	0.308818	0.13125	0.259457	0.02630942	3.988649
1446	0	-3730.732	-3717.333	-13.39811	0.2828411	0.2129283	0.764355	0.273665	0.258706	0.285854	0.283954	0.573445	0.499471	0.510367	0.217131	0.0937411	0.100521	0.184136	0.114138	0.110894	0.597028	0.251975	0.164136	0.193469	0.3508548	0.004829803	0.00610152	0.531547	0.00510324	0.0101576	0.430918	0.0161724	0.1000523	0.000807782	0.0415508	0.41655	3.54109	0.315294	0.286457	0.123581	0.274668	0.1048821	0.9539502
1447	1	-3716.433	-3711.154	-5.278987	0.441534	0.1495872	0.325933	0.125169	0.0699944	0.173802	0.482693	0.187771	0.251494	0.144713	0.0626351	0.77829	0.114741	0.0476197	0.158626	0.0746214	0.274988	0.048077	0.075473	0.483145	0.1726589	-0.1084768	0.0126658	0.598902	0.00282628	0.00553043	0.379072	0.00100347	0.1230118	5.17451e-05	0.0106273	0.240581	3.74874	0.296529	0.308654	0.115766	0.27905	0.01453507	8.463109
1448	0	-3731.504	-3714.311	-17.19288	0.3762835	0.1585127	0.813706	0.14752	0.0754611	0.233041	0.323974	0.523597	0.491984	0.937279	0.549491	0.049613	0.218145	0.048689	0.109472	0.0543479	0.204789	1.93375	0.115258	0.056039	0.3981192	-0.003933018	0.0117249	0.557751	0.00145166	0.00829145	0.403811	0.0169696	0.06721139	8.70806e-05	0.0137689	0.267327	3.71882	0.283527	0.323323	0.12847	0.26468	0.06327837	1.062154
1449	1	-3724.765	-3707.402	-17.36311	0.4564061	0.1867699	1.19524	0.324641	0.223901	0.566856	0.530073	0.25874	0.349731	0.685772	0.140641	0.450999	0.335467	0.0401253	0.403181	0.0762796	0.447905	0.120303	0.210502	0.207578	0.4319449	0.06715313	0.0126125	0.596379	0.00570352	0.00647623	0.377476	0.00135232	0.05572756	0.000325689	0.0265086	0.348257	3.62491	0.280653	0.32239	0.120959	0.275998	0.1228807	0.4535095
1450	0	-3718.415	-3712.842	-5.572579	0.4331558	0.1718586	0.192596	0.188709	0.100847	0.274073	0.356332	0.460433	0.283371	0.602414	0.0937143	0.043522	0.472771	0.0371825	0.122294	0.065064	0.103656	0.267773	0.0624752	0.142189	0.150849	-0.04567023	0.0140202	0.440069	0.0022308	0.00409054	0.531431	0.00815769	0.07898025	0.000171407	0.0192783	0.30637	3.67418	0.300525	0.284693	0.159225	0.255557	0.03331002	2.371066
1451	1	-3712.883	-3707.17	-5.713047	0.6058916	0.1592814	0.420189	0.126257	0.0185808	0.0254759	0.476014	0.251836	0.201256	0.245131	0.052993	0.810803	0.232965	0.123894	0.0645706	0.164532	0.117297	0.0339691	0.161514	0.330467	0.2375319	0.0667321	0.0114089	0.593974	0.00607692	0.0117236	0.375954	0.000862694	0.04578475	9.08245e-05	0.0140602	0.269609	3.71624	0.288858	0.301426	0.129369	0.280347	0.1125168	0.4069146
1452	0	-3725.063	-3712.473	-12.59066	0.4639504	0.1597296	0.494922	0.0286408	0.0184436	0.200094	0.187073	0.372289	0.336304	1.09267	0.150792	0.0136369	0.625661	0.116613	0.253731	0.454987	0.0744954	0.176739	0.554362	0.305675	0.252498	0.1333281	0.0134249	0.446675	0.00292028	0.0060631	0.523106	0.00781133	0.03403479	9.30638e-05	0.0142315	0.270938	3.71474	0.296188	0.311253	0.141761	0.250798	0.1673628	0.2033593
1453	1	-3725.476	-3716.471	-9.004625	0.7188332	0.1801524	0.204273	0.0938675	0.348918	0.218982	0.909274	0.30055	0.555101	0.261891	0.0551255	0.334912	0.0737369	0.141147	0.0473538	0.0417032	0.138167	0.0910518	0.0797413	0.527371	0.2181711	-0.2375418	0.0115721	0.602473	0.00418083	0.0263254	0.353428	0.00202081	0.2488148	0.000248197	0.0231669	0.329915	3.64667	0.289438	0.298621	0.119554	0.292386	0.011273	22.07176
1454	0	-3721.943	-3711.516	-10.42665	0.5191427	0.178662	0.690259	0.0485425	0.0321848	0.233725	0.276575	0.529465	0.325468	0.62351	0.269819	0.010661	0.271608	0.399424	0.034494	0.0715091	0.739138	0.015445	0.0836362	0.585486	0.270285	0.02581267	0.01383	0.587019	0.00517528	0.00351212	0.384719	0.00574485	0.0136211	0.000232814	0.0224431	0.325729	3.6516	0.289682	0.309079	0.131204	0.270035	0.03943377	0.3454172
1455	1	-3722.103	-3715.84	-6.262985	0.5235676	0.2411103	0.137193	0.12262	0.0157292	0.0381355	0.55171	0.149516	0.282667	0.102038	0.0259322	0.381123	0.155253	0.181751	0.205053	0.154122	0.0730422	0.430307	0.270309	0.483695	0.1721282	0.1214194	0.0115921	0.493037	0.0024619	0.0204827	0.470854	0.00157286	0.08497215	0.00172302	0.0603494	0.48236	3.45557	0.311445	0.31741	0.116886	0.25426	0.2063915	0.4117036
1456	0	-3721.118	-3710.329	-10.78923	0.7177644	0.1533358	0.496546	0.0596989	0.0614837	0.187698	0.228817	0.298836	0.174707	0.770186	0.288955	0.0229062	0.181568	0.597839	0.0299277	0.0740731	0.371697	0.090999	0.226824	0.276679	0.2796595	-0.2321695	0.0108096	0.587377	0.00422744	0.00368348	0.389454	0.00444836	0.3013273	6.48666e-05	0.0118925	0.251864	3.73618	0.297905	0.290518	0.126325	0.285252	0.06915778	4.357099
1457	1	-3721.392	-3711.993	-9.398988	0.4143104	0.1865573	0.472594	0.12256	0.187217	0.108095	0.483684	0.24063	0.293658	0.405345	0.0739975	0.460237	0.199296	0.46421	0.121998	0.0752001	0.331887	0.280365	0.127346	0.395139	0.2061276	-0.02601613	0.0117984	0.482518	0.00107934	0.0137189	0.489415	0.00147028	0.06183703	0.000322955	0.0263981	0.347674	3.62561	0.320842	0.282997	0.132362	0.263798	0.0358209	1.726284
1458	0	-3710.681	-3707.771	-2.910289	0.8116441	0.1929132	0.382705	0.0402258	0.0687879	0.102128	0.185124	0.226816	0.192717	0.652061	0.422698	0.0215611	0.237944	0.235915	0.0438879	0.0508361	0.121955	0.172121	0.110658	0.230961	0.1995246	0.05030553	0.0128691	0.563568	0.00969249	0.00737363	0.402626	0.00387103	0.0242149	0.000412181	0.0297897	0.36491	3.60489	0.280263	0.293847	0.142595	0.283295	0.07452044	0.3249431
1459	1	-3720.936	-3714.249	-6.686522	0.5048727	0.1888399	0.222922	0.125718	0.110652	0.0588478	0.476372	0.158293	0.174645	0.136488	0.0396041	0.431966	0.543166	0.331677	0.0963504	0.0883949	0.240126	0.127846	0.346414	0.280433	0.2221483	0.203778	0.0164109	0.546395	0.00350043	0.00474024	0.422559	0.00639465	0.01283431	0.000353194	0.0275955	0.353909	3.61814	0.303732	0.27441	0.137833	0.284025	0.2166123	0.05925015
1460	0	-3710.63	-3711.508	0.8783356	0.6176924	0.1843336	0.299545	0.0688947	0.019551	0.0869767	0.147338	0.263752	0.181508	0.563536	0.197903	0.0291807	0.354569	0.190081	0.170753	0.0824362	0.0669012	0.0197747	0.0747203	0.0720088	0.1603776	-0.02255683	0.0157179	0.560696	0.0053078	0.00594323	0.407188	0.00514776	0.06276478	0.000295356	0.0252545	0.341552	3.6329	0.283825	0.305938	0.149155	0.261082	0.04020796	1.561004
1461	1	-3726.191	-3718.679	-7.512012	0.4388889	0.1592821	0.386048	0.251772	0.148052	0.343663	0.353723	0.181749	0.223234	0.180543	0.0479443	0.714	0.0255768	0.188673	0.193062	0.0250908	0.246431	0.0933233	0.122543	0.608597	0.1976477	-0.1289455	0.0165395	0.52591	0.00681956	0.00727492	0.438706	0.00474993	0.1392527	9.0828e-05	0.0140605	0.269611	3.71624	0.301084	0.27817	0.154607	0.266139	0.0103072	13.51024
1462	0	-3721.828	-3718.751	-3.076303	0.5457383	0.1860254	0.199604	0.0479429	0.0269917	0.163638	0.164349	0.475173	0.279224	0.640658	0.133324	0.0323148	0.395443	0.123964	0.14298	0.114337	0.0267092	0.181617	0.127259	0.235348	0.2046647	-0.0248988	0.0131238	0.468158	0.0044318	0.00114363	0.508451	0.00469156	0.06291378	0.000316189	0.0261225	0.346214	3.62735	0.317079	0.272941	0.151107	0.258872	0.03801498	1.654973
1463	1	-3713.654	-3709.974	-3.680411	0.6153223	0.1746112	0.162251	0.101555	0.0134732	0.0334332	0.212437	0.128294	0.12435	0.0890338	0.0613384	0.696215	0.0413621	0.172305	0.0931068	0.248428	0.485431	0.0703156	0.114102	0.624387	0.1881326	0.1040545	0.00678367	0.596568	0.00368887	0.00590633	0.368801	0.0182515	0.04154536	0.000194573	0.0205308	0.31425	3.66502	0.305913	0.300861	0.115293	0.277934	0.1455999	0.2853392
1464	0	-3717.697	-3712.06	-5.637434	0.7452733	0.2385754	0.131419	0.278254	0.135181	0.103629	0.146717	0.280285	0.153607	0.48261	0.14156	0.0445107	0.602164	0.34805	0.0590237	0.0645189	0.273857	0.0884962	0.132643	0.162178	0.1868013	0.1727778	0.0206717	0.601225	0.00569146	0.000822759	0.365564	0.00602506	0.06257893	0.00162139	0.0585725	0.476766	3.46304	0.26764	0.312777	0.136253	0.28333	0.2353567	0.2658897
1465	1	-3720.75	-3710.883	-9.867089	0.6380298	0.1595115	0.187545	0.0796372	0.0674993	0.178619	0.493442	0.187396	0.401842	0.094398	0.0655193	0.581153	0.766784	0.298923	0.0401613	0.0527184	0.446417	0.00321631	0.2835	0.681345	0.2108026	-0.05683748	0.0068313	0.600757	0.00371477	0.00482204	0.371391	0.0124835	0.08255096	9.19687e-05	0.014148	0.270292	3.71547	0.296781	0.317403	0.121655	0.264161	0.02571347	3.210417
1466	0	-3717.847	-3715.335	-2.512565	0.8635656	0.2078783	0.346175	0.0831171	0.043813	0.112319	0.133442	0.160571	0.162921	0.450776	0.29994	0.0253859	0.472721	0.254526	0.126355	0.0468377	0.0225558	0.221212	0.239651	0.158679	0.2263844	-0.002127245	0.0158758	0.531419	0.00772034	0.00712128	0.429257	0.00860661	0.03631744	0.000690066	0.0384406	0.403905	3.55696	0.263609	0.332452	0.147554	0.256385	0.03419019	1.062218
1467	1	-3720.228	-3710.536	-9.692323	0.7059639	0.1748826	0.198401	0.101869	0.155686	0.325869	0.876622	0.156439	0.497469	0.102375	0.0361157	0.551897	0.35054	0.0876901	0.0230957	0.0531431	0.0771198	0.0869069	0.64252	0.221432	0.205673	-0.0237006	0.0125534	0.61438	0.00496513	0.00718427	0.357471	0.00344524	0.140034	0.000196978	0.0206563	0.315024	3.66412	0.329643	0.288136	0.120113	0.262107	0.1163334	1.20373
