Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
1468	0	-3717.785	-3711.446	-6.338643	0.5748806	0.2220541	0.235262	0.0247863	0.0189654	0.120065	0.1242	0.295912	0.178854	0.387403	0.514609	0.0480813	0.124164	0.603573	0.262877	0.329705	0.0828355	0.20379	0.0325011	0.257503	0.2275752	0.1732469	0.00988199	0.520493	0.0114866	0.0124138	0.440345	0.00538026	0.03050324	0.00105438	0.0473882	0.438739	3.51282	0.312919	0.303371	0.126301	0.257408	0.2037501	0.1497091
1469	1	-3721.748	-3707.068	-14.68004	0.552141	0.1792219	0.994487	0.135353	0.608073	0.744967	0.269023	0.115986	0.220263	0.402835	0.0195437	0.575218	0.284548	0.149588	0.240344	0.0343829	0.242128	0.580496	0.185334	0.0679153	0.2000504	0.09132847	0.007915	0.492342	0.00778069	0.00949355	0.474462	0.0080074	0.003833186	0.000238508	0.0227137	0.327304	3.64974	0.289395	0.297631	0.141617	0.271358	0.09516165	0.04028078
1470	0	-3720.749	-3714.501	-6.247677	0.8506757	0.202756	0.195408	0.132452	0.127438	0.0926077	0.104674	0.200518	0.17545	0.682529	0.231854	0.0282191	0.419921	0.311973	0.0705747	0.0370631	0.37885	0.516256	0.105162	0.15047	0.2592332	0.09985721	0.0116654	0.582937	0.00543983	0.0180575	0.379938	0.00196155	0.009944349	0.000583466	0.0353804	0.390813	3.57322	0.276151	0.32247	0.123475	0.277904	0.1098016	0.09056655
1471	1	-3716.033	-3706.791	-9.241271	0.5084161	0.1962645	0.206199	0.178458	0.0255817	0.0763388	0.523314	0.231921	0.480479	0.273456	0.0417273	0.676407	0.0803474	0.0905615	0.104495	0.0709242	0.0518845	0.0175772	0.231453	0.608041	0.3066126	0.2758839	0.0080633	0.545931	0.00640752	0.00828209	0.429326	0.00198994	0.02618499	0.00046578	0.0316486	0.373838	3.59405	0.323785	0.284058	0.132806	0.259351	0.3020689	0.08668549
1472	0	-3717.983	-3711.61	-6.373268	0.5683609	0.2228775	0.162973	0.21525	0.0476408	0.188893	0.167777	0.25974	0.13471	0.507606	0.139277	0.0379548	0.392397	0.415509	0.753924	0.0587307	0.0225626	0.28712	0.0110996	0.348615	0.2249655	0.04574971	0.0143912	0.531492	0.0127265	0.0199842	0.420479	0.000927116	0.03291655	0.00107887	0.0479277	0.440699	3.51029	0.279832	0.299452	0.138025	0.282692	0.07866626	0.4184329
1473	1	-3714.591	-3712.665	-1.925214	0.4446469	0.1591348	0.0812603	0.140273	0.0704599	0.05521	0.253365	0.191567	0.174568	0.147641	0.0452736	0.625195	0.326652	0.157328	0.311975	0.0995922	0.0190527	0.151393	0.163058	0.247666	0.2192501	-0.02047879	0.0051171	0.556877	0.00857812	0.00317519	0.422456	0.0037962	0.04980306	9.01011e-05	0.0140044	0.269174	3.71673	0.284152	0.303636	0.124437	0.287776	0.02932427	1.698356
1474	0	-3719.952	-3711.893	-8.059303	0.7755279	0.2059433	0.127552	0.0478405	0.0298476	0.145124	0.123391	0.32933	0.40016	0.509268	0.120747	0.0566661	0.503566	0.417108	0.235937	0.116417	0.0142716	0.134723	0.0217715	0.430441	0.3119666	0.01973069	0.0106369	0.536184	0.00803547	0.0211273	0.423872	0.000143951	0.1065405	0.000648317	0.037273	0.39899	3.56309	0.289902	0.300816	0.132403	0.276879	0.1262712	0.8437435
1475	1	-3715.044	-3705.654	-9.390123	0.3527786	0.1716279	0.168141	0.226725	0.0264373	0.0620899	0.532237	0.258562	0.33281	0.129318	0.107466	0.781082	0.178775	0.223617	0.716157	0.243838	0.178883	0.0234823	0.425076	0.393609	0.2327199	-0.01600316	0.00558551	0.548347	0.00888339	0.00178254	0.423386	0.0120154	0.02846656	0.000169564	0.0191751	0.305706	3.67495	0.308415	0.308755	0.120175	0.262655	0.01246339	2.284014
1476	0	-3714.993	-3704.842	-10.15151	0.6511607	0.1735318	0.284132	0.187312	0.189285	0.12255	0.232811	0.559992	0.413533	0.839912	0.321597	0.0502848	0.417434	0.241463	0.0873711	0.0524227	0.152054	0.13955	0.277066	0.102939	0.325066	-0.1395339	0.00866178	0.5543	0.0076565	0.0149382	0.41434	0.000103713	0.1424252	0.000185227	0.0200351	0.311168	3.66861	0.302249	0.306046	0.121264	0.270441	0.002891324	49.25951
1477	1	-3713.964	-3713.708	-0.2566033	0.6140115	0.1802691	0.125512	0.185497	0.0210407	0.0260316	0.218423	0.181425	0.157569	0.0879275	0.063379	0.36373	0.0240912	0.0428129	0.253053	0.259087	0.21619	0.386026	0.255514	0.231801	0.1276447	-0.004764574	0.01228	0.53585	0.00923249	0.00497485	0.413737	0.0239257	0.01998339	0.000249433	0.0232241	0.330242	3.64628	0.308063	0.29145	0.132985	0.267502	0.01521881	1.313071
1478	0	-3712.161	-3706.422	-5.739038	0.6791986	0.1851782	0.131911	0.0369738	0.0279409	0.0714676	0.229424	0.470421	0.320285	0.549408	0.186897	0.0572458	0.369438	0.645303	0.0468597	0.0874956	0.08349	0.14767	0.528764	0.0704903	0.1860064	-0.06863951	0.00815515	0.553031	0.0113817	0.00965465	0.417487	0.000291231	0.07978561	0.000305626	0.0256862	0.343883	3.63013	0.321492	0.28909	0.13131	0.258108	0.0111461	7.158161
1479	1	-3720.447	-3711.338	-9.108389	0.5645323	0.2005806	0.445826	0.186135	0.0792737	0.146561	0.295932	0.165193	0.320647	0.25575	0.062634	0.467867	0.0774028	0.0934426	0.124555	0.046876	0.273143	0.13089	0.191993	0.509229	0.3586083	0.05725035	0.00878118	0.539052	0.00664481	0.00470622	0.41621	0.0246064	0.0627411	0.000541923	0.0341111	0.385172	3.58018	0.304143	0.298038	0.1234	0.27442	0.1199915	0.5228798
1480	0	-3717.441	-3708.64	-8.801581	0.6178964	0.2002091	0.219521	0.046799	0.0424763	0.121065	0.128428	0.198087	0.145579	0.453141	0.198895	0.039982	0.154396	0.276823	0.0956898	0.0697421	0.284267	0.041555	0.0255863	0.588598	0.08327459	0.2572382	0.0172468	0.549283	0.0105987	0.00899043	0.41361	0.000271195	0.04755412	0.000535044	0.0338962	0.384204	3.58137	0.285568	0.319508	0.115517	0.279408	0.3047923	0.1560214
1481	1	-3718.645	-3709.79	-8.854375	0.3918018	0.1983262	0.460779	0.19664	0.230842	0.181576	0.292893	0.196272	0.180379	0.464426	0.130173	0.39192	0.0728941	0.461056	0.266074	0.0686348	0.327267	0.219985	0.201578	0.297276	0.1757167	-0.03575247	0.00928653	0.533949	0.00702721	0.00497706	0.440162	0.00459801	0.05140092	0.000501128	0.0328155	0.379275	3.58741	0.27882	0.319194	0.125518	0.276468	0.01564845	3.284728
1482	0	-3716.302	-3713.578	-2.724138	0.6947452	0.1750136	0.152618	0.0537632	0.0792764	0.0915897	0.153392	0.173627	0.103843	0.693082	0.1748	0.0336186	0.382755	0.103638	0.199823	0.0527248	0.112694	0.00324221	0.014248	0.337236	0.1575755	0.238232	0.010625	0.58548	0.00845064	0.0095829	0.385517	0.000344933	0.09033115	0.000198147	0.0207171	0.315397	3.66369	0.293112	0.293602	0.137908	0.275377	0.3285632	0.2749278
1483	1	-3713.867	-3710.161	-3.706378	0.3872896	0.1735567	0.115205	0.13814	0.0953351	0.136495	0.46528	0.281904	0.196432	0.0833856	0.104043	0.632007	0.0913162	0.244679	0.382333	0.0981095	0.0109099	0.0217251	0.333576	0.198067	0.186156	0.1098031	0.00995568	0.572423	0.00809196	0.00545464	0.399902	0.00417248	0.009062916	0.000185438	0.0200464	0.311239	3.66853	0.307357	0.307818	0.116775	0.268051	0.118866	0.07624483
1484	0	-3723.184	-3715.524	-7.659888	0.699568	0.1897733	0.439227	0.100024	0.0826047	0.0755899	0.115666	0.305389	0.14325	0.673625	0.0442725	0.0213011	0.30984	0.0327033	0.168884	0.0313256	0.594964	0.00156331	0.588937	0.58916	0.1674265	-0.03549183	0.00912995	0.584737	0.00954584	0.00957074	0.385028	0.00198895	0.06414243	0.000366133	0.0280918	0.356444	3.6151	0.285702	0.297193	0.1441	0.273005	0.02865059	2.238782
1485	1	-3722.23	-3708.867	-13.36348	0.3764527	0.1835864	0.341506	0.200373	0.482545	0.494221	0.605755	0.402558	0.37742	0.270073	0.0816647	0.717538	0.273721	0.132927	0.485677	0.110155	0.0506198	0.0174429	0.120696	0.537815	0.2873468	-0.1000947	0.00992136	0.57045	0.00546041	0.0118089	0.398524	0.00383554	0.1484114	0.000286483	0.0248754	0.339485	3.63535	0.27683	0.312642	0.130128	0.280399	0.04831671	3.071637
1486	0	-3728.579	-3719.592	-8.986043	0.6528504	0.1836387	0.179004	0.0396098	0.0989798	0.164858	0.136502	0.201065	0.136936	0.800879	0.263187	0.0128305	0.163824	0.603747	0.150456	0.128532	0.0242261	0.122452	0.0892052	0.767348	0.2817211	0.01353575	0.00582366	0.490794	0.0110244	0.0084946	0.47542	0.00844337	0.137882	0.000287098	0.0249018	0.339629	3.63518	0.294917	0.31519	0.141834	0.248058	0.1514178	0.9106066
1487	1	-3718.482	-3708.408	-10.07405	0.3876812	0.202092	0.29113	0.299826	0.0792645	0.0624807	0.704942	0.466931	0.520577	0.261076	0.101587	0.45734	0.167247	0.0487254	0.160757	0.152777	0.165022	0.0550148	0.17031	0.271563	0.2859732	0.04642163	0.0100554	0.578158	0.00810674	0.0119685	0.384597	0.00711516	0.1350456	0.000570555	0.034991	0.389096	3.57534	0.280033	0.313526	0.139427	0.267013	0.1814673	0.7441873
1488	0	-3723.376	-3714.806	-8.570007	0.4475038	0.2002937	0.450434	0.10711	0.143173	0.235457	0.132578	0.29169	0.189042	0.602579	0.333492	0.0225429	0.164248	0.203675	0.00972463	0.0868865	0.330834	0.420702	0.0712332	0.654972	0.216388	-0.05415203	0.0124277	0.519912	0.0114711	0.00717324	0.446879	0.00213664	0.1297704	0.000536604	0.0339451	0.384424	3.58109	0.299814	0.294248	0.140964	0.264973	0.07561834	1.716123
1489	1	-3713.285	-3706.679	-6.606033	0.532606	0.1968141	0.178316	0.120987	0.020749	0.0602277	0.46325	0.219772	0.335176	0.0901786	0.0506129	0.422469	0.142546	0.0536874	0.185056	0.0636193	0.27482	0.371892	0.302608	0.299433	0.2272805	0.06399036	0.0131219	0.570977	0.0102018	0.00776057	0.387774	0.0101651	0.1458181	0.000475022	0.0319579	0.375292	3.59228	0.285116	0.30219	0.132724	0.27997	0.2098085	0.6950058
1490	0	-3717.361	-3710.77	-6.590978	0.7328798	0.1619793	0.160522	0.234753	0.0392673	0.0610453	0.0816776	0.316691	0.29849	0.545011	0.0511825	0.0527285	0.452224	0.237403	0.163598	0.0357057	0.0408901	0.0368815	0.188529	0.717548	0.2220377	0.07364829	0.00877662	0.521627	0.0114525	0.00843867	0.448353	0.00135231	0.118931	0.000104951	0.0151081	0.27759	3.7072	0.310886	0.29732	0.130257	0.261536	0.1925793	0.617569
1491	1	-3719.58	-3710.948	-8.632175	0.4654584	0.1694083	0.163128	0.170713	0.0245209	0.102189	0.344971	0.233368	0.15671	0.145556	0.06241	0.596514	0.411407	0.512381	0.101134	0.135005	0.18036	0.0588289	0.430261	0.23918	0.3531953	-0.08840966	0.00611373	0.575788	0.00984865	0.00695645	0.391042	0.0102508	0.09104242	0.000152585	0.0181961	0.299302	3.68235	0.310455	0.310467	0.115047	0.264031	0.002632762	34.58058
1492	0	-3715.914	-3711.458	-4.456544	0.5284973	0.1822053	0.214301	0.211456	0.0757317	0.110533	0.167029	0.292319	0.300351	0.478029	0.252625	0.0593387	0.0816696	0.181493	0.128568	0.0607701	0.0879202	0.198223	0.134343	0.381771	0.1576216	-0.1273515	0.00872463	0.518537	0.0126646	0.00838868	0.445697	0.00598813	0.2195709	0.000270598	0.0241815	0.335649	3.6399	0.306511	0.278062	0.143365	0.272062	0.09221941	2.380962
1493	1	-3717.363	-3711.622	-5.740501	0.4709688	0.1600278	0.298572	0.13127	0.0610529	0.144589	0.392255	0.222706	0.174304	0.231197	0.0733231	0.701349	0.0276136	0.0271866	0.804261	0.112799	0.0884039	0.0352743	0.204056	0.363718	0.1935974	0.01646853	0.00620123	0.575102	0.00453068	0.00876254	0.393322	0.0120816	0.03633939	9.45767e-05	0.0143461	0.271822	3.71374	0.306344	0.28889	0.124165	0.280601	0.05280792	0.6881429
1494	0	-3725.774	-3713.411	-12.36269	0.5166597	0.2077973	0.374649	0.322722	0.186728	0.263499	0.116025	0.253417	0.134578	0.422563	0.229604	0.0157555	0.131088	0.367774	0.641308	0.108393	0.0493082	0.254638	0.0731997	1.17942	0.2742678	0.06909544	0.0101498	0.516705	0.012825	0.0024004	0.444122	0.0137975	0.107856	0.00068828	0.0383914	0.4037	3.55722	0.3074	0.316109	0.116619	0.259872	0.1769514	0.6095231
1495	1	-3716.816	-3706.143	-10.67308	0.3721468	0.1634613	0.30403	0.162418	0.144939	0.300614	0.619176	0.188026	0.38358	0.289132	0.0958326	0.770474	0.365147	0.452813	0.455547	0.132109	0.0997912	0.146506	0.122731	0.0951355	0.2162119	0.0506724	0.0111917	0.565808	0.002245	0.00217487	0.410826	0.00775356	0.0301932	0.000113394	0.0157005	0.281954	3.70223	0.296331	0.318113	0.126396	0.25916	0.08086561	0.3733751
1496	0	-3716.619	-3711.908	-4.711395	0.4701777	0.1765297	0.179649	0.103063	0.0835365	0.212859	0.235075	0.423709	0.314504	0.544667	0.0492261	0.0778764	0.520894	0.0516734	0.198469	0.286894	0.00797896	0.0488181	0.0090785	0.664353	0.1975762	0.01525636	0.00584712	0.582059	0.00758273	0.0118317	0.386044	0.00663502	0.003594559	0.000212049	0.0214263	0.319705	3.65866	0.312793	0.296964	0.128546	0.261697	0.01885092	0.1906835
1497	1	-3716.99	-3710.637	-6.35257	0.4973631	0.1900733	0.144088	0.124673	0.129106	0.265363	0.525298	0.191916	0.501564	0.174843	0.0206847	0.407315	0.689943	0.250009	0.175194	0.048845	0.0341127	0.105552	0.238119	0.190384	0.2539533	0.01776786	0.0114419	0.55354	0.0080388	0.0026895	0.401919	0.0223707	0.01612323	0.000370364	0.0282522	0.357257	3.61412	0.29024	0.309653	0.132163	0.267944	0.03389109	0.4757365
1498	0	-3711.214	-3710.129	-1.084221	0.7012026	0.182395	0.105176	0.128407	0.101503	0.0883056	0.123393	0.179533	0.119116	0.551211	0.148303	0.022282	0.490263	0.0188585	0.168228	0.0790185	0.0492695	0.0341997	0.258501	0.380248	0.1978755	-0.07571804	0.00763505	0.524804	0.0120957	0.00884718	0.441189	0.00542902	0.1062336	0.000272741	0.0242763	0.336177	3.63927	0.300543	0.306522	0.121633	0.271302	0.0305156	3.481289
1499	1	-3717.861	-3712.021	-5.840353	0.6498142	0.1889133	0.192632	0.155991	0.114975	0.405746	0.365989	0.206003	0.241805	0.119546	0.0303933	0.889995	0.440185	0.0408822	0.168317	0.0664572	0.0812244	0.23649	0.379439	0.053577	0.2038788	0.01720226	0.0110122	0.497998	0.00741912	0.0107142	0.460014	0.0128423	0.01657441	0.0003542	0.0276344	0.354109	3.6179	0.302365	0.2964	0.123193	0.278041	0.03377667	0.4907059
1500	0	-3705.166	-3705.701	0.5349498	0.7585021	0.1807199	0.156553	0.0370311	0.0214588	0.081071	0.12268	0.184234	0.121237	0.483422	0.136322	0.0453218	0.307664	0.0431919	0.215254	0.110774	0.135496	0.10124	0.145628	0.420685	0.1460805	0.1395647	0.00786795	0.55654	0.010187	0.00911705	0.41217	0.00411755	5.486958e-05	0.000254247	0.0234454	0.331504	3.6448	0.281861	0.313545	0.121975	0.282619	0.1396195	0.0003929935
1501	1	-3718.717	-3714.317	-4.399954	0.6921029	0.1852896	0.339479	0.103396	0.0249365	0.086689	0.278186	0.162564	0.31425	0.224201	0.0162897	0.532672	0.521704	0.0237455	0.129088	0.137715	0.101859	0.0124636	0.401334	0.186336	0.1661124	0.08507419	0.015164	0.501035	0.00746436	0.00472481	0.462819	0.00879326	0.05855132	0.000307	0.0257433	0.34419	3.62976	0.31552	0.291876	0.133267	0.259337	0.1436255	0.4076666
1502	0	-3715.142	-3711.951	-3.191318	0.7140823	0.1857193	0.297787	0.0969484	0.213568	0.089995	0.0800236	0.167143	0.154168	0.438412	0.113105	0.0610342	0.187076	0.421414	0.158229	0.0500591	0.149385	0.181033	0.0453541	0.57272	0.1656873	0.06522579	0.00981495	0.531977	0.0127079	0.00807499	0.432289	0.00513648	0.03796863	0.000312343	0.0259645	0.345373	3.62835	0.304065	0.28079	0.133238	0.281907	0.1031944	0.367933
1503	1	-3712.557	-3708.948	-3.609538	0.9132346	0.1831128	0.342625	0.0986679	0.0484924	0.0637325	0.264971	0.167566	0.165325	0.126355	0.0419054	0.862526	0.411265	0.0462216	0.0308523	0.0379875	0.250848	0.166803	0.581907	0.00947212	0.1549702	0.006649014	0.0158775	0.473263	0.00343809	0.0049471	0.493267	0.00920695	0.008103484	0.00028096	0.0246364	0.338171	3.63691	0.296128	0.317621	0.134678	0.251573	0.0147525	0.5492957
1504	0	-3711.221	-3707.068	-4.152789	0.7695408	0.1811434	0.172722	0.0605143	0.0388137	0.0650755	0.0997288	0.147186	0.0842019	0.38929	0.0839176	0.0498496	0.352256	0.225332	0.167583	0.0909118	0.417848	0.563432	0.172497	0.550152	0.1654523	0.001545696	0.011403	0.533331	0.0156754	0.004657	0.433389	0.00154377	0.04014175	0.000258832	0.0236542	0.332688	3.6434	0.295074	0.304595	0.125139	0.275191	0.04168745	0.9629218
1505	1	-3718.411	-3707.353	-11.05736	0.9669058	0.1877348	0.419346	0.135508	0.0166242	0.0413724	0.364663	0.309389	0.20341	0.262118	0.03	0.722857	0.507497	0.0218398	0.716621	0.0570097	0.0645261	0.50186	0.137215	0.291146	0.2533182	-0.05444855	0.0105401	0.556317	0.00404145	0.00581528	0.412463	0.0108227	0.1684405	0.000338308	0.0270128	0.350897	3.62175	0.284324	0.304833	0.14087	0.269973	0.113992	1.477653
1506	0	-3711.986	-3705.42	-6.565571	0.898943	0.1837382	0.236978	0.0241425	0.00883556	0.0604706	0.0692257	0.162899	0.102803	0.578423	0.270313	0.0515864	0.211288	0.3968	0.149965	0.239418	0.156698	0.0526911	0.186563	0.226778	0.2380593	0.2482811	0.00925415	0.571697	0.0143324	0.00425799	0.396257	0.00420211	0.09976841	0.000288269	0.0249522	0.339905	3.63485	0.316543	0.293448	0.126208	0.263801	0.3480495	0.2866501
1507	1	-3715.958	-3709.276	-6.682955	0.9425055	0.171468	0.386465	0.0834872	0.139369	0.236649	0.106513	0.0902139	0.111096	0.435112	0.0263252	0.570368	0.674125	0.259587	0.0597784	0.0324074	0.0416713	0.0950139	0.113416	0.820515	0.1771154	0.01435645	0.00939168	0.485742	0.00405351	0.00836593	0.482122	0.0103241	0.01509954	0.000168296	0.0191037	0.305246	3.67548	0.315418	0.308713	0.123719	0.25215	0.029456	0.5126136
1508	0	-3732.444	-3712.843	-19.6011	0.9145178	0.1745723	0.22348	0.43068	0.20881	0.0994286	0.107786	0.323838	0.237005	0.929475	0.128304	0.040496	0.415698	0.778276	0.142625	0.0648219	0.0140156	0.0179534	0.265256	0.0309345	0.3178163	0.5576088	0.00375408	0.535091	0.0156135	0.00254361	0.431677	0.0113206	0.2529356	0.00019423	0.0205128	0.314139	3.66515	0.287843	0.328444	0.117225	0.266488	0.8105444	0.3120564
1509	1	-3722.195	-3718.901	-3.294096	0.9453092	0.1732027	0.156756	0.082574	0.0110717	0.0238982	0.254954	0.096163	0.174136	0.543659	0.0546262	0.770207	0.643489	0.109412	0.0504487	0.166912	0.11665	0.0270613	0.216539	0.0533161	0.238979	0.03520529	0.0146999	0.48667	0.00256252	0.00785439	0.483043	0.0051708	0.0009098501	0.000182444	0.0198851	0.310225	3.66971	0.314915	0.31709	0.111517	0.256479	0.03611514	0.02519304
1510	0	-3721.28	-3711.497	-9.782922	0.6951572	0.1533955	0.31249	0.236152	0.0548248	0.110041	0.314222	0.457234	0.309731	0.596253	0.390328	0.0109902	0.41593	0.609157	0.0418089	0.0369519	0.107736	0.404345	0.0140983	0.207114	0.2047637	-0.2362379	0.00933797	0.576479	0.00940555	0.00690123	0.394683	0.00319294	0.240458	6.50947e-05	0.0119133	0.252043	3.73598	0.314801	0.314327	0.127001	0.243871	0.004220101	56.97922
1511	1	-3731.005	-3722.722	-8.283021	0.9786484	0.1961908	0.335531	0.101512	0.0126528	0.0726785	0.281305	0.0833074	0.225332	0.396202	0.0344425	0.565026	0.4489	0.252784	0.0676454	0.066452	0.00492512	0.268442	0.0723622	0.545959	0.2974321	-0.06431843	0.0124781	0.584085	0.00124676	0.0042892	0.38543	0.0124706	0.1585321	0.00046455	0.0316072	0.373643	3.59429	0.310052	0.321629	0.116743	0.251576	0.09421369	1.682687
1512	0	-3719.229	-3712.981	-6.247586	0.5971889	0.2044454	0.217097	0.0203945	0.0205014	0.15036	0.167486	0.47902	0.310974	0.469297	0.25316	0.0230648	0.0749326	0.0868872	0.173925	0.181872	0.0315891	0.267443	0.205816	0.687103	0.2514359	-0.1333537	0.0118642	0.457728	0.0125095	0.00877561	0.50188	0.00724288	0.1681228	0.000617241	0.0363788	0.39516	3.56784	0.292034	0.287781	0.133088	0.287097	0.03476911	4.835407
1513	1	-3715.858	-3712.163	-3.695532	0.9775645	0.215254	0.413713	0.0934257	0.0144464	0.0551387	0.290322	0.129351	0.112183	0.310169	0.0192138	0.687306	0.386624	0.0701151	0.0322534	0.0425544	0.196986	0.229081	0.134518	0.211831	0.177188	-0.02981406	0.0162572	0.560262	0.000588052	0.00903003	0.393137	0.0207248	0.1243359	0.000866392	0.0430128	0.422285	3.53384	0.299122	0.306243	0.129245	0.26539	0.09452189	1.31542
1514	0	-3717.007	-3710.65	-6.356256	0.650099	0.2072677	0.12989	0.102512	0.0456276	0.11727	0.11316	0.231823	0.219519	0.282844	0.112208	0.0225554	0.303319	0.160539	0.0617674	0.0442696	0.258385	0.0639255	0.363338	0.849357	0.2414577	-0.01775948	0.00636009	0.516864	0.0155758	0.00481453	0.449279	0.0071071	0.188154	0.000676694	0.0380706	0.402358	3.55889	0.275107	0.311125	0.134929	0.27884	0.1703946	1.104226
1515	1	-3718.288	-3711.832	-6.456111	0.8057636	0.1802534	0.408576	0.0979185	0.0158158	0.0956986	0.248119	0.106348	0.140802	0.657474	0.0416699	0.877691	0.633279	0.00339491	0.122154	0.0361446	0.185987	0.12623	0.258112	0.0558554	0.210497	0.06207346	0.00947755	0.515162	0.000606581	0.00856261	0.453883	0.0123081	0.03931018	0.000249266	0.0232164	0.330198	3.64634	0.307706	0.31305	0.123642	0.255602	0.1013836	0.3877369
1516	0	-3716.836	-3706.778	-10.05776	0.549458	0.2115554	0.259901	0.203437	0.371599	0.15104	0.107352	0.273109	0.158907	0.342244	0.140241	0.0559803	0.274581	0.40188	0.43387	0.0657327	0.209128	0.102393	0.138786	1.13774	0.2149275	-0.1379982	0.0119276	0.51929	0.0123354	0.00168468	0.451388	0.00337411	0.1573531	0.0007745	0.0406964	0.413138	3.54539	0.309405	0.291515	0.124297	0.274784	0.01935488	8.129893
1517	1	-3718.374	-3715.383	-2.991215	0.9805099	0.2166224	0.195852	0.142761	0.0869655	0.24559	0.13631	0.0834986	0.0778247	0.165579	0.040694	0.483476	0.348283	0.0341848	0.150429	0.0472528	0.121556	0.0427375	0.684683	0.193194	0.2385986	-0.05808035	0.0123802	0.608378	0.0029446	0.00845927	0.354868	0.0129701	0.08516616	0.000902209	0.0438815	0.425634	3.52958	0.296462	0.303979	0.133026	0.266534	0.02708581	3.144309
1518	0	-3720.779	-3716.995	-3.783714	0.5961536	0.2189254	0.119933	0.331645	0.193594	0.106143	0.324996	0.424089	0.236625	0.184133	0.191369	0.0522593	0.129224	0.583439	0.105195	0.0335816	0.157971	0.0559218	0.33882	0.272371	0.2062583	-0.0004785926	0.0158224	0.528683	0.0163632	0.00223477	0.430256	0.00664051	0.006602794	0.000964758	0.045357	0.431228	3.52245	0.304295	0.309764	0.126886	0.259055	0.006124201	1.078148
1519	1	-3713.726	-3711.767	-1.95935	0.9138915	0.1638518	0.213598	0.0626935	0.022251	0.0983759	0.170548	0.0725067	0.0950352	0.157896	0.032142	0.903268	0.24154	0.101371	0.357555	0.0639462	0.0762259	0.199361	0.394237	0.10586	0.135662	-0.01950309	0.0102786	0.503696	0.00523093	0.00634002	0.463686	0.0107683	0.02434907	0.000115703	0.0158586	0.283101	3.70092	0.321176	0.309644	0.124729	0.244451	0.004845981	5.024591
1520	0	-3713.204	-3708.332	-4.872505	0.5240585	0.1839644	0.13187	0.0736563	0.0704574	0.153311	0.175152	0.358747	0.184058	0.336533	0.196035	0.0442297	0.271287	0.92967	0.0794091	0.0712131	0.221853	0.074348	0.146658	0.405663	0.1799653	0.04118354	0.00897205	0.59479	0.00704963	0.00501799	0.376535	0.0076354	0.01688767	0.000290946	0.0250668	0.340531	3.63411	0.271396	0.316187	0.120632	0.291785	0.05807121	0.2908097
