Iteration	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extant_mrca	extinction_rate	num_samp_anc	origin_time	psi	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
8360	-3773.115	-3709.725	-63.39039	3.218499	0.1630065	0.0108596	0.00169933	0.0142587	0.0415805	0.00404835	0.0250662	0.0223921	0.0115943	0.0378364	0.00924245	0.0197108	0.00763692	0.0265794	0.0173724	0.0241124	0.00161271	0.05803	0.018578	0.177192	0.0202573	0.00547207	0.00809046	0.00360585	0.0223744	0.0200723	0.00915565	0.0152309	0.0285447	0.0193959	0.0461549	0.0486052	0.0358182	0.00714653	0.00681451	0.0670456	0.145759	0.00829479	5.17882e-05	0.0204945	8.58971e-05	0.00124239	0.0867313	0.0284115	0.08937131	0.00774507	0.445727	0.00489237	0.00656963	0.532523	0.0025433	26.51541	0.1524877	8	39.98085	0.372456	0.00011075	0.0155175	0.280616	3.70376	0.327261	0.294966	0.122351	0.255422	0.241859	0.6304818
8370	-3770.45	-3716.774	-53.67549	3.088095	0.1604807	0.0218178	0.0057725	0.0575777	0.079337	0.00523396	0.0267232	0.0304354	0.0129816	0.0435119	0.0609445	0.0624011	0.0132539	0.0227775	0.0226528	0.0286515	0.0348356	0.0296176	0.0166225	0.0521764	0.0143575	0.00031288	0.0243006	0.00588924	0.0169419	0.062469	0.0125863	0.0239937	0.00951472	0.0176815	0.0372948	0.00114977	0.00225078	0.0152321	0.00634616	0.0236764	0.0600067	0.0147192	0.00755981	0.0190757	6.70447e-06	0.0237456	0.0241431	0.02030826	0.005148099	0.00866586	0.378262	0.00790969	0.00735068	0.595833	0.00197831	14.05892	0.1469542	9	38.05753	0.3263838	9.69108e-05	0.0145211	0.273163	3.71222	0.320645	0.304581	0.122685	0.252088	0.1521023	0.9661537
8380	-3789.915	-3721.583	-68.33194	4.077475	0.1911337	0.0176946	0.00469781	0.00939343	0.0577526	0.00519088	0.0373734	0.0369299	0.0072929	0.0304766	0.0201383	0.0372091	0.00663979	0.0190905	0.0307398	0.032496	0.00666555	0.052243	0.0605619	0.0110232	0.00104242	0.0490747	0.00266802	0.0233963	0.123071	0.00430214	0.0236156	0.0144253	0.0205547	0.0638068	0.00825216	0.000409555	0.0545924	0.065876	0.0271868	0.0251616	0.0382	0.0616184	0.0160615	0.117001	9.20666e-05	0.0328825	0.00295926	0.03119092	0.001033784	0.0086426	0.377247	0.0101536	0.00733095	0.594234	0.00239155	14.20081	0.08199241	9	43.30769	0.2510086	0.000385602	0.0288222	0.360124	3.61067	0.310704	0.311476	0.142274	0.235547	0.08302619	0.9875487
8390	-3760.438	-3721.458	-38.98034	5.29519	0.1639469	0.0166604	0.00520929	0.00347697	0.0368353	0.00254316	0.0334877	0.0268916	0.0121744	0.0354712	0.00316945	0.0667896	0.00555084	0.0346477	0.0168654	0.0265041	0.0016647	0.000377924	0.00111058	0.00563286	0.0204549	0.049423	0.0171107	0.0128043	0.0155373	0.0204193	0.00311758	0.0116908	0.00709626	0.0173352	0.0197931	0.000212706	0.0146067	0.0276179	0.0419095	0.027589	0.0113722	0.00290246	0.017401	0.00562157	3.58911e-05	0.0657794	0.00786935	0.02324421	0.03376963	0.009716	0.43261	0.0153435	0.00454988	0.53502	0.00276068	14.09128	0.1168993	9	37.39113	0.3007791	0.00011627	0.0158973	0.28338	3.70061	0.32133	0.284734	0.151973	0.241964	0.1506689	0.7758686
8400	-3762.166	-3715.493	-46.67253	5.480888	0.1974324	0.0286355	0.00317053	0.0177115	0.0320767	0.00604028	0.0242549	0.0158422	0.00539451	0.0203832	0.0216343	0.050488	0.000384972	0.024271	0.041815	0.0176325	0.0098762	0.00222056	0.00318914	0.00523152	0.0189229	0.0654419	0.0515642	0.0410883	0.0493193	0.025267	0.0331966	0.0167134	0.0209325	0.0226618	0.0110356	0.00155281	0.0165892	0.0193974	0.00394722	0.0377305	0.0122084	0.00969591	0.00595723	0.0378214	0.000866335	0.0216841	0.0347437	0.02409982	0.1199203	0.00869656	0.387219	0.0112507	0.0114727	0.579118	0.00224241	14.27678	0.08806448	9	37.24795	0.3446722	0.000485577	0.0323075	0.376924	3.59028	0.312338	0.291913	0.134915	0.260834	0.2079848	0.4234178
8410	-3752.473	-3714.974	-37.49858	5.935185	0.1976161	0.0301493	0.00141641	0.00459934	0.0277757	0.00721699	0.0304712	0.0153935	0.00684221	0.0212333	0.0175216	0.0223681	0.000527725	0.0151818	0.000826209	0.0395744	0.0108676	0.000590035	0.0332602	0.0156253	0.0388926	0.0176005	0.00386057	0.0214407	0.00863595	0.0364872	0.0176146	0.0259217	0.00241448	0.0209552	0.0185533	0.00548408	0.0084083	0.0052383	0.000341506	0.019634	0.0266596	0.00142271	0.0228096	0.0186007	0.00508867	0.00451232	0.0147064	0.02107615	-0.03166613	0.0054178	0.495054	0.0143838	0.0146677	0.466053	0.00442307	17.28959	0.1610557	9	37.8068	0.4825928	0.000488745	0.0324116	0.377408	3.58969	0.305062	0.303852	0.124007	0.267079	0.1293896	1.244735
8420	-3751.966	-3714.903	-37.06282	4.782049	0.1970393	0.01682	0.00474862	0.0200474	0.0479305	0.0107414	0.0130723	0.0211299	0.00567317	0.049624	0.00990713	0.0338994	0.00345157	0.0168138	0.00997071	0.0315697	0.0017624	0.00436499	0.0415226	0.00273713	0.0274372	0.0213667	0.0410197	0.0119794	0.02518	0.0117933	0.0275784	0.00598235	0.0077019	0.0115656	0.00650102	0.00755735	0.0152291	0.00347814	0.000317689	0.00185113	0.0214556	0.0123668	0.00953105	0.000337306	0.0221647	0.0105279	0.0794567	0.01923919	0.0937515	0.00835509	0.582758	0.00628048	0.00787447	0.389525	0.00520666	18.59523	0.1752795	8	37.82969	0.3152545	0.000478847	0.0320851	0.375887	3.59155	0.28981	0.301963	0.130997	0.277231	0.269031	0.6515215
8430	-3756.286	-3709.85	-46.4362	4.717962	0.1923293	0.0142211	0.00389429	0.00453254	0.0770052	0.0057312	0.021544	0.0290146	0.0133206	0.0355783	0.0191679	0.0367325	0.0173161	0.00586697	0.0259989	0.0208588	0.00726853	0.00508201	0.0425691	0.00076716	0.0170931	0.0135265	0.0485682	0.0136754	0.0493766	0.0435751	0.0446513	0.00219147	0.0083232	0.0110629	0.00942632	0.00384997	0.0385411	0.00745031	0.00175877	0.0292068	0.014016	0.00658119	0.0181107	0.00606527	0.00807846	0.0203601	0.0276592	0.01584347	0.001632208	0.00839328	0.585422	0.00933766	0.00307817	0.391305	0.00246317	18.06113	0.2197793	9	38.88081	0.2672731	0.000403319	0.0294708	0.363343	3.60678	0.289339	0.321006	0.12116	0.268494	0.2214116	0.9926282
8440	-3738.909	-3716.901	-22.00775	4.297124	0.1900004	0.00466404	0.00410943	0.0254985	0.0321279	0.00271801	0.0100486	0.0129441	0.010039	0.0300051	0.0134907	0.0479555	0.00856411	0.00194044	0.0209187	0.0045732	0.0222686	0.0109308	0.0116114	0.00594845	0.00997706	0.00301807	0.00896367	0.00222616	0.000673214	0.0193519	0.0111497	0.0002132	0.00595212	0.016015	0.0179891	0.0206409	0.00373173	0.00857284	0.00230788	0.0068545	0.00757416	0.0071268	0.000494054	0.0175394	0.0194689	8.81701e-05	0.0113827	0.01232353	0.03218834	0.00559429	0.48781	0.0119288	0.00125626	0.491605	0.00180527	18.34183	0.1144395	8	38.00833	0.4627437	0.000369333	0.0282132	0.35706	3.61436	0.303742	0.293514	0.141946	0.260798	0.1466278	0.7804758
8450	-3760.495	-3715.047	-45.44713	4.745763	0.2049431	0.00878232	0.00666914	0.0155828	0.0577722	0.00262757	0.0269385	0.0267021	0.014322	0.0387214	0.0193798	0.0451446	0.00629768	0.00457207	0.03589	0.0273218	0.033925	0.00415958	0.0184456	0.0585191	0.000939222	0.00962284	0.0324543	0.011126	0.0305151	0.0236446	0.0314844	0.0191446	0.0162199	0.00571193	0.0337546	0.000116876	0.0728206	0.00587719	0.0164167	0.00262488	0.00272261	0.0185623	0.0380481	0.015743	0.0121155	6.87444e-05	0.0407588	0.01778898	0.09928719	0.0172649	0.496197	0.00646321	0.000392779	0.476103	0.00357924	18.10222	0.126404	8	40.88556	0.4290865	0.000627448	0.0366749	0.396435	3.56626	0.307933	0.290592	0.155618	0.245856	0.2256912	0.5600751
8460	-3773.273	-3716.424	-56.84911	4.887132	0.1959928	0.0466653	0.0037583	0.0121367	0.0498098	0.00305989	0.0455073	0.0346877	0.00986934	0.047309	0.00926507	0.020071	0.00883017	0.00946301	0.0169833	0.0370219	0.043366	0.0481367	0.133737	0.0462612	0.0493031	0.0235999	0.0199967	0.00610754	0.0557254	0.000309873	0.0649729	0.00178511	0.00736753	0.00642271	0.0521956	0.00415276	0.00450027	0.00436318	0.0228009	0.0204522	0.000821207	0.00666199	0.0645859	0.0154315	0.0201173	0.000870933	0.0345101	0.02112325	0.06897596	0.0132899	0.442872	0.00778361	5.89254e-05	0.534631	0.00136429	17.02383	0.1932108	8	39.12184	0.3346195	0.000461259	0.0314962	0.373119	3.59492	0.278057	0.311258	0.138232	0.272453	0.2621868	0.7369205
8470	-3754.114	-3712.233	-41.88183	4.459713	0.2291504	0.0302714	0.00541575	0.00380502	0.0302535	0.00727435	0.0201807	0.0227026	0.00739404	0.0378166	0.000139765	0.00909213	0.00720418	0.0239013	0.00436873	0.000668114	0.00505741	0.0181832	0.0194861	0.00326202	0.0254185	0.00954169	0.00131435	0.00788639	0.0589559	0.00491829	0.0905324	0.000330773	0.0487886	0.00946266	0.0204766	0.0163893	0.0208977	0.00612123	0.00846359	0.00699026	0.0433733	0.000712178	0.00378615	0.00276972	0.000389848	0.00152392	0.0281005	0.01482412	0.1117089	0.0216365	0.476578	0.00720065	0.000276965	0.492768	0.00153998	16.41251	0.107899	8	39.13823	0.4428237	0.00127815	0.0521025	0.455408	3.49121	0.290886	0.307732	0.140125	0.261258	0.2196079	0.4913256
8480	-3758.117	-3714.521	-43.59584	4.48915	0.2081166	0.0127619	0.00827478	0.00139944	0.0502488	0.012526	0.0193178	0.0215351	0.00412165	0.032557	0.00922824	0.00373842	0.0134924	0.0245299	0.0636132	0.038889	0.00280528	0.000308566	0.00519626	0.0902995	0.00389385	0.0131581	0.0255495	0.00695965	0.0208566	0.00815465	0.0922196	0.0108151	0.0376297	0.0127934	0.0196901	0.0239745	0.0237939	0.0130077	0.00149106	0.0187788	0.0116886	0.0421064	0.0268974	0.0103585	0.00294295	0.000915619	0.00377955	0.02074588	-0.03054874	0.0177988	0.537478	0.00745993	0.000804734	0.434863	0.00159543	16.80619	0.1956219	8	37.72987	0.3405941	0.000695332	0.0385853	0.404507	3.55621	0.282213	0.297982	0.142415	0.27739	0.1650732	1.185062
8490	-3743.573	-3710.058	-33.51482	5.005883	0.1993538	0.0428118	0.00576161	0.00855584	0.0352643	0.00691509	0.0122024	0.0131994	0.00814666	0.0211503	0.00284526	0.0262185	0.0173698	0.0186495	0.03247	0.0194527	0.0215578	0.0209059	0.0237479	0.0026698	0.0134425	0.0138786	0.0028311	0.0115861	0.0021378	0.00311747	0.038423	0.00415934	0.00313861	0.0105654	0.00442078	0.0196091	0.0174857	0.0050017	0.00181605	0.012091	0.0200282	0.0069274	0.00671684	0.0354179	0.000910111	0.0354015	0.0290615	0.01272151	-0.02808355	0.021008	0.526279	0.0101883	0.00105997	0.439531	0.00193351	19.60769	0.2240369	9	37.68745	0.3280187	0.000519442	0.0334035	0.381969	3.58411	0.296164	0.288757	0.137494	0.277585	0.1959534	1.143318
8500	-3743.214	-3709.616	-33.59829	4.606665	0.1848584	0.0058366	0.00203883	0.0554721	0.0399609	0.0059435	0.0107584	0.0157926	0.011049	0.0314335	0.0166545	0.0359732	0.0151765	0.011905	0.00296505	0.00406459	0.00268207	0.011046	0.015432	0.0024478	0.0233175	0.00947048	0.00773264	0.0128061	0.0211768	0.00895314	0.0123468	0.0062184	0.00373611	0.0113628	0.0203854	0.0215158	0.00781457	0.000505535	0.0313175	0.0607975	0.00373206	0.00639832	0.00310765	0.00165858	0.0134505	0.00742085	0.0135398	0.01567999	0.04662287	0.0136676	0.547073	0.00240283	0.00343991	0.419599	0.0138177	18.23578	0.1301779	8	43.13665	0.4522328	0.000301708	0.0255223	0.343001	3.63117	0.314001	0.302148	0.135269	0.248581	0.1768007	0.7362971
8510	-3741.79	-3709.675	-32.11508	3.622882	0.1826374	0.00857819	0.00282249	0.0163224	0.045986	0.00710866	0.0192227	0.025358	0.0123456	0.0254063	0.0193929	0.0522535	0.013672	0.0238944	0.013624	0.00980643	0.00119857	0.00947017	0.0197839	0.0172728	0.00655505	0.00261615	0.00331546	0.0305256	0.0345879	0.0299497	0.00131865	0.0240342	0.00801762	0.0163187	0.0267359	0.00902388	0.0106906	0.0019387	0.003054	0.00232517	0.00874737	0.0194793	0.016135	0.0116921	0.000564898	0.0114652	6.15719e-05	0.01870675	0.03030577	0.010872	0.501059	0.00487568	0.003221	0.473179	0.00679419	18.46462	0.1286973	8	39.37761	0.5025672	0.000275496	0.0243976	0.336851	3.63848	0.282707	0.304665	0.128765	0.283864	0.159003	0.8094013
8520	-3750.944	-3712.747	-38.19677	4.90922	0.1797178	0.00185611	0.0112763	0.00587203	0.0365203	0.00918516	0.0146093	0.0260276	0.0129883	0.0219651	0.0153622	0.0454574	0.00888081	0.0251808	0.0228975	0.00639449	0.0218245	0.0995672	0.00872404	0.0110544	0.00522499	0.00309459	0.0357478	0.00962343	0.0109023	0.00223987	0.0128876	0.00950594	0.0147877	0.011747	0.0096856	0.00533951	0.00536349	0.00484152	0.002117	0.000393185	0.00954083	0.0850619	0.00353585	0.0108985	0.00357117	0.00281317	0.0135966	0.01577902	0.1404659	0.0096094	0.635107	0.00758534	0.00517627	0.338925	0.00359606	17.2037	0.1003109	8	38.50133	0.2786123	0.000243636	0.0229547	0.328697	3.64811	0.293742	0.322678	0.122698	0.260883	0.2407769	0.4166137
8530	-3755.75	-3706.248	-49.50176	3.933608	0.198568	0.014974	0.00274748	0.047812	0.0473413	0.00800758	0.0141519	0.0195314	0.00949503	0.0317819	0.000718683	0.0432019	0.0105209	0.0211571	0.0563935	0.00628101	0.0227436	0.00971953	0.0118902	0.0048276	0.0409052	0.00943806	0.0222879	0.0311946	0.001318	0.00345669	0.0163925	0.0122948	0.0251333	0.0168846	0.0337264	0.0273358	0.0104227	0.000600889	0.00537064	0.000753983	0.00593904	0.0109881	0.0227006	0.000469937	0.0554751	0.0330984	0.0033543	0.01902474	-0.04164721	0.0107072	0.510724	0.00452551	0.00554581	0.466365	0.00213291	21.1751	0.2062213	8	44.55846	0.2655381	0.000505397	0.0329535	0.37991	3.58663	0.299722	0.299885	0.132062	0.268331	0.1645741	1.253061
8540	-3759.341	-3713.498	-45.84294	4.889809	0.1464834	0.0176635	0.00652961	0.0203139	0.0601797	0.00317654	0.0253363	0.0193033	0.0121457	0.024789	2.39455e-05	0.0417583	0.00848971	0.018342	0.0179852	0.0108569	0.00709431	0.0217946	0.00312527	0.00166592	0.0205513	0.0159916	0.00209466	0.0361302	0.0178093	0.000719739	0.00363599	0.00664869	0.0189204	0.00818153	0.00265399	0.00976459	0.0041099	0.00806299	0.00944813	0.115344	0.00051449	0.0149396	0.00797299	0.00241447	0.0358262	0.031685	0.000228389	0.0154824	0.01922349	0.0107436	0.573261	0.00426177	0.00313889	0.407373	0.00122201	25.3259	0.1327044	8	37.55331	0.3421533	4.25394e-05	0.00963979	0.231194	3.75912	0.303469	0.303635	0.135484	0.257412	0.1519278	0.8734696
8550	-3743.306	-3706.674	-36.63276	5.805497	0.1868423	0.0122238	0.00188004	0.0181436	0.0509801	0.00753442	0.0152789	0.0239299	0.00830496	0.0419939	0.0131918	0.0473438	0.00812903	0.0143631	0.0176255	0.014864	0.00504745	0.00262254	0.00300693	0.00668369	0.0197721	0.0139538	0.00693504	0.0347894	0.000203791	0.015827	0.00690424	0.00968643	0.0092986	0.00551819	0.00989792	0.00865815	0.00981903	0.0253897	0.00946696	0.0623419	0.00632435	0.0115471	0.020682	0.0043432	0.0190773	0.00231897	0.0194818	0.01409415	0.08515447	0.0158239	0.530175	0.00348476	0.00453834	0.444094	0.00188321	18.59359	0.1244458	8	37.99396	0.307618	0.000326624	0.0265463	0.348455	3.62467	0.279552	0.308636	0.133154	0.278658	0.2096003	0.5937292
8560	-3746.493	-3714.654	-31.83895	5.20035	0.1720352	0.0211838	0.000829935	0.000744755	0.0503435	0.006808	0.0225724	0.0220158	0.00300703	0.0331024	0.0201452	0.0411808	0.00521737	0.00560889	0.0125978	0.00192291	0.00458176	0.0223697	0.000862808	0.00290686	0.0108081	0.0172613	0.00206277	0.0213189	8.3162e-05	0.020617	0.022569	0.0184431	0.00736763	0.0127442	0.0116883	0.00862732	0.0149484	0.00560164	0.000899762	0.00553947	0.0225115	0.0130773	0.0152324	0.000743679	0.014354	0.00225617	0.0297954	0.0156103	-0.03232047	0.0142551	0.526293	0.0122953	0.00471447	0.440842	0.00160006	16.97044	0.1705112	9	37.43066	0.2329616	0.000172828	0.0193575	0.306877	3.67359	0.317618	0.305924	0.123478	0.25298	0.1381908	1.233883
8570	-3757.353	-3711.214	-46.13839	4.96073	0.165826	0.00102547	0.00845275	0.000398855	0.0585974	0.00623981	0.0121473	0.0134064	0.0078223	0.0212984	0.0355864	0.0238635	0.0089114	0.0230238	0.0186323	0.00703751	0.030548	0.0056273	0.000125531	0.0594324	0.00168529	0.0212165	0.043411	0.0462785	0.00582545	0.0194347	0.0122042	0.00525806	0.0104662	0.00615289	0.0297844	0.013233	0.0224764	0.0111393	0.00472832	0.00314632	0.0275811	0.003534	0.00503684	0.00151823	0.00351771	0.0821106	0.00246183	0.01980514	0.08525205	0.00940281	0.517332	0.0120847	0.00267502	0.456815	0.00169099	18.10527	0.09861866	7	40.13719	0.3691167	0.000127928	0.0166704	0.288884	3.69432	0.297146	0.296812	0.136619	0.269424	0.1838707	0.5363478
8580	-3753.073	-3709.033	-44.03931	5.233198	0.176019	0.00446653	0.00701986	0.0178708	0.0374345	0.00613965	0.0191586	0.0170992	0.00982754	0.0426095	0.0401001	0.0191061	0.0182399	0.0189035	0.00859169	0.0151028	0.00729857	0.0120452	3.10432e-06	1.10952e-05	0.00760359	0.0167326	0.00587025	0.0110072	0.0145056	0.0043226	0.00774867	0.00780836	0.00750905	0.00696763	0.0360158	0.00356714	0.0176452	0.0235187	0.0398627	0.0233925	0.0604246	0.00627966	0.0642169	0.00244998	0.00353254	0.0319502	0.0101751	0.01945013	0.01849822	0.0177703	0.550628	0.00713627	0.00811261	0.415414	0.000938941	17.9254	0.1481491	6	37.94144	0.4389273	0.000207288	0.0211861	0.318256	3.66035	0.299222	0.313309	0.134162	0.253306	0.1666473	0.8889978
8590	-3768.354	-3705.789	-62.56479	4.680512	0.1895199	0.00571359	0.00444523	0.0242475	0.0357357	0.0040343	0.0263065	0.0240811	0.00867181	0.02838	0.000918311	0.00952941	0.00984547	0.0254732	0.0549654	0.0415703	0.0317648	0.000744399	0.0476396	0.00938686	0.062667	0.0401971	0.0288018	0.0144076	0.0390143	0.0360504	0.00837416	0.00454663	0.040162	0.0122678	0.062471	0.00479515	0.0489289	0.0322451	0.00211214	0.00707224	0.0387564	0.0478484	0.000206855	0.00178666	0.00218982	0.0197709	0.0640277	0.02679295	0.0604428	0.0149718	0.561553	0.00301276	0.00683499	0.413132	0.000495664	19.52088	0.1256365	6	41.49626	0.3536212	0.000362588	0.0279567	0.355757	3.61592	0.303439	0.299461	0.131289	0.265811	0.1860793	0.6751771
8600	-3761.386	-3716.411	-44.97501	3.747313	0.1999502	0.0237257	0.00897021	0.00358775	0.0600509	0.0122237	0.0182603	0.0232511	0.01534	0.0341718	0.0118462	0.00203505	0.00829691	0.0154669	0.0130044	0.0371021	0.00277962	0.00993092	0.0192576	0.00255931	0.0284761	0.00277402	0.0536932	0.013606	0.0377857	0.0361939	0.0054045	0.0022097	0.0199361	0.0185621	0.0212606	0.00269433	0.0075034	0.00386257	0.00232066	0.00705424	0.0278187	0.0333164	0.0458253	0.00704282	0.00801733	0.055346	0.0352053	0.01812432	0.03716903	0.0158142	0.593148	0.0025924	0.00488429	0.375819	0.00774226	19.68402	0.132348	8	37.22633	0.2917464	0.000530286	0.0337468	0.383528	3.58219	0.290278	0.318828	0.123543	0.26735	0.169517	0.7807357
8610	-3767.02	-3711.397	-55.62379	2.39204	0.194472	0.00130784	0.00265775	0.0162233	0.0623203	0.00717443	0.0386097	0.0375448	0.0103408	0.052303	0.00488012	0.00185274	0.0110201	0.0153794	0.0109817	0.000264713	0.0337172	0.101121	0.0390136	0.0117185	0.013515	0.0110689	0.00148322	0.0130343	0.0196102	0.000765235	0.0479531	0.014438	0.0308089	0.0529245	0.0330836	0.0470246	0.019627	0.00766417	0.0103811	0.00875523	0.0276525	0.0438512	0.0120424	0.00771122	0.0293267	0.0131982	0.0368204	0.0311794	0.1136371	0.0148619	0.517785	0.00803362	0.0015981	0.445409	0.0123121	21.62929	0.1125514	7	37.64321	0.3395276	0.000436527	0.0306485	0.369077	3.59984	0.306638	0.307451	0.118713	0.267198	0.2261885	0.4975999
8620	-3770.505	-3707.967	-62.53775	2.71977	0.1755775	0.0166525	0.00533601	0.0227026	0.0650872	0.00462666	0.0194168	0.0288153	0.0105298	0.0489782	0.00659463	0.00687051	0.015012	0.00385989	0.000553885	0.0435494	0.0237125	0.014208	0.0210967	0.016255	0.0020244	0.0449939	0.083525	0.00854725	0.0260116	0.0111495	0.037553	0.00447239	0.0192821	0.0159186	0.00773714	0.0729075	0.0179104	0.0787324	0.00160331	0.0242181	0.0829247	0.0018016	0.0280727	0.00027342	0.171051	0.0742729	0.160984	0.03591194	0.0760957	0.0160396	0.482082	0.00867024	0.00368061	0.480706	0.00882179	17.707	0.1384975	7	37.81853	0.4322164	0.000203236	0.0209795	0.317001	3.66182	0.303785	0.299466	0.142472	0.254277	0.2145932	0.6453955
8630	-3755.148	-3704.607	-50.54126	4.453949	0.176432	0.0370284	0.0082739	0.0504314	0.0584521	0.00513428	0.0210194	0.0340863	0.00832952	0.037509	0.0128327	0.0157056	0.0124358	0.000857356	0.00401911	0.0247186	0.019583	0.020019	0.00919782	0.0844609	0.023543	0.069716	0.00911697	0.0250753	0.0162483	0.00900299	0.00189581	0.00364741	0.00947399	0.0086557	0.0181763	0.00745612	0.0206373	0.00962552	0.0043089	0.0120953	0.0838559	0.0153185	0.0251252	0.0108897	0.0240051	0.0809749	0.000320924	0.02746592	0.08495392	0.0130097	0.486118	0.00417141	0.00307418	0.484731	0.00889565	16.41045	0.2014378	8	37.34542	0.4588229	0.000211132	0.0213803	0.319428	3.65898	0.305389	0.292191	0.138763	0.263656	0.2863917	0.7033646
8640	-3755.861	-3709.03	-46.83077	3.831021	0.1837995	0.0587883	0.00427001	0.015475	0.0497652	0.0023817	0.0183492	0.0213639	0.0113555	0.0215162	0.0200834	0.00445264	0.00669994	0.000664003	0.0199951	0.0230308	0.000492489	0.0436746	0.000932863	0.0151863	0.0137481	0.0474138	0.0298083	0.0146744	0.0755479	0.0344313	0.0292179	0.044216	0.0157731	0.0164338	0.00577597	0.0232663	0.0800821	0.00967021	0.0172475	0.0253723	0.00170399	0.00478655	0.000942527	0.0417857	0.053806	0.0476129	0.00361109	0.02447406	0.05042862	0.0115704	0.609085	0.00448822	0.00403382	0.359677	0.0111459	17.13932	0.1219064	9	39.76245	0.3168871	0.000288993	0.0249832	0.340074	3.63465	0.296376	0.292451	0.128051	0.283122	0.172335	0.7073802
8650	-3765.448	-3713.893	-51.55496	4.193201	0.1705968	0.0290289	0.00473156	0.0111921	0.0402851	0.00237518	0.0261329	0.0184671	0.00954227	0.0246191	0.0284725	0.00744612	0.0181403	0.00179833	0.0327895	0.0223239	0.0293246	0.0324807	0.0538887	0.00507896	0.0470837	0.0372834	0.0102583	0.00702721	0.0503516	0.0245178	0.0167248	0.00083254	0.0036297	0.00970507	0.0402998	0.0185581	0.0242766	0.00730767	0.0190382	0.022505	0.00584822	0.0188362	0.0410009	0.0211099	0.0273318	0.0320797	0.0610615	0.02297644	0.06168664	0.0127142	0.494009	0.00439494	0.00401264	0.469045	0.0158249	18.09074	0.1486251	8	38.04584	0.3355676	0.000161509	0.0187172	0.302736	3.67839	0.301849	0.299175	0.127663	0.271312	0.2103118	0.7066895
8660	-3749.68	-3710.836	-38.84436	4.929732	0.1665631	0.0233497	0.00548251	0.00785801	0.0297288	0.00510199	0.0192492	0.0209744	0.00925668	0.0165257	0.000154203	0.021197	0.0124855	0.0163515	0.000857447	0.015735	0.00175516	0.00672524	0.00596277	0.000658962	0.0448406	0.00210034	0.0202383	0.0265026	0.011483	0.00829554	0.0177958	0.0108933	0.00143902	0.00912487	0.0302455	0.00616437	0.097728	0.0098545	0.00849018	0.0229865	0.00290901	0.00788111	0.0431508	0.0354496	0.0120136	0.000343405	0.00814105	0.01897147	0.01744354	0.00610782	0.566318	0.0117854	0.00400184	0.398861	0.0129254	24.47445	0.1534675	8	37.88384	0.2975902	0.000132735	0.0169788	0.291035	3.69185	0.325012	0.304556	0.120729	0.249703	0.1709111	0.8979379
8670	-3761.659	-3710.629	-51.03	5.360436	0.1786234	0.0242573	0.00833422	0.0283483	0.0524961	0.00495471	0.0143774	0.0186858	0.00976711	0.0232474	0.0133548	0.0524041	0.0144514	0.0134153	0.00507636	0.00910323	0.0204343	0.0173871	0.000139401	0.0144866	0.00613395	0.00535865	0.0436386	0.000657351	0.01942	0.0707598	0.0168018	0.0207501	0.0101662	0.0118488	0.00793633	0.0125698	0.0137322	0.0235447	0.0202065	0.000954889	0.00778713	0.0102065	0.00780962	0.0379853	0.0322224	0.00145859	0.0595656	0.01544803	0.1084296	0.00646605	0.574198	0.0100299	0.00179332	0.394722	0.0127912	24.20062	0.1686326	7	38.80371	0.401196	0.000232426	0.0224244	0.32562	3.65172	0.281071	0.327594	0.116685	0.27465	0.2770622	0.6086454
8680	-3737.081	-3707.461	-29.61992	4.776384	0.1926224	0.00139521	0.00519855	0.0112067	0.0330773	0.0033887	0.0117039	0.0180446	0.0081311	0.0280851	0.000244126	0.0749131	0.0202554	0.00823429	0.0425772	0.00643286	0.00907382	0.0148226	0.01409	0.00260187	0.0158499	0.018465	0.0106058	0.00553949	0.0100844	0.00364548	0.0172043	0.00645865	0.0151387	0.00871757	0.00972105	0.0184678	0.013266	0.00337901	0.0129654	0.0232725	0.00410292	0.0130275	0.00391695	0.0014534	0.0159483	0.00618257	0.022927	0.01505568	0.118456	0.0066923	0.558156	0.0104703	0.0104588	0.412054	0.00216891	14.5754	0.09549	7	37.7321	0.4863253	0.000407751	0.0296307	0.36413	3.60583	0.291034	0.300618	0.119898	0.288451	0.213946	0.4463275
