Iteration	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
10840	-3739.794	-3718.323	-21.47108	0.2457589	0.1784022	0.3174236	-0.582162	0.00980608	0.50828	0.00920808	0.00336397	0.469308	3.40611e-05	0.6997001	0.000230207	0.022318	0.324997	3.65245	0.29029	0.317349	0.124741	0.26762	0.1175381	5.952963
10850	-3735.459	-3719.701	-15.75796	0.2444113	0.2046647	0.3147101	0.0006685575	0.0100891	0.522949	0.00864462	0.00367935	0.454386	0.000252559	0.07339419	0.000621724	0.0365092	0.395722	3.56715	0.293818	0.291687	0.126763	0.287731	0.07406275	0.9909731
10860	-3735.959	-3721.161	-14.79787	0.2252905	0.1962832	0.2802854	-0.03160334	0.0129974	0.545024	0.0176496	0.00464749	0.419498	0.000184021	0.05278988	0.000466092	0.0316591	0.373888	3.59399	0.30576	0.30111	0.120718	0.272412	0.02118654	2.491671
10870	-3745.793	-3727.565	-18.22809	0.263775	0.2417386	0.2659988	0.1788921	0.00867716	0.540239	0.0189252	0.0159865	0.415815	0.000357175	0.1555225	0.00174883	0.060792	0.483737	3.45372	0.306084	0.27833	0.144526	0.27106	0.3344146	0.465059
10880	-3738.77	-3722.913	-15.85644	0.2300519	0.1804084	0.2978228	0.01905995	0.00542972	0.544763	0.0190836	0.0101754	0.419296	0.00125213	0.08126487	0.000250912	0.0232923	0.330632	3.64582	0.280644	0.319457	0.122746	0.277153	0.1003248	0.8100176
10890	-3735.67	-3719.849	-15.8211	0.2300791	0.2091529	0.3487978	-0.0349354	0.0131343	0.539074	0.00833158	0.0100692	0.425157	0.00423388	0.07659384	0.000718566	0.039217	0.407121	3.55294	0.292504	0.304795	0.123345	0.279357	0.04165844	1.838615
10900	-3737.099	-3720.509	-16.59082	0.2279939	0.1976017	0.2779169	-0.01242536	0.0135509	0.495653	0.00495344	0.0120228	0.469513	0.00430713	0.1528927	0.000488497	0.0324035	0.37737	3.58974	0.308167	0.301328	0.127595	0.262909	0.1404673	1.088457
10910	-3741.322	-3726.052	-15.27032	0.2084103	0.1626906	0.3107954	-0.02075915	0.0104161	0.572868	0.00978671	0.00690849	0.395042	0.00497812	0.05761944	0.000108941	0.015391	0.279687	3.70481	0.290293	0.327223	0.106532	0.275952	0.03686028	1.563185
10920	-3746.274	-3728.261	-18.013	0.2331224	0.1573319	0.2710168	0.1720422	0.011018	0.566102	0.00976146	0.0137316	0.390376	0.00901135	0.1475399	8.15628e-05	0.0133278	0.263813	3.72278	0.266227	0.332656	0.118504	0.282613	0.3195821	0.461665
10930	-3741.138	-3724.178	-16.95944	0.2516123	0.1713314	0.2843672	-0.1599942	0.00783142	0.407121	0.00943393	0.0159381	0.551132	0.0085434	0.2423451	0.000167218	0.0190429	0.304853	3.67594	0.30542	0.302707	0.139728	0.252146	0.08235091	2.942835
10940	-3738.152	-3721.686	-16.46532	0.2420661	0.1779978	0.3003039	-0.1379721	0.00714321	0.493486	0.00916152	0.0137583	0.472784	0.00366671	0.1939459	0.000226191	0.0221239	0.323856	3.65379	0.301173	0.302763	0.126089	0.269976	0.05597379	3.464942
10950	-3737.561	-3722.343	-15.21811	0.2327427	0.192077	0.2562529	-0.1556481	0.0114813	0.463856	0.00763752	0.0147189	0.496121	0.00618542	0.1565434	0.000399532	0.0293334	0.362665	3.6076	0.308718	0.296356	0.139113	0.255813	0.0008953037	174.8495
10960	-3740.3	-3724.931	-15.36839	0.229034	0.2055769	0.2843345	0.1311822	0.0206914	0.430168	0.00708494	0.00341291	0.527851	0.0107917	0.003843645	0.000640618	0.0370535	0.398056	3.56425	0.286843	0.287229	0.156706	0.269222	0.1350259	0.02846599
10970	-3740.6	-3724.526	-16.07385	0.2219354	0.1988447	0.3602829	-0.1100527	0.0207647	0.431693	0.00437182	0.00552263	0.529722	0.00792616	0.121833	0.000510311	0.0331117	0.380636	3.58574	0.287271	0.298794	0.156047	0.257887	0.01178032	10.34208
10980	-3736.178	-3721.388	-14.78983	0.2292008	0.1928495	0.2862131	-0.05649905	0.0107947	0.480726	0.00484777	0.0061499	0.486478	0.0110036	0.06145545	0.000411208	0.0297549	0.364739	3.60509	0.32946	0.282004	0.125662	0.262874	0.004956397	12.39922
10990	-3736.802	-3719.776	-17.02638	0.2304519	0.1856156	0.376776	0.020912	0.0108289	0.482245	0.00552568	0.00234523	0.488017	0.0110383	0.1059463	0.000311047	0.025911	0.345087	3.62869	0.308025	0.296354	0.130925	0.264696	0.1268583	0.8351547
11000	-3742.98	-3727.282	-15.69797	0.2819537	0.2155794	0.2660443	0.1234373	0.0238567	0.498607	0.00465344	0.0016758	0.459358	0.0118493	0.03366786	0.000874821	0.0432189	0.423084	3.53282	0.295239	0.296266	0.132176	0.276318	0.1571052	0.2143014
11010	-3740.717	-3725.072	-15.64544	0.2521882	0.2155794	0.284362	0.05604968	0.0149823	0.531645	0.00222185	0.0012006	0.446043	0.00390788	0.05694399	0.000874821	0.0432189	0.423084	3.53282	0.27038	0.311932	0.12757	0.290118	0.1129937	0.5039573
11020	-3734.885	-3719.73	-15.15482	0.2400047	0.1776242	0.3100839	-0.02475607	0.0132992	0.576182	0.00830201	0.00106572	0.395935	0.00521662	0.05283261	0.000222528	0.0219454	0.322802	3.65503	0.306184	0.303267	0.124027	0.266522	0.02807655	1.881735
11030	-3735.899	-3721.018	-14.88089	0.2512703	0.212946	0.3070091	0.006467712	0.0154477	0.505596	0.00516465	0.00313378	0.467779	0.0028786	0.02216014	0.000808219	0.0415619	0.416594	3.54104	0.30611	0.301055	0.144179	0.248655	0.02862786	0.7740763
11040	-3738.303	-3721.449	-16.8541	0.2606649	0.1848881	0.232057	-0.01376907	0.0151568	0.538413	0.0162406	0.00307478	0.424291	0.0028244	0.1921194	0.00030207	0.0255375	0.343083	3.63108	0.299764	0.305512	0.134089	0.260635	0.1783503	1.077202
11050	-3735.822	-3720.785	-15.03721	0.2744204	0.1944952	0.2629599	-0.0943148	0.0120341	0.541108	0.0163219	0.00346984	0.426415	0.000651288	0.1076884	0.000436898	0.0306613	0.369139	3.59976	0.276209	0.314633	0.132939	0.27622	0.01337361	8.052309
11060	-3742.421	-3726.837	-15.58419	0.2508644	0.2157905	0.2404848	0.02981328	0.0117111	0.534085	0.0161101	0.00970059	0.420881	0.00751229	0.08886816	0.000880316	0.0433527	0.423601	3.53217	0.304814	0.287886	0.134701	0.272598	0.1186814	0.7487958
11070	-3741.539	-3723.079	-18.46037	0.2570685	0.1966155	0.2418962	0.3051555	0.0122704	0.464096	0.0123436	0.00380192	0.501143	0.00634548	0.1201175	0.000471668	0.0318461	0.374767	3.59292	0.297786	0.30474	0.132197	0.265276	0.425273	0.282448
11080	-3738.428	-3722.127	-16.30065	0.253443	0.2103723	0.311625	-0.178851	0.0103121	0.480954	0.013095	0.0175756	0.475336	0.00272744	0.1977332	0.000746592	0.0399654	0.410182	3.54911	0.295826	0.296825	0.135075	0.272274	0.01888217	10.47195
11090	-3740.101	-3724.99	-15.11105	0.25135	0.2093391	0.2725566	0.03155278	0.00851197	0.482148	0.0124405	0.00532048	0.48052	0.0110595	0.04518549	0.0007228	0.039331	0.40759	3.55236	0.306394	0.283387	0.13674	0.273479	0.07673827	0.588826
11100	-3731.52	-3716.863	-14.65729	0.2215609	0.1801039	0.2996569	-0.01632296	0.0129597	0.518877	0.00847619	0.0037242	0.449785	0.00617789	0.02472309	0.000247684	0.0231432	0.329779	3.64683	0.295533	0.308768	0.131196	0.264504	0.008400133	2.943179
11110	-3737.812	-3722.733	-15.07893	0.2350789	0.1657779	0.2928445	-0.04756268	0.00951394	0.48724	0.00997177	0.00438547	0.484584	0.00430451	0.07103091	0.000127618	0.0166503	0.288743	3.69448	0.294842	0.293863	0.142289	0.269006	0.02346823	3.026683
11120	-3741.942	-3727.095	-14.84635	0.2695047	0.1850304	0.2750872	-0.01958133	0.0179591	0.550153	0.00862653	0.00055017	0.419212	0.00350006	0.05247792	0.000303811	0.0256104	0.343475	3.63061	0.310799	0.290437	0.118902	0.279862	0.03289659	1.595239
11130	-3735.874	-3721.349	-14.525	0.2570339	0.1924847	0.2615127	0.02791267	0.0203449	0.488373	0.00592825	0.00428347	0.474902	0.00616849	0.01720943	0.000405664	0.0295555	0.36376	3.60628	0.279966	0.30701	0.139665	0.273359	0.0451221	0.3813969
11140	-3737.647	-3722.208	-15.43887	0.2506095	0.2067323	0.2695406	-0.002370823	0.0155599	0.483494	0.00573792	0.00391392	0.487147	0.00414746	0.08259308	0.00066512	0.0377474	0.400999	3.56059	0.295797	0.294004	0.14689	0.263309	0.08022226	1.029553
11150	-3746.294	-3731.226	-15.06849	0.2585528	0.1959226	0.3102337	-0.06689703	0.0162029	0.423335	0.00502398	0.00143869	0.541404	0.0125955	0.06792671	0.000460096	0.0314569	0.372933	3.59515	0.29775	0.290206	0.147575	0.264469	0.001029674	65.96915
11160	-3746.493	-3730.283	-16.20993	0.2516787	0.1936854	0.2866051	0.1554351	0.0116906	0.47063	0.00530661	0.00964675	0.482833	0.0198931	0.03809138	0.000424117	0.0302138	0.366977	3.60238	0.300826	0.287705	0.148779	0.26269	0.1935265	0.1968278
11170	-3743.862	-3726.639	-17.22322	0.27954	0.1965528	0.2855432	0.3006828	0.0115601	0.473532	0.00329595	0.0104781	0.484066	0.0170671	0.02772885	0.000470612	0.0318108	0.374601	3.59312	0.312648	0.288519	0.135946	0.262887	0.3284116	0.08443321
11180	-3740.066	-3725.441	-14.62464	0.2844741	0.2097594	0.2271368	0.0647144	0.0169765	0.511014	0.00319265	0.0113458	0.44963	0.0078413	0.02402865	0.000732413	0.0395886	0.408645	3.55103	0.305498	0.321628	0.122135	0.250739	0.08874305	0.2707665
11190	-3733.988	-3719.709	-14.27904	0.2843192	0.2328762	0.2333919	0.008146197	0.0158717	0.497122	0.00835636	0.00391736	0.461018	0.0137149	0.0289674	0.00140741	0.0546332	0.463957	3.48	0.294943	0.295428	0.139839	0.26979	0.03711359	0.7805064
11200	-3738.403	-3723.543	-14.85991	0.2678581	0.2087504	0.2849821	0.03564704	0.0141828	0.50045	0.00391309	0.00394031	0.463719	0.0137952	0.01899782	0.000709479	0.0389712	0.406107	3.55421	0.300514	0.307968	0.133146	0.258372	0.05464487	0.3476598
11210	-3739.094	-3723.783	-15.3111	0.2570185	0.2111032	0.3028461	0.002725928	0.0150791	0.536069	0.00252849	0.00156296	0.433149	0.0116109	0.05228549	0.00076375	0.0404164	0.41201	3.54681	0.312245	0.305614	0.120601	0.26154	0.05501142	0.950448
11220	-3740.839	-3725.121	-15.71802	0.2433702	0.1777581	0.303027	0.1532572	0.018615	0.466352	0.00542587	0.00167851	0.489912	0.0180175	0.002906449	0.000223836	0.0220093	0.32318	3.65459	0.281565	0.291772	0.143443	0.28322	0.1561637	0.01861155
11230	-3739.6	-3723.527	-16.07291	0.238496	0.2033472	0.3175593	0.1105986	0.0194707	0.466096	0.00510436	0.00167759	0.489643	0.0180076	0.03717288	0.000595134	0.0357286	0.392337	3.57134	0.320641	0.285988	0.131823	0.261547	0.1477715	0.2515565
11240	-3740.105	-3724.81	-15.29581	0.2405444	0.2003892	0.2469328	-0.1219241	0.0158046	0.557517	0.0102928	0.00172086	0.398502	0.0161625	0.1493645	0.000538371	0.0340003	0.384673	3.58079	0.293037	0.294805	0.134231	0.277926	0.02744039	5.443236
11250	-3740.131	-3724.76	-15.3707	0.2399109	0.1701372	0.2823004	0.131869	0.0160309	0.562639	0.00231774	0.000538161	0.402163	0.016311	0.006319402	0.000158013	0.0185148	0.301409	3.67992	0.307069	0.309519	0.129323	0.254089	0.1381885	0.04573032
11260	-3738.219	-3721.508	-16.71112	0.2573608	0.213423	0.2886781	0.2058963	0.0176875	0.528748	0.00850668	0.000743407	0.429205	0.0151101	0.04652161	0.000820013	0.0418603	0.417775	3.53955	0.29957	0.28891	0.132573	0.278947	0.2524179	0.1843039
11270	-3743.84	-3728.31	-15.52973	0.2614945	0.22801	0.3192128	-0.06852481	0.012256	0.533129	0.00891208	0.000698467	0.432761	0.0122436	0.09271615	0.00124022	0.0513353	0.452764	3.49466	0.285335	0.316966	0.133596	0.264102	0.02419135	3.832616
11280	-3741.57	-3723.692	-17.87791	0.2457189	0.2040925	0.2694079	0.4179111	0.0160316	0.530974	0.00356075	0.00228701	0.431012	0.0161349	0.01654068	0.000610075	0.0361693	0.394254	3.56897	0.290912	0.306025	0.137228	0.265835	0.4344518	0.03807252
11290	-3740.292	-3721.98	-18.31223	0.2222722	0.1848544	0.2722636	0.2658444	0.0133907	0.535006	0.00444657	0.00197749	0.434284	0.0108948	0.1172235	0.000301659	0.0255203	0.34299	3.63119	0.29989	0.308287	0.1284	0.263423	0.3830679	0.3060122
11300	-3736.125	-3720.551	-15.57389	0.2347123	0.1751786	0.3088454	-0.03425379	0.00864124	0.520787	0.0078687	0.0120642	0.441633	0.00900554	0.08577744	0.000199626	0.0207937	0.315867	3.66314	0.306582	0.293227	0.135331	0.26486	0.05152364	1.664817
11310	-3736.566	-3718.719	-17.84637	0.2328342	0.1968688	0.3432909	0.2418101	0.0101358	0.544427	0.00830127	0.00667973	0.424861	0.00559485	0.06521575	0.00047595	0.0319888	0.375436	3.5921	0.316929	0.292105	0.136506	0.25446	0.3070258	0.2124113
11320	-3743.487	-3726.477	-17.00958	0.2439319	0.2270861	0.2588409	0.04969252	0.0102916	0.536816	0.0162178	0.00904869	0.422619	0.00500707	0.161207	0.00121006	0.0507163	0.450612	3.49746	0.316134	0.284437	0.126964	0.272465	0.2108995	0.7643782
11330	-3737.366	-3721.043	-16.3227	0.2443485	0.2071988	0.2784825	0.1581655	0.00838729	0.542563	0.0112813	0.00413015	0.428561	0.00507747	0.05066621	0.000675198	0.038029	0.402183	3.55911	0.296437	0.287734	0.133615	0.282214	0.2088317	0.2426174
11340	-3737.924	-3722.528	-15.39643	0.2316356	0.1957938	0.3411955	-0.03769216	0.00911209	0.604271	0.00639063	0.00649544	0.372292	0.00143863	0.05573544	0.000457967	0.0313847	0.372591	3.59557	0.311474	0.300631	0.115982	0.271913	0.01804328	3.088986
11350	-3739.189	-3722.458	-16.73117	0.2053619	0.2261815	0.3589207	-0.2087387	0.00721116	0.53538	0.0114449	0.00579675	0.438236	0.001931	0.2172967	0.001181	0.0501127	0.448496	3.50021	0.318858	0.289382	0.120874	0.270886	0.008557976	25.39113
11360	-3741.197	-3725.107	-16.0894	0.2637775	0.1897806	0.3218161	-0.1634062	0.0157092	0.573563	0.00936069	0.00806094	0.390127	0.00317964	0.172836	0.000366235	0.0280957	0.356464	3.61507	0.274835	0.309908	0.135294	0.279964	0.009429859	18.32859
11370	-3739.615	-3724.668	-14.94709	0.2660912	0.1987288	0.3220094	0.03783555	0.00679956	0.436844	0.010129	0.0190872	0.525728	0.00141196	0.00150002	0.000508248	0.0330453	0.380332	3.58611	0.314226	0.301142	0.136446	0.248186	0.03933557	0.03813394
11380	-3738.778	-3724.47	-14.30752	0.2292197	0.2201289	0.2710126	0.02376483	0.00600372	0.619829	0.00701859	0.0171387	0.347784	0.00222596	0.0009424343	0.000998592	0.0461348	0.434129	3.51874	0.297766	0.296047	0.129792	0.276395	0.02470727	0.03814401
11390	-3742.184	-3727.424	-14.75939	0.2996713	0.1991116	0.2494113	-0.08536065	0.012616	0.621127	0.00717651	0.0175561	0.337807	0.00371733	0.09443316	0.000515083	0.0332645	0.381335	3.58489	0.284644	0.316021	0.123023	0.276312	0.009072509	10.40872
11400	-3744.839	-3730.303	-14.53637	0.3101285	0.2048586	0.2204878	0.0914044	0.0148	0.591077	0.00775209	0.0186638	0.35912	0.00858721	0.009482506	0.000625708	0.0366246	0.396219	3.56653	0.290309	0.303209	0.115727	0.290755	0.1008869	0.09399144
11410	-3743.427	-3725.74	-17.68669	0.3152389	0.1863989	0.2179448	-0.4475676	0.0119445	0.582024	0.00702937	0.0174907	0.378172	0.00333966	0.459239	0.00032093	0.0263159	0.34724	3.62612	0.278522	0.307376	0.125152	0.28895	0.01167139	39.3474
11420	-3741.64	-3724.749	-16.89088	0.3035317	0.2030851	0.2284292	0.1288831	0.0140918	0.507461	0.0121585	0.0170579	0.445933	0.00329775	0.1183545	0.00058994	0.035574	0.391662	3.57217	0.314016	0.297531	0.114472	0.273981	0.2472376	0.4787075
11430	-3740.558	-3723.392	-17.16591	0.3162017	0.2076129	0.1978873	0.3631121	0.0180827	0.512985	0.00734589	0.00403669	0.450787	0.00676248	0.03403906	0.000684232	0.0382796	0.403233	3.5578	0.308743	0.294955	0.136232	0.26007	0.3971512	0.08570806
11440	-3737.358	-3721.752	-15.60655	0.2241407	0.1891452	0.3118492	-0.104233	0.0160806	0.584679	0.00440842	0.00420313	0.38575	0.00487869	0.1204278	0.00035739	0.0277574	0.354739	3.61715	0.29232	0.307676	0.125517	0.274487	0.01619478	7.436211
11450	-3735.3	-3719.197	-16.10301	0.2590906	0.1966048	0.2839912	0.1461107	0.0116479	0.565362	0.00901808	0.00368162	0.404902	0.00538863	0.03949881	0.000471487	0.03184	0.374739	3.59295	0.272599	0.305695	0.136913	0.284793	0.1856095	0.2128059
11460	-3741.629	-3722.391	-19.23773	0.2533185	0.2072053	0.2642859	0.3369841	0.0122346	0.587125	0.00947231	0.00332862	0.372151	0.0156878	0.1339558	0.000675339	0.0380329	0.4022	3.55909	0.27867	0.315104	0.121047	0.285178	0.4709399	0.2844435
11470	-3741.469	-3726.48	-14.98943	0.2688515	0.2270139	0.2293373	-0.1334366	0.0123397	0.582639	0.0142735	0.00335721	0.375349	0.0120421	0.1447031	0.00120772	0.050668	0.450443	3.49768	0.313984	0.279686	0.113872	0.292457	0.01126654	12.84362
11480	-3736.187	-3721.817	-14.37026	0.2701934	0.1917567	0.2727126	-0.005896974	0.00643909	0.59438	0.0114263	0.00683739	0.374893	0.00602414	0.01793149	0.000394762	0.0291594	0.361803	3.60864	0.3178	0.293845	0.121549	0.266806	0.01203452	1.490005
11490	-3734.365	-3717.948	-16.4173	0.2803868	0.1982478	0.2429477	-0.1977427	0.0125711	0.526299	0.0119637	0.00251244	0.440101	0.00655283	0.2512921	0.000499751	0.0327708	0.379069	3.58766	0.288655	0.308393	0.13199	0.270962	0.05354946	4.692711
11500	-3737.124	-3722.797	-14.32698	0.2895553	0.1891375	0.2441114	-0.01279648	0.0125615	0.579649	0.0128249	0.000790038	0.392138	0.00203732	0.03545883	0.000357283	0.0277533	0.354718	3.61717	0.280942	0.3179	0.145118	0.256041	0.02266235	1.564658
11510	-3735.387	-3720.74	-14.64619	0.294607	0.2206032	0.2612333	-0.03727277	0.013236	0.561822	0.00544731	0.00198388	0.413192	0.00431856	0.05631419	0.00101214	0.0464425	0.435268	3.51728	0.287551	0.305234	0.129727	0.277488	0.01904142	2.957457
11520	-3736.393	-3721.596	-14.79766	0.2883343	0.2041746	0.2506604	-0.04023142	0.0131283	0.557253	0.0106637	0.00196775	0.409832	0.00715557	0.07265151	0.000611737	0.036218	0.394465	3.56871	0.304291	0.284102	0.13359	0.278017	0.03242009	2.240941
11530	-3732.397	-3717.118	-15.27942	0.2328104	0.2056308	0.2851655	-0.08922978	0.0135054	0.542752	0.00786912	0.00378693	0.421603	0.0104832	0.108906	0.000641747	0.0370858	0.398193	3.56408	0.295113	0.291023	0.140996	0.272868	0.01967618	5.534915
11540	-3737.947	-3722.445	-15.50173	0.2314213	0.1845218	0.3118717	-0.07596538	0.00696252	0.514547	0.0052318	0.00405222	0.459613	0.00959278	0.1001796	0.000297623	0.0253504	0.342072	3.63228	0.277825	0.32202	0.134734	0.265421	0.02421417	4.137229
11550	-3740.937	-3723.323	-17.61386	0.208092	0.183079	0.2838599	-0.2906883	0.0059281	0.534363	0.0083099	0.0128934	0.42954	0.00896512	0.3544601	0.00028057	0.0246194	0.338077	3.63702	0.306454	0.297334	0.121001	0.27521	0.0637718	5.558258
11560	-3744.518	-3725.236	-19.28176	0.2092527	0.1856492	0.3279923	0.1038122	0.0113952	0.458371	0.0056198	0.0191705	0.495719	0.00972491	0.2274067	0.000311466	0.0259283	0.34518	3.62858	0.280949	0.31541	0.124916	0.278725	0.3312189	0.6865753
11570	-3744.406	-3727.847	-16.55912	0.2826114	0.2015579	0.2683348	0.2908332	0.0147724	0.593692	0.00771551	0.0214616	0.350494	0.011865	0.001915157	0.000560317	0.034679	0.387712	3.57705	0.297126	0.288365	0.126175	0.288334	0.2927483	0.006541992
11580	-3744.332	-3728.85	-15.48241	0.2778921	0.229807	0.2366369	-0.1854131	0.0148456	0.604542	0.00801592	0.00863965	0.350837	0.0131199	0.1942392	0.00130033	0.0525458	0.456925	3.48923	0.283418	0.303021	0.144387	0.269175	0.008826127	22.0073
11590	-3743.048	-3726.017	-17.03058	0.2888509	0.2064349	0.2924601	0.08162182	0.017235	0.612588	0.00280533	0.00262946	0.360086	0.00465585	0.113295	0.000658751	0.0375683	0.400243	3.56153	0.29279	0.310826	0.132137	0.264247	0.1949168	0.5812479
11600	-3737.338	-3723.069	-14.26896	0.2977243	0.211711	0.2126694	-0.04489632	0.0200493	0.522585	0.0048051	0.00973708	0.440181	0.00264216	0.06637925	0.000778224	0.0407929	0.413526	3.5449	0.28792	0.291901	0.1407	0.279479	0.02148293	3.08986
11610	-3739.941	-3724.524	-15.41724	0.1959871	0.1962991	0.3157137	0.004988185	0.0203395	0.528654	0.0079291	0.00926595	0.421357	0.0124551	0.05311553	0.000466359	0.0316681	0.37393	3.59394	0.291753	0.301436	0.139073	0.267737	0.05810371	0.9141503
11620	-3737.682	-3722.147	-15.53438	0.2035363	0.2109799	0.3370965	-0.03057073	0.0100126	0.488893	0.00991266	0.00856906	0.468144	0.0144682	0.06465729	0.000760837	0.0403402	0.411702	3.5472	0.29854	0.299026	0.150063	0.25237	0.03408656	1.896856
11630	-3741.153	-3725.258	-15.89465	0.199315	0.2197108	0.2855683	0.09452694	0.0138171	0.489106	0.00615928	0.00803823	0.468347	0.0145324	0.05519802	0.000986746	0.045864	0.433122	3.52003	0.282353	0.310418	0.138061	0.269169	0.149725	0.3686628
11640	-3735.556	-3719.686	-15.87001	0.1939619	0.1905203	0.3817909	0.001563521	0.0127546	0.520379	0.00434722	0.00403102	0.443027	0.0154616	0.04161813	0.000376733	0.0284919	0.358467	3.61266	0.299843	0.301786	0.134836	0.263535	0.04318165	0.963792
11650	-3738.351	-3723.394	-14.95728	0.1978971	0.1912369	0.3073982	-0.02173817	0.0167025	0.518473	0.00346543	0.00498786	0.438686	0.0176845	0.04189892	0.000387108	0.0288779	0.360402	3.61033	0.264753	0.30865	0.141247	0.28535	0.02016075	2.078242
11660	-3738.927	-3720.026	-18.90036	0.1995594	0.1853513	0.3869418	-0.4163967	0.0112839	0.522528	0.0035875	0.00378765	0.442117	0.0166964	0.4342598	0.000307763	0.025775	0.34436	3.62956	0.289713	0.298447	0.129934	0.281907	0.01786305	24.31051
11670	-3742.893	-3724.584	-18.30928	0.2107657	0.1976752	0.301135	0.3237672	0.0147664	0.513983	0.0060063	0.00372571	0.434887	0.026632	0.07768313	0.000489767	0.0324451	0.377563	3.5895	0.305883	0.288055	0.129547	0.276515	0.4014503	0.1935062
11680	-3739.826	-3723.809	-16.01688	0.2311242	0.2470436	0.3027707	0.1183705	0.00993966	0.53323	0.00566529	0.010946	0.421101	0.0191174	0.0390643	0.00197683	0.0645634	0.49521	3.43825	0.303231	0.301905	0.128078	0.266786	0.1574348	0.24813
11690	-3737.109	-3721.721	-15.38773	0.223293	0.1933762	0.3080343	-0.09447391	0.00990224	0.494886	0.00830199	0.00427957	0.469158	0.0134719	0.1046792	0.000419308	0.0300437	0.36615	3.60339	0.323626	0.290659	0.126092	0.259623	0.0102053	10.25734
11700	-3743.249	-3723.945	-19.30401	0.2293059	0.172627	0.3402333	0.4602212	0.00998352	0.498948	0.0046125	0.00280569	0.473009	0.0106407	0.04243678	0.000177654	0.0196241	0.308576	3.67162	0.273878	0.316789	0.148805	0.260528	0.502658	0.08442476
11710	-3736.37	-3720.081	-16.28894	0.2785522	0.2181176	0.2564145	-0.03438642	0.0117181	0.513786	0.0126525	0.00692361	0.44928	0.00564011	0.1550604	0.000942492	0.0448375	0.429272	3.52495	0.28365	0.29104	0.144405	0.280905	0.1206739	1.284953
11720	-3743.217	-3728.603	-14.61397	0.2770661	0.2191798	0.2350164	-0.06603439	0.0136659	0.442061	0.0145615	0.00268297	0.517067	0.00996203	0.08506689	0.000971844	0.0455211	0.431842	3.52166	0.283022	0.277732	0.147224	0.292023	0.01903251	4.469558
11730	-3736.851	-3721.16	-15.69126	0.2470334	0.214194	0.2622592	0.1419757	0.0163915	0.505343	0.016646	0.00645695	0.448208	0.00695483	0.03013801	0.00083933	0.0423443	0.419678	3.53714	0.283939	0.295245	0.134288	0.286528	0.1721137	0.1751052
11740	-3742.21	-3727.315	-14.89472	0.2757954	0.1804469	0.2867115	-0.06966605	0.00624223	0.556565	0.012104	0.00503326	0.410543	0.009513	0.07294305	0.000251323	0.0233112	0.33074	3.6457	0.295911	0.334166	0.133727	0.236197	0.003276995	22.25913
11750	-3742.914	-3723.332	-19.58237	0.2700774	0.2395449	0.2498089	0.2763759	0.0100483	0.558481	0.00898842	0.00581137	0.407235	0.00943636	0.1846676	0.00165978	0.0592503	0.478913	3.46018	0.306451	0.298738	0.125278	0.269533	0.4610435	0.4005427
11760	-3741.375	-3723.452	-17.92319	0.2787502	0.1893122	0.2807827	-0.408958	0.00904207	0.558166	0.010595	0.00575958	0.407006	0.00943105	0.4197514	0.000359699	0.0278461	0.355193	3.6166	0.273191	0.314099	0.138418	0.274293	0.0107934	38.88964
11770	-3735.039	-3720.533	-14.50667	0.2541761	0.1901501	0.251517	0.01803758	0.0119137	0.513927	0.0097553	0.00386678	0.451854	0.00868356	0.02768615	0.000371452	0.0282933	0.357465	3.61387	0.317864	0.279702	0.138597	0.263837	0.04572374	0.6055095
11780	-3741.157	-3722.06	-19.09769	0.258055	0.2104626	0.2801274	-0.3426343	0.0112604	0.485744	0.00553491	0.00218531	0.4839	0.0113748	0.4573759	0.000748699	0.040021	0.410409	3.54882	0.322126	0.286286	0.143058	0.24853	0.1147416	3.986139
11790	-3740.116	-3724.156	-15.96002	0.2471987	0.17897	0.3312872	0.07795841	0.0128827	0.482595	0.00549902	0.00695905	0.480763	0.0113011	0.03745219	0.000235933	0.0225917	0.326596	3.65058	0.29767	0.301624	0.145866	0.25484	0.1154106	0.3245126
11800	-3743.465	-3726.257	-17.20787	0.2354597	0.1975583	0.2965352	-0.08386693	0.0170063	0.579544	0.00560441	0.0152745	0.374339	0.0082324	0.2165663	0.000487747	0.0323789	0.377255	3.58988	0.302749	0.280371	0.144718	0.272163	0.1326994	1.632007
11810	-3737.243	-3721.252	-15.99198	0.2543061	0.1783066	0.2645739	0.114058	0.013418	0.580301	0.00561174	0.0129846	0.381476	0.00620814	0.0617525	0.000229253	0.022272	0.324728	3.65277	0.308308	0.278214	0.130156	0.283321	0.1758106	0.3512446
11820	-3741.671	-3726.924	-14.74645	0.2502168	0.2043599	0.2754976	0.00876973	0.0115098	0.477876	0.00628561	0.0105029	0.481636	0.0121895	0.03251689	0.0006155	0.036328	0.394941	3.56812	0.312291	0.259109	0.145259	0.283341	0.04128662	0.787589
11830	-3745.881	-3729.21	-16.67099	0.2456338	0.1874649	0.3505548	-0.07734893	0.00768905	0.593264	0.0151529	0.00895838	0.36417	0.0107653	0.1462664	0.000334743	0.0268714	0.350159	3.62263	0.287401	0.312542	0.107501	0.292556	0.0689175	2.122341
