Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
1563	1	-3735.858	-3720.057	-15.80116	0.2520517	0.1867702	0.2635207	0.1794188	0.0188069	0.519461	0.0097443	0.00179133	0.449095	0.00110079	0.01680019	0.000325693	0.0265088	0.348258	3.62491	0.291739	0.307462	0.120971	0.279829	0.196219	0.08561957
1564	0	-3738.57	-3723.886	-14.68407	0.2329307	0.2005964	0.289325	0.01930493	0.0206714	0.543613	0.00786431	0.000784006	0.417335	0.00973229	0.01470962	0.000542216	0.0341203	0.385213	3.58012	0.30017	0.299605	0.146045	0.25418	0.03401455	0.4324509
1565	1	-3742.132	-3726.946	-15.18635	0.2650073	0.1938864	0.2532758	-0.1087515	0.0144248	0.499851	0.0146328	0.00115732	0.469123	0.000810972	0.1302011	0.000427263	0.0303246	0.367514	3.60173	0.26724	0.318321	0.126476	0.287963	0.0214496	6.070093
1566	0	-3741.904	-3725.776	-16.12742	0.2810664	0.2243533	0.2383905	-0.2506623	0.0160613	0.545314	0.00939674	0.000531773	0.418641	0.0100553	0.2631146	0.00112372	0.0488997	0.444196	3.50578	0.274371	0.323092	0.143037	0.259501	0.01245224	21.1299
1567	1	-3740.452	-3724.059	-16.39242	0.2598751	0.2298404	0.3201481	-0.08812009	0.0136937	0.481937	0.00805815	0.00178275	0.489147	0.00538188	0.1503034	0.00130146	0.0525684	0.457002	3.48913	0.306034	0.296261	0.131567	0.266139	0.06218332	2.417102
1568	0	-3748.681	-3731.505	-17.17659	0.2608325	0.1996028	0.2777073	-0.06186196	0.0176826	0.488235	0.0106839	0.000633983	0.475985	0.00677964	0.2071759	0.00052395	0.0335467	0.382621	3.58331	0.262262	0.303027	0.120538	0.314173	0.1453139	1.425712
1569	1	-3738.502	-3722.237	-16.26419	0.2929256	0.2154878	0.2792487	-0.0498041	0.0140873	0.49579	0.0123586	0.000918731	0.470954	0.00589079	0.1463668	0.000872441	0.0431608	0.422859	3.53311	0.300735	0.294905	0.146651	0.257709	0.09656273	1.515769
1570	0	-3738.859	-3723.482	-15.37683	0.2600748	0.2336854	0.2242212	0.0890615	0.0177268	0.489454	0.00898071	0.000635566	0.477174	0.00602915	0.05893694	0.00143658	0.0551876	0.465795	3.47758	0.306301	0.29236	0.126068	0.275271	0.1479984	0.3982268
1571	1	-3740.461	-3726.435	-14.0264	0.3540517	0.2374683	0.1956693	-0.04607014	0.0134201	0.552232	0.0137655	0.00102332	0.412998	0.00656141	0.06197476	0.00157826	0.0578011	0.474302	3.46632	0.293207	0.28156	0.14273	0.282503	0.01590462	3.896652
1572	0	-3734.693	-3720.461	-14.2328	0.263846	0.200325	0.2699304	0.01624719	0.0190569	0.531916	0.00975982	0.00246315	0.431343	0.00546193	0.0004058853	0.000537183	0.0339632	0.384506	3.58099	0.306784	0.29022	0.142791	0.260205	0.01665308	0.02437299
1573	1	-3740.729	-3726.201	-14.52772	0.3414949	0.2141678	0.2256721	-0.05563363	0.0146203	0.511786	0.0153621	0.00277504	0.448134	0.00732242	0.07863116	0.000838668	0.0423278	0.419614	3.53722	0.285298	0.298627	0.129121	0.286955	0.02299753	3.419113
1574	0	-3734.688	-3719.93	-14.75775	0.2604585	0.1969437	0.2804728	-0.04373795	0.0170361	0.503282	0.00644059	0.00110123	0.470692	0.00144808	0.0562239	0.000477222	0.0320311	0.375634	3.59186	0.30631	0.291133	0.14862	0.253936	0.01248595	4.502973
1575	1	-3746.96	-3730.775	-16.18436	0.2976594	0.2465426	0.239732	0.06685157	0.0205565	0.531137	0.00916809	0.00194922	0.425291	0.0118979	0.1041206	0.00195452	0.0642047	0.494138	3.4397	0.272815	0.289883	0.150431	0.286871	0.1709722	0.6089915
1576	0	-3741.086	-3724.553	-16.53227	0.2658304	0.1536363	0.2657621	0.1064271	0.0129796	0.486695	0.00809819	0.000502084	0.490217	0.00150815	0.09357786	6.60208e-05	0.0119973	0.252765	3.73517	0.3003	0.294529	0.143307	0.261864	0.200005	0.4678776
1577	1	-3741.751	-3726.928	-14.82339	0.3312985	0.2411453	0.2093133	-0.1451064	0.0185036	0.478095	0.00825252	0.00411545	0.480323	0.0107098	0.1503405	0.00172445	0.060374	0.482437	3.45546	0.291177	0.31495	0.135187	0.258686	0.005234145	28.72303
1578	0	-3739.927	-3724.321	-15.60599	0.2563713	0.1955996	0.2645703	0.003834585	0.0139445	0.481325	0.0177098	0.000393198	0.484807	0.00182088	0.09071959	0.00045477	0.0312761	0.372076	3.59619	0.284302	0.28708	0.150122	0.278496	0.09455417	0.9594456
1579	1	-3747.939	-3732.784	-15.15553	0.3204325	0.2546438	0.2380548	-0.005656204	0.0155382	0.461373	0.00749445	0.00740297	0.495111	0.0130808	0.08239101	0.00233528	0.0700635	0.511177	3.41642	0.270554	0.307261	0.134846	0.28734	0.0767348	1.073711
1580	0	-3738.749	-3724.196	-14.55318	0.2759799	0.1665961	0.226974	-0.08880606	0.0152752	0.605474	0.00570432	0.000604372	0.359463	0.0134798	0.09762509	0.000132953	0.0169926	0.291131	3.69174	0.291825	0.299869	0.141019	0.267287	0.00881903	11.06982
1581	1	-3739.805	-3723.819	-15.98564	0.3275428	0.2176593	0.2101997	0.1776057	0.0193913	0.479734	0.00429071	0.00360401	0.488652	0.00432778	0.05160665	0.000930016	0.0445437	0.428159	3.52637	0.293201	0.306479	0.139066	0.261254	0.2292124	0.2251478
1582	0	-3737.994	-3723.466	-14.52869	0.2782951	0.1952073	0.2469413	-0.06252997	0.0107351	0.603652	0.00976994	0.00402274	0.358381	0.0134393	0.07074646	0.000448363	0.0310571	0.371034	3.59746	0.273842	0.322778	0.122978	0.280402	0.00821649	8.610303
1583	1	-3741.248	-3723.948	-17.29934	0.2894316	0.1623115	0.2470179	-0.2942687	0.0138954	0.523089	0.0090326	0.00563727	0.443362	0.00498376	0.3478184	0.0001068	0.0152398	0.27857	3.70608	0.298241	0.29595	0.129989	0.27582	0.0535497	6.495244
1584	0	-3734.866	-3718.467	-16.39817	0.2735851	0.21167	0.2792194	0.2282157	0.00974926	0.548216	0.0104521	0.00365332	0.415076	0.0128535	0.01787266	0.000777242	0.0407675	0.413424	3.54503	0.313159	0.290763	0.127598	0.26848	0.2460884	0.07262698
1585	1	-3743.85	-3725.818	-18.0316	0.2697591	0.2442924	0.2405322	-0.1354682	0.0138786	0.522457	0.00549187	0.0103692	0.442826	0.00497773	0.3104547	0.00185634	0.0626001	0.489293	3.44625	0.284666	0.295508	0.119671	0.300155	0.1749865	1.774164
1586	0	-3737.469	-3720.971	-16.49853	0.2534602	0.1892026	0.2830176	0.05167894	0.0102816	0.520007	0.0131452	0.00527093	0.43774	0.0135553	0.1102748	0.000358182	0.0277879	0.354895	3.61696	0.269343	0.315751	0.135869	0.279037	0.1619537	0.680903
1587	1	-3744.638	-3728.056	-16.58169	0.2724892	0.1990274	0.252985	0.1233481	0.0155153	0.638588	0.00263813	0.00613766	0.332988	0.00413246	0.09245027	0.000513575	0.0332163	0.381115	3.58516	0.262542	0.318044	0.113814	0.3056	0.2157984	0.4284105
1588	0	-3739.037	-3722.559	-16.4779	0.2528002	0.1656112	0.3185193	-0.06015593	0.0104083	0.526413	0.00823291	0.00512505	0.443133	0.00668745	0.1455059	0.000126552	0.016581	0.288256	3.69504	0.329882	0.291273	0.13205	0.246795	0.08534996	1.704815
1589	1	-3751.217	-3733.429	-17.78726	0.2733888	0.2208898	0.3079031	0.2936271	0.0126432	0.636854	0.00263096	0.00383105	0.33186	0.012181	0.0457912	0.00102039	0.0466288	0.435956	3.5164	0.325079	0.297454	0.112609	0.264859	0.3394183	0.1349108
1590	0	-3738.969	-3723.889	-15.07991	0.2805682	0.2141493	0.2800872	-0.01345936	0.0106408	0.477478	0.00700541	0.00332916	0.491135	0.0104117	0.05976723	0.0008382	0.0423161	0.419568	3.53728	0.273138	0.323302	0.120785	0.282775	0.04630788	1.290649
1591	1	-3739.359	-3724.165	-15.19407	0.277201	0.214521	0.2449433	-0.1133469	0.0192718	0.593842	0.00503898	0.0058396	0.36884	0.00716681	0.1367047	0.000847615	0.0425501	0.420484	3.53612	0.288171	0.3277	0.120676	0.263453	0.02335782	5.85263
1592	0	-3740.171	-3723.848	-16.32241	0.2839538	0.2303323	0.272598	0.05297442	0.00937296	0.493641	0.00902622	0.00314043	0.482723	0.0020963	0.102933	0.00131826	0.0529013	0.458135	3.48765	0.317759	0.297913	0.125332	0.258996	0.1559074	0.6602188
1593	1	-3742.557	-3727.317	-15.24061	0.2619558	0.196105	0.2761436	-0.06751413	0.00677792	0.56049	0.0242064	0.0039396	0.394641	0.00994561	0.1000268	0.000463122	0.0315591	0.373416	3.59456	0.283479	0.315067	0.132025	0.269429	0.03251268	3.076547
1594	0	-3738.127	-3723.721	-14.4059	0.2802253	0.2489876	0.2698639	-0.02559393	0.0104473	0.492144	0.00836635	0.00867557	0.479678	0.000688377	0.03184315	0.00206491	0.0659598	0.499346	3.43263	0.277478	0.314817	0.130743	0.276962	0.006249215	5.095544
1595	1	-3741.586	-3727.657	-13.92902	0.3047628	0.1953485	0.2407091	-0.01040672	0.00830984	0.467381	0.024923	0.0033558	0.483836	0.0121935	0.01292874	0.000450662	0.0311358	0.371409	3.597	0.285646	0.312098	0.140317	0.261938	0.00252202	5.126342
1596	0	-3736.476	-3722.499	-13.97735	0.2876304	0.2167545	0.2247728	0.03548093	0.018193	0.565483	0.0096131	0.0125722	0.392865	0.00127288	0.002539537	0.000905721	0.0439656	0.425957	3.52917	0.278469	0.296964	0.140886	0.283681	0.03802046	0.06679395
1597	1	-3744.64	-3728.952	-15.68774	0.2563315	0.1691017	0.2554161	-0.0635341	0.0128121	0.450735	0.0244865	0.00382834	0.50403	0.00410751	0.137645	0.000150345	0.0180629	0.298414	3.68337	0.292644	0.30859	0.133555	0.26521	0.07411093	1.857284
1598	0	-3739.935	-3725.86	-14.07515	0.3138053	0.2204392	0.2383215	0.01381129	0.0109165	0.567269	0.00964345	0.0126119	0.394106	0.00545397	0.01069999	0.00100744	0.046336	0.434874	3.51778	0.296444	0.327469	0.124986	0.251101	0.02451129	0.4365333
1599	1	-3737.521	-3723.176	-14.34528	0.2648715	0.2074732	0.2637856	-0.008865802	0.0215778	0.454747	0.00981015	0.00208472	0.508517	0.00326284	0.02316947	0.000681175	0.038195	0.402879	3.55824	0.305249	0.286908	0.141094	0.266749	0.01430367	1.619827
1600	0	-3742.893	-3728.829	-14.06375	0.3296849	0.1963209	0.2067973	-0.05695369	0.00559124	0.480929	0.017347	0.00876037	0.482749	0.00462386	0.06362002	0.000466723	0.0316803	0.373988	3.59387	0.31434	0.299937	0.132531	0.253192	0.006666332	9.543483
1601	1	-3736.782	-3721.355	-15.42698	0.2634698	0.2021725	0.276055	-0.0005123218	0.0145692	0.5235	0.0114904	0.00329397	0.444563	0.00258337	0.07644253	0.000572109	0.0350381	0.389304	3.57509	0.263747	0.320945	0.13134	0.283968	0.07593021	1.006747
1602	0	-3743.727	-3725.532	-18.19458	0.3010091	0.2044702	0.2327838	0.1902947	0.0069714	0.49455	0.0140213	0.00362125	0.478703	0.00213363	0.1611353	0.000617747	0.0363935	0.395224	3.56777	0.284276	0.299335	0.137066	0.279323	0.3514299	0.4585132
1603	1	-3738.735	-3721.029	-17.70673	0.2706222	0.1939622	0.2610072	0.2539114	0.0184703	0.592996	0.00530591	0.00320565	0.376959	0.00306282	0.08799941	0.000428455	0.0303665	0.367717	3.60149	0.265196	0.315758	0.136118	0.282927	0.3419108	0.2573754
1604	0	-3746.026	-3727.922	-18.1031	0.2887681	0.2557592	0.2215569	0.06693101	0.0221237	0.481302	0.0136457	0.0149737	0.465879	0.00207647	0.2228106	0.0023911	0.0708795	0.513474	3.41325	0.276341	0.314668	0.134778	0.274213	0.2897416	0.7689976
1605	1	-3740.62	-3725.83	-14.79029	0.2652234	0.1963401	0.2713107	-0.003434578	0.0207768	0.471598	0.00556005	0.00552482	0.496175	0.000365832	0.04301418	0.000467045	0.0316911	0.374039	3.5938	0.298145	0.304222	0.128527	0.269106	0.0395796	1.086776
1606	0	-3743.057	-3722.901	-20.15649	0.2671757	0.2297986	0.261343	0.3066608	0.0162992	0.5025	0.0180915	0.0044193	0.452213	0.00647736	0.2028196	0.00130004	0.0525401	0.456905	3.48925	0.300782	0.282128	0.138387	0.278703	0.5094804	0.398091
1607	1	-3742.337	-3725.573	-16.76432	0.2524136	0.220084	0.3183305	0.007203589	0.0208347	0.472912	0.00390275	0.00464314	0.497557	0.000150338	0.1282933	0.000997315	0.0461057	0.434021	3.51888	0.309556	0.304449	0.133536	0.252459	0.1354969	0.9468358
1608	0	-3734.25	-3719.547	-14.70318	0.2348626	0.1767962	0.3122441	0.01627683	0.0171871	0.510354	0.00469674	0.00448838	0.459282	0.00399125	0.003642444	0.000214566	0.0215522	0.32046	3.65777	0.305013	0.311364	0.136098	0.247525	0.01991927	0.1828603
1609	1	-3733.891	-3718.278	-15.61256	0.2572855	0.2028298	0.2428481	0.0355064	0.0177497	0.487957	0.00866943	0.00467124	0.48069	0.000262563	0.08946556	0.000584914	0.0354238	0.391003	3.57299	0.300199	0.290406	0.139116	0.270278	0.124972	0.715885
1610	0	-3736.851	-3720.149	-16.70254	0.2378769	0.2106605	0.2939779	0.04389592	0.0170562	0.506468	0.00845615	0.000967936	0.461171	0.00588101	0.1229563	0.000753327	0.040143	0.410904	3.5482	0.283202	0.304613	0.129257	0.282929	0.1668523	0.7369175
1611	1	-3738.105	-3722.989	-15.11537	0.2487208	0.1761309	0.2447557	-0.006406243	0.0240827	0.530601	0.00857389	0.00470792	0.431958	7.66546e-05	0.08065738	0.000208324	0.0212386	0.318573	3.65998	0.276683	0.310401	0.138327	0.274589	0.07425114	1.086278
1612	0	-3736.272	-3719.692	-16.57955	0.2533925	0.2144403	0.2781175	-0.2575508	0.0192596	0.510621	0.00698157	0.00109298	0.460722	0.00132263	0.2749832	0.000845564	0.0424993	0.420285	3.53637	0.294635	0.297516	0.133941	0.273908	0.01743234	15.77431
1613	1	-3739.556	-3722.421	-17.13488	0.241948	0.2024547	0.3059067	-0.08599891	0.0179893	0.530915	0.00929363	0.00778269	0.43399	2.93128e-05	0.2034698	0.000577582	0.0352035	0.390034	3.57418	0.284	0.299568	0.146567	0.269865	0.1174709	1.732087
1614	0	-3738.591	-3721.37	-17.22136	0.238224	0.2138092	0.3007305	-0.2088636	0.0137119	0.503066	0.0163705	0.00907205	0.453905	0.00387403	0.2743395	0.000829649	0.0421025	0.418729	3.53834	0.297398	0.306126	0.137209	0.259267	0.06547588	4.189932
1615	1	-3741.095	-3724.562	-16.53365	0.2562802	0.1784896	0.2563639	0.2556264	0.0164024	0.536144	0.00197318	0.00714618	0.438265	6.94457e-05	0.02777729	0.000231082	0.02236	0.325243	3.65217	0.288359	0.293149	0.144883	0.273608	0.2834036	0.09801316
1616	0	-3744.879	-3729.453	-15.42609	0.2209393	0.1993908	0.3447835	-0.05654232	0.0171102	0.503657	0.0163897	0.00676503	0.454439	0.00163889	0.06466553	0.00052011	0.0334248	0.382066	3.58399	0.299574	0.282827	0.146558	0.271042	0.008123205	7.960592
1617	1	-3738.28	-3723.913	-14.36654	0.2754107	0.2007743	0.2293049	-0.01855612	0.0186924	0.589168	0.00717923	0.00525775	0.379658	4.39594e-05	0.04921394	0.000545533	0.0342234	0.385676	3.57956	0.288542	0.307808	0.12786	0.27579	0.03065782	1.605266
1618	0	-3738.588	-3722.874	-15.71422	0.2575636	0.1969177	0.306372	-0.04953073	0.00795776	0.502907	0.0176422	0.00690468	0.463819	0.00076906	0.1007221	0.000476781	0.0320165	0.375566	3.59194	0.294605	0.301206	0.143242	0.260947	0.05119139	1.96756
1619	1	-3739.648	-3723.665	-15.98323	0.2980919	0.1792246	0.2340789	0.08389286	0.0125631	0.493993	0.0115379	0.0152671	0.466532	0.000106759	0.08697286	0.000238535	0.022715	0.327311	3.64973	0.280799	0.310861	0.128546	0.279794	0.1708657	0.5090129
1620	0	-3741.906	-3726.003	-15.90238	0.2447692	0.2420744	0.3017881	-0.1350693	0.0138524	0.494114	0.0153386	0.0102095	0.463559	0.0029269	0.1591083	0.00176274	0.061029	0.484471	3.45274	0.272238	0.326727	0.145607	0.255428	0.02403899	6.618761
1621	1	-3741.647	-3726.086	-15.56134	0.2881806	0.2245096	0.2406996	0.008612664	0.0105269	0.571147	0.0106006	0.00584222	0.401757	0.000126762	0.09769185	0.00112854	0.0490031	0.444565	3.5053	0.280615	0.335163	0.125733	0.258489	0.1063045	0.9189812
1622	0	-3740.876	-3722.13	-18.74663	0.2432807	0.1740525	0.3003786	0.06381047	0.0105155	0.521081	0.00740866	0.00692599	0.443884	0.0101857	0.2251087	0.000189692	0.0202734	0.312656	3.66688	0.279188	0.31153	0.141909	0.267372	0.2889191	0.7791407
1623	1	-3735.808	-3721.421	-14.38716	0.286289	0.2056563	0.2569148	-0.02138987	0.0119554	0.565301	0.0170932	0.00777765	0.397644	0.000228901	0.03605852	0.00064228	0.037101	0.398258	3.564	0.301239	0.299523	0.120507	0.27873	0.01466865	2.458203
1624	0	-3739.232	-3720.831	-18.40162	0.2822626	0.1922044	0.2285887	-0.2602689	0.0112708	0.536962	0.0109153	0.00703681	0.431917	0.00189803	0.4010857	0.000401441	0.0294027	0.363008	3.60719	0.307897	0.301095	0.121575	0.269434	0.1408168	2.848281
1625	1	-3744.538	-3729.328	-15.21064	0.297439	0.2309723	0.2359484	0.1658632	0.0200253	0.52398	0.0158438	0.00720915	0.432769	0.000172267	0.001920016	0.00134032	0.0533354	0.459606	3.48572	0.285903	0.28454	0.134348	0.295208	0.1677832	0.01144343
1626	0	-3740.801	-3725.224	-15.57685	0.2129931	0.2164892	0.3244199	-0.02982806	0.0112162	0.534361	0.0153673	0.00702623	0.429825	0.00220411	0.07291415	0.000898679	0.0437966	0.425309	3.53	0.315431	0.308185	0.121243	0.255141	0.04308609	1.69229
1627	1	-3737.95	-3719.953	-17.99708	0.2971901	0.1816562	0.2509432	0.2806033	0.01792	0.514161	0.00853533	0.00606317	0.453243	7.73067e-05	0.09273787	0.000264466	0.0239082	0.334119	3.64171	0.290448	0.300052	0.139563	0.269938	0.3733412	0.2483998
1628	0	-3741.88	-3724.197	-17.68269	0.2140849	0.1936037	0.3084746	0.2253752	0.0112191	0.534499	0.0153712	0.00700759	0.429936	0.00196754	0.08694477	0.000422843	0.0301689	0.366759	3.60265	0.277213	0.300296	0.153305	0.269186	0.3123199	0.2783837
1629	1	-3738.36	-3723.162	-15.19736	0.3081265	0.2234377	0.229905	0.1070322	0.020687	0.513589	0.00932501	0.00320944	0.452739	0.000450399	0.03358818	0.00109575	0.0482959	0.442029	3.50858	0.289591	0.280861	0.136613	0.292936	0.1406204	0.2388571
1630	0	-3738.334	-3723.003	-15.3309	0.2166772	0.167954	0.3425865	-0.03352573	0.0106923	0.526431	0.0157541	0.00993726	0.430671	0.00651478	0.04874192	0.000142178	0.0175686	0.295084	3.6872	0.273602	0.321362	0.132602	0.272434	0.01521618	3.203294
1631	1	-3743.638	-3726.13	-17.50727	0.2808157	0.2582451	0.2377656	-0.3729167	0.0137545	0.5137	0.00932702	0.00765649	0.452837	0.00272473	0.3997506	0.00251851	0.0727057	0.518554	3.40622	0.28323	0.309393	0.129587	0.27779	0.02683382	14.89726
1632	0	-3743.259	-3727.418	-15.84138	0.2155883	0.1801323	0.3102933	-0.08824263	0.00768805	0.595164	0.0112143	0.00217887	0.380775	0.00297917	0.1287487	0.000247985	0.0231571	0.329859	3.64674	0.266671	0.314959	0.129322	0.289048	0.0405061	3.178502
1633	1	-3742.204	-3726.496	-15.70753	0.3062919	0.1680594	0.2356069	-0.2230187	0.017236	0.554521	0.0178471	0.00292394	0.405477	0.0019953	0.2243124	0.000142913	0.0176137	0.29539	3.68685	0.302364	0.304802	0.137021	0.255812	0.001293695	173.3889
1634	0	-3737.567	-3722.111	-15.45547	0.216541	0.1603394	0.2995492	-0.101672	0.00975214	0.582997	0.0115664	0.00166607	0.392728	0.00129083	0.1172471	9.61782e-05	0.0144664	0.272745	3.71269	0.304725	0.299847	0.126696	0.268732	0.01557519	7.527814
1635	1	-3741.052	-3725.062	-15.99015	0.3281357	0.1991788	0.2226527	0.2174931	0.0172375	0.504146	0.0100865	0.00247338	0.463138	0.00291926	0.02645852	0.000516291	0.0333031	0.381511	3.58467	0.295831	0.309505	0.122836	0.271828	0.2439516	0.1084581
1636	0	-3735.393	-3719.997	-15.39694	0.2161795	0.1887084	0.3317109	-0.07602571	0.0122372	0.590088	0.0145137	0.00557096	0.376759	0.000830967	0.08161751	0.000351398	0.0275258	0.353551	3.61857	0.268108	0.309277	0.134596	0.288019	0.005591799	14.59593
1637	1	-3738.596	-3722.942	-15.65354	0.3439291	0.2100526	0.2104759	-0.1699848	0.0183578	0.498582	0.010446	0.010982	0.458027	0.00360523	0.2086027	0.000739174	0.0397687	0.409381	3.55011	0.297082	0.297138	0.144426	0.261354	0.03861792	5.401707
1638	0	-3739.767	-3723.639	-16.12827	0.2079051	0.1580728	0.3094976	-0.112751	0.0122526	0.590831	0.0118459	0.00628804	0.377233	0.00154858	0.158835	8.49923e-05	0.0136037	0.266019	3.72029	0.309983	0.3169	0.121879	0.251238	0.04608398	3.446642
1639	1	-3742.684	-3726.725	-15.95853	0.3442705	0.2182491	0.2134457	-0.1942429	0.0184902	0.502178	0.00994033	0.00317519	0.46133	0.00488574	0.2363516	0.000946091	0.0449219	0.429591	3.52454	0.301039	0.290062	0.134634	0.274265	0.04210875	5.612887
1640	0	-3738.297	-3720.352	-17.94487	0.2182992	0.1833427	0.3429621	0.1229888	0.0109233	0.570823	0.00619897	0.0060751	0.404873	0.00110622	0.1290996	0.000283631	0.0247523	0.338809	3.63616	0.295297	0.301911	0.118935	0.283857	0.2520885	0.5121204
1641	1	-3745.587	-3730.223	-15.36344	0.325445	0.2119519	0.2002147	0.08011494	0.0174908	0.500154	0.00289811	0.0042648	0.46272	0.0124713	0.07009876	0.000784013	0.0409425	0.414125	3.54415	0.325297	0.27626	0.122498	0.275946	0.1502137	0.4666602
1642	0	-3740.4	-3724.155	-16.24475	0.2423736	0.1894791	0.2545886	-0.04476685	0.0088187	0.589866	0.00670567	0.00592786	0.387578	0.00110443	0.1618338	0.000362018	0.027935	0.355646	3.61606	0.296459	0.291485	0.134772	0.277285	0.117067	1.382404
1643	1	-3745.801	-3730.479	-15.32135	0.3334751	0.2387025	0.2536138	0.0584214	0.0137871	0.484853	0.00335461	0.00164	0.48041	0.0159559	0.04925574	0.00162639	0.0586612	0.477048	3.46266	0.296698	0.290902	0.131218	0.281182	0.1076771	0.4574391
1644	0	-3736.051	-3719.122	-16.92913	0.2487179	0.1970918	0.2710194	0.3339661	0.0125181	0.559793	0.0063638	0.013861	0.404429	0.0030352	0.004361756	0.000479744	0.0321148	0.376025	3.59138	0.309895	0.293066	0.126078	0.270961	0.3383279	0.0128921
1645	1	-3750.481	-3731.091	-19.39084	0.3459454	0.2470275	0.2151428	0.3942307	0.02527	0.502577	0.00609631	0.00338419	0.452743	0.00992943	0.1192922	0.0019761	0.0645518	0.495175	3.4383	0.279553	0.300236	0.143533	0.276678	0.5135229	0.2323016
1646	0	-3743.448	-3726.531	-16.91718	0.262087	0.2049116	0.2601719	-0.01554764	0.0219201	0.557254	0.00947674	0.00785907	0.402594	0.000896042	0.1800808	0.000626799	0.0366562	0.396355	3.56636	0.260629	0.321616	0.130471	0.287284	0.1645332	1.094496
1647	1	-3740.399	-3720.795	-19.60437	0.2641777	0.2114613	0.2468214	0.5942426	0.014654	0.50376	0.0106215	0.00549669	0.458636	0.00683164	0.03991274	0.000772255	0.0406381	0.412903	3.54569	0.314157	0.284257	0.144402	0.257185	0.6341553	0.06293844
1648	0	-3736.36	-3721.41	-14.9507	0.2457053	0.1897572	0.2787034	0.04773622	0.0120528	0.566561	0.00469475	0.00900727	0.40724	0.000444371	0.02284225	0.000365907	0.0280832	0.356401	3.61515	0.28848	0.304359	0.145189	0.261972	0.07057847	0.3236433
1649	1	-3739.5	-3723.473	-16.02666	0.261352	0.2155947	0.2848005	-0.04926545	0.0138763	0.508367	0.00846648	0.00745151	0.455369	0.00646909	0.1299173	0.000875218	0.0432286	0.423121	3.53277	0.291579	0.308628	0.135061	0.264732	0.08065186	1.610841
1650	0	-3741.586	-3722.3	-19.28574	0.2635375	0.2267487	0.2883106	0.511581	0.0144537	0.564973	0.00478711	0.00840702	0.406098	0.00128035	0.03955912	0.00119916	0.0504909	0.449823	3.49849	0.296363	0.280738	0.134163	0.288736	0.5511401	0.07177688
1651	1	-3734.543	-3717.422	-17.12106	0.2649918	0.1930761	0.2582866	0.01443671	0.013953	0.511178	0.00981056	0.00444293	0.457887	0.00272856	0.1770071	0.000414679	0.029879	0.365347	3.60436	0.299223	0.297786	0.144878	0.258113	0.1914438	0.9245903
1652	0	-3739.545	-3723.391	-16.1531	0.2248888	0.163231	0.3642306	0.0735165	0.0136823	0.53482	0.00426909	0.00520873	0.440808	0.00121202	0.0330845	0.000112049	0.0156077	0.281277	3.703	0.320497	0.304105	0.118011	0.257388	0.106601	0.3103583
1653	1	-3735.621	-3720.952	-14.66852	0.2616651	0.1671444	0.2642129	-0.04961726	0.0139627	0.511532	0.00981735	0.00314109	0.458204	0.0033427	0.06311049	0.000136621	0.017224	0.292729	3.68991	0.296171	0.294655	0.133368	0.275806	0.01349323	4.677197
1654	0	-3736.787	-3721.221	-15.56587	0.2363653	0.1702047	0.2919327	0.1370622	0.0099462	0.555738	0.0152932	0.0048933	0.41272	0.00140963	0.00964384	0.000158523	0.0185445	0.301604	3.67969	0.308928	0.302054	0.120861	0.268158	0.146706	0.06573582
1655	1	-3739.078	-3723.63	-15.44756	0.277328	0.2160609	0.2742998	-0.05681107	0.0139575	0.511343	0.00664777	0.00619055	0.458035	0.00382574	0.1040662	0.000887393	0.0435243	0.424263	3.53133	0.296574	0.29186	0.122537	0.28903	0.0472551	2.202221
1656	0	-3734.557	-3718.799	-15.75833	0.2377154	0.2086212	0.3049167	-0.03906274	0.0097976	0.547435	0.0132495	0.0105895	0.414454	0.00447457	0.1000829	0.00070658	0.0388924	0.405781	3.55462	0.283529	0.317539	0.136977	0.261954	0.0610202	1.640161
1657	1	-3738.648	-3722.313	-16.33511	0.2501977	0.2005649	0.2763223	0.1510087	0.0150148	0.550078	0.0122419	0.00216077	0.415862	0.00464272	0.05304856	0.00054163	0.034102	0.385131	3.58023	0.295542	0.295956	0.136645	0.271857	0.2040572	0.259969
1658	0	-3737.196	-3722.256	-14.93975	0.2227405	0.1639488	0.3103172	-0.05076932	0.00823719	0.485121	0.0140408	0.00915182	0.48009	0.00335997	0.05319984	0.000116282	0.015898	0.283386	3.7006	0.312963	0.29238	0.139188	0.255469	0.002430519	21.88826
1659	1	-3738.313	-3722.414	-15.899	0.2834577	0.2425604	0.2472448	0.0894482	0.0149962	0.549395	0.0120605	0.00506612	0.415345	0.00313757	0.07500188	0.00178298	0.0613723	0.485532	3.45131	0.295408	0.30753	0.129905	0.267158	0.1644501	0.4560769
1660	0	-3737.582	-3722.365	-15.21758	0.2122958	0.1900255	0.3551027	0.002817355	0.00758886	0.446938	0.0129357	0.0084315	0.52033	0.00377577	0.01594723	0.000369687	0.0282266	0.357128	3.61428	0.299283	0.304812	0.141721	0.254184	0.01876459	0.8498579
