Iteration	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	pi[1]	pi[2]	pi[3]	pi[4]	TL
5560	-14519.36	-14539.66	20.29382	0.151078	0.106571	0.0959118	0.107289	0.127723	0.0665267	0.120497	0.0634178	0.0998548	0.159421	0.0772259	0.0815733	0.112635	0.106642	0.0875501	0.127791	0.165993	0.119797	0.105817	0.0756914	0.0855631	0.0882869	0.16921	0.0153851	0.0256632	0.0205928	0.0200194	0.0746543	0.0363917	0.0300323	0.0327944	0.0335395	0.0164403	0.0773606	0.0210835	0.0329982	0.0145988	0.0420683	0.0377691	0.0241996	0.0106168	0.0295768	0.0196016	0.215368	0.294585	0.0535868	0.0262038	0.403823	0.00643313	0.241342	0.246747	0.148981	0.36293	3.117451
5570	-14512.24	-14531.56	19.31802	0.121372	0.103044	0.124998	0.124654	0.12924	0.0744811	0.137892	0.0836408	0.0824719	0.166324	0.0680043	0.0840358	0.0846303	0.106642	0.127604	0.140841	0.115578	0.108545	0.127455	0.0884915	0.0922415	0.0910866	0.156943	0.0372811	0.0438629	0.0180895	0.0154801	0.044029	0.0384679	0.0331485	0.0409987	0.0368744	0.0131073	0.0951289	0.0267799	0.0544835	0.0230484	0.0326322	0.0336472	0.0222477	0.00669471	0.0441233	0.0146893	0.21477	0.293766	0.0534379	0.0231457	0.4027	0.0121807	0.241342	0.246747	0.148981	0.36293	3.215031
5580	-14506.95	-14526.95	20.00334	0.121344	0.0980394	0.0945648	0.0904297	0.096149	0.0832626	0.122824	0.0716314	0.107874	0.166324	0.0791592	0.0759063	0.113177	0.105887	0.120578	0.134755	0.132358	0.146549	0.122337	0.066574	0.0794431	0.0831393	0.18874	0.020909	0.0468823	0.0429557	0.0212779	0.0565482	0.043315	0.0132052	0.0169123	0.0349333	0.0153132	0.0804294	0.0239235	0.0379943	0.00835938	0.0319023	0.0387495	0.0178052	0.0161737	0.046623	0.0312415	0.213174	0.291583	0.0530408	0.030404	0.399708	0.0120902	0.236127	0.241415	0.145101	0.377357	3.146499
5590	-14501.37	-14522.39	21.01644	0.123675	0.0980394	0.102113	0.0886596	0.110689	0.0814351	0.122301	0.0793607	0.0931312	0.18666	0.0607488	0.0849626	0.0902422	0.0984284	0.10044	0.144174	0.110358	0.10336	0.108413	0.0868275	0.0874149	0.0831472	0.168266	0.0142072	0.0366942	0.0177185	0.0194582	0.0494433	0.0452722	0.00890488	0.019115	0.0248792	0.0166335	0.0832701	0.0300942	0.0442555	0.0151026	0.030961	0.0453285	0.0224923	0.015162	0.0489729	0.0443782	0.223263	0.305383	0.0541474	0.0246237	0.38663	0.00595355	0.228095	0.233204	0.140166	0.398535	3.04519
5600	-14508.26	-14528.49	20.22524	0.152006	0.109304	0.0991695	0.11253	0.11929	0.0723328	0.138302	0.0793607	0.0891713	0.156406	0.0741815	0.0836936	0.103589	0.0905519	0.0982955	0.133698	0.133684	0.0982798	0.129134	0.0868275	0.0843135	0.107462	0.165733	0.0142072	0.0266073	0.0212122	0.0250333	0.0305455	0.0397204	0.00817781	0.0179181	0.0273925	0.0178558	0.0740449	0.0243695	0.045104	0.0282512	0.0295136	0.0511689	0.0249871	0.0227795	0.0388865	0.0392177	0.212287	0.303249	0.0523422	0.037039	0.383928	0.0111549	0.228095	0.233204	0.140166	0.398535	3.124309
5610	-14513.8	-14534.69	20.89352	0.125256	0.11	0.0830797	0.0733646	0.0996203	0.0760188	0.107653	0.0845912	0.10894	0.153347	0.0763914	0.075876	0.116178	0.118581	0.112532	0.156125	0.142298	0.0859155	0.100149	0.0889318	0.0711125	0.0816971	0.163491	0.0224081	0.0320578	0.0233481	0.0285333	0.033911	0.0444404	0.0213734	0.0140881	0.0395941	0.0220799	0.0799547	0.0322854	0.0394532	0.021479	0.0300169	0.0559992	0.00992792	0.0132753	0.0430546	0.0390521	0.214573	0.310196	0.0529058	0.0374378	0.373612	0.011275	0.228095	0.233204	0.140166	0.398535	3.057481
5620	-14503	-14524.44	21.43824	0.134301	0.117822	0.118971	0.0891979	0.0948933	0.0798533	0.111554	0.0649415	0.0729973	0.162064	0.0610994	0.088841	0.104163	0.103362	0.101809	0.132089	0.145418	0.110783	0.119327	0.0775122	0.0682342	0.0886233	0.161402	0.0287737	0.0320578	0.0111764	0.0228749	0.0500122	0.0284185	0.0125546	0.0208365	0.0401819	0.0191468	0.0690368	0.0208466	0.0418787	0.0187	0.0277146	0.0430547	0.0167254	0.0108683	0.0527013	0.0261911	0.222463	0.293359	0.0538132	0.0244996	0.387349	0.0185166	0.232842	0.236455	0.143082	0.387621	3.00301
5630	-14508.64	-14529.67	21.0231	0.146795	0.0836044	0.106581	0.0974242	0.102926	0.0808454	0.109295	0.0826084	0.0859442	0.162064	0.0773606	0.0690585	0.0993828	0.0879271	0.0910122	0.137208	0.129208	0.124557	0.119515	0.0644037	0.091562	0.092309	0.171981	0.0218542	0.0403359	0.0120319	0.0318739	0.0450381	0.045771	0.0120271	0.0228636	0.0270261	0.0127787	0.0895401	0.0394972	0.0535481	0.0299027	0.025765	0.0294562	0.0131497	0.00735733	0.0337028	0.0374303	0.222574	0.293505	0.0595387	0.0180416	0.389	0.0173415	0.233114	0.236732	0.143249	0.386904	3.044523
5640	-14511.84	-14533.65	21.80156	0.118692	0.115932	0.103075	0.0919883	0.101732	0.0714731	0.113242	0.0728319	0.0825161	0.181707	0.0785408	0.0748222	0.089234	0.0961587	0.0829873	0.147417	0.13459	0.0980886	0.102847	0.0539907	0.0898083	0.0764378	0.172021	0.0210006	0.0509179	0.0218139	0.0199256	0.045498	0.0355535	0.017714	0.0245247	0.0133698	0.00795839	0.0764931	0.0266579	0.0392772	0.0237352	0.0397433	0.0451728	0.0196763	0.0188103	0.0326658	0.0360358	0.219813	0.306876	0.0588003	0.0178179	0.384175	0.0125176	0.234721	0.236236	0.142949	0.386094	2.966677
5650	-14506.96	-14527.97	21.01456	0.120381	0.116404	0.106035	0.0914208	0.0856719	0.0749834	0.100542	0.0637427	0.0715411	0.183706	0.0853152	0.0818923	0.0925392	0.0997682	0.12924	0.124352	0.137555	0.111161	0.131017	0.0517523	0.0830339	0.0691	0.172021	0.0239917	0.0496018	0.0281134	0.0316717	0.0383656	0.0570809	0.0152782	0.0281874	0.0297344	0.0135734	0.0689577	0.0145396	0.0418033	0.0099612	0.0291381	0.0470149	0.0132699	0.0299477	0.0466458	0.0453251	0.221291	0.294938	0.0591956	0.0229231	0.386758	0.0148951	0.247887	0.228747	0.149513	0.373853	3.045377
5660	-14511.59	-14532.45	20.85983	0.144995	0.0980374	0.0916695	0.108499	0.0741559	0.0721157	0.136468	0.0817785	0.088421	0.193297	0.0625742	0.0912687	0.0944119	0.0785222	0.113166	0.107353	0.137555	0.122421	0.129075	0.0695276	0.0618443	0.0829804	0.177826	0.0291937	0.0493228	0.030918	0.0189313	0.0272781	0.0495989	0.018117	0.0146746	0.0383698	0.0252762	0.0875631	0.0176215	0.0441646	0.00834542	0.0302799	0.0474115	0.0195115	0.0133903	0.0488842	0.0240356	0.218609	0.291363	0.0521457	0.041097	0.38207	0.0147146	0.241019	0.233044	0.145059	0.380877	3.06085
5670	-14505.64	-14525.44	19.79877	0.144995	0.0803075	0.129351	0.107266	0.101967	0.0707575	0.115965	0.0817785	0.0987976	0.179902	0.0987722	0.0732367	0.10932	0.0987268	0.108975	0.116822	0.12485	0.111403	0.110874	0.0651159	0.103439	0.0876324	0.170636	0.0264209	0.0387204	0.0129425	0.0228257	0.0560484	0.0431908	0.0129386	0.0230196	0.0403045	0.0153352	0.0913835	0.0313569	0.0509943	0.0139364	0.0242006	0.0561252	0.0253369	0.0196836	0.0476574	0.0236426	0.216559	0.288631	0.0649647	0.0211773	0.394186	0.0144813	0.237172	0.229324	0.158708	0.374797	3.166956
5680	-14504.38	-14524.18	19.80248	0.142325	0.0981566	0.111629	0.0825725	0.122017	0.0736701	0.130326	0.0684953	0.0976138	0.173592	0.0719406	0.0787379	0.101829	0.102012	0.122911	0.151825	0.14991	0.124962	0.131633	0.0696192	0.0956931	0.0900629	0.177511	0.02161	0.0546029	0.0266054	0.0190059	0.0379724	0.0360791	0.0210479	0.0246412	0.0363878	0.0212544	0.0683334	0.0257425	0.0407653	0.0112553	0.0171226	0.0438828	0.0240856	0.0144123	0.026774	0.0259603	0.215576	0.287321	0.0650981	0.0251942	0.392396	0.0144155	0.23853	0.230638	0.159617	0.371215	3.166585
5690	-14504.36	-14525.95	21.58223	0.100862	0.0900574	0.0951802	0.102907	0.112522	0.0702523	0.108675	0.0676972	0.0699577	0.166676	0.0604886	0.0673548	0.122774	0.0999471	0.11665	0.120595	0.108336	0.105056	0.135703	0.0734048	0.0852415	0.0858303	0.162621	0.016363	0.0418066	0.0217254	0.0303042	0.0444833	0.0368588	0.0153083	0.0166257	0.02883	0.0089684	0.0950472	0.0247071	0.0444768	0.0189162	0.027938	0.0629985	0.0271305	0.0241498	0.0411157	0.0320665	0.215669	0.291234	0.0632429	0.0255374	0.397741	0.00657541	0.23853	0.230638	0.159617	0.371215	2.98861
5700	-14494.42	-14515.93	21.51166	0.136553	0.100573	0.0950876	0.0957139	0.107488	0.0652406	0.10831	0.069992	0.0942527	0.150312	0.0711545	0.0631946	0.110465	0.100023	0.100243	0.127718	0.120999	0.115668	0.109058	0.0742003	0.103942	0.0820176	0.146847	0.0289491	0.0300301	0.0195274	0.0299377	0.0427365	0.0388797	0.023885	0.0200295	0.0303944	0.0131853	0.0950472	0.0282701	0.04063	0.0122247	0.0351802	0.0404686	0.0274075	0.0224299	0.0427755	0.024625	0.216022	0.291712	0.0541173	0.0237598	0.398393	0.0159954	0.23984	0.231904	0.155397	0.372859	2.995667
5710	-14496.09	-14516.88	20.79191	0.128943	0.0865598	0.0913691	0.0895491	0.105094	0.0719401	0.125056	0.069992	0.0842907	0.178398	0.0636484	0.0694846	0.0889327	0.0928121	0.134356	0.135579	0.114905	0.111684	0.117665	0.0819985	0.108273	0.0983245	0.160852	0.0260622	0.0428154	0.0284201	0.0296017	0.0420906	0.0395168	0.0270529	0.0275126	0.0342714	0.00600814	0.0896074	0.0245878	0.0429029	0.0122747	0.0357891	0.0468503	0.023406	0.00715553	0.0369871	0.0350223	0.226932	0.262189	0.0568505	0.0249598	0.412265	0.0168033	0.23984	0.231904	0.155397	0.372859	3.067642
5720	-14517.4	-14537.32	19.91381	0.121164	0.0929005	0.0935156	0.0868376	0.105094	0.0794359	0.162632	0.0723592	0.0814422	0.178504	0.0992226	0.0902948	0.089562	0.0953954	0.113484	0.140225	0.140918	0.0895242	0.160155	0.0878352	0.108273	0.0814378	0.166477	0.0314625	0.0318811	0.0181845	0.0301442	0.0368351	0.0345197	0.020166	0.0260986	0.0485124	0.00916242	0.0759087	0.0139207	0.0530279	0.0136815	0.0479991	0.0507462	0.00975747	0.00815749	0.0371567	0.0214416	0.226167	0.261305	0.0566588	0.0248757	0.410875	0.0201183	0.235205	0.234309	0.162274	0.368212	3.155452
5730	-14517.44	-14537.86	20.42302	0.133992	0.111682	0.12415	0.127197	0.103051	0.0684106	0.10754	0.0672936	0.0734368	0.208937	0.0923512	0.055382	0.0906844	0.0923438	0.114869	0.122681	0.147034	0.0895242	0.120577	0.0625128	0.0841416	0.107532	0.190086	0.0232081	0.041752	0.0144039	0.0258453	0.0432625	0.028808	0.0212218	0.00820343	0.040578	0.0176416	0.0737631	0.0266082	0.0395692	0.0123503	0.030092	0.0560673	0.0113786	0.0220567	0.0424583	0.0298534	0.229207	0.264817	0.0574203	0.02521	0.416397	0.00694942	0.241235	0.225457	0.155657	0.377651	3.104531
5740	-14505.75	-14526.38	20.63156	0.131475	0.0946627	0.0949934	0.107779	0.115385	0.0738967	0.10182	0.0872627	0.071187	0.187417	0.109885	0.0777279	0.0941188	0.103278	0.114869	0.117735	0.146519	0.100783	0.109394	0.0891592	0.0889813	0.100461	0.166406	0.0215533	0.0247751	0.0245515	0.0121695	0.0531094	0.0324897	0.0196254	0.0241676	0.0246187	0.0201021	0.0755344	0.0313687	0.0364852	0.0101947	0.0333225	0.0391481	0.0224186	0.0236916	0.0404845	0.0286711	0.227774	0.263162	0.0570614	0.0313622	0.413903	0.00673705	0.241235	0.225457	0.155657	0.377651	3.083677
5750	-14502.22	-14524.66	22.4364	0.126035	0.109108	0.0910062	0.0812988	0.0934246	0.0673442	0.0996871	0.0613996	0.0856743	0.15582	0.0759225	0.0772915	0.0855345	0.0971049	0.113929	0.109787	0.145749	0.0966902	0.107148	0.0915337	0.078122	0.0751407	0.173231	0.0206733	0.0414864	0.0274822	0.0205539	0.0278381	0.0407889	0.0259021	0.0245113	0.0418364	0.0162514	0.0660605	0.0157212	0.0424948	0.0203328	0.0294851	0.042311	0.0233602	0.0212545	0.0411895	0.0156765	0.228278	0.26299	0.0570242	0.0313418	0.413634	0.00673266	0.244205	0.21592	0.157574	0.382301	2.903193
5760	-14500.33	-14522.21	21.88185	0.124322	0.109549	0.107751	0.0796641	0.0949724	0.0717973	0.103243	0.0918987	0.0987273	0.15582	0.0778614	0.0576801	0.103241	0.111859	0.116779	0.127353	0.12526	0.103028	0.112259	0.0708874	0.0801455	0.0970477	0.160538	0.0191901	0.0252163	0.0182346	0.030116	0.0358	0.0424706	0.0117279	0.0276585	0.0286284	0.0127468	0.0724988	0.0221678	0.0335621	0.0109791	0.0365715	0.0571614	0.0132607	0.0136541	0.0406851	0.0246363	0.228491	0.263236	0.0570776	0.0311894	0.414021	0.00598532	0.242306	0.216602	0.157929	0.383163	2.958648
5770	-14498.85	-14521.07	22.21752	0.11764	0.0817416	0.100991	0.0827772	0.117979	0.0748972	0.134939	0.0616407	0.0755536	0.149234	0.0731867	0.066665	0.0827973	0.0825997	0.104299	0.121483	0.129869	0.0966126	0.119504	0.07935	0.0775028	0.102	0.158832	0.0245301	0.0439305	0.0259092	0.0204953	0.0431952	0.0407521	0.021057	0.0246814	0.032595	0.0204562	0.0919347	0.0182686	0.0419127	0.00984771	0.0337813	0.0240324	0.0252255	0.0154062	0.0332087	0.0417662	0.226606	0.268557	0.0566066	0.030932	0.410604	0.0066947	0.242306	0.216602	0.157929	0.383163	2.925081
5780	-14505.8	-14527.05	21.24565	0.106797	0.0759812	0.0932109	0.0815552	0.105297	0.0748972	0.122974	0.0654682	0.0862051	0.195119	0.0762419	0.0739065	0.0984406	0.0834325	0.11048	0.120089	0.137226	0.118162	0.119504	0.0994195	0.080329	0.0852585	0.158832	0.0281102	0.0481778	0.0431609	0.0260865	0.0554334	0.0536274	0.0225112	0.0206398	0.0374459	0.0205148	0.0711366	0.0226066	0.0421535	0.00418426	0.0233789	0.0351856	0.0168584	0.0253736	0.0248136	0.0320418	0.227221	0.269287	0.0610458	0.0264166	0.403633	0.0123967	0.239131	0.22126	0.152987	0.386622	3.022268
5790	-14511.77	-14532.44	20.67057	0.124269	0.119622	0.0932109	0.106784	0.080939	0.0676846	0.130862	0.0791291	0.100308	0.160024	0.0762419	0.0777485	0.112215	0.108971	0.121612	0.120089	0.135184	0.104391	0.131246	0.0745378	0.0682947	0.0665712	0.150252	0.025026	0.0394739	0.0112285	0.0343883	0.0497694	0.0472418	0.0164957	0.0290185	0.0446867	0.0106642	0.113231	0.0171666	0.0607397	0.0145089	0.0247605	0.0470842	0.0128162	0.0193537	0.0225962	0.0293391	0.223802	0.281634	0.0543645	0.0330728	0.39756	0.00956682	0.251553	0.228823	0.160934	0.358691	3.079776
5800	-14505.84	-14527.61	21.76888	0.122408	0.0834578	0.0860916	0.0789973	0.106943	0.0846201	0.110706	0.0732368	0.0749264	0.175072	0.0642042	0.0736618	0.0941635	0.113253	0.093327	0.160498	0.122924	0.109968	0.103765	0.0787097	0.0651875	0.0821886	0.152782	0.0343874	0.0509399	0.0232194	0.0257802	0.037704	0.0395053	0.0132584	0.0267512	0.0458335	0.0235127	0.098117	0.0211631	0.0416803	0.0111195	0.0283193	0.0470842	0.00990226	0.0093257	0.0329449	0.0383064	0.224283	0.267627	0.0669467	0.0331438	0.398413	0.00958735	0.253095	0.230226	0.16192	0.354758	2.969945
5810	-14499.22	-14520.65	21.42433	0.132056	0.0947971	0.0963308	0.0987499	0.10834	0.0826766	0.106053	0.0816063	0.0917937	0.155569	0.0600161	0.0746468	0.0900788	0.0885619	0.111872	0.144549	0.106593	0.109184	0.119659	0.0795358	0.0939029	0.0788124	0.191875	0.0175318	0.0372322	0.0196912	0.0246784	0.03691	0.047863	0.0211881	0.0170777	0.0394726	0.0132369	0.070475	0.0191178	0.0302231	0.0111713	0.0339104	0.0581722	0.0196556	0.0203766	0.0416867	0.0274717	0.220719	0.285402	0.0658832	0.025997	0.392083	0.00991491	0.250778	0.226353	0.157769	0.3651	3.0044
5820	-14496.27	-14517.67	21.40911	0.1196	0.10249	0.0950679	0.0859601	0.103677	0.0735107	0.106832	0.0851916	0.0878076	0.169233	0.087102	0.0738807	0.0895946	0.0927638	0.111668	0.120815	0.136932	0.104869	0.104967	0.076085	0.0882397	0.082403	0.182579	0.0325221	0.0343819	0.0271824	0.01914	0.0470532	0.0427777	0.0193514	0.0225141	0.0485509	0.0191011	0.0803918	0.0188034	0.0373007	0.0128493	0.026463	0.0535083	0.0137695	0.0163403	0.0283575	0.0242932	0.222542	0.272697	0.0664272	0.0262117	0.395321	0.0168012	0.243441	0.222223	0.153154	0.381182	3.005922
5830	-14510.45	-14530.86	20.40961	0.132162	0.103308	0.0960365	0.0807972	0.108499	0.080614	0.122432	0.0777362	0.081822	0.169233	0.0682548	0.0745857	0.113622	0.101268	0.0926685	0.113273	0.159401	0.120356	0.0970228	0.0911804	0.10905	0.0978934	0.173292	0.0302127	0.0322879	0.011097	0.029785	0.0312721	0.039909	0.0275388	0.0211849	0.0473529	0.0172822	0.0904479	0.0238421	0.0490836	0.0213505	0.0260366	0.0512275	0.0206555	0.0115853	0.0225673	0.0366471	0.222555	0.273129	0.0496364	0.0240756	0.413043	0.0175607	0.243441	0.222223	0.153154	0.381182	3.105872
5840	-14510.26	-14530.04	19.77433	0.141158	0.103308	0.105812	0.0985556	0.0977453	0.0845277	0.0834344	0.0667522	0.102367	0.183025	0.0813128	0.089608	0.0993272	0.101268	0.114995	0.124494	0.121565	0.105371	0.124008	0.0857915	0.0854385	0.0943182	0.173292	0.0286835	0.0463228	0.0309115	0.031272	0.0598362	0.0397745	0.0164505	0.0390131	0.0430074	0.00856348	0.0724603	0.0229206	0.0408311	0.0125239	0.0556819	0.0363411	0.0170351	0.0219771	0.0559415	0.0223793	0.222261	0.272769	0.0503578	0.0245763	0.412499	0.0175376	0.241696	0.227799	0.152056	0.378449	3.1694
5850	-14506.55	-14528.35	21.80106	0.141158	0.106771	0.106309	0.0822655	0.113981	0.0673983	0.10269	0.0837197	0.0729831	0.162613	0.0724757	0.0641407	0.0993272	0.100198	0.0925597	0.122602	0.12259	0.0765456	0.11374	0.0678101	0.0861658	0.0868237	0.145847	0.0229538	0.053935	0.0184116	0.0245725	0.0431068	0.0403767	0.0322761	0.0249638	0.0349114	0.0117561	0.0846357	0.0215555	0.0395697	0.0120139	0.0463441	0.0482826	0.00711953	0.020377	0.0544522	0.0344004	0.233024	0.282746	0.0594649	0.0255259	0.382207	0.0170331	0.235801	0.22957	0.153238	0.381391	2.966727
5860	-14495.78	-14517.37	21.59067	0.0988032	0.104966	0.105995	0.112985	0.100038	0.073357	0.11259	0.0648678	0.0882031	0.186839	0.0871444	0.0773217	0.107479	0.0969464	0.0984491	0.128586	0.120273	0.114091	0.100613	0.0960075	0.0833609	0.0838947	0.149238	0.0282194	0.0256144	0.0296551	0.0288679	0.0407036	0.0325383	0.0222703	0.0248869	0.0373866	0.0203789	0.075204	0.0166365	0.0432467	0.0102561	0.0308924	0.0326304	0.0155716	0.0155922	0.0349833	0.0301837	0.222696	0.2748	0.0599564	0.0291177	0.396363	0.0170665	0.235801	0.22957	0.153238	0.381391	2.987766
5870	-14499.02	-14519.33	20.30961	0.121578	0.109406	0.102609	0.102812	0.0870696	0.079112	0.134505	0.0705342	0.0870463	0.164059	0.0852051	0.0670581	0.113672	0.0965796	0.110641	0.134354	0.111789	0.128799	0.121335	0.0858759	0.0819775	0.0891621	0.1695	0.0288329	0.0532562	0.0200832	0.0286105	0.0531536	0.0514869	0.0183693	0.0282718	0.0284916	0.032015	0.0706468	0.0166626	0.044076	0.00739461	0.0315028	0.0548932	0.0184568	0.0136555	0.0329163	0.028417	0.224293	0.276771	0.0603865	0.0234846	0.399207	0.0158576	0.235801	0.22957	0.153238	0.381391	3.115872
5880	-14507.59	-14527.74	20.14343	0.130787	0.0856338	0.116342	0.105818	0.0850649	0.0821955	0.13346	0.0682047	0.0783189	0.164059	0.0974355	0.0748305	0.102411	0.105002	0.131301	0.147403	0.110487	0.10986	0.108645	0.0885283	0.0914591	0.117091	0.171569	0.0158577	0.0396431	0.0187649	0.0294391	0.0410587	0.0349585	0.0176578	0.022414	0.0192951	0.0224857	0.0771296	0.0233251	0.0520825	0.00961766	0.05109	0.0440657	0.0169296	0.0202935	0.0321741	0.038303	0.224577	0.277122	0.060463	0.025956	0.399712	0.0121699	0.235801	0.22957	0.153238	0.381391	3.13249
5890	-14498.95	-14518.72	19.76225	0.141288	0.102033	0.108766	0.0983286	0.113713	0.0868583	0.125746	0.0746433	0.0947107	0.207581	0.0738135	0.0727378	0.0939546	0.102467	0.115858	0.125928	0.133028	0.114194	0.110126	0.0846172	0.099232	0.0948655	0.156036	0.0265653	0.0382864	0.0182643	0.0260872	0.0294526	0.037901	0.0170745	0.0398376	0.0280934	0.00952218	0.079128	0.0301576	0.0373204	0.0135841	0.0474091	0.0554658	0.0209817	0.0126566	0.0348722	0.0374228	0.225768	0.27859	0.0595421	0.0237702	0.40183	0.0104997	0.235184	0.22897	0.152837	0.38301	3.170608
5900	-14504.42	-14525.16	20.74265	0.0976854	0.100269	0.106051	0.10502	0.0923558	0.0714361	0.122973	0.0788855	0.0742709	0.204644	0.0698528	0.0738854	0.0909704	0.120782	0.120777	0.12534	0.123626	0.118862	0.095622	0.092333	0.0856044	0.0988405	0.138672	0.0388248	0.0370583	0.0228882	0.029617	0.0492607	0.0445164	0.026525	0.0205199	0.0338881	0.0154426	0.0802735	0.0205501	0.0401072	0.0224674	0.0347208	0.0527332	0.0158856	0.010153	0.0443281	0.0240489	0.224364	0.276858	0.0602281	0.0263095	0.399332	0.0129094	0.241713	0.228202	0.148359	0.381726	3.072568
5910	-14508.33	-14529.11	20.77597	0.152053	0.100195	0.106051	0.0694052	0.101121	0.0879267	0.143282	0.0836943	0.0781305	0.167152	0.0767334	0.0796994	0.104947	0.101397	0.102373	0.12534	0.145234	0.106072	0.14039	0.0668894	0.0790368	0.0672708	0.163549	0.0125691	0.0350421	0.0247999	0.0366034	0.052313	0.0356304	0.0170364	0.0287503	0.0450761	0.0108838	0.100504	0.0190438	0.0405328	0.0105583	0.0383445	0.0351451	0.00631963	0.0252027	0.0268277	0.0201099	0.226864	0.279943	0.0520064	0.0266027	0.405844	0.0087396	0.241713	0.228202	0.148359	0.381726	3.069236
5920	-14498.06	-14518.79	20.72396	0.126032	0.0873987	0.0927813	0.0748112	0.105527	0.0769621	0.133837	0.0807216	0.0827218	0.16029	0.0836505	0.083062	0.117953	0.101156	0.11769	0.12534	0.145234	0.107672	0.126766	0.0697206	0.0685898	0.0875703	0.157655	0.0195949	0.0297531	0.0301324	0.0255805	0.0434174	0.0381278	0.0103023	0.0279878	0.0444425	0.0205561	0.0935092	0.0335177	0.0448718	0.00974134	0.0436635	0.0369581	0.0148651	0.0224289	0.0452627	0.0265812	0.225348	0.274841	0.0578608	0.0263358	0.403132	0.0124819	0.241713	0.228202	0.148359	0.381726	3.074437
5930	-14498.3	-14519.64	21.33447	0.126032	0.0868873	0.0821944	0.0846941	0.0927965	0.0694126	0.115394	0.0824205	0.102243	0.173855	0.0700759	0.083062	0.102492	0.0915663	0.10014	0.131057	0.124858	0.103953	0.103569	0.0898848	0.0758846	0.106564	0.169583	0.0159032	0.0341622	0.0195973	0.0274522	0.0409026	0.0481543	0.0190331	0.0265048	0.0341627	0.0183955	0.0868425	0.0232817	0.0350317	0.00649656	0.0349632	0.0490879	0.0286286	0.0268486	0.0434431	0.0258734	0.230094	0.257749	0.0590794	0.0335888	0.411622	0.00786689	0.238187	0.227513	0.158141	0.376159	3.013386
5940	-14498.7	-14519.51	20.81608	0.109116	0.0933526	0.110679	0.0986475	0.10542	0.0694126	0.118838	0.0823167	0.106107	0.173855	0.083154	0.067498	0.104305	0.112317	0.105429	0.120834	0.124858	0.128004	0.109737	0.0919411	0.0735462	0.0723801	0.171336	0.016742	0.0434171	0.0274053	0.0197949	0.038372	0.0498381	0.0250375	0.023643	0.0274873	0.0202386	0.088415	0.0176412	0.0458816	0.0140001	0.0367825	0.0343971	0.0255457	0.0135688	0.030371	0.0335642	0.220034	0.289918	0.0515417	0.0329912	0.393625	0.0118898	0.236756	0.226146	0.146904	0.390194	3.065225
5950	-14495.87	-14517	21.12822	0.120449	0.103945	0.0914003	0.0788268	0.10878	0.080303	0.123171	0.0787414	0.0776214	0.189917	0.0696622	0.0837624	0.0988577	0.0974499	0.132082	0.130261	0.129607	0.115795	0.125388	0.0690128	0.0874159	0.0781143	0.149407	0.0218031	0.0284072	0.0227055	0.0270473	0.0383732	0.0423183	0.0298602	0.0315359	0.0341531	0.0174022	0.0917799	0.0206618	0.028306	0.0167859	0.0371597	0.0381937	0.0226671	0.00979437	0.027911	0.0271751	0.221175	0.291421	0.0494112	0.0303759	0.395666	0.0119515	0.233942	0.235344	0.145158	0.385556	3.034011
5960	-14504.84	-14525.61	20.77239	0.130474	0.104511	0.0886275	0.0980306	0.105761	0.0728999	0.135143	0.0678863	0.0976195	0.162337	0.0625102	0.0812477	0.0928638	0.0911922	0.0863298	0.109766	0.142451	0.107449	0.107886	0.0915456	0.0854345	0.0875959	0.204876	0.0250888	0.0359145	0.0304813	0.0264326	0.0302252	0.0437172	0.0187424	0.0318198	0.0273489	0.0186873	0.0959307	0.032757	0.0387959	0.0128784	0.0369271	0.0418473	0.0245755	0.0101672	0.0406004	0.0322197	0.220629	0.290702	0.0492893	0.0346195	0.395609	0.00915136	0.233942	0.235344	0.145158	0.385556	3.069594
5970	-14505.51	-14526.43	20.92362	0.127599	0.0887212	0.0898634	0.0813964	0.104093	0.0588593	0.110064	0.0646038	0.0946905	0.162337	0.0675921	0.0800449	0.113165	0.0982211	0.105495	0.107963	0.126363	0.101355	0.120855	0.0934006	0.115369	0.0874988	0.18222	0.0286321	0.0403818	0.0230803	0.0252	0.0469579	0.0398931	0.0101415	0.0442153	0.0432239	0.0151452	0.0809	0.0284212	0.0535976	0.0190538	0.0267815	0.0357568	0.0168799	0.0183121	0.0442039	0.031924	0.221839	0.292003	0.06553	0.0274378	0.377664	0.0155259	0.234714	0.23283	0.145627	0.386829	3.054471
