Iteration	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	pi[1]	pi[2]	pi[3]	pi[4]	TL
1620	-14507.82	-14527.71	19.89282	0.15162	0.113216	0.0947389	0.0957566	0.114675	0.0788081	0.124077	0.0737095	0.0680711	0.175241	0.0938983	0.0853158	0.0936101	0.0986539	0.0984584	0.124591	0.133689	0.116958	0.127856	0.070104	0.0941578	0.0948632	0.175528	0.0296199	0.0378106	0.0253209	0.0117084	0.039199	0.054899	0.0101607	0.028298	0.0507733	0.030946	0.075253	0.021761	0.0443186	0.0196035	0.0235707	0.0465011	0.0173707	0.0103747	0.0412261	0.0412405	0.223386	0.264046	0.0664126	0.0272857	0.408901	0.00996868	0.245559	0.242115	0.147639	0.364687	3.157551
1630	-14504.08	-14524.6	20.51951	0.127163	0.10348	0.0971361	0.0951623	0.115505	0.0749497	0.118102	0.0795112	0.0739363	0.159996	0.0856354	0.0800893	0.0936101	0.086067	0.101906	0.13068	0.1333	0.0986303	0.0928295	0.0734744	0.0945416	0.0902625	0.166007	0.0319114	0.0477199	0.0350987	0.0107055	0.0449613	0.0600566	0.0143713	0.0239077	0.0416366	0.0219056	0.0769361	0.0275516	0.039886	0.0119035	0.0426548	0.0530106	0.0256155	0.025231	0.0625276	0.0253152	0.211953	0.310383	0.053259	0.0258891	0.387973	0.0105426	0.245559	0.242115	0.147639	0.364687	3.094882
1640	-14501.87	-14522.21	20.33772	0.120931	0.106629	0.113319	0.0889177	0.105594	0.0760932	0.10786	0.0759931	0.0887196	0.146184	0.0716592	0.0948296	0.1033	0.105118	0.118265	0.118656	0.136384	0.126891	0.123018	0.0791691	0.0740349	0.0759369	0.161551	0.0310742	0.0376092	0.0259115	0.0170542	0.0450992	0.0432343	0.0184637	0.0273034	0.037733	0.0410849	0.0890116	0.0199119	0.0400883	0.0197581	0.0473537	0.040924	0.0187817	0.0267228	0.0422917	0.0245953	0.214706	0.309354	0.0530822	0.021668	0.386685	0.014505	0.232736	0.24623	0.150149	0.370885	3.113061
1650	-14513.95	-14533.08	19.12935	0.149224	0.126418	0.100977	0.0782247	0.105594	0.0868253	0.096907	0.0800423	0.0954817	0.173269	0.0816067	0.0782942	0.096134	0.116966	0.111954	0.135638	0.142856	0.123751	0.143864	0.0847237	0.0836756	0.0828207	0.138602	0.0330567	0.0310259	0.0258547	0.0203713	0.0397837	0.0497699	0.020679	0.0293411	0.0402694	0.0283289	0.103736	0.0178864	0.0544047	0.0198025	0.0484783	0.0416289	0.0273396	0.0192779	0.0309541	0.0380602	0.215887	0.311055	0.0533742	0.022197	0.388812	0.0086752	0.231493	0.243968	0.149347	0.375192	3.233898
1660	-14507.06	-14526.34	19.27226	0.121353	0.110186	0.100851	0.105645	0.108641	0.0885641	0.10078	0.0804146	0.0955706	0.172992	0.0775647	0.0793692	0.091154	0.130041	0.109084	0.142812	0.132574	0.122793	0.138154	0.0838298	0.0802867	0.095	0.17655	0.0277767	0.0418741	0.0134434	0.0117341	0.0441648	0.046026	0.02441	0.0164148	0.050343	0.0344674	0.0786795	0.0310489	0.0520798	0.0206718	0.0311679	0.0418191	0.0168936	0.0113162	0.0549528	0.0261123	0.214884	0.30961	0.0531262	0.0224817	0.387005	0.0128932	0.243193	0.240254	0.147073	0.36948	3.219607
1670	-14507.83	-14529.04	21.20872	0.112815	0.0953719	0.117053	0.107667	0.0970153	0.0564006	0.126758	0.0814611	0.0683668	0.172	0.0684131	0.0919622	0.091159	0.101896	0.109259	0.122717	0.139564	0.10492	0.114164	0.0752963	0.0926866	0.0686162	0.16795	0.0325974	0.0431887	0.0223427	0.00692111	0.0401823	0.0294892	0.0321553	0.0175836	0.0333811	0.021126	0.0914893	0.0190991	0.0603296	0.0120201	0.0388014	0.0359247	0.0180224	0.0198485	0.0338586	0.0340882	0.215678	0.310753	0.0533997	0.0225648	0.388435	0.00916909	0.240726	0.237817	0.155726	0.365731	3.025961
1680	-14499.12	-14520.55	21.42271	0.132199	0.0953719	0.0848621	0.0906202	0.110657	0.0655563	0.125462	0.0767902	0.10591	0.163019	0.0756572	0.0620935	0.0906501	0.105354	0.105234	0.131493	0.111916	0.0930868	0.126079	0.0827382	0.0946543	0.0869593	0.156779	0.017475	0.0500984	0.0260205	0.00980597	0.0365649	0.0367778	0.0172381	0.0302082	0.0350797	0.0202038	0.0862557	0.0248783	0.0376627	0.0110075	0.0342429	0.0507365	0.0184692	0.0118682	0.0412314	0.0355972	0.213298	0.307324	0.0539629	0.0312054	0.384149	0.010061	0.241832	0.23891	0.151847	0.367412	3.004563
1690	-14507.93	-14527.85	19.92426	0.119794	0.106472	0.104463	0.109699	0.133733	0.0717895	0.1122	0.0605316	0.0747154	0.182426	0.0774506	0.0960972	0.11894	0.0936439	0.110162	0.113237	0.152548	0.109442	0.13475	0.0743611	0.0935423	0.0770152	0.169859	0.032774	0.0472664	0.0218695	0.00918785	0.0320192	0.0547649	0.0238676	0.0190394	0.0458985	0.0184025	0.0831871	0.0170616	0.0314814	0.0182558	0.0378512	0.0436404	0.0235376	0.0226314	0.0358613	0.0389398	0.219818	0.29675	0.0556126	0.0203107	0.395893	0.0116152	0.236345	0.23456	0.154723	0.374372	3.154407
1700	-14512.34	-14532.21	19.87248	0.126362	0.116402	0.108943	0.106815	0.117625	0.082335	0.118518	0.0793526	0.0988524	0.1814	0.0628446	0.0747347	0.111057	0.104545	0.112457	0.118269	0.1048	0.109442	0.135026	0.0813087	0.0962866	0.0660795	0.183288	0.0342883	0.0278873	0.0225393	0.0124863	0.0510164	0.0376026	0.00794649	0.0319371	0.030278	0.0131449	0.0833669	0.0195705	0.0562295	0.0331369	0.0401642	0.0538592	0.0154433	0.00804898	0.0587864	0.0251094	0.218784	0.295354	0.055351	0.0202152	0.394031	0.016265	0.236693	0.243028	0.145355	0.374924	3.159585
1710	-14500.12	-14520.36	20.23132	0.144655	0.103051	0.107692	0.0884459	0.110219	0.0833664	0.110484	0.0748109	0.0800687	0.1814	0.0640566	0.0632152	0.090741	0.113133	0.114229	0.118638	0.118392	0.092711	0.131664	0.0808345	0.10456	0.0970487	0.158065	0.0306361	0.0480218	0.0190385	0.00733265	0.0481975	0.0457216	0.0145039	0.0305331	0.0404291	0.0294804	0.10631	0.0190604	0.0396461	0.0188445	0.0410355	0.0441194	0.0196394	0.0154707	0.0435714	0.0306294	0.221629	0.299195	0.0560708	0.0241096	0.384109	0.0148863	0.236977	0.242119	0.14553	0.375374	3.123701
1720	-14504.39	-14524.73	20.34037	0.11321	0.0932402	0.10716	0.100516	0.0999293	0.0702764	0.127165	0.0814256	0.0862982	0.180752	0.0657228	0.0696584	0.0937918	0.0988177	0.115641	0.140459	0.12058	0.103941	0.133482	0.079027	0.112622	0.0672826	0.145344	0.0300768	0.0384739	0.0238827	0.00930521	0.0455833	0.041655	0.0418023	0.0414968	0.0395156	0.0312525	0.096607	0.0269156	0.0502794	0.0236156	0.0373849	0.0382958	0.0172057	0.0158258	0.0371466	0.0201334	0.213237	0.287866	0.0539476	0.0258584	0.402097	0.0169945	0.23546	0.240568	0.151002	0.37297	3.112796
1730	-14496.18	-14516.47	20.28723	0.16155	0.110881	0.104208	0.106026	0.115886	0.0753072	0.105309	0.0710405	0.0785528	0.18195	0.0828847	0.0830064	0.0975451	0.0757197	0.109263	0.130834	0.12058	0.112309	0.129824	0.0682073	0.0869187	0.0842316	0.181963	0.0331363	0.0379148	0.025008	0.0250192	0.0490866	0.0420867	0.0222643	0.0244031	0.0384922	0.0187747	0.0840421	0.0121463	0.0386602	0.0094047	0.0314704	0.0472215	0.0168498	0.0110226	0.0431651	0.0339473	0.221444	0.286063	0.0536098	0.0279051	0.399578	0.0114	0.24359	0.233472	0.150971	0.371966	3.11811
1740	-14502.57	-14523.05	20.48214	0.146203	0.109471	0.0969347	0.0825725	0.119654	0.0707034	0.115074	0.0763508	0.0849623	0.171547	0.0609551	0.0958225	0.0801289	0.113551	0.100872	0.134383	0.111467	0.123813	0.104272	0.0850843	0.0791892	0.0842316	0.190134	0.022877	0.0370449	0.0215744	0.0146548	0.0435567	0.0421516	0.0134081	0.0316462	0.0311229	0.0380761	0.0897349	0.0160351	0.0471149	0.0303989	0.0427694	0.0354837	0.0208153	0.00678831	0.0317025	0.0442865	0.218804	0.282652	0.0590452	0.0288167	0.394814	0.0158692	0.24359	0.233472	0.150971	0.371966	3.098619
1750	-14501.04	-14521.55	20.50543	0.134611	0.103895	0.12617	0.0924923	0.0995764	0.0763116	0.118391	0.0736634	0.0916588	0.171547	0.0712398	0.0697717	0.0985402	0.116908	0.115238	0.139542	0.110456	0.111114	0.0986663	0.0704881	0.103406	0.112329	0.142823	0.0316585	0.0273137	0.02804	0.0149856	0.0312256	0.0437274	0.0311829	0.0146566	0.0333135	0.0316277	0.0896362	0.0286876	0.0540411	0.0116515	0.0350402	0.0498791	0.0172107	0.00796655	0.0332088	0.0323992	0.219193	0.283154	0.0591502	0.0288679	0.395516	0.0141192	0.24359	0.233472	0.150971	0.371966	3.09629
1760	-14500.86	-14520.48	19.61694	0.113939	0.117142	0.112387	0.124391	0.0923647	0.0750723	0.120838	0.0839352	0.0818938	0.175692	0.0789635	0.0833687	0.104042	0.085426	0.115238	0.136209	0.144822	0.113113	0.124844	0.0561461	0.0820037	0.0915863	0.194745	0.0255444	0.0466076	0.0286054	0.0132071	0.0467749	0.043493	0.023454	0.0301769	0.0381713	0.0217111	0.0830751	0.0117794	0.055726	0.0145798	0.0317725	0.0541035	0.0187387	0.0128224	0.0446022	0.0320315	0.214078	0.273528	0.0616204	0.0240324	0.412033	0.0147089	0.235236	0.241677	0.156277	0.36681	3.18514
1770	-14504.58	-14524.59	20.01466	0.161503	0.111881	0.0992446	0.105253	0.0998431	0.0715897	0.137531	0.0841017	0.0848874	0.174856	0.0692779	0.084593	0.101199	0.0806557	0.10119	0.132101	0.139767	0.113052	0.144373	0.0766058	0.089543	0.0957573	0.16118	0.0300386	0.0338747	0.0304977	0.016757	0.0405198	0.0317373	0.0143767	0.0182133	0.0373295	0.022631	0.0803092	0.0166769	0.0432934	0.0164338	0.0404173	0.0506239	0.0305611	0.0199213	0.0191903	0.0319795	0.21292	0.272049	0.0586247	0.0319739	0.409804	0.0146293	0.235236	0.241677	0.156277	0.36681	3.145367
1780	-14496.42	-14517.35	20.93658	0.1154	0.0961788	0.103207	0.0788384	0.0995982	0.0735809	0.133809	0.0675472	0.0869264	0.178618	0.0646195	0.0806516	0.115015	0.102057	0.113568	0.118458	0.135379	0.121361	0.1146	0.0903405	0.089543	0.075633	0.178659	0.0182569	0.0348163	0.015117	0.0201576	0.0404886	0.0412251	0.0264442	0.0257159	0.0277059	0.0265217	0.0810808	0.031283	0.038349	0.0103803	0.0399761	0.0348079	0.0271978	0.015681	0.0376128	0.0267662	0.218698	0.279432	0.0602158	0.0328417	0.397563	0.011249	0.236077	0.242541	0.153261	0.368121	3.053175
1790	-14501.97	-14522.3	20.33639	0.130505	0.0922139	0.0979536	0.0963674	0.103802	0.0855146	0.125865	0.0675838	0.0832007	0.183066	0.0933023	0.0829728	0.0893246	0.0969768	0.109971	0.124374	0.103039	0.0991496	0.122187	0.0850878	0.103909	0.081332	0.178151	0.0353716	0.032826	0.0218218	0.0203662	0.0381065	0.0366071	0.0222292	0.0427026	0.0451999	0.0231886	0.0725426	0.0341613	0.0471862	0.00560741	0.0345921	0.0581787	0.0257853	0.0143746	0.0325607	0.0339358	0.220018	0.281119	0.0642636	0.0268249	0.399963	0.0078118	0.2316	0.237942	0.150355	0.380103	3.113194
1800	-14505.1	-14526.23	21.13467	0.133996	0.0737072	0.0752659	0.0925872	0.0971003	0.0773959	0.122591	0.0807496	0.0860992	0.207118	0.0778684	0.0736114	0.109791	0.0889188	0.0994373	0.136032	0.136928	0.104156	0.110151	0.084844	0.0900236	0.0814181	0.154477	0.0190522	0.0343265	0.0267778	0.0131276	0.0513378	0.0437094	0.0117635	0.0322431	0.0445091	0.0129124	0.0857625	0.0224635	0.0621804	0.00302193	0.0338501	0.0431657	0.0241391	0.0203847	0.0305243	0.0238468	0.221618	0.283163	0.0575072	0.026042	0.402871	0.00879869	0.236773	0.220923	0.153713	0.388591	3.033366
1810	-14495.04	-14516.34	21.29856	0.121303	0.103365	0.1067	0.0869632	0.0882994	0.0793577	0.123231	0.0733812	0.0968473	0.163395	0.0812505	0.0725993	0.0832126	0.109291	0.121414	0.126189	0.139072	0.111698	0.110151	0.0861201	0.0815004	0.098378	0.169919	0.0346314	0.0457321	0.02634	0.0163164	0.0379712	0.0395944	0.0101139	0.0187715	0.0241383	0.0198925	0.0775484	0.0188853	0.0406028	0.00393663	0.0328431	0.0416521	0.0115795	0.0189148	0.0382805	0.0255949	0.228972	0.272994	0.055442	0.0251067	0.402939	0.014546	0.240001	0.223936	0.155809	0.380254	3.016977
1820	-14493.27	-14515.34	22.07146	0.116302	0.0944095	0.118814	0.110344	0.110408	0.0722754	0.12346	0.0580973	0.0981403	0.157307	0.075281	0.0655332	0.0910574	0.0945849	0.10022	0.132085	0.110028	0.109279	0.118572	0.0865943	0.0719425	0.0785922	0.152942	0.0222965	0.0457321	0.0277064	0.0209795	0.034727	0.0353996	0.0186053	0.0147933	0.0256991	0.0299893	0.073454	0.0256895	0.031701	0.0092434	0.0356355	0.036934	0.0196319	0.0185278	0.0374466	0.0292269	0.227223	0.270908	0.0550185	0.0325546	0.399861	0.0144349	0.240001	0.223936	0.155809	0.380254	2.939687
1830	-14507.32	-14529.31	21.99483	0.101318	0.107706	0.110275	0.0894483	0.10962	0.0851565	0.137087	0.0672314	0.0679725	0.19205	0.068436	0.0655332	0.0931183	0.0912197	0.087904	0.132085	0.125138	0.0986781	0.119202	0.0578835	0.0972513	0.0805657	0.145916	0.0196488	0.0341276	0.0183505	0.0231991	0.0489417	0.0238233	0.0128137	0.0116467	0.0351487	0.0244503	0.093114	0.0320078	0.0459396	0.0129293	0.0328229	0.0375383	0.019331	0.013415	0.0439957	0.0333105	0.226795	0.267146	0.0445196	0.0363752	0.408277	0.016887	0.240001	0.223936	0.155809	0.380254	2.94735
1840	-14500.85	-14521.85	21.00387	0.109068	0.101259	0.0943615	0.0873228	0.127449	0.0858138	0.118173	0.0691602	0.0761009	0.184179	0.0791709	0.0814337	0.102946	0.0938841	0.0918986	0.132085	0.12544	0.108941	0.12897	0.0762242	0.100653	0.0932489	0.141546	0.0154983	0.0440104	0.0166304	0.0107169	0.0432939	0.0438106	0.00823515	0.0119501	0.0432904	0.031168	0.0730534	0.0380008	0.0473815	0.0215707	0.0349349	0.0537987	0.0139838	0.0203892	0.0357134	0.0296869	0.221411	0.284303	0.0535788	0.0252529	0.398584	0.0168712	0.240001	0.223936	0.155809	0.380254	3.046446
1850	-14501.26	-14522.34	21.08214	0.124323	0.102896	0.10091	0.114194	0.115992	0.0708408	0.157883	0.0790566	0.0886238	0.157927	0.0935525	0.0678774	0.095102	0.0785095	0.101096	0.125702	0.117989	0.116276	0.12009	0.0791562	0.0902943	0.0932489	0.139176	0.033749	0.0394548	0.0160625	0.0157916	0.0407794	0.0360108	0.006466	0.0141312	0.0335582	0.0262823	0.0944493	0.0272708	0.0485947	0.0162737	0.0304521	0.0377438	0.0160599	0.0136235	0.032524	0.0286264	0.222691	0.269284	0.0578199	0.0262498	0.41432	0.00963601	0.243042	0.226773	0.157783	0.372401	3.038619
1860	-14499.71	-14520.02	20.30402	0.121968	0.0971836	0.113002	0.0891381	0.121396	0.0888695	0.124231	0.0647959	0.106227	0.184467	0.0608883	0.0787995	0.0953056	0.0996344	0.100319	0.13406	0.145785	0.106487	0.110266	0.0830049	0.0912961	0.0838349	0.189153	0.0231937	0.0322383	0.0241963	0.00878793	0.0425164	0.042912	0.0174722	0.0239781	0.0362835	0.0168745	0.0803678	0.03941	0.0483734	0.017157	0.0349414	0.0550081	0.0167203	0.00866412	0.0313705	0.0258526	0.209249	0.290369	0.0591263	0.023368	0.40333	0.0145575	0.243042	0.226773	0.157783	0.372401	3.116431
1870	-14496.57	-14516.89	20.31461	0.130174	0.0940099	0.101323	0.102967	0.120157	0.0788568	0.105156	0.0707112	0.0918143	0.183612	0.0859527	0.0857887	0.0985469	0.0972926	0.120484	0.145249	0.125621	0.105675	0.134949	0.0692408	0.0889496	0.0815856	0.198395	0.0249894	0.0465649	0.0161901	0.0167277	0.0397436	0.0371687	0.0171656	0.0251451	0.0347396	0.0215494	0.0752011	0.0142709	0.0471219	0.00728961	0.0386114	0.0412102	0.0156149	0.00929493	0.0366833	0.0335781	0.212271	0.282781	0.0600492	0.0237055	0.411874	0.00931877	0.249772	0.233053	0.164865	0.35231	3.115372
1880	-14504.34	-14524.57	20.22791	0.161323	0.100499	0.0910328	0.0847357	0.111683	0.0643309	0.118748	0.0819007	0.0918143	0.161172	0.0789108	0.0914182	0.0904139	0.122164	0.108996	0.140527	0.125621	0.0992102	0.132963	0.066898	0.0779479	0.0711162	0.151254	0.0299718	0.0332397	0.0211455	0.0189696	0.0425989	0.0554805	0.0210786	0.0228954	0.0329242	0.0336204	0.0857899	0.0259174	0.0661118	0.0152672	0.0360949	0.0458681	0.0115513	0.0143715	0.0351446	0.0513195	0.204247	0.272091	0.0577792	0.0237391	0.433177	0.0089665	0.249772	0.233053	0.164865	0.35231	3.124042
1890	-14503.64	-14523.92	20.28137	0.140281	0.0975396	0.117995	0.0795217	0.0919552	0.0817565	0.112601	0.0819007	0.0878946	0.179792	0.0812758	0.096475	0.0917275	0.0910283	0.135299	0.119873	0.125621	0.119616	0.117795	0.0740614	0.0698734	0.0807083	0.173356	0.022545	0.035337	0.0377911	0.0185366	0.0486917	0.0435796	0.0113982	0.0241131	0.0367415	0.0294585	0.0913939	0.0200243	0.0463347	0.0160148	0.0273486	0.0368064	0.0126051	0.0296076	0.0486016	0.0338189	0.214952	0.251808	0.0553874	0.0361186	0.427478	0.0142555	0.249772	0.233053	0.164865	0.35231	3.118696
1900	-14509.45	-14529.42	19.9713	0.141433	0.115974	0.108804	0.0815037	0.100096	0.0817565	0.114064	0.0773553	0.0981757	0.159847	0.069816	0.0877227	0.103654	0.0973967	0.105327	0.137302	0.14209	0.134495	0.13479	0.0821046	0.0806595	0.100168	0.171194	0.0197636	0.0344375	0.0299984	0.0168469	0.0432109	0.0594522	0.0256816	0.0233881	0.0336032	0.0208261	0.0714339	0.0159518	0.045486	0.0223188	0.0307128	0.0436571	0.00873231	0.0140896	0.0260274	0.0383554	0.223269	0.252234	0.0599368	0.022081	0.4282	0.0142796	0.249772	0.233053	0.164865	0.35231	3.149703
1910	-14509.97	-14530.37	20.39168	0.152287	0.0844522	0.0896973	0.0902697	0.116013	0.0778728	0.129427	0.0950399	0.0898258	0.178553	0.064237	0.0748839	0.0846478	0.108385	0.116303	0.115369	0.119912	0.10921	0.144141	0.0743283	0.0639943	0.0840041	0.159969	0.0296523	0.0444432	0.0156871	0.0171063	0.0432109	0.0399332	0.0134891	0.0265155	0.0403862	0.0381309	0.0834591	0.0199703	0.0421433	0.0183556	0.0436722	0.0402419	0.00734287	0.0352516	0.0352505	0.0506	0.21898	0.255885	0.0608045	0.0224006	0.4344	0.00752925	0.24687	0.230345	0.174568	0.348217	3.107665
1920	-14504.09	-14524.82	20.72895	0.108652	0.108334	0.0941126	0.0919933	0.116013	0.0717391	0.135239	0.081287	0.0897498	0.147618	0.0885048	0.0781375	0.0985487	0.112698	0.0935239	0.134994	0.119395	0.116767	0.15396	0.0797867	0.0829859	0.0675025	0.162289	0.0219645	0.0357885	0.0202893	0.0274504	0.0541681	0.0400701	0.0255239	0.0241764	0.0422934	0.028243	0.0787704	0.0214646	0.0330356	0.0219539	0.0254371	0.0384026	0.0122316	0.0256462	0.0310296	0.0321702	0.216347	0.252809	0.0600734	0.0309402	0.429177	0.0106537	0.24687	0.230345	0.174568	0.348217	3.073938
1930	-14508.48	-14529.39	20.90654	0.115605	0.113244	0.100956	0.10137	0.120914	0.0718177	0.114674	0.0571057	0.0930703	0.188532	0.0751827	0.0727958	0.100792	0.113239	0.102206	0.134994	0.128763	0.111016	0.0936963	0.0701733	0.0889273	0.0942764	0.137567	0.0483377	0.0361023	0.0246731	0.00858609	0.0409653	0.0585465	0.017832	0.0358383	0.0323728	0.0280153	0.0766436	0.0242275	0.0462542	0.0091489	0.0366506	0.0325099	0.0158567	0.0215895	0.0299744	0.0311369	0.206581	0.249056	0.0591816	0.0304809	0.444422	0.010279	0.259812	0.228507	0.173175	0.338506	3.056179
1940	-14506.47	-14527.45	20.98181	0.116834	0.0961002	0.100956	0.0939265	0.120914	0.0704179	0.120252	0.055392	0.0855561	0.183881	0.0733794	0.0727958	0.0882324	0.0890576	0.123736	0.104979	0.146816	0.11624	0.120245	0.0711117	0.0806978	0.0860531	0.18685	0.0369394	0.0402783	0.0330534	0.0180413	0.0491275	0.0342539	0.0253233	0.0172556	0.0380076	0.0239067	0.0806743	0.021362	0.0305469	0.0136894	0.0361003	0.0367175	0.0146345	0.0240886	0.0348236	0.0354033	0.204907	0.247037	0.0632134	0.0250127	0.44082	0.0190094	0.259812	0.228507	0.173175	0.338506	3.048652
1950	-14514.19	-14534.46	20.26348	0.154324	0.0868696	0.0956598	0.0886778	0.111112	0.0577998	0.110878	0.0958831	0.0881363	0.155129	0.0865545	0.084093	0.108074	0.0862221	0.112057	0.134085	0.136014	0.12328	0.144142	0.067192	0.101135	0.0774022	0.145363	0.0292529	0.0468479	0.0217373	0.0391482	0.0362832	0.0476315	0.0281515	0.0176382	0.046066	0.0223669	0.090888	0.0282989	0.0370372	0.0105496	0.0316516	0.0471591	0.012374	0.0243037	0.0306833	0.022335	0.201584	0.262207	0.0626538	0.0208174	0.433671	0.0190668	0.259812	0.228507	0.173175	0.338506	3.120485
1960	-14512.64	-14532.6	19.96044	0.146154	0.0808451	0.0948695	0.0962138	0.118783	0.081307	0.111106	0.0752273	0.085907	0.172646	0.081724	0.0768557	0.0952758	0.0843301	0.108326	0.123142	0.153187	0.110843	0.140168	0.067192	0.0800123	0.0842973	0.156489	0.0252354	0.0584143	0.0207053	0.0311021	0.0413189	0.0339466	0.0181981	0.0322379	0.0365202	0.0295345	0.102358	0.0263855	0.0391567	0.0130981	0.0306901	0.0621279	0.0131126	0.015204	0.0491572	0.0473841	0.200684	0.261037	0.05758	0.0207245	0.440992	0.0189818	0.259812	0.228507	0.173175	0.338506	3.150789
1970	-14504.1	-14524.83	20.73293	0.130174	0.12031	0.100453	0.0930691	0.0936473	0.0722543	0.127105	0.0824402	0.0860135	0.193604	0.0827993	0.0607526	0.0878731	0.100564	0.108326	0.134528	0.127154	0.100209	0.108596	0.091386	0.0800123	0.0834049	0.158923	0.0270039	0.0412018	0.0301003	0.0138473	0.0320497	0.0422373	0.0155313	0.0187705	0.0328686	0.0129429	0.0791469	0.0289869	0.048632	0.011835	0.0423432	0.050287	0.0216699	0.0297988	0.035052	0.0356375	0.202883	0.255203	0.0582107	0.0209516	0.445823	0.0169294	0.259812	0.228507	0.173175	0.338506	3.07354
1980	-14510.14	-14532.04	21.89869	0.107882	0.10583	0.127836	0.0921124	0.112113	0.068009	0.112194	0.058743	0.0737998	0.17691	0.0780993	0.071555	0.0799531	0.102609	0.111091	0.1193	0.130193	0.0836781	0.112718	0.0684938	0.0698437	0.0886671	0.145961	0.0263849	0.0489942	0.0389816	0.00957716	0.044252	0.0422373	0.0141276	0.0188091	0.0290352	0.0312858	0.0746886	0.0261548	0.0638511	0.0176018	0.0372693	0.0352451	0.0180585	0.0200842	0.0268876	0.0358464	0.204938	0.257788	0.0588003	0.0211638	0.450339	0.00697139	0.260649	0.229243	0.170512	0.339597	2.956964
1990	-14502.68	-14523.01	20.33821	0.142123	0.10014	0.110215	0.100866	0.106234	0.0772511	0.119966	0.0729738	0.088224	0.162925	0.0792742	0.093796	0.079856	0.104135	0.113647	0.144159	0.15279	0.118402	0.119802	0.0877194	0.0848357	0.0722126	0.140161	0.0200342	0.0489942	0.0243872	0.016041	0.0462412	0.0529326	0.0137591	0.023183	0.0304791	0.0365351	0.0737129	0.0204894	0.0429298	0.0277864	0.0237549	0.0402397	0.0164104	0.0140569	0.0397306	0.0296058	0.206669	0.249127	0.0592971	0.0292911	0.439902	0.015714	0.249362	0.2321	0.174708	0.34383	3.113012
2000	-14506.63	-14527.22	20.58706	0.103222	0.0899386	0.125443	0.119649	0.118464	0.074909	0.124885	0.0818678	0.088224	0.159967	0.0644238	0.0777229	0.102574	0.108672	0.109782	0.127285	0.129826	0.089764	0.11667	0.0846089	0.0966677	0.085271	0.165518	0.0262069	0.0369913	0.0208978	0.0168866	0.0342319	0.0471081	0.0192302	0.0267522	0.0358614	0.0277724	0.0875623	0.0196895	0.0343285	0.0124335	0.0401787	0.0548149	0.0201932	0.0119631	0.0349933	0.0346774	0.207548	0.250186	0.0595493	0.0294157	0.444818	0.00848233	0.253463	0.235918	0.161134	0.349485	3.088127
2010	-14513.59	-14534.5	20.91107	0.105742	0.097688	0.119556	0.0818793	0.116265	0.065063	0.132292	0.0748778	0.0997552	0.144173	0.072738	0.0765357	0.0883145	0.105359	0.11117	0.127518	0.117886	0.132154	0.126825	0.0878194	0.0700794	0.065438	0.156482	0.0312471	0.0288894	0.0374137	0.0160272	0.0553236	0.0482894	0.0154042	0.0197308	0.0317097	0.0247425	0.0710448	0.0174306	0.040092	0.0353879	0.0362429	0.0468374	0.0245138	0.0297673	0.0445519	0.025471	0.206738	0.249209	0.0593167	0.0293008	0.443081	0.0123551	0.258035	0.234258	0.16068	0.347027	3.055726
2020	-14499.04	-14519.87	20.82624	0.137086	0.0989172	0.0984555	0.106439	0.118489	0.061092	0.118835	0.079176	0.0822584	0.167178	0.0795176	0.0695392	0.0903045	0.101398	0.107283	0.111485	0.123669	0.104438	0.124561	0.0786925	0.099499	0.0846589	0.156482	0.0220751	0.0408745	0.0211672	0.0156631	0.0576504	0.0382709	0.0153275	0.0263017	0.0403701	0.0271357	0.0784592	0.0171496	0.0473396	0.0196893	0.0393115	0.0552777	0.0200529	0.0170329	0.0339167	0.0316895	0.206785	0.249266	0.0593304	0.0293075	0.443182	0.0121286	0.258035	0.234258	0.16068	0.347027	3.064209
