Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extant_mrca	extinction_rate	num_samp_anc	origin_time	psi	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
3067	1	-3747.969	-3712.658	-35.3115	8.491888	0.1758897	0.00109038	0.00576311	0.00795635	0.0451307	0.00286276	0.0162252	0.0341981	0.00768742	0.0332519	0.0388687	0.015749	0.0102812	0.0248488	0.0077648	0.00394648	0.00970819	0.0212721	0.00413438	0.0143617	0.00822187	0.0177169	0.00234012	0.00105035	0.00733885	0.00404872	0.0141131	0.000382114	0.0223088	0.0124121	0.00555318	0.00376721	0.032072	0.00399998	0.00562841	0.037023	0.0176341	9.39992e-05	0.00750937	0.0126592	0.00153637	0.000211278	0.000685602	0.01276472	0.03917138	0.015155	0.478444	0.00279957	0.00166583	0.498389	0.00354674	24.49146	0.1680495	8	40.2225	0.360787	0.000206095	0.0211255	0.317889	3.66078	0.345796	0.291301	0.11696	0.245943	0.2072209	0.810968
3068	0	-3755.565	-3717.998	-37.56636	3.764517	0.1898855	0.0280225	0.00748652	0.000374296	0.0474485	0.0211056	0.000133521	0.010543	0.0249969	0.038528	0.0363786	0.00712379	0.00816801	0.0307555	0.0174199	0.00132169	0.0362332	0.00967205	0.0027669	0.0199699	0.00868018	0.00165381	0.0205355	0.00417209	0.0255036	0.0144691	0.0191824	0.0103205	0.00316661	0.00389159	0.000357263	0.031361	0.0373923	0.0209164	0.00460817	0.000253727	0.0164039	0.0346977	0.00345542	0.0192597	0.05539	0.0443185	0.0112484	0.01578888	0.09124819	0.0176	0.489485	0.00699188	0.00621651	0.476727	0.00297937	17.28307	0.1270773	8	45.60346	0.4247937	0.000367712	0.0281518	0.356749	3.61473	0.301591	0.323848	0.127492	0.247068	0.2183255	0.5820543
3069	1	-3752.181	-3710.774	-41.40753	4.407661	0.1893459	0.0222698	0.00334138	0.0321012	0.0371011	0.00472152	0.0233246	0.0307025	0.00856193	0.0358605	0.0130105	0.036328	0.0422241	0.0408905	0.0211994	0.00975264	0.00892408	0.00938387	0.00163972	0.00281376	0.00857338	0.00315785	0.0428956	0.00410266	0.000482488	0.00820895	0.00923566	0.0183775	0.0369864	0.0497048	0.0120561	0.034189	0.00778403	0.0042918	0.0031876	0.0133514	0.00216759	0.00108865	0.00882818	0.00922777	0.00172068	0.00368057	0.000648009	0.02096135	0.05911514	0.0151067	0.476918	0.00352891	0.00314561	0.496801	0.00449989	26.01592	0.1100451	8	38.98319	0.3328899	0.000360167	0.0278641	0.355285	3.61649	0.292031	0.303357	0.138519	0.266092	0.1691602	0.6505376
3070	0	-3757.32	-3711.566	-45.75398	4.227503	0.1681528	0.00352809	0.0724898	0.0106116	0.034682	0.00349071	0.00109344	0.0494864	0.0164526	0.034353	0.0195896	0.00627853	0.00121472	0.0363953	0.00729529	0.0147697	0.0516662	0.0537951	0.001743	0.0348977	0.0208129	0.00294371	0.0474454	0.0730141	0.00216228	0.0526207	0.139124	0.0115838	0.00498674	0.0160947	0.0110075	0.000174443	0.00842447	0.0136715	0.0193375	0.00675439	0.0134558	0.00839321	0.00668134	0.00920293	0.0346539	8.3057e-05	0.00311125	0.02696365	0.06353339	0.00752798	0.498995	0.0080336	0.01636	0.466449	0.00263493	18.81099	0.1111865	8	37.87092	0.3284897	0.000143568	0.0176537	0.295662	3.68654	0.311145	0.303302	0.139158	0.246395	0.1747199	0.63637
3071	1	-3745.666	-3705.255	-40.41071	4.167982	0.1898853	0.033783	0.00515236	0.0575045	0.0413353	0.00625576	0.0214144	0.0278584	0.00712481	0.024197	0.00203261	0.0350042	0.0186746	0.0372926	0.0103569	0.0181928	0.0315318	0.00283672	0.0135562	0.00424381	0.00528065	0.00897449	0.0794974	8.65937e-05	0.00504777	0.015056	0.0178462	0.00515969	0.000657001	0.00829735	0.0125898	0.0772683	0.0168218	0.0103729	0.007391	0.0147723	0.0136601	0.00113859	0.00533594	0.00905395	0.00783102	0.00196413	0.00478853	0.02037586	0.03647335	0.0142064	0.524044	0.00959492	0.0011032	0.446107	0.00494454	25.83998	0.1694846	10	37.56249	0.2827556	0.000367709	0.0281517	0.356748	3.61473	0.287513	0.311151	0.118714	0.282622	0.205958	0.8229088
3072	0	-3747.663	-3709.795	-37.86842	6.95718	0.1568283	0.0387025	0.0107648	0.016458	0.00109292	0.00794245	0.00345914	0.0299962	0.0125265	0.0382803	0.0237696	0.00691219	0.00416522	0.0286109	0.00756276	0.00386656	0.0270703	0.0219254	0.00352533	0.0279541	0.0301635	0.034086	0.0828934	0.0238741	0.000778183	0.0055671	0.0105058	0.00384163	0.0144988	0.000489178	0.0117035	0.00450029	0.0127434	0.00779722	0.00404815	0.00511454	0.00229977	0.0330986	0.00473382	0.0171211	0.0528758	0.0146367	0.000156621	0.02065763	0.06829957	0.00843576	0.577252	0.00418444	0.0103542	0.393721	0.00605246	25.69093	0.1105959	9	39.03737	0.420117	7.92929e-05	0.013142	0.262312	3.72447	0.310849	0.293563	0.141223	0.254365	0.1788955	0.6182152
3073	1	-3729.448	-3708.992	-20.45598	5.246655	0.1498423	0.0146635	0.00179409	0.00671091	0.0412931	0.00357762	0.0165433	0.0175919	0.0100247	0.0256106	0.00357436	0.0534643	0.0226904	0.0205446	0.00759058	0.00953247	0.00315598	0.00104585	0.0392543	0.00998277	0.00074548	0.0129737	0.00539241	0.00253445	0.000130136	0.0116608	0.00287162	0.00152556	0.00242397	0.00123523	0.00511355	0.0175686	0.00692125	0.00908984	0.00995654	0.00646093	0.00274628	0.00311871	0.0130553	0.0089622	0.000797605	0.00308806	0.0074937	0.01055224	0.02509499	0.012845	0.564132	0.004939	0.00598493	0.403355	0.00874405	23.83484	0.1433162	9	37.95317	0.2247052	5.25661e-05	0.0107109	0.241351	3.74789	0.310094	0.284039	0.139663	0.266204	0.1684112	0.8509897
3074	0	-3774.185	-3718.911	-55.27361	5.34961	0.1666304	0.0243969	0.0407906	0.027547	0.0553198	0.00676311	0.0018362	0.0746129	0.0327596	0.0410957	0.0243944	0.00721507	0.000453784	0.0350738	0.0177596	0.000370424	0.0519389	0.00818793	0.00258107	0.0146319	0.0209661	0.0668381	0.0110243	0.0307535	0.00497824	0.00217908	0.00599528	0.0173227	0.00506325	0.00301644	0.0146761	0.037691	0.0374491	0.0101741	0.00881603	0.0392849	0.0144569	0.0742828	0.0189173	0.000625417	0.0124234	0.010061	0.00336259	0.01738758	0.1301919	0.0084285	0.503253	0.00311717	0.00791986	0.459476	0.0178049	23.26618	0.1409416	9	41.30877	0.3945781	0.000133181	0.0170071	0.291232	3.69163	0.295692	0.304349	0.109435	0.290524	0.2711336	0.5198236
3075	1	-3737.855	-3710.28	-27.5746	4.387495	0.1711525	0.00165452	0.00150311	0.00288716	0.0538368	0.00519665	0.0276885	0.019629	0.0080232	0.0346607	0.0483797	0.049633	0.034867	0.0236798	0.0202519	0.00646934	0.00583228	0.00611155	0.00963439	0.00528301	0.000960409	0.00020312	0.0639076	0.000577935	0.000693077	0.00799993	0.0151585	0.00202235	0.00528943	0.0092998	0.0107019	0.0130638	0.0171652	0.00644298	0.00474192	0.000291694	0.00114353	0.00342967	0.0198748	0.00077189	0.000421425	0.014411	0.0191438	0.01477719	0.009967527	0.012317	0.540944	0.0058247	0.0044026	0.430657	0.00585491	23.16993	0.142205	9	39.82444	0.3070114	0.000165814	0.0189633	0.304338	3.67653	0.298529	0.307898	0.115564	0.278009	0.1521725	0.9344985
3076	0	-3745.529	-3711.249	-34.28043	5.339114	0.1473154	0.0110216	0.0141828	0.0067566	0.0213216	0.0432272	0.00230198	9.40338e-05	0.0122135	0.0307287	0.0203007	0.00761546	0.00184123	0.0200712	0.00876415	0.00143223	0.0135845	0.00895761	0.00971601	0.0240749	0.0482543	0.0494208	0.00259802	0.0293008	0.0174171	0.00497135	0.0012153	0.00830367	0.00067782	0.00394184	0.00569075	0.00483122	0.0404708	0.0073642	0.00703557	0.0256157	0.000928453	0.0518801	0.0468572	0.000260091	0.0194719	0.00226932	0.00742894	0.01750856	-0.02753019	0.00919908	0.549264	0.00601467	0.00689274	0.41358	0.0150498	23.07328	0.1999534	9	38.4335	0.2877583	4.48694e-05	0.00989916	0.233714	3.75634	0.294135	0.29856	0.132694	0.274611	0.1724232	1.159666
3077	1	-3739.96	-3708.722	-31.23811	5.247575	0.1775287	0.00033387	0.00131475	0.0140792	0.0391652	0.00238952	0.0188062	0.0172263	0.00619801	0.0312029	0.00577854	0.0436285	0.0155919	0.018205	0.00209979	0.0197041	0.00455475	0.0103124	0.0461206	0.00414524	0.00518261	0.00149688	0.00352546	0.00408563	0.0112918	0.000517483	0.0159619	0.0165703	0.0114922	0.00187571	0.00348599	0.0598963	0.0119262	0.0108905	0.00336011	0.00583695	0.0151183	0.00287224	7.49973e-05	0.00578662	0.0374898	0.000937712	0.00553164	0.01004619	0.03624505	0.0121779	0.521295	0.00300808	0.00397948	0.452816	0.00672438	24.84387	0.1554535	9	38.70844	0.3375598	0.000221598	0.0218998	0.322532	3.65535	0.311002	0.294623	0.124756	0.269619	0.1916985	0.8109268
3078	0	-3746.285	-3717.261	-29.02405	4.126538	0.1911782	0.0111167	0.033364	0.00850006	0.0293423	0.0102928	0.000863775	0.0023569	0.0146988	0.0237706	0.0120452	0.0037885	0.00249726	0.0161265	0.00836343	0.00398785	0.00799799	0.00712987	0.0100278	0.00822748	0.0126045	0.00389077	0.0272455	0.00632473	0.00412003	0.00581339	0.00145397	0.00697584	0.0242833	0.000930464	0.00478903	0.0291851	0.0492014	0.0109361	0.00805825	0.00198778	0.00425008	0.0218263	0.00789564	0.000193782	0.0141046	0.0244801	0.00711534	0.01071238	-0.005987805	0.00966047	0.526218	0.00801201	0.00598165	0.434323	0.0158046	24.28387	0.1532265	8	37.41433	0.2693393	0.00038625	0.0288462	0.360244	3.61052	0.331826	0.2937	0.116475	0.258	0.1472387	1.040667
3079	1	-3750.034	-3712.678	-37.35536	5.750702	0.1738205	0.0397669	0.00203003	0.040506	0.0367329	0.00858772	0.0134057	0.0214499	0.0105131	0.0392094	0.00720841	0.0389653	0.0116296	0.0296612	0.0189085	0.0858832	0.000176475	0.0187962	0.00609269	0.0154683	0.0296904	0.00248415	0.0165109	0.000322046	0.0230477	0.00105028	0.00341192	0.00824252	0.00827093	0.0083893	0.0118037	0.0138872	0.000101687	0.00533877	0.0285274	0.00358369	0.0120657	0.00264653	0.00221984	0.0183466	0.0100592	0.0172897	0.00207165	0.01943048	0.05022994	0.0121441	0.519848	0.00665628	0.00233106	0.451559	0.0074612	23.00328	0.08428628	9	37.58804	0.5222302	0.000187693	0.020167	0.311993	3.66765	0.318912	0.298426	0.122891	0.259771	0.1345162	0.6265882
3080	0	-3756.935	-3714.16	-42.77539	4.544982	0.2093986	0.00553757	0.0212546	0.00200843	0.0183825	0.0313256	0.0154224	0.00141952	0.0113219	0.0321514	0.0319669	0.00841255	0.00542539	0.0226095	0.0373572	0.0107814	0.00551184	0.0550713	0.00933687	0.011647	0.0212762	0.0104278	0.00972414	0.0160515	0.00292063	0.0340914	0.00594262	0.00641767	0.0254717	3.97055e-05	0.0119163	0.0179033	0.0238567	0.0142676	0.0151555	0.00154393	0.0128469	0.00136395	0.00507478	0.00242815	0.0202395	0.00495717	0.0271445	0.01327655	0.1390447	0.00823203	0.497894	0.0113041	0.00240233	0.473678	0.00648865	25.24848	0.1133721	6	37.30145	0.3204583	0.000724156	0.0393674	0.407739	3.55217	0.287271	0.32416	0.114808	0.273761	0.2524169	0.4491464
3081	1	-3748.681	-3713.751	-34.93021	4.114138	0.171171	0.004402	0.00154944	0.0355722	0.0322143	0.0029919	0.0161242	0.0140529	0.00639741	0.0214866	0.00565267	0.0266856	0.00955289	0.0228019	0.0420646	0.00516071	0.00418732	0.0250554	0.0232958	0.00270945	0.00495232	0.0290843	0.00961128	0.00938893	0.0286231	0.000183695	0.00480992	0.0167709	0.0189808	0.00252918	0.0220775	0.0232907	6.08263e-05	0.011454	0.000747696	0.0216976	0.0287883	0.00521914	0.0224688	0.015265	0.0293872	0.00869185	0.020105	0.01660718	0.04278104	0.0160628	0.518634	0.0065965	0.000757555	0.450505	0.00744378	25.88328	0.1254473	8	38.00361	0.3741158	0.000165958	0.0189715	0.304391	3.67647	0.293096	0.303401	0.127203	0.2763	0.1682284	0.7456967
3082	0	-3778.137	-3718.326	-59.81112	4.519174	0.1956663	0.0337455	0.00327097	0.0118661	0.0353976	0.040463	0.0436289	0.00606561	0.0192565	0.0461334	0.0219705	0.0124574	0.00174815	0.0250052	0.00266539	0.0580845	0.0222164	0.00756085	0.0134828	0.0635639	0.0546402	0.00832004	0.021308	0.00931637	0.0257707	0.00563261	0.0119825	0.00468328	0.0148676	0.00501846	0.0144439	0.0175099	0.0372977	0.0104396	0.0262155	0.0055988	0.0374217	0.00271473	0.00896477	0.0182285	0.000913497	0.0283135	0.00117408	0.020477	0.02107913	0.00885648	0.589968	0.0157783	0.00118528	0.374983	0.00922899	25.5024	0.195952	6	41.8232	0.3587368	0.000455866	0.0313133	0.372253	3.59598	0.274513	0.293139	0.132195	0.300153	0.2170311	0.9028751
3083	1	-3747.397	-3711.081	-36.31646	4.560623	0.1960877	0.0198077	0.00144384	0.010164	0.0225371	0.00236835	0.0162992	0.0161817	0.00396268	0.023731	0.00027329	0.0371457	0.0201909	0.0337088	0.00661809	0.0118439	0.0549898	0.00789801	0.0256441	0.0352212	0.0393565	0.0248562	0.0270475	0.0110788	0.0129416	0.00288491	0.00868052	0.0250522	0.0226904	0.00213177	0.0191494	0.015886	0.0126668	0.0264835	0.00413183	0.0559706	0.00249814	0.0140981	0.0178616	0.00264365	0.00622821	0.00289212	0.0125204	0.01641157	0.06958933	0.0102646	0.522063	0.00813043	0.000329474	0.453483	0.00572948	23.93626	0.1054697	9	37.4698	0.3346911	0.000462834	0.0315494	0.37337	3.59462	0.291207	0.31007	0.125196	0.273527	0.175059	0.6024808
3084	0	-3756.707	-3711.644	-45.06302	5.131339	0.1750862	0.00251722	0.0104898	5.57334e-05	0.00151034	0.00309568	0.048126	0.0244506	0.0212164	0.0696996	0.0306552	0.00626101	0.00462744	0.0287933	0.00243745	0.0220092	0.00881056	0.0151157	0.00550497	0.013261	0.00946098	0.000904702	0.0098111	0.00615672	0.0243301	0.0148147	0.0360812	0.0285716	0.0315749	0.0177779	0.00451977	0.00334152	0.00633176	0.00872856	0.0142231	0.0226654	0.002617	0.0119895	0.0159039	0.0357365	0.0309981	0.00933194	0.00581513	0.02264289	0.141199	0.00788081	0.595467	0.0121746	0.00157679	0.378479	0.00442166	23.05856	0.0849128	8	38.62896	0.4440641	0.000198796	0.0207508	0.315604	3.66345	0.301049	0.304558	0.129751	0.264642	0.2261118	0.3755347
3085	1	-3741.539	-3710.384	-31.15507	5.077838	0.1696402	0.0259273	0.00537218	0.00342275	0.0554064	0.00488098	0.0199682	0.0234358	0.00927484	0.0269468	6.46191e-05	0.00871799	0.0216294	0.0355281	0.00388034	0.000995834	0.000281548	0.000221157	0.0122574	0.0119192	0.0220413	0.00472877	0.0101917	0.00508095	0.00702152	0.0139448	0.0221351	0.0462076	0.0383775	0.0297719	0.00158976	0.0101017	0.0152326	0.0134903	0.00651632	0.0118666	0.00274424	0.000799352	0.0491675	0.00600246	0.0103931	0.0051308	0.00620797	0.01729978	0.009893212	0.0100311	0.52262	0.00453326	0.00311292	0.453967	0.00573559	26.48429	0.1326493	10	37.98348	0.5814356	0.000154297	0.0182972	0.299973	3.68158	0.304159	0.29417	0.145086	0.256585	0.1425426	0.9305947
3086	0	-3758.131	-3715.031	-43.10023	3.453873	0.1957311	0.0236657	7.33257e-05	0.0180674	0.0501889	0.00414437	0.00549993	0.0341477	0.0127245	0.0429729	0.032683	0.00838336	0.00397756	0.0191969	0.0405479	0.00630125	0.000811292	0.00107542	0.00442129	0.0192694	0.0266193	0.000395111	0.0198277	0.000120949	0.0156177	0.0299633	0.00899021	0.0218574	0.01456	0.0797881	0.00415078	0.0206521	0.0495981	0.0135032	0.0108809	0.0304779	0.00130074	0.0126671	0.018218	0.0168061	0.00568224	0.00891908	0.00832881	0.01584016	0.07884026	0.0159344	0.550179	0.0134222	0.0059454	0.409515	0.00500328	24.81184	0.1758455	8	39.2762	0.4509946	0.000456933	0.0313496	0.372425	3.59577	0.296951	0.315941	0.129245	0.257863	0.2546857	0.690441
3087	1	-3745.39	-3715.272	-30.11763	4.166712	0.1798493	0.000264183	0.00824771	0.0496917	0.052445	0.000341232	0.02916	0.0297062	0.00841023	0.0446085	0.0193159	0.0120549	0.0254727	0.0135437	0.00512692	0.0208317	0.00106317	0.0105298	0.002969	0.0227749	0.00550086	0.032954	0.00692474	0.00411462	0.00677871	0.0108105	0.0150015	0.0138242	0.00930728	0.0355133	0.000307998	0.0236387	0.0134796	0.0215885	0.00809894	0.0195925	0.00333958	0.00316821	0.00543295	0.0174015	0.0289982	0.0243162	0.00191634	0.01872286	0.02048395	0.0122787	0.522562	0.00453276	0.0016055	0.453917	0.00510391	24.32068	0.1491111	9	37.92934	0.4209249	0.00024501	0.0230189	0.329066	3.64767	0.299202	0.299458	0.123596	0.277744	0.169595	0.8792184
3088	0	-3755.7	-3707.963	-47.73731	2.907035	0.1964019	0.0111082	0.00778446	0.0156539	0.0371583	0.00213093	0.0057258	0.0249566	0.0244551	0.0387036	0.0326008	0.00803845	0.000698611	0.0263888	0.0247253	0.026493	0.0162616	0.0202262	0.00800859	0.026672	0.0282698	0.00739074	0.00368348	0.000221223	0.0193531	0.00635011	0.0348664	0.0239207	0.0109486	0.00869687	0.0116907	0.0240666	0.0389265	0.0431929	0.07411	0.00797611	0.0200308	0.0041491	0.016085	0.0127064	0.00202175	0.0140514	0.0582169	0.02001437	0.1731638	0.0110925	0.477079	0.0133691	0.00437269	0.490493	0.00359317	22.97585	0.1457556	6	37.98971	0.3825796	0.000468079	0.0317259	0.374202	3.5936	0.306049	0.294209	0.133348	0.266394	0.3189194	0.4570297
3089	1	-3746.739	-3711.939	-34.80016	4.307139	0.1597871	0.000492436	0.00553012	0.00294164	0.0663705	4.62038e-05	0.0157469	0.0282663	0.00824816	0.0344787	0.00557027	0.0214709	0.0159491	0.0518697	0.00232078	0.0174109	0.00674997	0.0117343	0.0250706	0.0163925	0.00135578	0.0548534	0.0360416	0.00221073	0.0299583	0.00124482	0.00779765	0.0116258	0.00655827	0.0146375	0.0084048	0.0143146	0.00578856	0.0189916	0.00250194	0.0105257	0.00191294	0.0483595	0.0810696	0.0509776	0.00196459	0.0107566	0.00261842	0.01442544	0.06316266	0.00998397	0.520929	0.00296604	0.00124287	0.452498	0.0123806	24.38102	0.193235	10	37.2468	0.4793721	9.33541e-05	0.0142536	0.271109	3.71454	0.315924	0.296247	0.116794	0.271035	0.2563977	0.7536535
3090	0	-3758.037	-3719.058	-38.97892	3.820839	0.2595734	0.0223489	0.00433514	0.00914866	0.00328425	0.017795	0.0549575	0.00701924	0.0272807	0.0533332	0.0333136	0.00809749	0.00224428	0.0224215	0.0393086	0.00153748	0.00163916	0.00810976	0.0103654	0.0160983	0.0150698	0.005531	0.00176514	2.04245e-05	0.005152	0.00248432	0.00156447	0.0134017	0.00172889	0.00703285	0.012151	0.00947546	0.0446449	0.0159907	0.0145004	0.00383894	0.0175223	0.00107826	0.0129595	0.0175833	0.0102743	0.00618493	0.0191275	0.01896924	0.07432722	0.0172294	0.51146	0.0145405	0.00641015	0.44028	0.0100803	24.20717	0.1142014	7	44.29341	0.2616651	0.00258828	0.0736855	0.521244	3.40248	0.30767	0.302105	0.143814	0.246411	0.1885287	0.6057511
3091	1	-3740.96	-3710.145	-30.81489	4.423125	0.1596845	0.0103358	0.00508674	0.00221425	0.0337922	0.000546505	0.0166964	0.0138072	0.00932206	0.0303761	0.00197613	0.0259632	0.00956306	0.0360997	0.0421092	0.00184213	0.00490325	0.00643733	0.00299926	0.00978962	0.00780285	0.00451302	0.0141539	0.00349915	0.0086384	0.00759906	0.00717247	0.0133417	0.0149515	0.00930894	0.0522516	0.00721926	0.0214365	0.0106584	0.00286883	0.0161784	0.00160946	0.015728	0.0107734	0.0343229	0.00816673	0.00847357	0.0277723	0.01412638	0.1305955	0.00806385	0.516125	0.00941803	0.00580089	0.448325	0.0122665	24.19747	0.1370743	8	39.94101	0.2650405	9.28365e-05	0.0142142	0.270805	3.71489	0.311896	0.318009	0.119493	0.250602	0.2676698	0.5121021
3092	0	-3765.442	-3714.74	-50.70202	3.672655	0.1790421	0.0173465	0.0320332	0.0446635	0.00572839	0.018092	0.00113916	0.0246004	0.014057	0.0400072	0.0305184	0.0120768	0.00263627	0.0225479	0.00381121	0.0423134	0.0690294	0.0199816	0.0165509	0.0339691	0.0141919	0.0172143	0.00705867	0.00290973	0.0123601	0.0122244	0.0270319	0.0243113	0.0269503	0.0576137	0.00978461	0.0105126	0.0209541	0.0203015	0.14877	0.00388455	0.0114491	0.00122693	0.0267037	0.00492873	0.00186328	0.0114271	0.00237301	0.01590342	0.0401782	0.00660631	0.549262	0.0100901	0.00349251	0.418383	0.0121663	24.33086	0.1373162	9	40.32427	0.3621178	0.000236668	0.0226266	0.326798	3.65034	0.300983	0.309942	0.130329	0.258745	0.1774944	0.7736368
3093	1	-3745.645	-3715.453	-30.19161	6.189054	0.21826	0.0445103	0.00828488	0.0438935	0.0595088	0.00355885	0.0208162	0.0136999	0.00234423	0.0370204	0.0011756	0.0412909	0.0314385	0.0215124	0.000345884	0.00589822	0.0176907	0.00717919	0.00531551	0.000612945	0.00681037	0.00199921	0.00238325	0.00292841	0.00101762	0.00772173	0.000723463	0.0139284	0.0189005	0.00116763	0.0097899	0.00678342	0.00536286	0.0182035	0.000900181	0.00645378	0.000151375	0.0107965	0.0188668	0.00812161	0.00943987	0.0174945	0.00576608	0.01581298	0.003109262	0.0131084	0.515377	0.00280266	0.0110628	0.447675	0.0099738	25.80448	0.1042487	9	38.70723	0.4005682	0.000946391	0.044929	0.429617	3.52451	0.329026	0.292065	0.123639	0.255269	0.1073579	0.9710384
3094	0	-3757.44	-3708.806	-48.63449	3.397249	0.2025393	0.0100919	0.00815294	0.0231763	0.00550665	0.0158621	0.0104481	0.0278674	0.0214484	0.0429903	0.0248982	0.00823913	0.00216989	0.0367373	0.00888155	0.0383175	0.00691961	0.00952827	0.00381886	0.0512924	0.0163775	0.0710974	0.0427347	0.00611782	0.0118259	0.0299777	0.0436032	0.00433336	0.0028315	0.00207236	0.0448109	0.017576	0.0469638	0.0136613	0.0262568	0.0155643	0.0282009	0.00669381	0.0116186	0.00572711	0.00567717	0.00880916	0.0818866	0.02008043	0.01147274	0.0106132	0.533796	0.00980599	0.00665046	0.433088	0.00604686	24.52693	0.1796335	9	38.92495	0.389294	0.00057923	0.0352532	0.390253	3.57391	0.291888	0.316717	0.141799	0.249596	0.1911062	0.9399667
3095	1	-3749.495	-3708.496	-40.99871	6.373765	0.1765255	0.00815534	0.00232358	0.0833437	0.0383359	0.00577017	0.0131443	0.0161564	0.00271852	0.0235536	0.00757612	0.0827801	0.0203353	0.042568	0.0225198	0.00712364	0.0166963	0.0107426	0.0200896	0.000194727	7.32296e-05	0.00350739	0.0336	0.00105189	0.000624639	0.000430854	0.000101946	0.00918205	0.0162639	0.000189752	0.0137817	0.0200391	0.0283944	0.0129446	0.00834968	0.0279374	0.0017092	0.00407759	0.00731355	0.00494607	0.0635918	0.0123705	0.0386378	0.0141667	-0.005743315	0.0124629	0.489999	0.00491146	0.00821491	0.47771	0.00670187	24.11654	0.1650712	9	37.68294	0.2818828	0.00021201	0.0214243	0.319692	3.65867	0.316167	0.29036	0.133986	0.259487	0.1593279	1.036047
3096	0	-3764.029	-3713.494	-50.53512	3.865375	0.166366	0.00474179	0.0221811	0.0257109	0.0171041	0.00389339	0.00658298	0.00360378	0.0217619	0.0372073	0.0325059	0.00417951	0.00309664	0.0274711	0.0138238	0.017552	0.0513114	0.0216004	0.00444511	0.0311553	0.0081039	0.0259045	0.00924392	0.0127799	0.069385	0.0142684	0.00697098	0.0223479	0.00208516	0.0225305	0.0278785	0.0232236	0.00291941	0.0273178	0.0154215	0.0280351	0.00663216	0.018676	0.0315091	0.00434656	0.0180526	0.000103721	0.045849	0.02335412	0.006882544	0.0102854	0.521208	0.010137	0.00687499	0.447709	0.00378498	25.50578	0.1521314	8	39.08557	0.2911895	0.000131436	0.016896	0.29046	3.69251	0.303661	0.297695	0.138732	0.259911	0.159014	0.9567174
3097	1	-3764.32	-3724.641	-39.67967	4.596334	0.1680774	0.00115134	0.00570809	0.00744965	0.0646631	0.00577385	0.0157663	0.0277142	0.00386665	0.0467489	0.00684742	0.103684	0.00624928	0.0535324	0.033008	0.0113788	0.0206668	0.0232729	0.000315624	0.026264	0.0339395	0.0236049	0.0145926	0.0172619	0.00430316	0.00981763	0.000220192	0.0118692	0.0375828	0.0062645	0.00429492	0.0101509	0.0438874	0.0132297	0.000274115	0.0351413	0.00149107	0.000212858	0.0103092	0.0156619	0.00734684	0.0155693	0.0216457	0.02283514	0.04192009	0.00846556	0.448763	0.0037597	0.00957909	0.524348	0.00508457	23.5495	0.1805866	9	40.96202	0.3006737	0.000143039	0.0176214	0.295443	3.68679	0.337084	0.294227	0.127747	0.240943	0.2225067	0.8116007
3098	0	-3754.956	-3709.283	-45.67321	4.367234	0.1527856	0.0260658	0.0459344	0.0335022	0.0200956	0.0119712	0.00332939	0.0275663	0.0224896	0.0400496	0.0236751	0.00398116	0.00612687	0.0414557	0.021016	0.0202883	0.00661201	0.0204575	0.00457711	0.0215159	0.0151083	0.00719173	0.0250187	0.0503303	0.0518192	0.00805082	0.00403094	0.00399787	0.03185	0.0272246	0.0140776	0.0377817	0.0162351	0.0134573	0.00724464	0.0410237	0.0074485	0.0098147	0.0127903	0.00148575	0.00596003	0.0232245	0.00591052	0.01995671	0.10204	0.00999982	0.553237	0.00940586	0.00475968	0.415416	0.00718211	23.8629	0.08416402	9	39.47391	0.3453641	6.27938e-05	0.0117018	0.250212	3.73802	0.286582	0.305442	0.139346	0.268631	0.186204	0.451999
