Iteration	Posterior	Likelihood	Prior	alpha	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	p_inv	pi[1]	pi[2]	pi[3]	pi[4]	sr[1]	sr[2]	sr[3]	sr[4]	TL
4880	-13134.07	-13108.61	-25.45685	0.8088828	0.314183	0.142141	0.217282	0.138424	0.271594	0.157733	0.27801	0.189628	0.15878	0.354449	0.103057	0.164699	0.252569	0.24194	0.212009	0.373986	0.364707	0.300301	0.258433	0.144552	0.169332	0.0953758	0.505472	0.0571595	0.00345759	0.238914	0.217428	0.0642224	0.0683663	0.0550389	0.107543	0.31538	0.179432	0.0166068	0.0568392	0.055092	0.100542	0.0749001	0.202964	0.0105782	0.0675581	0.107761	0.0538203	0.0398876	0.357848	0.0438213	0.017589	0.482693	0.0581606	0.3630543	0.33795	0.381258	0.069414	0.211379	0.0974475	0.410686	0.959386	2.53248	7.462259
4890	-13147.05	-13121.27	-25.77572	0.8753915	0.284593	0.192136	0.20311	0.13115	0.272029	0.118568	0.259555	0.171276	0.149655	0.368927	0.122228	0.162452	0.259705	0.277277	0.171409	0.352146	0.267106	0.259951	0.253141	0.0792703	0.173096	0.0932895	0.541492	0.0828997	0.00506943	0.348211	0.217509	0.135016	0.0862806	0.0741581	0.139914	0.308786	0.227758	0.0229998	0.0688416	0.061957	0.0324444	0.139329	0.126233	0.00294362	0.0509788	0.164455	0.0348001	0.037394	0.402936	0.0624514	0.0154197	0.452517	0.0292816	0.3564631	0.33795	0.381258	0.069414	0.211379	0.111471	0.435805	0.975839	2.47688	7.494146
4900	-13128.96	-13107.88	-21.07637	0.875658	0.2852	0.113667	0.212125	0.176583	0.207577	0.156814	0.210199	0.185969	0.135316	0.380935	0.116324	0.164658	0.231579	0.225489	0.209127	0.367459	0.302621	0.230933	0.242671	0.135312	0.181702	0.115546	0.514291	0.0700124	0.00777001	0.198912	0.146686	0.0864442	0.047905	0.109701	0.117944	0.274744	0.185653	0.0198956	0.0543279	0.0436689	0.0444931	0.0743551	0.150333	0.00235842	0.115137	0.124196	0.04758	0.0357791	0.388338	0.0597545	0.0154156	0.432975	0.0677375	0.3564631	0.34253	0.38288	0.0684053	0.206185	0.111527	0.435901	0.9759	2.47667	7.024212
4910	-13138.55	-13112.81	-25.73981	0.7769321	0.340516	0.22062	0.230884	0.200134	0.255689	0.137039	0.311487	0.186053	0.186313	0.422968	0.103723	0.162475	0.257653	0.301338	0.222858	0.227876	0.345088	0.22943	0.22116	0.152198	0.208537	0.111651	0.53794	0.0848224	0.0155606	0.221883	0.222056	0.0499356	0.056911	0.071695	0.0469473	0.211412	0.146961	0.0180883	0.078754	0.0855519	0.044179	0.0539126	0.208431	0.00259119	0.127196	0.110463	0.0595739	0.0325546	0.402707	0.0465256	0.0212062	0.448996	0.0480111	0.3564631	0.341949	0.382231	0.0699841	0.205836	0.0906415	0.397678	0.950352	2.56133	7.490555
4920	-13134.78	-13116.68	-18.10381	0.718892	0.373245	0.113154	0.150742	0.172185	0.196093	0.219623	0.222886	0.182646	0.0949748	0.367905	0.10734	0.147052	0.197357	0.231803	0.204552	0.306017	0.320623	0.198697	0.257339	0.0735222	0.159217	0.10054	0.443987	0.0610308	0.0312504	0.192524	0.211975	0.021879	0.0725882	0.114315	0.0655973	0.26209	0.110061	0.0212506	0.0458082	0.0573931	0.0909286	0.097689	0.128295	0.00211679	0.106171	0.132639	0.0598525	0.0329852	0.391329	0.0506173	0.0214867	0.454935	0.0486462	0.3564631	0.341949	0.382231	0.0699841	0.205836	0.0782273	0.372309	0.931673	2.61779	6.726956
4930	-13129.41	-13111.29	-18.11996	0.830017	0.244462	0.189776	0.175662	0.150139	0.233326	0.149086	0.222886	0.175882	0.141541	0.367905	0.119301	0.145628	0.197779	0.264748	0.163326	0.37251	0.315539	0.178184	0.228237	0.129384	0.142721	0.111136	0.475247	0.0768793	0.0442015	0.196536	0.203955	0.0165418	0.0541711	0.073119	0.105842	0.169885	0.111013	0.0368134	0.0438853	0.0466819	0.0794896	0.0759255	0.176933	0.00678834	0.100948	0.109843	0.104713	0.0324957	0.385522	0.0647065	0.0211678	0.448184	0.0479243	0.3633823	0.342768	0.380751	0.0701518	0.206329	0.101928	0.418944	0.964937	2.51419	6.728571
4940	-13130.2	-13106.44	-23.76403	0.9025882	0.343615	0.167108	0.213285	0.149224	0.266856	0.114231	0.278509	0.128904	0.165292	0.420549	0.118379	0.178716	0.230323	0.273565	0.15427	0.461853	0.309335	0.200848	0.213178	0.115463	0.13593	0.152754	0.5931	0.066941	0.0529516	0.222427	0.169922	0.0478332	0.0616064	0.0772683	0.0785922	0.147624	0.167232	0.0288855	0.0524098	0.102868	0.0637435	0.0798951	0.15215	0.016992	0.159264	0.0913936	0.0676892	0.028292	0.389463	0.0633453	0.0208577	0.452766	0.0452765	0.3633823	0.349128	0.377067	0.069473	0.204333	0.117131	0.445379	0.981777	2.45571	7.292977
4950	-13136.32	-13109.47	-26.84919	0.8527887	0.320572	0.123628	0.193407	0.0983354	0.295805	0.275922	0.247663	0.201331	0.191319	0.411862	0.0992271	0.132372	0.289216	0.274855	0.160655	0.401889	0.314885	0.232722	0.26673	0.101289	0.140519	0.194763	0.551189	0.0812615	0.0698573	0.175637	0.218477	0.0538258	0.0503574	0.10238	0.072585	0.26846	0.129388	0.0429696	0.0599207	0.0610046	0.0790615	0.0797673	0.164698	0.0733326	0.11271	0.135269	0.0503777	0.0274228	0.353332	0.0574686	0.0189227	0.475651	0.0672032	0.3572781	0.34544	0.373084	0.0687391	0.212738	0.106732	0.42755	0.970573	2.49515	7.601493
4960	-13142.81	-13118.44	-24.3702	0.6652182	0.315068	0.165684	0.243547	0.143601	0.154427	0.155857	0.297432	0.127117	0.208066	0.406222	0.115339	0.147087	0.209165	0.196118	0.326026	0.366507	0.300374	0.254849	0.36181	0.0908092	0.181857	0.146271	0.436203	0.0563016	0.0344104	0.267195	0.176464	0.0445484	0.052041	0.074841	0.0839833	0.208354	0.101844	0.015471	0.0690101	0.0455361	0.104669	0.0347217	0.218754	0.0452367	0.129878	0.129288	0.111611	0.028346	0.365227	0.0594033	0.026092	0.491664	0.0292681	0.3572781	0.34544	0.373084	0.0687391	0.212738	0.06678	0.346646	0.911264	2.67531	7.353594
4970	-13134.59	-13108.21	-26.3896	0.6348714	0.325922	0.169551	0.223738	0.141128	0.269135	0.148972	0.239777	0.179907	0.141408	0.400686	0.0889995	0.165136	0.218587	0.217147	0.210604	0.34145	0.365916	0.276169	0.276698	0.108601	0.145122	0.117891	0.640234	0.129981	0.0269846	0.260393	0.250816	0.0239721	0.0684409	0.0912511	0.100928	0.216071	0.138992	0.0745217	0.0494921	0.0378459	0.129057	0.0613995	0.176416	0.0324663	0.0958921	0.143462	0.0343753	0.0302372	0.321234	0.0633666	0.0248762	0.524467	0.0358191	0.3558842	0.343067	0.370521	0.068267	0.218145	0.0603707	0.33111	0.898117	2.7104	7.555534
4980	-13122.21	-13099.67	-22.54104	0.7946521	0.299715	0.159515	0.202857	0.171231	0.256616	0.129161	0.345678	0.164744	0.168014	0.35428	0.121712	0.1327	0.226078	0.202386	0.25226	0.372052	0.257659	0.185883	0.29549	0.113935	0.14721	0.121675	0.472826	0.110033	0.0732633	0.191463	0.25478	0.0440751	0.0984284	0.0817728	0.0788999	0.235293	0.191428	0.0200599	0.0503826	0.0572387	0.0701946	0.0384199	0.159	0.00908593	0.107632	0.104267	0.0412817	0.0262801	0.38238	0.0555137	0.0274548	0.459471	0.0489004	0.3876336	0.349085	0.367127	0.0676416	0.216146	0.0944202	0.404972	0.955462	2.54515	7.170678
4990	-13133.87	-13108.26	-25.61287	0.8275388	0.255131	0.139836	0.19449	0.175104	0.234241	0.129161	0.285493	0.232672	0.177109	0.395207	0.10752	0.165123	0.215476	0.236621	0.27453	0.333213	0.265398	0.276388	0.332546	0.0949911	0.236514	0.119354	0.485513	0.0853624	0.0595312	0.244155	0.185048	0.0345882	0.095716	0.0921555	0.0844778	0.270393	0.136801	0.00887181	0.0356031	0.134382	0.0736773	0.071326	0.222814	0.00603145	0.104938	0.116279	0.0540807	0.026563	0.386496	0.0561113	0.0329609	0.464417	0.0334517	0.3791463	0.349085	0.367127	0.0676416	0.216146	0.101404	0.417989	0.964303	2.5163	7.477861
5000	-13130.69	-13107.07	-23.6222	0.938967	0.325013	0.104199	0.206619	0.162509	0.257896	0.147434	0.332457	0.178622	0.153708	0.398999	0.13543	0.166536	0.244639	0.247805	0.224969	0.318124	0.243062	0.273384	0.268562	0.112297	0.188268	0.148142	0.478895	0.0713939	0.0332428	0.232955	0.279623	0.0530366	0.0976579	0.0939518	0.0821719	0.252745	0.121058	0.00843018	0.0389204	0.0741453	0.0403156	0.0242712	0.196966	0.00862267	0.0959109	0.080514	0.0752926	0.0289764	0.40657	0.051004	0.0299607	0.422145	0.0613431	0.3683801	0.345452	0.363306	0.0637983	0.227444	0.124621	0.457605	0.989102	2.42867	7.278795
5010	-13138.04	-13113.58	-24.45656	0.8352385	0.297459	0.16734	0.290461	0.136474	0.253982	0.127971	0.318645	0.212206	0.158599	0.427514	0.0770947	0.214366	0.260105	0.292624	0.224969	0.322085	0.339106	0.199523	0.22148	0.0857157	0.207935	0.133786	0.447764	0.0642612	0.0686727	0.229211	0.198232	0.0511624	0.11306	0.0952773	0.0588577	0.257734	0.13039	0.012104	0.0503475	0.0612946	0.0623952	0.0274314	0.208035	0.00399757	0.0723564	0.0970285	0.0831774	0.0360107	0.409737	0.0427415	0.0242554	0.425434	0.061821	0.3768733	0.348942	0.361368	0.063458	0.226231	0.103032	0.420944	0.96626	2.50976	7.362231
5020	-13141.07	-13118.81	-22.26347	0.8705788	0.255601	0.149237	0.271346	0.166897	0.166245	0.212185	0.27143	0.215472	0.158084	0.314514	0.14614	0.11576	0.206237	0.244159	0.220865	0.393642	0.30982	0.268353	0.220596	0.0771511	0.137354	0.132019	0.415519	0.0867813	0.0222373	0.177518	0.200146	0.0355581	0.0541833	0.165832	0.062431	0.345076	0.190322	0.00563591	0.0445247	0.0536634	0.0759359	0.0480568	0.162891	0.013159	0.115117	0.137428	0.0777986	0.0396908	0.416001	0.0449514	0.0187541	0.431937	0.0486654	0.3768733	0.357086	0.372371	0.0653901	0.205153	0.110465	0.43407	0.974744	2.48072	7.142922
5030	-13131.47	-13107.24	-24.2312	0.8304308	0.331753	0.110386	0.202398	0.137455	0.236914	0.154697	0.262135	0.160792	0.188985	0.353175	0.115477	0.149679	0.251435	0.223512	0.220865	0.357756	0.253469	0.298744	0.308667	0.0899588	0.189823	0.125635	0.504149	0.0751269	0.062786	0.297355	0.16152	0.0432748	0.0487288	0.139284	0.135689	0.275037	0.166815	0.00409672	0.068288	0.0704692	0.0653322	0.0430003	0.166538	0.0451182	0.100913	0.0786463	0.0638146	0.037948	0.397734	0.0426173	0.0179306	0.432439	0.0713306	0.3768733	0.3295	0.383139	0.0672811	0.22008	0.102016	0.419103	0.965043	2.51384	7.339695
5040	-13128.42	-13107.08	-21.34335	0.8551091	0.335446	0.138023	0.209807	0.13004	0.230298	0.177361	0.319163	0.145926	0.152572	0.333944	0.104195	0.18175	0.248511	0.269583	0.190122	0.283228	0.264512	0.239446	0.26866	0.134833	0.179005	0.0938843	0.439397	0.0898682	0.0625256	0.188631	0.212604	0.102621	0.0369766	0.0918759	0.0705603	0.209701	0.130433	0.00426088	0.0603574	0.109639	0.0743574	0.040742	0.196556	0.0151628	0.0804697	0.126534	0.0773262	0.0365451	0.397995	0.0458884	0.0179423	0.432722	0.0689077	0.3670337	0.328906	0.384252	0.0671596	0.219683	0.10722	0.42841	0.971128	2.49324	7.05091
5050	-13139.51	-13113.41	-26.09716	0.7645364	0.328824	0.12196	0.241172	0.181468	0.324736	0.205474	0.264033	0.174045	0.21712	0.342414	0.143795	0.157308	0.226622	0.244518	0.180346	0.322511	0.283356	0.221254	0.26134	0.106172	0.197519	0.169931	0.598729	0.0836296	0.0498939	0.230453	0.190032	0.0701542	0.0309016	0.0868402	0.0896701	0.192201	0.154888	0.00766997	0.0685043	0.0423453	0.104918	0.0482237	0.20076	0.0184114	0.0679036	0.176554	0.097687	0.038755	0.396592	0.0482328	0.0202452	0.458889	0.0372857	0.3670337	0.324101	0.393248	0.0661785	0.216473	0.0879934	0.392454	0.946622	2.57293	7.526291
5060	-13138.22	-13116.02	-22.1901	0.7110165	0.296768	0.126457	0.199172	0.195408	0.277419	0.107377	0.271567	0.121922	0.191961	0.355501	0.128184	0.130491	0.209315	0.254013	0.24347	0.257432	0.283273	0.242284	0.232018	0.101622	0.144819	0.130238	0.455597	0.110635	0.0767754	0.195416	0.250045	0.091038	0.0455817	0.0803228	0.0961635	0.208526	0.276077	0.00824247	0.0347244	0.0764819	0.0585613	0.0720415	0.203685	0.0704382	0.0617241	0.117088	0.0457121	0.0386144	0.395153	0.0472699	0.0260549	0.457224	0.035684	0.3670337	0.320658	0.389071	0.0658097	0.224462	0.0765428	0.368682	0.928883	2.62589	7.135585
5070	-13129	-13110.75	-18.244	0.8951418	0.268593	0.161817	0.162136	0.114201	0.225052	0.110932	0.248356	0.14799	0.157389	0.336147	0.137072	0.13187	0.221052	0.228545	0.240244	0.384479	0.31173	0.182014	0.226766	0.0988741	0.165412	0.095663	0.474091	0.0612004	0.0523458	0.24679	0.182988	0.0927546	0.0864244	0.0594971	0.0995716	0.208238	0.159148	0.0205514	0.0448336	0.0753287	0.0441313	0.0761643	0.171406	0.0279754	0.054829	0.128949	0.0174214	0.0374642	0.383383	0.0458619	0.0251834	0.449356	0.0587518	0.3670337	0.323481	0.392496	0.0663891	0.217633	0.115587	0.442795	0.980193	2.46143	6.740974
5080	-13132.69	-13108.88	-23.80783	0.928188	0.284385	0.149727	0.216105	0.190959	0.192084	0.154616	0.248356	0.179039	0.151139	0.382761	0.15209	0.119276	0.252261	0.319723	0.225892	0.371204	0.300284	0.242205	0.234889	0.0838931	0.167198	0.112847	0.529992	0.0744933	0.0487884	0.147836	0.262986	0.0559859	0.0677554	0.0698079	0.052339	0.271233	0.234619	0.0151883	0.0436837	0.063214	0.0492283	0.0586771	0.243991	0.0267632	0.0979549	0.12201	0.0298783	0.0387902	0.392239	0.0593279	0.0167061	0.459735	0.0332015	0.3670337	0.325279	0.394677	0.0612007	0.218843	0.122412	0.454049	0.987001	2.43654	7.297358
5090	-13127.65	-13103.7	-23.95291	0.8606879	0.310873	0.173724	0.183279	0.153164	0.211559	0.154193	0.266633	0.149226	0.138348	0.405339	0.112216	0.166012	0.298135	0.250134	0.24801	0.378548	0.346472	0.296352	0.250637	0.142933	0.18302	0.102349	0.577041	0.0984856	0.0579533	0.137067	0.230479	0.0175136	0.0199817	0.0959522	0.0375286	0.244485	0.111407	0.0316096	0.064592	0.0500896	0.0511333	0.0667619	0.193835	0.0150099	0.138686	0.105878	0.0452208	0.0375251	0.405085	0.0518892	0.0286413	0.444741	0.0321187	0.3670337	0.331999	0.390132	0.062465	0.215405	0.108392	0.430466	0.972449	2.48869	7.311865
5100	-13128.48	-13111.78	-16.69579	0.8218524	0.276258	0.0993756	0.141734	0.134663	0.264519	0.184085	0.242309	0.139572	0.126319	0.317193	0.107955	0.160421	0.204907	0.25416	0.185353	0.32908	0.235944	0.215895	0.308946	0.0920288	0.15646	0.0911848	0.460521	0.083768	0.0571894	0.205758	0.167372	0.0267324	0.0249612	0.125485	0.0378445	0.225113	0.193304	0.0419569	0.0757757	0.0355367	0.0612977	0.0434464	0.147462	0.0431762	0.122597	0.0743188	0.0641767	0.0386994	0.386468	0.0535129	0.0295376	0.458658	0.0331237	0.3707458	0.332051	0.385372	0.0635232	0.219054	0.1002	0.415785	0.962831	2.52118	6.586154
5110	-13125.47	-13108.31	-17.15132	0.7889894	0.339546	0.0864052	0.197581	0.115841	0.212959	0.136025	0.216077	0.159928	0.111979	0.412877	0.12849	0.136282	0.217205	0.276472	0.242621	0.344827	0.278599	0.204953	0.224174	0.108053	0.135777	0.136076	0.475011	0.0839447	0.0390314	0.181671	0.196085	0.0358325	0.0457666	0.118255	0.0811766	0.207088	0.107895	0.0201474	0.032615	0.0528546	0.076968	0.0541154	0.143426	0.0373822	0.0909109	0.0824343	0.0463484	0.0387467	0.38763	0.0535783	0.0290968	0.459219	0.031729	0.3719863	0.332051	0.385372	0.0635232	0.219054	0.0932137	0.402663	0.953857	2.55027	6.631706
5120	-13128.85	-13110.83	-18.01829	0.9934478	0.314938	0.103655	0.149062	0.0896848	0.215081	0.140688	0.280736	0.197814	0.111979	0.369624	0.131806	0.150091	0.25031	0.24532	0.223755	0.265766	0.2839	0.220121	0.238748	0.100056	0.131493	0.0975938	0.437988	0.0747549	0.042087	0.180347	0.231334	0.0651795	0.0891147	0.0922181	0.0865668	0.32839	0.129989	0.018269	0.0307074	0.0468631	0.0869318	0.0763547	0.108198	0.0462709	0.0905723	0.115842	0.0282053	0.037884	0.379001	0.0523855	0.028449	0.448995	0.0532856	0.3949052	0.332051	0.385372	0.0635232	0.219054	0.135645	0.474774	0.998906	2.39068	6.718403
5130	-13128.9	-13112.54	-16.36057	0.9802646	0.344042	0.150897	0.193909	0.103794	0.18592	0.140688	0.246082	0.144432	0.177607	0.280399	0.0984323	0.137828	0.237989	0.251561	0.17222	0.352169	0.305099	0.234781	0.208233	0.0957649	0.144825	0.0991065	0.437988	0.103566	0.039627	0.160123	0.144563	0.022808	0.0865034	0.0540676	0.0657972	0.179614	0.124848	0.0275459	0.0276072	0.0914036	0.0140976	0.0364755	0.188839	0.0863074	0.170716	0.135877	0.0484791	0.0362398	0.414065	0.0501118	0.0301398	0.429508	0.0399364	0.4031743	0.332051	0.385372	0.0635232	0.219054	0.132999	0.470738	0.996651	2.39961	6.552631
5140	-13137.46	-13123.43	-14.02447	0.7692766	0.238828	0.147159	0.171317	0.139522	0.199261	0.182955	0.220377	0.098675	0.140903	0.350625	0.124127	0.122455	0.265884	0.225363	0.233097	0.351472	0.238593	0.206925	0.191282	0.0991532	0.129895	0.119379	0.422489	0.0531587	0.0573318	0.245534	0.19222	0.0406535	0.0475982	0.0641915	0.0635936	0.203149	0.110618	0.0663034	0.0305384	0.0515018	0.00342036	0.0657966	0.123712	0.084372	0.112016	0.0582549	0.0253218	0.03879	0.419457	0.0501413	0.0218919	0.42976	0.0399599	0.4047427	0.331191	0.384375	0.065947	0.218487	0.0890064	0.394464	0.948064	2.56847	6.319021
5150	-13128.21	-13116.25	-11.95917	1.066396	0.344359	0.120125	0.176833	0.142616	0.195795	0.148703	0.199292	0.110926	0.146431	0.33347	0.087582	0.129104	0.218128	0.254002	0.21631	0.332318	0.224174	0.162889	0.195858	0.0937559	0.141486	0.103675	0.451028	0.0846222	0.0453202	0.192256	0.116365	0.0247077	0.0514714	0.0564717	0.0991123	0.20852	0.118901	0.042099	0.0343269	0.0402209	0.00446967	0.0846187	0.160812	0.0405872	0.0892368	0.0604219	0.0290923	0.0406468	0.391417	0.0625991	0.018017	0.450332	0.0369882	0.4047427	0.336632	0.374261	0.0670304	0.222076	0.150008	0.495838	1.01019	2.34397	6.112491
5160	-13129.41	-13116.23	-13.18302	0.9985889	0.243944	0.126995	0.184933	0.111057	0.197389	0.148064	0.204436	0.138896	0.107276	0.326801	0.101252	0.133856	0.168049	0.192962	0.223092	0.257364	0.283928	0.2296	0.195858	0.0964098	0.136128	0.114028	0.476817	0.0904942	0.0669181	0.152636	0.175635	0.0635016	0.0583051	0.0580903	0.113334	0.252032	0.127149	0.0551972	0.0307169	0.116121	0.007323	0.0742282	0.103038	0.0698896	0.117856	0.0834512	0.0198254	0.0385675	0.414199	0.0593969	0.0236129	0.427295	0.0369291	0.4047427	0.338594	0.372972	0.0658466	0.222587	0.136672	0.476327	0.999766	2.38723	6.234877
5170	-13132.75	-13120.92	-11.8294	0.9555713	0.201535	0.174042	0.161868	0.167193	0.192951	0.0990537	0.24459	0.139839	0.101637	0.326801	0.123403	0.171022	0.223635	0.216591	0.224211	0.304667	0.231675	0.198923	0.18429	0.0706039	0.184827	0.0841344	0.372347	0.0954943	0.047206	0.181775	0.151558	0.077982	0.0464496	0.0588524	0.0765018	0.208679	0.123775	0.00611209	0.0329752	0.0617608	0.0105381	0.0564212	0.184962	0.0413038	0.0960824	0.132641	0.00860559	0.0398031	0.427469	0.0510498	0.0243694	0.40402	0.0532884	0.3755756	0.338594	0.372972	0.0658466	0.222587	0.128006	0.462978	0.99223	2.41679	6.099514
5180	-13133.37	-13115.96	-17.41013	0.8817555	0.33033	0.147277	0.166179	0.119391	0.259491	0.110982	0.237334	0.157754	0.143987	0.418958	0.0876126	0.139251	0.190629	0.20801	0.227551	0.313787	0.218219	0.233686	0.274934	0.0880533	0.181593	0.110583	0.476701	0.0962907	0.05429	0.183242	0.197138	0.127169	0.0541977	0.0799568	0.0442334	0.184653	0.0921864	0.00335918	0.0671057	0.0837493	0.0364551	0.0395218	0.169746	0.0378535	0.116001	0.131946	0.0162011	0.0385313	0.417678	0.0498805	0.0238113	0.418031	0.0520679	0.3745573	0.337633	0.371913	0.0656597	0.224794	0.1128	0.43808	0.977267	2.47185	6.657588
5190	-13126.64	-13110.09	-16.55482	0.9395391	0.292424	0.111406	0.176261	0.142843	0.253966	0.133973	0.208024	0.157754	0.182547	0.396706	0.10487	0.14161	0.155216	0.269554	0.231401	0.267811	0.283978	0.222987	0.21713	0.088042	0.148298	0.111271	0.438436	0.0894657	0.0656303	0.221721	0.251347	0.0309936	0.0492074	0.0488063	0.0668651	0.149974	0.171379	0.00449607	0.0263518	0.0795408	0.0343429	0.0784361	0.171823	0.0340895	0.150463	0.100384	0.0102315	0.0450106	0.394616	0.0411396	0.0224965	0.447544	0.049193	0.3745573	0.337633	0.371913	0.0656597	0.224794	0.124738	0.457793	0.989212	2.42826	6.572057
5200	-13131.73	-13113.29	-18.43512	0.6659966	0.292424	0.135702	0.180963	0.12887	0.189087	0.155039	0.20858	0.175783	0.135674	0.449499	0.143506	0.129672	0.230035	0.234967	0.206512	0.313887	0.25551	0.222987	0.234001	0.116876	0.161253	0.0808136	0.391636	0.10961	0.0622938	0.230106	0.194815	0.0345145	0.0612732	0.0850269	0.0650375	0.195821	0.132163	0.00678537	0.0676117	0.0422398	0.0707334	0.125739	0.176545	0.0571915	0.116607	0.142414	0.0102856	0.0442912	0.420366	0.0404821	0.0264493	0.425834	0.0425772	0.3295304	0.337633	0.371913	0.0656597	0.224794	0.0669452	0.347035	0.911585	2.67443	6.760087
5210	-13129.09	-13112.81	-16.27507	0.8300309	0.283511	0.151019	0.188512	0.125206	0.224583	0.173182	0.228757	0.200057	0.106237	0.301328	0.118016	0.133146	0.227975	0.193565	0.167979	0.311269	0.25551	0.195729	0.27215	0.0928222	0.150697	0.0953665	0.505529	0.0963351	0.0768312	0.204065	0.188424	0.0395713	0.055971	0.0798478	0.0390291	0.280473	0.124638	0.00844687	0.0652917	0.0175209	0.102796	0.055411	0.151725	0.0512977	0.114525	0.0734826	0.0162535	0.0432935	0.410897	0.0395702	0.0259543	0.416242	0.0640432	0.3541749	0.34169	0.366262	0.0645521	0.227496	0.101931	0.418949	0.964941	2.51418	6.544082
5220	-13135.28	-13115.91	-19.37078	0.7445355	0.286225	0.134339	0.170933	0.151719	0.151915	0.176529	0.255594	0.157313	0.174412	0.375098	0.106801	0.181833	0.226765	0.274298	0.150129	0.319362	0.254318	0.219892	0.304757	0.108143	0.163471	0.0974825	0.516322	0.092697	0.091983	0.237793	0.246159	0.062126	0.0953714	0.0646189	0.0579468	0.218013	0.148969	0.0102171	0.0362179	0.0346589	0.0697218	0.0618951	0.160578	0.0105792	0.0396298	0.112537	0.0442928	0.0416939	0.434659	0.0381082	0.0205776	0.400863	0.0640992	0.3601907	0.34169	0.366262	0.0645521	0.227496	0.0837153	0.383807	0.940317	2.59216	6.853653
5230	-13129.89	-13109.23	-20.65679	0.8148963	0.309986	0.14538	0.194594	0.141593	0.202431	0.115423	0.255594	0.150181	0.219756	0.302452	0.121085	0.168185	0.264739	0.266431	0.221705	0.314942	0.28294	0.248106	0.242142	0.107607	0.165244	0.108874	0.590372	0.092071	0.0838646	0.151099	0.295127	0.0396919	0.0631527	0.102391	0.0498255	0.17577	0.207483	0.00405956	0.0449714	0.0541968	0.0435296	0.0494306	0.160468	0.0188885	0.0675492	0.100094	0.0388268	0.0392402	0.409079	0.0469582	0.0261778	0.418218	0.0603269	0.3601907	0.335256	0.369842	0.0651831	0.229719	0.0987244	0.413063	0.960998	2.52721	6.982254
5240	-13126.41	-13112.28	-14.13336	0.855341	0.294153	0.147998	0.181917	0.152379	0.201557	0.120956	0.25531	0.0977926	0.174072	0.317527	0.101421	0.127474	0.215864	0.23398	0.170556	0.281467	0.263498	0.195575	0.251751	0.062257	0.187628	0.111099	0.409538	0.0826132	0.079047	0.250312	0.213641	0.0486567	0.110113	0.0478269	0.0490817	0.222681	0.134654	0.00187921	0.0280034	0.0455067	0.0874308	0.0346562	0.135084	0.0125816	0.0986726	0.0797138	0.0119891	0.0381523	0.423359	0.0456562	0.0306657	0.406623	0.0555437	0.3601907	0.340415	0.367467	0.0638734	0.228244	0.107269	0.428496	0.971184	2.49305	6.329911
5250	-13138.21	-13119.74	-18.47161	1.041258	0.418236	0.162521	0.153189	0.148883	0.264057	0.200124	0.320955	0.128229	0.150097	0.368327	0.12129	0.153228	0.207146	0.242844	0.205631	0.29101	0.246453	0.249532	0.239122	0.0764184	0.132253	0.14006	0.434984	0.0742545	0.0339611	0.12656	0.150474	0.0939508	0.079051	0.0445684	0.0503708	0.254838	0.136555	0.000684401	0.059957	0.0632582	0.0969964	0.0775272	0.108834	0.0220171	0.122221	0.0955397	0.0175272	0.0397256	0.396626	0.047539	0.023909	0.423391	0.0688102	0.3601907	0.337953	0.372043	0.0634114	0.226593	0.145112	0.488811	1.00651	2.35956	6.763736
5260	-13136.44	-13109.08	-27.35191	0.6982987	0.373727	0.231316	0.20157	0.223071	0.262192	0.147181	0.345032	0.148124	0.162	0.398096	0.134617	0.165142	0.282114	0.251335	0.232569	0.432824	0.296787	0.287549	0.27738	0.100073	0.128815	0.105601	0.606653	0.0958529	0.0312453	0.117301	0.164589	0.0502025	0.116461	0.0391985	0.0725038	0.30796	0.177701	0.000722306	0.0328941	0.094755	0.0651101	0.0309549	0.179277	0.0161502	0.104224	0.129034	0.0318599	0.0322192	0.400555	0.0475081	0.0188883	0.455412	0.0454179	0.349169	0.337953	0.372043	0.0634114	0.226593	0.0738249	0.362726	0.924236	2.63921	7.651765
5270	-13139.44	-13111.22	-28.2144	0.8577247	0.330114	0.184605	0.221153	0.17509	0.241623	0.228254	0.252446	0.175768	0.148468	0.376944	0.159695	0.127615	0.209839	0.331306	0.200343	0.368774	0.279014	0.258896	0.246452	0.12224	0.107048	0.0975874	0.596121	0.140366	0.0478507	0.290075	0.230449	0.0686665	0.0988384	0.0378219	0.112638	0.261415	0.160326	0.000807976	0.08899	0.111357	0.0622923	0.0311039	0.231752	0.0562406	0.0624079	0.152334	0.0528871	0.0326569	0.376408	0.0407449	0.0281731	0.450459	0.0715581	0.3720479	0.342812	0.369312	0.0629459	0.22493	0.107769	0.429376	0.97175	2.4911	7.738015
